Date,Content,Created by,Labels,Views,Avg. percentage viewed,Likes,Dislikes,Comments,Shares,Added to a playlist,Removed from a playlist,Subscribers gained,Subscribers lost,Total engagement,Url
12/25/2022 03:00 AM AEDT +1100,"Joey Carbstrong helps the Gen V team debunk some of the vegan myths that often pop up in our comment section.  Show some love and subscribe to  @JoeyCarbstrong   for more great content. 💚  🌱VEGAN CHALLENGES AVAILABLE:  https://www.genv.org/go-vegan 7-Day Vegan For Animals 7-Day Vegan For The Planet 7-Day Vegan For Your Health 7-Day Vegan For Humanity 30-Day Vegan Challenge  00:00 Introduction 00:17 Vegans are all hippies 00:42 Lions eat meat 01:12 You can't force kids to be vegan 01:38 Veganism is a weird cult 02:08 Vegans kill billions of insects and mice when they harvest food 02:34 Cows need to be milked 02:56 Fried chicken is life, and it's good for the soul 03:10 We'll be overrun by farm animals if everyone went vegan 03:38 Jesus ate meat 03:52 Real men eat meat 04:07 Farmers love their animals 04:22 Veganism is extreme 04:37 My life is too busy to be vegan 04:53 Calling animal slaughter murder is ridiculous  🔴 Subscribe for more videos just like this: https://www.youtube.com/@GenerationVegan_  📚 ACTIVIST RESOURCES: https://www.genv.org/make-an-impact/ Resources to get educated, active, and intersectional.  👥 STAY CONNECTED Website: https://www.GenV.org Facebook: https://www.facebook.com/GenVeng Twitter: https://twitter.com/GenV Instagram: https://www.instagram.com/GenV_ENG",,,0,-,0,0,0,0,0,0,0,0,0,https://www.youtube.com/watch?v=iafnWp43Lm4
07/03/2024 01:00 AM AEST +1000,"Esses plásticos ameaçam animais marinhos, incluindo baleias, golfinhos, tartarugas e também aves marinhas. 🐟𓆉🐠  A melhor maneira de salvar os peixes e nossos oceanos é parar de financiar a indústria da pesca.  Faça sua parte para proteger os peixes e o meio ambiente. Experimente o veganismo hoje! 💙",Jamille Bullé,,23,53.52,2,0,0,0,0,0,0,0,2,https://www.youtube.com/watch?v=17tCWM1lOng
07/09/2024 00:59 AM AEST +1000,"Por que manter a crueldade no prato? 🍽️  🐤 Na indústria dos ovos, os pintinhos machos não são mais do que um subproduto indesejado. Além de não botarem ovos, são da raça errada para ganhar músculo rápido e produzir muita carne; por isso, são mortos para virar ração.  No primeiro dia de vida, são jogados em uma esteira industrial em direção ao triturador — uma máquina aterrorizante que os tritura enquanto ainda estão vivos e totalmente conscientes.  Mas nós podemos transformar essa realidade! 🌱 Considere o veganismo, cada escolha do nosso dia a dia pode contribuir para um mundo mais compassivo. 🐣💛  Comente ""EU QUERO"" para receber o link com os nossos programas gratuitos sobre veganismo. 🌱  #ParaTodesVerem: incontáveis pintinhos aparecem sendo cruelmente despejados de uma esteira industrial para outra.",Jamille Bullé,,13,175.1,1,0,0,0,0,0,0,0,1,https://www.youtube.com/watch?v=USHRLgSxB4M
07/16/2024 01:00 AM AEST +1000,"Patrícia Varela, guardiã do Santuário Vale da Rainha, nos convida a adotar uma visão mais ampla e inclusiva da vida espiritual através da história da Mestra Vaca Demetria e do Mestre Bezerro Obaluaiê.  Siga o Santuário Vale da Rainha @ahimsa.santuariovaledarainha Siga a Patrícia Varela @yoga.valedarainha  Faça parte em https://www.GeracaoV.org   🌱 PROGRAMAS SOBRE VEGANISMO DISPONÍVEIS: Programa de 7 dias para descobrir o veganismo pelos animais Programa de 7 dias para descobrir o veganismo pelo planeta Programa de 7 dias para descobrir o veganismo pela saúde Programa de 7 dias para descobrir o veganismo pela humanidade Programa de 7 dias para descobrir o veganismo pela espiritualidade Programa de 30 dias para descobrir o veganismo   🔴 Inscreva-se no nosso canal para mais vídeos como este: https://www.youtube.com/@geracaovegana   📚 AUMENTE O SEU IMPACTO: https://genv.org/pt-br/aumente-seu-impacto  Recursos para se informar mais e aumentar seu impacto.  👥 CONECTE-SE CONOSCO: Site: https://www.GeracaoV.org  Facebook: https://www.genv.org/pt-br/facebook  Instagram: https://www.genv.org/pt-br/instagram  #SomosGeraçãoVegana #SomosAGeraçãoVegana",,,197,40.2,33,0,8,29,2,0,6,0,72,https://www.youtube.com/watch?v=1NOnosS3EXM
07/20/2024 01:00 AM AEST +1000,"🌱 Já ouvimos esse mito VÁRIAS VEZES. De vez em quanto ele aparece como uma dúvida genuína, outras vezes para descredibilizar o veganismo. O que sabemos é que as plantas NÃO sentem como os animais; elas não têm cérebro e não há evidências suficientes de qualquer tipo de ""função cerebral"" em suas raízes, como algumas pessoas afirmam.  Embora as plantas se comuniquem entre si, isso não indica um senso de si mesmas ou dos outros, e não implica consciência. Por outro lado, os animais são sencientes, definitivamente sentem dor e mostram claramente sua individualidade, personalidade e capacidade de tomar decisões.  #Plantas #Veganismo #Vegano",Jamille Bullé,,38,75.6,2,0,0,0,0,0,0,0,2,https://www.youtube.com/watch?v=GyyMhjkmHcs
07/21/2024 01:00 AM AEST +1000,"Compartilhe esse vídeo com quem te faz feliz e diminui sua tristeza. 💚  PS: animais são amigos, não comida. 🐔🐮🐷  🎥: @thedodo",Jamille Bullé,,31,111.43,1,0,0,0,0,0,0,0,1,https://www.youtube.com/watch?v=Cz9VTm1IYlg
07/28/2024 00:59 AM AEST +1000,"Por que amar um e comer o outro? 🐶🐮  Vamos escolher a compaixão por TODOS os animais hoje. Considere o veganismo.  🎥: @peacefield.farm  #ParaTodesVerem: um cachorro preto lambe o focinho de uma vaca marrom e branca, como se estivesse beijando o animal. A vaca, do outro lado da cerca, retribui o carinho.",Jamille Bullé,,498,84.88,19,1,0,0,0,0,2,0,19,https://www.youtube.com/watch?v=kcynlcrktq0
02/03/2023 09:25 AM AEDT +1100,"UNIÃO⚡ DISRUPÇÃO⚡ TRANSFORMAÇÃO⚡ A nova identidade da Million Dollar Vegan #SomosGenV #SomosAGeraçãoV Faça parte em GeracaoV.org  Como podemos alcançar um mundo vegano se não atrairmos mais pessoas e diferentes grupos para o nosso movimento por meio de colaborações, solidariedade e apoio mútuo? Por isso, evoluímos para Generation Vegan (GenV).   Continuaremos a trabalhar por um mundo vegano sob este novo nome.  Acesse https://www.GeracaoV.org para saber por que fizemos essa grande mudança, além de conhecer os novos recursos que oferecemos e os novos programas sobre veganismo gratuitos de 7 e 30 dias disponíveis em nosso site, todos adaptados a diferentes países, culturas e interesses.   Isso é mais do que um novo nome e site. É uma mudança fundamental na forma como pensamos, comunicamos e operamos.  Nosso trabalho global de Alimentação Solidária foi o catalisador para esta transformação. Com essas novas experiências, continuamos aprendendo e percebemos que o nome Million Dollar Vegan não nos representava totalmente, nem abrangia tudo o que pretendíamos alcançar. 🌍  O nome soava centrado apenas nos EUA embora nossa equipe esteja localizada em muitas regiões diferentes do mundo. Para algumas pessoas, certamente parecia exclusivo (“um milhão de dólares”), entretanto sabemos que precisamos unir pessoas de todas as partes do mundo para nos ajudar a mudar a trajetória em que a humanidade está atualmente.   ✊ Nosso novo nome pretende unir e inspirar. Independentemente da idade, da região em que vive no mundo, das preferências pessoais ou identidades, todas as pessoas podem fazer parte desse importante movimento para uma mudança positiva.  💚 Se você acredita em um mundo compassivo em que os animais não são prejudicados, o planeta prospera, o acesso a alimentos nutritivos é garantido e nossas escolhas alimentares não custam a outras pessoas suas casas, meios de subsistência, bem-estar ou vidas, você faz parte dessa geração ousada e transformadora. #SomosGenV #SomosAGeraçãoV  Faça parte em https://www.GeracaoV.org  🌱 PROGRAMAS SOBRE VEGANISMO DISPONÍVEIS: https://www.GeracaoV.org Programa de 7 dias para descobrir o veganismo pelos animais Programa de 7 dias para descobrir o veganismo pelo planeta Programa de 7 dias para descobrir o veganismo pela saúde Programa de 7 dias para descobrir o veganismo pela humanidade Programa de 30 dias para descobrir o veganismo   🔴 Inscreva-se no nosso canal para mais vídeos como este: https://www.youtube.com/@geracaovegana  📚 AUMENTE O SEU IMPACTO: https://genv.org/pt-br/aumente-seu-impacto/ Recursos para se informar mais e aumentar seu impacto.  👥 CONECTE-SE CONOSCO: Site: https://www.GeracaoV.org Facebook: https://www.genv.org/pt-br/facebook Instagram: https://www.genv.org/pt-br/instagram",,,0,-,0,0,0,0,0,0,0,0,0,https://www.youtube.com/watch?v=63GbVbwIWfA
03/09/2023 02:00 AM AEDT +1100,A fundadora da Sociedade Vegetariana Brasileira conta a história por trás de um momento fundamental para o crescimento do movimento vegano do país: o início do Vegfest Brasil que hoje é um dos maiores eventos veganos da América Latina.  Faça parte em https://www.GeracaoV.org  🌱 PROGRAMAS SOBRE VEGANISMO DISPONÍVEIS: https://www.GeracaoV.org Programa de 7 dias para descobrir o veganismo pelos animais Programa de 7 dias para descobrir o veganismo pelo planeta Programa de 7 dias para descobrir o veganismo pela saúde Programa de 7 dias para descobrir o veganismo pela humanidade Programa de 30 dias para descobrir o veganismo   🔴 Inscreva-se no nosso canal para mais vídeos como este:     https://www.youtube.com/@geracaovegana  📚 AUMENTE O SEU IMPACTO: https://genv.org/pt-br/aumente-seu-impacto/ Recursos para se informar mais e aumentar seu impacto.  👥 CONECTE-SE CONOSCO: Site: https://www.GeracaoV.org Facebook: https://www.genv.org/pt-br/facebook Instagram: https://www.genv.org/pt-br/instagram,,,0,-,0,0,0,0,0,0,0,0,0,https://www.youtube.com/watch?v=NYJ8XVztxjI
04/21/2023 04:41 AM AEST +1000,"Vem ver transformação! ⚡  A indústria pecuária quer nos fazer acreditar em histórias que normalizam a exploração dos animais e do planeta. Tentam nos convencer que entendem os animais, mas não querem nos deixar ver a verdade sobre como eles sofrem.  Junto com @leyllahdiva, esse é o nosso convite de união para todas as pessoas que querem transformar nossa sociedade pelo planeta, pelos animais e pela humanidade. Chegou a hora de rompermos com as falsas narrativas da pecuária por um mundo melhor para todes.  Eles também sentem igual a gente! 🐷✊🏿🌈  Leia mais sobre senciência animal em nosso blog: 🐮 https://genv.org/pt-br/o-que-e-senciencia/  Descubra o veganismo e vem fazer parte da Geração V! 🌱  🌱 PROGRAMAS SOBRE VEGANISMO DISPONÍVEIS: https://www.GeracaoV.org Programa de 7 dias para descobrir o veganismo pelos animais Programa de 7 dias para descobrir o veganismo pelo planeta Programa de 7 dias para descobrir o veganismo pela saúde Programa de 7 dias para descobrir o veganismo pela humanidade Programa de 30 dias para descobrir o veganismo  🔴 Inscreva-se no nosso canal para mais vídeos como este: https://www.youtube.com/@geracaovegana  📚 AUMENTE O SEU IMPACTO: https://genv.org/pt-br/aumente-seu-impacto/ Recursos para se informar mais e aumentar seu impacto.  👥 CONECTE-SE CONOSCO: Site: https://www.GeracaoV.org Facebook: https://www.facebook.com/GenVBrasil/ Instagram: https://www.genv.org/pt-br/instagram",,,0,-,0,0,0,0,0,0,0,0,0,https://www.youtube.com/watch?v=wubM9OU3jAg
04/28/2023 06:09 AM AEST +1000,"Quer descobrir os bastidores de criação de uma música vegana?  ‌Então, pega essa visão com @‌leyllahdiva que conta toda a mensagem por trás de sua nova canção.  ‌A música Senciente é uma mensagem de UNIÃO por um mundo mais justo para todos os seres sencientes. É um chamado de DISRUPÇÃO, para a gente romper com as narrativas da pecuária que nos fazem acreditar em tantas histórias que normalizam a exploração dos animais e do planeta. Essa canção é um grande convite para todo mundo conhecer o veganismo e assim criarmos a TRANSFORMAÇÃO que queremos para proteger tanto as pessoas quanto os animais.  Conheça o manifesto que inspirou essa canção: https://www.youtube.com/watch?v=63GbVbwIWfA  Leia mais sobre o que a ciência diz a respeito de senciência animal: https://genv.org/pt-br/o-que-e-senciencia/  Assista ao Lyric Video da música: https://youtu.be/wubM9OU3jAg   🌱 PROGRAMAS SOBRE VEGANISMO DISPONÍVEIS: https://www.GeracaoV.org Programa de 7 dias para descobrir o veganismo pelos animais Programa de 7 dias para descobrir o veganismo pelo planeta Programa de 7 dias para descobrir o veganismo pela saúde Programa de 7 dias para descobrir o veganismo pela humanidade Programa de 30 dias para descobrir o veganismo  🔴 Inscreva-se no nosso canal para mais vídeos como este:  https://www.youtube.com/@geracaovegana  📚 AUMENTE O SEU IMPACTO: https://genv.org/pt-br/aumente-seu-im... Recursos para se informar mais e aumentar seu impacto.  👥 CONECTE-SE CONOSCO: Site: https://www.GeracaoV.org Facebook: https://www.genv.org/pt-br/facebook Instagram: https://www.genv.org/pt-br/instagram",,,0,-,0,0,0,0,0,0,0,0,0,https://www.youtube.com/watch?v=QlxleAnaZAo
05/12/2023 01:00 AM AEST +1000,"Confira os bastidores da gravação do videoclipe de Senciente.⚡ #SomosGenV #SomosAGeraçãoV    Assista ao videoclipe: https://www.youtube.com/watch?v=vcgvORPwY5o  Assista ao Lyric Video:  https://www.youtube.com/watch?v=wubM9OU3jAg&t=0s  Assista aos bastidores de gravação da música: https://www.youtube.com/watch?v=QlxleAnaZAo&t=0s   Ouça Senciente no Spotify: https://open.spotify.com/track/0NtERhD0CBFZahkkzX6BoK?si=z8svLSlXTUeYsI0GrqvrAQ&nd=1  Leia sobre senciência e por que os animais são seres sencientes: https://genv.org/pt-br/o-que-e-senciencia/  SENCIENTE / FICHA TÉCNICA VIDEOCLIPE: Direção: Rauany Produção Executiva: João Folharini Direção de Fotografia: Victor Oliveira 1º Assistente de Câmera: Fernando Tognon Chefe de Elétrica: Lohan Assis ""Lohanzinho"" Assistente de Elétrica: Mauro Nogueira Direção de Arte: Marina Palmero Butolo Assistente de Arte: Márcia Andréa Rodrigues Lopes Consultoria de Figurino: Alex Prevelatto Estagiário: Caio Beltrame Produzido por Habitante FILMES  EQUIPE DIVERS: Produção executiva: Alan merilis  Maquiagem: Leyllah Diva Black  Fotos oficiais: Hygo Ramos Dancers: Luiz Faria e Diego Martins  Cabelo: Gaby Brás e Leyllah  LEYLLAH DIVA BLACK: Spotify: https://open.spotify.com/artist/32WKF8MReLnfLVapd1kLiC Youtube: https://www.youtube.com/@leyllahdiva/featured Instagram : https://www.instagram.com/leyllahdiva/ #leyllah #dragvegana #rainhavegana  🌱 PROGRAMAS SOBRE VEGANISMO DISPONÍVEIS: https://www.GeracaoV.org Programa de 7 dias para descobrir o veganismo pelos animais Programa de 7 dias para descobrir o veganismo pelo planeta Programa de 7 dias para descobrir o veganismo pela saúde Programa de 7 dias para descobrir o veganismo pela humanidade Programa de 30 dias para descobrir o veganismo  🔴 Inscreva-se no nosso canal para mais vídeos como este:https://www.youtube.com/@geracaovegana  📚 AUMENTE O SEU IMPACTO: https://genv.org/pt-br/aumente-seu-impacto/ Recursos para se informar mais e aumentar seu impacto.  👥 CONECTE-SE CONOSCO: Site: https://www.GeracaoV.org Facebook: https://www.genv.org/pt-br/facebook Instagram: https://www.genv.org/pt-br/instagram",,,0,-,0,0,0,0,0,0,0,0,0,https://www.youtube.com/watch?v=r9lgbcZt0HU
05/14/2023 10:00 PM AEST +1000,Descubra como apoiar crianças interessadas em veganismo com esta história cheia de carinho e cuidado. Sandra e Brunna Sachs contam como foi a transição para o veganismo quando Brunna tinha apenas quatro anos de idade.   Leia o post escrito por Sandra Sachs em nosso blog: https://genv.org/pt-br/crianca-vegana-mudou-a-minha-vida/ #mãe #maternidade #veganismo #infância #infânciavegana  Faça parte em https://www.GeracaoV.org  🌱 PROGRAMAS SOBRE VEGANISMO DISPONÍVEIS: https://www.GeracaoV.org Programa de 7 dias para descobrir o veganismo pelos animais Programa de 7 dias para descobrir o veganismo pelo planeta Programa de 7 dias para descobrir o veganismo pela saúde Programa de 7 dias para descobrir o veganismo pela humanidade Programa de 30 dias para descobrir o veganismo   🔴 Inscreva-se no nosso canal para mais vídeos como este:    https://www.youtube.com/@geracaovegana  📚 AUMENTE O SEU IMPACTO: https://genv.org/pt-br/aumente-seu-impacto/ Recursos para se informar mais e aumentar seu impacto.  👥 CONECTE-SE CONOSCO: Site: https://www.GeracaoV.org Facebook: https://www.genv.org/pt-br/facebook Instagram: https://www.genv.org/pt-br/instagram #SomosGenV #SomosAGeraçãoV,,,0,-,0,0,0,0,0,0,0,0,0,https://www.youtube.com/watch?v=js-XA0kS3MY
06/16/2023 01:00 PM AEST +1000,"O Marco Temporal é um ataque ao direito a território dos povos originários, à justiça e aos animais. Por trás da medida, há o interesse econômico da indústria pecuária em flexibilizar as leis de proteção ambiental. O @VeganoVitor explica por que veganes precisam precisam participar da mobilização pelos povos indígenas. #MarcoTemporalNão #PL490Não #PL2903Não  Acesse o site da APIB: https://apiboficial.org/  Leia a cartilha da APIB sobre o Marco Temporal: https://apiboficial.org/files/2023/06/marcotemporal_cartilha_v7.pdf  Leia o texto escrito pelo Vitor no nosso blog: https://genv.org/pt-br/marco-temporal-um-desastre-de-proporcoes-internacionais/ Siga o Vitor Ávila nas redes sociais: @veganovitor  Faça parte em https://www.GeracaoV.org   🌱 PROGRAMAS SOBRE VEGANISMO DISPONÍVEIS: https://www.GeracaoV.org  Programa de 7 dias para descobrir o veganismo pelos animais Programa de 7 dias para descobrir o veganismo pelo planeta Programa de 7 dias para descobrir o veganismo pela saúde Programa de 7 dias para descobrir o veganismo pela humanidade Programa de 30 dias para descobrir o veganismo   🔴 Inscreva-se no nosso canal para mais vídeos como este:    https://www.youtube.com/@geracaovegana   📚 AUMENTE O SEU IMPACTO: https://genv.org/pt-br/aumente-seu-impacto/  Recursos para se informar mais e aumentar seu impacto.  👥 CONECTE-SE CONOSCO: Site: https://www.GeracaoV.org  Facebook: https://www.genv.org/pt-br/facebook  Instagram: https://www.genv.org/pt-br/instagram  #SomosGenV #SomosAGeraçãoV",,,0,-,0,0,0,0,0,0,0,0,0,https://www.youtube.com/watch?v=6Tq0us7nYTM
06/24/2023 01:00 AM AEST +1000,"O Marco Temporal é um ataque ao direito a território dos povos originários, à justiça e aos animais.   Por trás da medida, há o interesse econômico da indústria pecuária em flexibilizar as leis de proteção ambiental. O @VeganoVitor explica a tese e por que veganes precisam participar da mobilização pelos povos indígenas.   Assista ao vídeo completo no nosso canal.👇🏽  https://www.youtube.com/watch?v=6Tq0us7nYTM  #MarcoTemporalNão #PL490Não #PL2903Não",,,0,-,0,0,0,0,0,0,0,0,0,https://www.youtube.com/watch?v=PASLT27NB5c
06/30/2023 11:00 PM AEST +1000,"Diretor executivo do Fórum Nacional de Proteção e Defesa Animal, Taylison Santos conta um pouco sobre o processo de exploração das galinhas para a produção de ovos. Elas têm seus bicos cortados, vivem em espaços minúsculos e têm sua expectativa de vida reduzida de 11 para três anos quando vivem em granjas. Além disso, pintinhos machos são mortos nesse tipo de produção.  Siga o Fórum Nacional de Proteção e Defesa Animal nas redes sociais: @forum.animal  Siga Taylison Santos nas redes sociais: @humantay_  Leia no nosso blog sobre a crueldade na indústria dos ovos: https://genv.org/pt-br/producao-de-ovos-fatos-sobre-a-industria-de-ovos/  Faça parte em https://www.GeracaoV.org    🌱 PROGRAMAS GRATUITOS SOBRE VEGANISMO: https://www.GeracaoV.org   Programa de 7 dias para descobrir o veganismo pelos animais Programa de 7 dias para descobrir o veganismo pelo planeta Programa de 7 dias para descobrir o veganismo pela saúde Programa de 7 dias para descobrir o veganismo pela humanidade Programa de 30 dias para descobrir o veganismo   🔴 Inscreva-se no nosso canal para mais vídeos como este:     https://www.youtube.com/@geracaovegana/   📚 AUMENTE O SEU IMPACTO: https://genv.org/pt-br/aumente-seu-impacto/  Recursos para se informar mais e aumentar seu impacto.  👥 CONECTE-SE CONOSCO: Site: https://www.GeracaoV.org  Facebook: https://www.genv.org/pt-br/facebook   Instagram: https://www.genv.org/pt-br/instagram  #SomosGenV #SomosAGeraçãoV",,,0,-,0,0,0,0,0,0,0,0,0,https://www.youtube.com/watch?v=a9VfMlsrUh0
07/08/2023 01:00 AM AEST +1000,"Diretor executivo do @ForumAnimalONG  , Taylison Santos fala sobre o processo de exploração de animais para a produção de ovos.  Confira o vídeo completo no link: https://www.youtube.com/watch?v=a9VfMlsrUh0   #granja #galinha #ovo #Veganismo #galinheiro #animalnãoécoisa #animalnãoécomida #amoanimais #animaisfofos",,,0,-,0,0,0,0,0,0,0,0,0,https://www.youtube.com/watch?v=ge-6iktk5zw
07/15/2023 01:00 AM AEST +1000,"Diva vegana! 👑🌱  Uma das pioneira no veganismo dentro do universo drag queen no Brasil, nossa rainha @leyllahdiva  explica como foi abrir as portas para que as próximas gerações de drags tenham em quem se inspirar na luta pelos direitos dos animais. 💚  #ParaTodesVerem: Leyllah Diva Black é uma drag queen negra. Ela aparece em fotos diferentes maquiada e com o cabelo black power.  Siga a Leyllah Diva Black nas redes sociais: @leyllahdiva   Assista também ao vídeo clipe de Senciente, a música que Leyllah lançou em parceria com a GenV: https://www.youtube.com/watch?v=vcgvORPwY5o&t=0s   Faça parte em https://www.GeracaoV.org   🌱 PROGRAMAS SOBRE VEGANISMO DISPONÍVEIS: https://www.GeracaoV.org  Programa de 7 dias para descobrir o veganismo pelos animais Programa de 7 dias para descobrir o veganismo pelo planeta Programa de 7 dias para descobrir o veganismo pela saúde Programa de 7 dias para descobrir o veganismo pela humanidade Programa de 30 dias para descobrir o veganismo   🔴 Inscreva-se no nosso canal para mais vídeos como este:    https://www.youtube.com/@geracaovegana   📚 AUMENTE O SEU IMPACTO: https://genv.org/pt-br/aumente-seu-impacto/  Recursos para se informar mais e aumentar seu impacto.  👥 CONECTE-SE CONOSCO: Site: https://www.GeracaoV.org  Facebook: https://www.genv.org/pt-br/facebook  Instagram: https://www.genv.org/pt-br/instagram  #SomosGenV #SomosAGeraçãoV",,,0,-,0,0,0,0,0,0,0,0,0,https://www.youtube.com/watch?v=eH9YjYcEgpw
07/22/2023 01:00 AM AEST +1000,"Diva vegana! 👑🌱  Uma das pioneiras no veganismo dentro do universo drag queen no Brasil, nossa rainha @leyllahdiva  explica como foi abrir as portas para que as próximas gerações de drags tenham em quem se inspirar na luta pelos direitos dos animais. 💚  Confira o vídeo completo no nosso canal: https://youtu.be/eH9YjYcEgpw  #ParaTodesVerem: Leyllah Diva Black é uma drag queen preta. Ela aparece em fotos diferentes maquiada e com o cabelo black power.  #veganismo #SomosGenV #SomosAGeraçãoV",,,0,-,0,0,0,0,0,0,0,0,0,https://www.youtube.com/watch?v=e1JbJSZMTj0
07/29/2023 01:00 AM AEST +1000,"Fundadora da Sociedade Vegetariana Brasileira, Marly Winckler conta como descobriu o veganismo na época em que era ovolactovegetariana.  Assista ao vídeo completo no nosso canal.  #veganismo #vegano #amoanimais",,,0,-,0,0,0,0,0,0,0,0,0,https://www.youtube.com/watch?v=PD38X1eX6OY
08/05/2023 01:00 AM AEST +1000,Que tal uma história inspiradora de uma mãe que acolheu os sentimentos mais puros de sua filha e ainda ajudou outras crianças? 💚  Descubra como apoiar crianças interessadas no veganismo com Sandra e Brunna Sachs e veja qual foi reação de Sandra quando Brunna tinha apenas quatro anos de idade e decidiu se tornar vegana.  Veja o vídeo completo no nosso canal.    #maternidade #veganismo #infância #infânciavegana,,,0,-,0,0,0,0,0,0,0,0,0,https://www.youtube.com/watch?v=znaKeJvn6ZA
08/19/2023 05:07 AM AEST +1000,"Lançamos nossa campanha Earthshot de  £ 1 milhão.   Alguns de vocês podem estar se perguntando: o que é Earthshot?   O @earthshotprize é uma premiação criada pelo Príncipe William que reconhece iniciativas trabalhando para solucionar os maiores desafios ambientais do mundo. A cada ano, o prêmio concede £ 1 milhão para cinco iniciativas de destaque que se dedicam a preservar nosso planeta para as futuras gerações. 🌎  No entanto, essas cinco categorias do prêmio Earthshot não atingem o necessário para preservar nosso planeta, porque não abordam nosso destrutivo sistema alimentar à base de exploração animal. É por isso que a Geração Vegana está pedindo respeitosamente ao príncipe que inclua uma sexta categoria no prêmio Earthshot para promover um sistema alimentar à base de plantas. Estamos oferecendo o valor do primeiro prêmio de £ 1 milhão dado nesta categoria, se ele aceitar. 💰  Quer ajudar?   📢 Incentive o comitê do @Earthshotprize a responder ao nosso pedido publicando um tweet, marcando o perfil do prêmio e usando a hashtag #EarthshotPrize.   🥙 Dê uma chance à Terra participando do nosso programa de 7 dias de veganismo pelo planeta. Link na bio em @genv_brasil.  Topa se juntar a nós para proteger o planeta que chamamos de lar? 💚   #Earthshot #EarthshotPrize #SoluçõesSustentáveis #PlantBased #MudançaClimática #Sustentabilidade #SejaaMudança #PeloPlaneta #PelosAnimais #SalveoPlaneta #Veganismo #Vegano #Veganos  Faça parte em https://www.GeracaoV.org   🌱 PROGRAMAS SOBRE VEGANISMO DISPONÍVEIS: https://www.GeracaoV.org  Programa de 7 dias para descobrir o veganismo pelos animais Programa de 7 dias para descobrir o veganismo pelo planeta Programa de 7 dias para descobrir o veganismo pela saúde Programa de 7 dias para descobrir o veganismo pela humanidade Programa de 30 dias para descobrir o veganismo   🔴 Inscreva-se no nosso canal para mais vídeos como este:     https://www.youtube.com/@geracaovegana     📚 AUMENTE O SEU IMPACTO: https://genv.org/pt-br/aumente-seu-impacto  Recursos para se informar mais e aumentar seu impacto.  👥 CONECTE-SE CONOSCO: Site: https://www.GeracaoV.org  Facebook: https://www.genv.org/pt-br/facebook  Instagram: https://www.genv.org/pt-br/instagram  #SomosGenV #SomosAGeraçãoV",,,0,-,0,0,0,0,0,0,0,0,0,https://www.youtube.com/watch?v=ajYqYiOfR1E
08/27/2023 01:00 AM AEST +1000,"Derrubando mitos sobre o veganismo! 🤜🏼💥🤛🏼  É difícil sair ou viajar sendo uma pessoa vegana? Não! A palavra-chave é organização.  Diretor executivo do @ForumAnimalONG,  Taylison Santos explica como se organizar, programar e até mesmo improvisar para se alimentar fora de casa sendo uma pessoa vegana.  É possível aproveitar - e muito! - as refeições fora de casa.  Tem alguma dica para veganes viajantes? Conta pra gente nos comentários. 👇  #ParaTodesVerem: Taylison é um homem branco de cabelos e barba escuros. Ele usa uma roupa toda preta, e a camisa tem o logo da GenV.  #veganismo #vegano #veganos #viagemvegana #viajanteexperiente #viajantes #nômade #nômadedigital #viverviajando #mochileiros #viagemlivre #viajarépreciso #vounajanela",,,0,-,0,0,0,0,0,0,0,0,0,https://www.youtube.com/watch?v=jFRKJthsf6o
08/30/2023 00:00 AM AEST +1000,"Fundador da @mfa_brasil,  Lucas Alvarenga conta como iniciou sua trajetória no veganismo, por amor aos animais, e fala sobre o impacto do consumo de carne para o planeta e para os animais. Além disso, ele também explicou como iniciou o caminho na promoção do veganismo pelo Brasil: ""As gerações futuras dependem das nossas ações de hoje"".  Siga a Mercy For Animals (Brasil) nas redes sociais: @mfa_brasil  Siga o Lucas Alvarenga nas redes sociais: @lucasnalvarenga  Faça parte em https://www.GeracaoV.org   🌱 PROGRAMAS SOBRE VEGANISMO DISPONÍVEIS: https://www.GeracaoV.org  Programa de 7 dias para descobrir o veganismo pelos animais Programa de 7 dias para descobrir o veganismo pelo planeta Programa de 7 dias para descobrir o veganismo pela saúde Programa de 7 dias para descobrir o veganismo pela humanidade Programa de 30 dias para descobrir o veganismo   🔴 Inscreva-se no nosso canal para mais vídeos como este:    https://www.youtube.com/@geracaovegana   📚 AUMENTE O SEU IMPACTO: https://genv.org/pt-br/aumente-seu-impacto/  Recursos para se informar mais e aumentar seu impacto.  👥 CONECTE-SE CONOSCO: Site: https://www.GeracaoV.org  Facebook: https://www.genv.org/pt-br/facebook  Instagram: https://www.genv.org/pt-br/instagram  #SomosGenV #SomosAGeraçãoV",,,0,-,0,0,0,0,0,0,0,0,0,https://www.youtube.com/watch?v=yjJq1w7PZ_A
