postUrl,imgUrl,type,postContent,likeCount,commentCount,repostCount,postDate,action,profileUrl,timestamp,viewCount,postTimestamp,sharedPostUrl,videoUrl
https://www.linkedin.com/feed/update/urn:li:activity:7134896145935282176,https://media.licdn.com/dms/image/D4E22AQESAiCYbWZsbA/feedshare-shrink_800/0/1700856585293?e=1725494400&v=beta&t=QlIXEUc3M-SPpPAcHuC0Spf18wkJ-eUH2TXAo3GCpYI,Image,"We were at #Vegfest London last week and absolutely loved being back! 💚 We had a great time, meeting old friends, making new ones, and enjoying delicious vegan food. 🍕

💡 Our Governance Lead Dilan Fernando ran an interactive workshop for those who want to do more to help animals and helped them explore how they could step into their power and contribute to the movement in their own authentic ways. 

🎯 Our Direction Lead Laila Kassam, PhD gave a talk on three key ingredients needed to build a mass movement that has the power to win animal freedom and how we are applying these in our own work. 

🔎 And finally, our Narrative Researcher Natalie Braine gave a talk on our narrative work and shared the persuasive narratives our public research and testing has uncovered so far.

Our talks reached nearly 100 people 🚀, consolidating relationships with key players and laying the groundwork for exciting collaborations, particularly integrating narrative work into upcoming projects. It warms our hearts to hear that attendees found hope and direction in our discussions.

We participated in the Movement Unity panel alongside representatives of the Hunt Saboteurs Association, The Vegan Society, Plant-Based Universities and Plant Based Treaty. The panel had a lively discussion on the ways these groups are already collaborating and identified further opportunities to work together. 🤝 We left with some great new contacts and ideas to follow up with. 

On the panel, Tim Barford, founder of Vegfest, shared the exciting news that next year he's planning to organise a 1 day summit with the aim of further developing collaboration in the movement. He rightly sees movement unity as key to our success and power, as do we. ✊

Thank you Vegfest for having us! 💙 It's had a massive impact, much of which we'll never know about. We look forward to whatever comes next. 

#vegan #animalrights #animalfreedom",21,0,1,8mo,Post,https://www.linkedin.com/company/animal-think-tank/,2024-08-02T02:52:23.985Z,,2023-11-27T13:30:01.151Z,,
https://www.linkedin.com/feed/update/urn:li:activity:7160581631823499266,,Text,"Animal Think Tank is looking for a content and social media specialist! 👨‍💻

We're looking for a volunteer to join our Communications and Marketing team at Animal Think Tank. This role is expected to require 5 hours per week. In this role, you'll collaborate closely with me, our Strategy content specialist, and our Narrative Team.

𝙄𝙛 𝙮𝙤𝙪'𝙧𝙚 𝙡𝙤𝙤𝙠𝙞𝙣𝙜 𝙩𝙤 𝙜𝙖𝙞𝙣 𝙢𝙤𝙧𝙚 𝙚𝙭𝙥𝙚𝙧𝙞𝙚𝙣𝙘𝙚 𝙞𝙣:

🤳 Social media management and marketing
✍ Content creation, including visuals and copywriting 

Then don't wait any longer—send your application to me at nazligul.cinaroglu@animalthinktank.org.uk! 💌

Drawing from my own experience, I understand that gaining experience is the essence of volunteering. Therefore, I will ensure to provide you with opportunities to focus on the areas you're most interested in and eager to learn more about. 💞

#vegan #animalrights #animaladvocacy #volunteer #volunteeropportunity 

✅ Applications are closed now, thanks everyone for sharing!",24,0,3,5mo,Animal Think Tank reposted this,https://www.linkedin.com/company/animal-think-tank/,2024-08-02T02:52:23.986Z,,2024-02-06T10:34:58.200Z,,
https://www.linkedin.com/feed/update/urn:li:activity:7125073328196718592,,Text,"Remembering the past gives power to the present... Our upcoming webinar will shed light on 𝘁𝗵𝗲 𝗿𝗶𝗰𝗵 𝗵𝗶𝘀𝘁𝗼𝗿𝘆 𝗼𝗳 𝗮𝗻𝗶𝗺𝗮𝗹 𝗳𝗿𝗲𝗲𝗱𝗼𝗺 𝗻𝗮𝗿𝗿𝗮𝘁𝗶𝘃𝗲𝘀. 🕰️ 🐇
 
Narratives hold the transformative power to shape cultures and movements, and the Animal Freedom movement is no exception. In this webinar, we will dive deep into the rich history of animal freedom narratives and understand how they've evolved over time to become today's movement.
 
Ensure you're ahead of the curve with the latest and emerging trends and hear the latest research insights to bolster your communication strategies. 🗣️ By the end of the session, you'll be equipped with knowledge and tools to challenge prevailing cultural norms and pave the way for new, empowering narratives for animal freedom. 
 
⏳ Space is limited, and our webinars fill up quickly.⏳ 
 
🎟️ Sign up and secure your free ticket in advance: https://lnkd.in/e2yn3zTS
 
Don't miss this chance to reshape the future of animal advocacy together! 🙌
 
#vegan #narrative #animalrights #animalfreedom",7,0,6,9mo,Post,https://www.linkedin.com/company/animal-think-tank/,2024-08-02T02:52:23.987Z,,2023-10-31T10:57:38.903Z,,
https://www.linkedin.com/feed/update/urn:li:activity:7115266659375833088,,Text,"How can we speak to the urgency of #animalfreedom issues without being dismissed as ‘melodramatic’? 🗣

Animal advocates face a conundrum. Our issue is highly emotional, yet members of the public are primed to see even mild animal advocate messaging as ’emotionally manipulative’, part of a common defensive reaction against pro-animal messages. So how can we convey the importance of our issue without being labelled as dramatic?

🙋‍♂️ Join us on Wednesday 25th October, from 4:30 to 5:30 PM BST for a free webinar featuring Aidan Kankyoku, from Pax Fauna. They will examine these and other questions, presenting findings from years of research on public opinion and narrative in US animal advocacy, spanning a range of research methods from focus groups to randomised control trials with tens of thousands of participants.

⏳ Space is limited ⏳ Sign-up now and don't miss this one-time opportunity.

𝗚𝗲𝘁 𝘆𝗼𝘂𝗿 𝗳𝗿𝗲𝗲 𝘁𝗶𝗰𝗸𝗲𝘁 𝗵𝗲𝗿𝗲: https://lnkd.in/eiGciXyp",10,3,10,9mo,Post,https://www.linkedin.com/company/animal-think-tank/,2024-08-02T02:52:23.988Z,,2023-10-04T09:29:26.857Z,,
https://www.linkedin.com/feed/update/urn:li:activity:7117803537132081152,,Document,"These narratives proved to be the most persuasive 🎯, based on our latest research results... Let's have a deep dive!

🐮 𝗔𝗻𝗶𝗺𝗮𝗹 𝗔𝗯𝗶𝗹𝗶𝘁𝗶𝗲𝘀 🐮

The Animal Abilities narrative focuses on the rich internal experiences of fellow animals. It shows that, similar to humans, they have unique abilities, personalities and feelings. 

🏳️‍🌈 𝗦𝗼𝗰𝗶𝗮𝗹 𝗣𝗿𝗼𝗴𝗿𝗲𝘀𝘀 🏳️‍🌈

The Social Progress narrative communicates humanity's trajectory towards greater empathy and inclusivity. From the abolishment of slavery to the universal suffrage movement to LGBT+ rights, history is punctuated by moments when we've chosen the path of greater fairness and justice.

⚖️ 𝗠𝗼𝗿𝗮𝗹𝗶𝘁𝘆 ⚖️

The Morality narrative reinforces our ethical obligation to treat other animals with respect, kindness and compassion. At its core is the belief that causing unnecessary harm to another is fundamentally wrong. Drawing from principles like the Golden Rule – treating others as we would wish to be treated – this narrative encourages us to extend this basic ethic to all.

↪ Check out our 𝙈𝙚𝙨𝙨𝙖𝙜𝙞𝙣𝙜 𝙂𝙪𝙞𝙙𝙚 to learn how to use these narratives in your campaigns! https://lnkd.in/ewpK7fWt
 
 #animalrights #animalfreedommovement #narratives",17,2,3,9mo,Post,https://www.linkedin.com/company/animal-think-tank/,2024-08-02T02:52:23.989Z,,2023-10-11T09:30:05.647Z,,
https://www.linkedin.com/feed/update/urn:li:activity:7114540820434677760,,Document,"Where does #NonViolence fit within a successful social movement? ✋

The goal of a social movement is simple: to change public opinion. But what exactly does the process of changing public opinion look like? The answer lies in momentum—a collective effort of many people taking escalating actions over time.🧏  It's kind of like a snowball rolling down a hill, growing larger along the way and attracting more supporters to the cause. 🚀

In a recent discussion with the Sentience Institute Podcast, our Direction Lead, Laila Kassam, PhD, elaborated on the role of non-violent direct action within the 'cycle of momentum', an organising model advocated by Mark and Paul Enger in 'This is an Uprising' to build mass protest movements:

She explained, ""Movements grow cyclically, and the cycle of momentum consists of three parts: 𝙚𝙨𝙘𝙖𝙡𝙖𝙩𝙞𝙤𝙣, 𝙖𝙗𝙨𝙤𝙧𝙥𝙩𝙞𝙤𝙣, 𝙖𝙣𝙙 𝙞𝙣𝙘𝙧𝙚𝙖𝙨𝙚𝙙 𝙖𝙘𝙩𝙞𝙫𝙚, 𝙥𝙤𝙥𝙪𝙡𝙖𝙧 𝙨𝙪𝙥𝙥𝙤𝙧𝙩. When we talk about escalation, we're referring to the use of non-violent direct action to help trigger events. Multiple trigger events can create what we call moments of the whirlwind, or we can use non-violent direct action to be prepared to respond when trigger events occur naturally.""

While some participants in the Animal Freedom movement are fulfilling elements of momentum organising, a fully realised momentum-style social movement has not yet emerged. There is a question as to whether momentum organising adequately synthesises mass protest and structure-based organising to the extent claimed. Are there areas within the Animal Freedom movement that could fill this gap?

⤷Read our article to find out: https://lnkd.in/eQVNiATu

🎙️Listen to our talk with the Sentient Institute Podcast: https://lnkd.in/eshJ4sTc

#animalthinktank #internationaldayofnonviolence #animalrights #socialmovement",10,0,1,9mo,Post,https://www.linkedin.com/company/animal-think-tank/,2024-08-02T02:52:23.990Z,,2023-10-02T09:25:13.368Z,,
https://www.linkedin.com/feed/update/urn:li:activity:7109829226958082048,,Text,"This is not just another workshop ― it’s a unique opportunity to unify our messaging, our campaigns and our movement. ✊🚀

Join us on Wednesday, September 27th, from 4:30 to 5:30 PM BST for our free webinar with Beth Thomas, our Narrative Lead at Animal Think Tank. During the webinar, we will unveil narratives that can serve the entire Animal Freedom movement, ones that transcend individual campaigns and issues. 

🎟️ 𝗦𝗶𝗴𝗻-𝘂𝗽 𝗻𝗼𝘄: https://lnkd.in/egve9fFR

Transform your messaging, transform the movement. 🐛 

We will discover data-backed narratives scientifically proven to shift opinions in favour of #AnimalFreedom. This is based on a year-long study involving over 15,000 UK participants. We strongly recommend that you read the study before joining the event: https://lnkd.in/ewpK7fWt

Ready for more? 💁 Here are our detailed and up-to-date free resources:

↪ Messaging Guide: https://lnkd.in/eC3e5viG

↪ Research Report: https://lnkd.in/ew9UBWJX

Looking forward to seeing you there! 👋

#narrative #animalrights #animalthinktank #animalliberation",16,7,10,10mo,Post,https://www.linkedin.com/company/animal-think-tank/,2024-08-02T02:52:23.991Z,,2023-09-19T09:23:01.946Z,,
https://www.linkedin.com/feed/update/urn:li:activity:7205878873580843010,https://media.licdn.com/dms/image/D4E22AQGOaBXVAPtv_A/feedshare-shrink_800/0/1718015400693?e=1725494400&v=beta&t=gztv0fduYG7Dodmgv743fvPN2FTtKNEM4rC4RN0N9Pk,Image,"Humans are caring by nature and if we see another animal in need, we automatically want to help them. Recently, a whole community in Bolivia exemplified this by coming together to assist a stranded pink dolphin and her baby. The dolphins became a local attraction and the residents waved goodbye with flags and cheers as they were released into the Isiboro river. 🐬 ✨ 
 
Stories like this are powerful. They help people see our animal cousins as part of an 'us', rather than an 'other'. They reinforce many helpful narratives, like kinship, good neighbours, altruism and animal freedom. And they show humans living up to their values, which can help connect with people's aspirational identities and inspire them to do the same.

Watch the incredible rescue story now: https://lnkd.in/e9HZsRVk",3,1,0,1mo,Post,https://www.linkedin.com/company/animal-think-tank/,2024-08-02T02:52:27.788Z,,2024-06-10T10:30:02.217Z,,
https://www.linkedin.com/feed/update/urn:li:activity:7204422841780338688,https://media.licdn.com/dms/image/D5622AQFKc1rX70aRRw/feedshare-shrink_800/0/1717668255903?e=1725494400&v=beta&t=AbKiKuLdteSpHLxKIr3maDtX-W0GcUErhjMbGjWk_U8,Image,"🔉 We have just published another narrative sneak peek: 𝗪𝗵𝘆 𝗰𝗼𝗻𝘃𝗶𝗻𝗰𝗶𝗻𝗴 𝘁𝗵𝗲 𝗽𝘂𝗯𝗹𝗶𝗰 𝗶𝘀 𝗺𝗼𝗿𝗲 𝘁𝗵𝗮𝗻 𝘀𝗶𝗺𝗽𝗹𝘆 𝘀𝗵𝗼𝘄𝗶𝗻𝗴 𝘁𝗵𝗲𝗺 𝘁𝗵𝗲 𝗳𝗮𝗰𝘁𝘀...

This blog dives into the stories we tell ourselves and the biases that support them from a cognitive psychologist's perspective. Discover why people cling to harmful mindsets that perpetuate animal oppression and explore strategies to address these challenges effectively.

💡 By leveraging these psychological theories, animal advocates can craft messages that resonate deeply with people's motivations, encouraging support for animal freedom.

Read it now!: https://lnkd.in/gQJfFKDN

#narrative #animalfreedom #veganuk #veganforthem #Vegan",24,2,2,1mo,Post,https://www.linkedin.com/company/animal-think-tank/,2024-08-02T02:52:27.789Z,,2024-06-06T10:04:17.184Z,,
https://www.linkedin.com/feed/update/urn:li:activity:7160263309420584960,https://media.licdn.com/dms/image/D4E05AQEbBGHIZHqIPg/feedshare-thumbnail_720_1280/0/1707135816361?e=1723172400&v=beta&t=USSmVtNNEfb09LXBwUtDF7lAwnPCP2XTQezRtfroMto,Video (LinkedIn Source),"Can principles like the Golden Rule – treating others as we would wish to be treated – be applied for the rights and freedoms of animals? 🐑

The Morality narrative reinforces our ethical obligation to treat other animals with respect, kindness, and compassion. At its core is the belief that causing unnecessary harm to another is fundamentally wrong. 🙅‍♂️

This narrative encourages us to extend this basic ethic to all. ❤️

""The movie Speciesism is a great example of the morality narrative in action,"" says our Narrative Lead, Beth Thomas. 

❝𝘐𝘵 𝘵𝘢𝘭𝘬𝘴 𝘢𝘣𝘰𝘶𝘵 𝘩𝘰𝘸 𝘰𝘶𝘳 '𝘤𝘰𝘮𝘮𝘰𝘯 𝘴𝘦𝘯𝘴𝘦' 𝘧𝘢𝘪𝘭𝘴 𝘶𝘴 𝘪𝘯 𝘤𝘰𝘯𝘷𝘪𝘯𝘤𝘪𝘯𝘨 𝘶𝘴 𝘵𝘩𝘢𝘵 𝘩𝘶𝘮𝘢𝘯𝘴 𝘢𝘳𝘦 𝘪𝘯𝘩𝘦𝘳𝘦𝘯𝘵𝘭𝘺 𝘣𝘦𝘵𝘵𝘦𝘳 𝘵𝘩𝘢𝘯 𝘢𝘯𝘪𝘮𝘢𝘭𝘴, 𝘣𝘶𝘵 𝘵𝘩𝘢𝘵 𝘵𝘩𝘪𝘴 𝘧𝘢𝘭𝘭𝘴 𝘢𝘱𝘢𝘳𝘵 𝘢𝘴 𝘴𝘰𝘰𝘯 𝘢𝘴 𝘸𝘦 𝘴𝘵𝘢𝘳𝘵 𝘢𝘱𝘱𝘭𝘺𝘪𝘯𝘨 𝘰𝘶𝘳 𝘴𝘦𝘯𝘴𝘦 𝘰𝘧 𝘮𝘰𝘳𝘢𝘭𝘪𝘵𝘺 𝘵𝘰 𝘵𝘩𝘦 𝘴𝘪𝘵𝘶𝘢𝘵𝘪𝘰𝘯. 𝘐𝘵 𝘱𝘳𝘦𝘴𝘦𝘯𝘵𝘴 𝘰𝘶𝘳 𝘮𝘰𝘳𝘢𝘭𝘴 𝘢𝘴 𝘮𝘰𝘳𝘦 𝘯𝘢𝘵𝘶𝘳𝘢𝘭 𝘢𝘯𝘥 𝘪𝘯𝘯𝘢𝘵𝘦 𝘵𝘰 𝘶𝘴, 𝘸𝘩𝘪𝘭𝘦 𝘵𝘩𝘦 𝘸𝘪𝘥𝘦𝘭𝘺 𝘢𝘤𝘤𝘦𝘱𝘵𝘦𝘥 '𝘤𝘰𝘮𝘮𝘰𝘯 𝘴𝘦𝘯𝘴𝘦' 𝘪𝘴 𝘴𝘰𝘮𝘦𝘵𝘩𝘪𝘯𝘨 𝘷𝘦𝘳𝘺 𝘤𝘰𝘯𝘷𝘦𝘯𝘪𝘦𝘯𝘵 𝘵𝘰 𝘢𝘯 𝘪𝘯𝘥𝘶𝘴𝘵𝘳𝘺 𝘵𝘩𝘢𝘵 𝘸𝘢𝘯𝘵𝘴 𝘵𝘰 𝘩𝘪𝘥𝘦 𝘪𝘵𝘴 𝘢𝘣𝘶𝘴𝘦𝘴 𝘣𝘦𝘤𝘢𝘶𝘴𝘦 𝘪𝘵 𝘥𝘶𝘭𝘭𝘴 𝘰𝘶𝘳 𝘴𝘦𝘯𝘴𝘦 𝘰𝘧 𝘳𝘪𝘨𝘩𝘵 𝘢𝘯𝘥 𝘸𝘳𝘰𝘯𝘨.❝

While celebrating #NationalStorytellingWeek last week, we delved into our persuasive narratives, 🐮 animal abilities, ✊ social progress, and lastly, ⚖️ morality, according to our narrative research: 𝐍𝐚𝐫𝐫𝐚𝐭𝐢𝐯𝐞 𝐀𝐫𝐜𝐡𝐢𝐭𝐞𝐜𝐭𝐮𝐫𝐞 𝐟𝐨𝐫 𝐀𝐧𝐢𝐦𝐚𝐥 𝐅𝐫𝐞𝐞𝐝𝐨𝐦.

💡 Would you like free access to the research, including the Messaging Guide, Research Report and Infographic? Get your free access here: https://lnkd.in/eSM5_XWQ

#animalrights #animallovers #animalwelfare #animalcruelty",6,1,0,5mo,Post,https://www.linkedin.com/company/animal-think-tank/,2024-08-02T02:52:27.791Z,,2024-02-05T13:30:04.225Z,,blob:https://www.linkedin.com/10878585-1abe-4d49-84b6-c6a6fb6a5e7b
https://www.linkedin.com/feed/update/urn:li:activity:7158406058317611008,https://media.licdn.com/dms/image/D4E05AQErDQYryeeY7A/feedshare-thumbnail_720_1280/0/1706637560282?e=1723172400&v=beta&t=I04eAB1Lo7S1mD66pQd9KEIO_NsruKCCZ70-4l0qCJM,Video (LinkedIn Source),"Don't you agree that similar to humans, all animals have unique abilities, personalities and feelings? 🦌

""Stories like in this video, which showcase other animals' many abilities, really help create a sense of 'us-ness',"" says our Narrative Researcher Natalie Braine. 

This #NationalStorytellingWeek, we're diving into the persuasive narrative of animal abilities. Not only the animal freedom movement, but people all around the world already contribute to this narrative to cultivate kinship towards animals. ❤️

❝𝘛𝘩𝘪𝘴 𝘷𝘪𝘥𝘦𝘰 𝘩𝘪𝘨𝘩𝘭𝘪𝘨𝘩𝘵𝘴 𝘵𝘩𝘦 𝘷𝘢𝘭𝘶𝘦𝘴 𝘸𝘦 𝘴𝘩𝘢𝘳𝘦 𝘸𝘪𝘵𝘩 𝘰𝘶𝘳 𝘢𝘯𝘪𝘮𝘢𝘭 𝘤𝘰𝘶𝘴𝘪𝘯𝘴, 𝘭𝘪𝘬𝘦 𝘢𝘭𝘵𝘳𝘶𝘪𝘴𝘮 𝘢𝘯𝘥 𝘤𝘢𝘳𝘦, 𝘢𝘴 𝘸𝘦𝘭𝘭 𝘢𝘴 𝘵𝘩𝘦 𝘢𝘣𝘪𝘭𝘪𝘵𝘺 𝘵𝘰 𝘤𝘰𝘮𝘮𝘶𝘯𝘪𝘤𝘢𝘵𝘦 𝘢𝘯𝘥 𝘤𝘰𝘭𝘭𝘢𝘣𝘰𝘳𝘢𝘵𝘦 𝘢𝘤𝘳𝘰𝘴𝘴 𝘴𝘱𝘦𝘤𝘪𝘦𝘴. 𝘈𝘯𝘪𝘮𝘢𝘭 𝘢𝘣𝘪𝘭𝘪𝘵𝘪𝘦𝘴 𝘪𝘴 𝘴𝘵𝘪𝘭𝘭 𝘵𝘩𝘦 𝘮𝘰𝘴𝘵 𝘱𝘦𝘳𝘴𝘶𝘢𝘴𝘪𝘷𝘦 𝘯𝘢𝘳𝘳𝘢𝘵𝘪𝘷𝘦 𝘸𝘦'𝘷𝘦 𝘧𝘰𝘶𝘯𝘥 𝘵𝘰 𝘥𝘢𝘵𝘦, 𝘢𝘯𝘥 𝘩𝘦𝘢𝘳𝘵-𝘸𝘢𝘳𝘮𝘪𝘯𝘨, 𝘪𝘯𝘴𝘱𝘪𝘳𝘪𝘯𝘨 𝘴𝘵𝘰𝘳𝘪𝘦𝘴 𝘭𝘪𝘬𝘦 𝘵𝘩𝘪𝘴 𝘴𝘩𝘰𝘸 𝘸𝘩𝘺. 𝘛𝘩𝘦 𝘢𝘯𝘪𝘮𝘢𝘭 𝘢𝘣𝘪𝘭𝘪𝘵𝘪𝘦𝘴 𝘯𝘢𝘳𝘳𝘢𝘵𝘪𝘷𝘦 𝘦𝘯𝘤𝘰𝘶𝘳𝘢𝘨𝘦𝘴 𝘦𝘮𝘱𝘢𝘵𝘩𝘺 𝘢𝘯𝘥 𝘳𝘦𝘴𝘱𝘦𝘤𝘵, 𝘢𝘯𝘥 𝘢𝘭𝘭𝘰𝘸𝘴 𝘰𝘵𝘩𝘦𝘳 𝘢𝘯𝘪𝘮𝘢𝘭𝘴 𝘵𝘰 𝘣𝘦 𝘵𝘩𝘦 𝘩𝘦𝘳𝘰𝘦𝘴 𝘰𝘧 𝘵𝘩𝘦𝘪𝘳 𝘰𝘸𝘯 𝘴𝘵𝘰𝘳𝘺.❝

🐷 Esther the Wonder Pig was another example of how, through one individual, people are able to see that farmed animals have as much personality and uniqueness as any animal companion who shares our home. 

👇 Have you ever noticed the power of this narrative? If so, where have you noticed it? Let us know in the comments!

#animalrights #animallovers #animalrescue #wildanimals",45,0,6,6mo,Post,https://www.linkedin.com/company/animal-think-tank/,2024-08-02T02:52:27.792Z,,2024-01-31T10:30:01.056Z,,blob:https://www.linkedin.com/f6b6caa3-786f-418e-93d1-f6747e0f1acd
https://www.linkedin.com/feed/update/urn:li:activity:7190686020294574081,,Article,"🌟 Exciting Announcement! 🌟

📢  We're thrilled to kick off our brand new blog series: Narrative Sneak Peeks! 

At Animal Think Tank, we're diving deep into the world of narratives surrounding our animal relatives 🐾  Our first blog reveals the dominant narratives held by the UK public that either support or undermine animal freedom.

Join us on this journey as we unveil key takeaways from our ongoing narrative research. From longer, in-depth blogs to bite-sized micro-blogs, we'll be sharing it all. 📃 ✨ 

#NarrativeSneakPeeks #animalnarratives #ResearchInsights #vegan #animalfreedom",10,0,4,3mo,Post,https://www.linkedin.com/company/animal-think-tank/,2024-08-02T02:52:27.793Z,,2024-04-29T12:19:03.724Z,https://open.substack.com/pub/animalthinktank/p/narrative-sneak-peeks-what-are-the?r=33qbf5&utm_campaign=post&utm_medium=web&showWelcomeOnShare=true,
https://www.linkedin.com/feed/update/urn:li:activity:7133157242333220864,https://media.licdn.com/dms/image/D4E22AQE_0SP_Z2nfhA/feedshare-shrink_800/0/1700649641523?e=1725494400&v=beta&t=AIf-8YcEn-ImpgIpdWK2oDPEFbSYH0hzF8R2AapuSDc,Image,"🌎🔥🐓 The story that could make animal freedom an #international debate! And why we need the whole movement telling it.


""Dear movement leaders - We have a brief moment to come together around #Wayne's sentencing on Nov 30th to build a whirlwind moment and put factory farming's cruelty on trial. Wayne’s guilty verdict doesn’t have to be this story’s conclusion - it can be its start. 

As organisations we can all mobilise our press contacts to highlight the authorities' wilful negligence, the urgency of tackling the animal abuse in this case, the injustice of Wayne's sentencing and Qing's story of freedom.

𝐀𝐬 𝐢𝐧𝐝𝐢𝐯𝐢𝐝𝐮𝐚𝐥𝐬 𝐰𝐞 𝐜𝐚𝐧 𝐚𝐥𝐥 𝐜𝐨𝐧𝐭𝐫𝐢𝐛𝐮𝐭𝐞 𝐭𝐨 𝐭𝐡𝐞 𝐦𝐨𝐦𝐞𝐧𝐭𝐮𝐦 𝐛𝐲 𝐬𝐡𝐚𝐫𝐢𝐧𝐠 𝐚𝐧𝐝 𝐜𝐨𝐦𝐦𝐞𝐧𝐭𝐢𝐧𝐠 𝐨𝐧 𝐩𝐨𝐬𝐭𝐬.

We’ve all seen how a ‘backfire effect’ like this can work for a cause: Mandela’s 27-year imprisonment became a symbol of struggle and international attention; King’s imprisonment highlighted injustices faced by African Americans; force feeding hunger-striking suffragettes caused public outrage; Rosa Park’s imprisonment catalysed the successful Montgomery bus boycott; Aung San Suu Kyi’s prolonged house arrest drew international pressure; Gandhi’s arrests, Pussy Riot, Chicago 7, Preston 3, ... #backfire can lead to victory. 

Sentencing of activists, rather than suppressing movements, leads to press attention and visibility. Wayne is knowingly sacrificing himself. Wayne’s sentencing day is a rare opportunity to benefit from a ‘backfire effect’. But to reap these rewards we need a small collective effort from each of us to build momentum. 
 
𝐓𝐨 𝐭𝐚𝐤𝐞 𝐚𝐝𝐯𝐚𝐧𝐭𝐚𝐠𝐞 𝐨𝐟 𝐭𝐡𝐢𝐬 𝐟𝐨𝐫 𝐟𝐞𝐥𝐥𝐨𝐰 𝐚𝐧𝐢𝐦𝐚𝐥𝐬, 𝐚𝐥𝐥 𝐰𝐞 𝐡𝐚𝐯𝐞 𝐭𝐨 𝐝𝐨 𝐢𝐬 𝐦𝐨𝐛𝐢𝐥𝐢𝐬𝐞 𝐨𝐮𝐫 𝐩𝐫𝐞𝐬𝐬 𝐜𝐨𝐧𝐭𝐚𝐜𝐭𝐬 𝐚𝐧𝐝 𝐩𝐫𝐢𝐦𝐞 𝐭𝐡𝐞𝐦 𝐰𝐢𝐭𝐡 𝐭𝐡𝐞 𝐬𝐭𝐨𝐫𝐲 𝐚𝐧𝐝 𝐢𝐭𝐬 𝐢𝐦𝐩𝐨𝐫𝐭𝐚𝐧𝐜𝐞. 𝐈𝐭’𝐬 𝐚 𝐬𝐦𝐚𝐥𝐥 𝐚𝐜𝐭 𝐢𝐧 𝐜𝐨𝐦𝐩𝐚𝐫𝐢𝐬𝐨𝐧.
 
The suffering at these farms is not in question - they have admitted it on the stand. The question is whether the public is required to tolerate that kind of abuse, and whether we should criminalize actions to alleviate this grotesque suffering or not. The question is are we ready to act as a movement and as leaders, and to drive a widespread public conversation - we have 10 days.
 
This is our moment - let's seize it!""

Animal Think Tank Direction Lead, Mark Westcombe

🚨 Please mobilise your organisation's comms teams and prime your best media contacts. And please comment on and share posts on social media. There’s a DxE press release in the comments, and backfire press release for use. 

#righttorescue #animalwelfare #animalrights #animallaw #vegan",29,2,4,8mo,Animal Think Tank reposted this,https://www.linkedin.com/company/animal-think-tank/,2024-08-02T02:52:27.795Z,,2023-11-22T18:20:14.225Z,,
