postUrl,sharedPostUrl,type,imgUrl,postContent,likeCount,commentCount,repostCount,postDate,viewCount,action,profileUrl,timestamp,postTimestamp,videoUrl,sharedJobUrl
https://www.linkedin.com/feed/update/urn:li:activity:7197268436215881729,,Image,https://media.licdn.com/dms/image/D4E22AQErerGom8HSWw/feedshare-shrink_800/0/1715773749119?e=1725494400&v=beta&t=D57hECIzL8_U_C7N9G3ySRCB1j8AxWM0A19YnJdbpMM,"The AI, Animals, and Digital Minds Conference will take place in two weeks! 

We have the agenda finalized -- with 12 speakers for the June 3 conference: 

Aditya S.K, Animal Ethics
Andreas Mogensen, University of Oxford
Dr Saeed Ahmad, Tampere University
Wladimir J. Alonso, Welfare Footprint Project
Bob Fischer, Rethink Priorities
Sam Tucker ⓥ, Open Paws
Sankalpa Ghose, AnimalFriendly.AI
Virginia Simoneau-Gilbert, University of Oxford
Amber Sheldon, Boston University
Dr. Walter Veit, University of Reading
Jane Lewton, Earth Species Project
Gal Zanir, Nature Perspectives

Info & apply: https://lnkd.in/eejahMrA",35,0,4,2mo,,Sam Tucker ⓥ reposted this,https://www.linkedin.com/in/sam-tucker-vegan/,2024-08-02T22:55:30.627Z,2024-05-17T16:15:13.975Z,,
https://www.linkedin.com/feed/update/urn:li:activity:7197020162250727425,,Image,https://media.licdn.com/dms/image/D5622AQGe8PS09gUtpA/feedshare-shrink_800/0/1715903319755?e=1725494400&v=beta&t=6k0tCWwyTsFoeB5bxIJjTbCdfnCy5BAu6SyKmLNE2i8,"The first day of the Animal & Vegan Advocacy (AVA) Summit in Washington DC just finished and I've already met so many incredible people and learned so much from them.

One of the biggest takeaways for me of events like this is that our movement needs to continue expanding our diversity in every sense of the word: including diversity of people, ideas, strategies, approaches and tactics, whilst building coalitions with diverse movements, organisations and individuals.",45,1,0,2mo,924,Post,https://www.linkedin.com/in/sam-tucker-vegan/,2024-08-02T22:55:30.627Z,2024-05-16T23:48:40.849Z,,
https://www.linkedin.com/feed/update/urn:li:activity:7195811122707410944,,Image,https://media.licdn.com/dms/image/D5622AQFRlH2m5QaR7w/feedshare-shrink_800/0/1715615062447?e=1725494400&v=beta&t=5c7tuu4NIUbC80hmnFYa027r1EUjaTliaGrIOZyKt5o,"We're on our way to the Animal & Vegan Advocacy Summit! 🥳

I'll be presenting on using AI to help animals and pitching Open Paws during Grantees Day, but most of all I'm Iooking forward to meeting and learning from more people who are dedicating their lives to helping animals.",94,7,0,2mo,1764,Post,https://www.linkedin.com/in/sam-tucker-vegan/,2024-08-02T22:55:30.628Z,2024-05-13T15:44:23.359Z,,
https://www.linkedin.com/feed/update/urn:li:activity:7194848294785724416,https://buff.ly/3JTDGV3,Article,,"🧠 ""Can’t regular AI tools meet the needs of animal organizations?""

Our response: Regular AI tools fall short in addressing speciesism and understanding the complex needs of animal advocacy organizations. That’s why we’re building solutions from the ground up to champion non-speciesist values. 🌱

Dive into how we're challenging this misconception in our latest blog post:",8,0,0,2mo,349,Post,https://www.linkedin.com/in/sam-tucker-vegan/,2024-08-02T22:55:30.629Z,2024-05-10T23:58:27.294Z,,
https://www.linkedin.com/feed/update/urn:li:activity:7194586067776286720,,Image,https://media.licdn.com/dms/image/D5610AQEqL_B5IvgEcA/image-shrink_800/0/1715322962568?e=1723244400&v=beta&t=gZ3wuG670sx6kZCR0xD7V4CjAicgAACZsLhoudnw65k,Who else is going to be attending AVA this year? 🙋,8,2,0,2mo,452,Post,https://www.linkedin.com/in/sam-tucker-vegan/,2024-08-02T22:55:30.629Z,2024-05-10T06:36:27.503Z,,
https://www.linkedin.com/feed/update/urn:li:activity:7194485906043510785,https://buff.ly/3JTDGV3,Article,,"When it comes to ambitious projects like Open Paws, it's important to confront the tough questions head-on. That's why this blog post dives into every argument that we’ve ever either heard or thought about ourselves against Open Paws and directly responds to each criticism.",5,0,0,2mo,410,Post,https://www.linkedin.com/in/sam-tucker-vegan/,2024-08-02T22:55:30.630Z,2024-05-09T23:58:27.085Z,,
https://www.linkedin.com/feed/update/urn:li:activity:7193568657011011584,,Video (LinkedIn Source),https://media.licdn.com/dms/image/D4D10AQGNbQ08lVwEZQ/videocover-high/0/1715064187706?e=1723244400&v=beta&t=sGILDhgX9--6scMQJ3j6Oa2YDTAlpTc97HNfmD5Pav0,"The rise of more intelligent, automated, and multi-modal AI opens a window of opportunity for the open-source community to apply this technology to tirelessly work to end animal exploitation.",6,0,2,2mo,,Sam Tucker ⓥ reposted this,https://www.linkedin.com/in/sam-tucker-vegan/,2024-08-02T22:55:30.631Z,2024-05-07T11:13:37.874Z,,
https://www.linkedin.com/feed/update/urn:li:activity:7193223754133430272,,Document,,"🤖 Artificial Intelligence (AI) is poised to disrupt society in countless ways.

🤷‍♀️ But what will be its impact on the big problems of our time? For the food system and its effects on our planet the answer to this remains uncertain. 

🤝 ProVeg International's Kickstarting for Good program joins forces with Vegan Hacktivists and Violet Studios to unleash the potential of AI to innovate our food system. Together, we are looking for the most impactful approaches and the best talent in this area!

✅ Are you passionate about AI, animal advocacy, and animal welfare?
✅ Got a groundbreaking idea that could revolutionize the food industry?
✅ Want to fulfill that vision to help animals and the planet?

💡 If you said ""Yes!"" to all of the above, we are waiting to hear from you! Join the 2024 Kickstarting for Good cohort. Applications are open until 26 May.

🚀 Kickstarting for Good is aimed at providing you with the know-how, networks and support to validate your ideas and launch your project. As part of the program, you will receive:

➕ Access to expert mentorship and networking opportunities.
➕ Help to find like-minded co-founders & partners.
➕ Comprehensive evaluation and guidance to fine-tune your budget, assess cost-effectiveness, and develop a change strategy.
➕ Support in branding, website design, and other technical aspects to elevate your project's visibility.
➕ Support with fundraising and exposure to major funders.
➕ Grant of up to $5,000 to cover travel and accommodation costs (two on-site sessions in Berlin).

🌱 Don't hesitate to apply, even if you're unsure about your idea. In our commitment to enhancing animal advocacy, animal welfare and revolutionizing the food system, your creative input is crucial.

🔗 Submit your idea on our website (link in comments)!

#AllEyesOnAI #AI #ArtificialIntelligence #ProVeg #ProVegIncubator #VeganHacktivists #VioletStudios #NonprofitIncubator #Philanthropy #KickStartingForGood #AnimalWelfare #AnimalAdvocacy #AnimalProtection #Entrepreneurs #Founders #Impact",49,8,6,2mo,,Sam Tucker ⓥ reposted this,https://www.linkedin.com/in/sam-tucker-vegan/,2024-08-02T22:55:35.307Z,2024-05-06T12:23:06.620Z,,
https://www.linkedin.com/feed/update/urn:li:activity:7193151336132100096,https://buff.ly/3y5cBM4,Article,,📚✨ Dive deeper into the ML & AI research guiding our strategy! Our comprehensive literature review breaks down complex findings into accessible insights. Explore how we're shaping the future of AI for the betterment of all sentient beings:,7,0,1,2mo,,Sam Tucker ⓥ reposted this,https://www.linkedin.com/in/sam-tucker-vegan/,2024-08-02T22:55:35.308Z,2024-05-06T07:35:20.823Z,,
https://www.linkedin.com/feed/update/urn:li:activity:7193074499494244352,,Video (LinkedIn Source),https://media.licdn.com/dms/image/D5610AQFV6RiFAl81xw/videocover-high/0/1714950004896?e=1723244400&v=beta&t=nV1VNdaGYtjhLtsWW4wP84cocD9ORsYxUknasU80iK4,"Current AI systems often exhibit speciesism, a bias where intelligence is often used to justify harmful treatment of less intelligent species. As AI progresses and may surpass human intelligence by mid-century, there's a risk that such systems could treat us as we currently treat animals, based on the same species-based bias. To mitigate this risk and ensure AI aligns with the interests of all sentient beings, we must train AI to overcome speciesist biases.",7,1,1,2mo,,Sam Tucker ⓥ reposted this,https://www.linkedin.com/in/sam-tucker-vegan/,2024-08-02T22:55:35.309Z,2024-05-06T02:30:01.541Z,blob:https://www.linkedin.com/fcdfba93-4a07-442d-bab0-a3b7d898965a,
https://www.linkedin.com/feed/update/urn:li:activity:7192778011174133761,,Image,https://media.licdn.com/dms/image/D5610AQFWu56GwnF10w/image-shrink_800/0/1714891382799?e=1723244400&v=beta&t=3QS8m55Wkyjfe4lLCmZxaN4Sx-9tGV7F6QYnUxvryQw,"Calling all animal advocates! Please spare just 5 minutes to complete our brief survey on AI adoption within the animal advocacy community: https://buff.ly/44phwDN

Your insights from this survey are crucial as they will guide us at Open Paws in developing AI technologies tailored to enhance the animal advocacy movement.

No matter your level of expertise with AI—from newcomers to seasoned pros—your input is invaluable and will significantly influence our focus and projects.",12,0,1,2mo,,Sam Tucker ⓥ reposted this,https://www.linkedin.com/in/sam-tucker-vegan/,2024-08-02T22:55:35.310Z,2024-05-05T06:51:53.217Z,,
https://www.linkedin.com/feed/update/urn:li:activity:7192774066053738498,,Video (LinkedIn Source),https://media.licdn.com/dms/image/v2/D5610AQHssnlmEogmPg/videocover-high/videocover-high/0/1714890965315?e=1723244400&v=beta&t=vFh0ZGZP6bEWpHeHIzZtqTCcGqYR8a9L3jn0tEMj5Eg,"Current AI systems often exhibit speciesism, a bias where intelligence is often used to justify harmful treatment of less intelligent species. As AI progresses and may surpass human intelligence by mid-century, there's a risk that such systems could treat us as we currently treat animals, based on the same species-based bias. To mitigate this risk and ensure AI aligns with the interests of all sentient beings, we must train AI to overcome speciesist biases.",20,0,1,2mo,728,Post,https://www.linkedin.com/in/sam-tucker-vegan/,2024-08-02T22:55:35.311Z,2024-05-05T06:36:12.627Z,blob:https://www.linkedin.com/52aa4df7-5e0c-460c-85db-cc6edb5fb93f,
https://www.linkedin.com/feed/update/urn:li:activity:7192673972117774336,,Image,https://media.licdn.com/dms/image/v2/D5610AQH511pddQB3eQ/image-shrink_800/image-shrink_800/0/1714867083595?e=1723244400&v=beta&t=Qz5Kzm4XhCzbtoG5pKX99i9aMKWZJFpSuGDPUV4PNgc,"Calling all animal advocates! Please spare just 5 minutes to complete our brief survey on AI adoption within the animal advocacy community: https://buff.ly/44phwDN

Your insights from this survey are crucial as they will guide us at Open Paws in developing AI technologies tailored to enhance the animal advocacy movement.

No matter your level of expertise with AI—from newcomers to seasoned pros—your input is invaluable and will significantly influence our focus and projects.",24,1,3,2mo,1394,Post,https://www.linkedin.com/in/sam-tucker-vegan/,2024-08-02T22:55:35.312Z,2024-05-04T23:58:28.373Z,,
https://www.linkedin.com/feed/update/urn:li:activity:7192376960960880640,https://www.openpaws.ai/blog/why-animal-advocates-need-our-own-large-language-model,Article,,"""LLMs carry the biases of their training data, including dietary choices, cultural norms, and speciesist tendencies. Research shows pervasive speciesist bias across language models, considering the welfare of companion animals whilst ignoring the interests of farmed animals. Even AI systems designed to understand ethics at a deeper level like Delphi also exhibit pronounced speciesist biases.""",14,0,0,2mo,540,Post,https://www.linkedin.com/in/sam-tucker-vegan/,2024-08-02T22:55:35.312Z,2024-05-04T04:18:15.395Z,,
https://www.linkedin.com/feed/update/urn:li:activity:7191445479103070208,,Text,,"Imagine animal exploitation as a tree, with its roots representing the speciesist ideology that underpins it, the branches as the specific forms of animal abuse, and the leaves as the individual animals suffering.

Some people advocate ""hacking at the branches"" - working on welfare reforms, or “cutting off leaves” - liberating individual animals.

These actions have an immediate impact on animal lives, but they might not take down the whole tree.

Others say we should focus on striking at the ""roots"" by educating about anti-speciesism.

This can certainly take down a tree, but it takes a very long time to dig up every last root.

But if you ask anyone who has actually chopped down a real, non-metaphorical tree, they’ll tell you most effective way to do it is to strike at the trunk.

The trunk of a tree is the target that’s both within immediate striking distance (unlike the roots) and so critical to the functioning of the system that the tree can’t survive without it (unlike the branches).

We take chunks out of this trunk whenever our actions do real financial damage to the industry. Campaigning for governments to remove subsidies on animal products, getting significant segments of the population to boycott animal products and taking direct action that causes economic harm to this industry are all examples of striking at the trunk.

This doesn't mean we should ignore the roots or the branches - saving leaves in the meantime is still important and ultimately we still need to remove the roots to prevent the tree from growing back.

But as any tree-cutter will tell you, the trunk is the best place to start.",20,0,1,3mo,980,Post,https://www.linkedin.com/in/sam-tucker-vegan/,2024-08-02T22:55:35.314Z,2024-05-01T14:36:52.814Z,,
https://www.linkedin.com/feed/update/urn:li:activity:7190613984343928832,,Video (LinkedIn Source),https://media.licdn.com/dms/image/D5605AQFtZ1JhgF7Okw/videocover-high/0/1714373026214?e=1723244400&v=beta&t=pYjpgpZgzhmtdZhjZ8RTfS_T1AZQ3ZTHsU6ghk5wJiE,"💡Should you start a #vegan business in a time of so much misinformation and AI?

Here's my response when I was asked this question on the new Veganpreneur Revolution podcast With Kathleen Gage and V.Lynn Hawkins recently:

✅ Get familiar with the new The Freedom Food Alliance, started by Robbie Lockie🚦 

✅ Embrace AI, particularly the work that Sam Tucker ⓥ Tucker is doing with Open Paws.

✅ And tell better stories: Stories about the vegan and plant-based sector, as well as individual brand, business leader and founder stories.

Check out the full episode wherever you listen to podcasts.

#storytelling #storytellingforbusiness #stories #storiesmatter #veganism #veganbusiness #entrepreneurship #plantbased #veganbusinessowner #veganentrepreneur",10,4,1,3mo,,Sam Tucker ⓥ reposted this,https://www.linkedin.com/in/sam-tucker-vegan/,2024-08-02T22:55:35.316Z,2024-04-29T07:32:49.015Z,blob:https://www.linkedin.com/4b273693-31f7-4546-934e-430a4ce742c9,
