Entity,Code,Year,"Meat, turkey | 00001080 || Producing or slaughtered animals | 005321 || animals"
Canada,CAN,1996,21475000
Canada,CAN,1997,20999000
Canada,CAN,1998,20083000
Canada,CAN,1999,20056000
Canada,CAN,2000,21260000
Canada,CAN,2001,20191000
Canada,CAN,2002,19672000
Canada,CAN,2003,19834000
Canada,CAN,2004,19526000
Canada,CAN,2005,20492000
Canada,CAN,2006,21119000
Canada,CAN,2007,21805000
Canada,CAN,2008,22800000
Canada,CAN,2009,21585000
Canada,CAN,2010,20500000
Canada,CAN,2011,20701000
Canada,CAN,2012,20715000
Canada,CAN,2013,21206000
Canada,CAN,2014,20905000
Canada,CAN,2015,21493000
Canada,CAN,2016,21764000
Canada,CAN,2017,20239000
Canada,CAN,2018,20254000
Canada,CAN,2019,19812000
Canada,CAN,2020,18732000
Canada,CAN,2021,18588000
Caribbean (FAO),,1961,136000
Caribbean (FAO),,1962,137000
Caribbean (FAO),,1963,138000
Caribbean (FAO),,1964,139000
Caribbean (FAO),,1965,140000
Caribbean (FAO),,1966,141000
Caribbean (FAO),,1967,142000
Caribbean (FAO),,1968,143000
Caribbean (FAO),,1969,144000
Caribbean (FAO),,1970,144000
Caribbean (FAO),,1971,145000
Caribbean (FAO),,1972,146000
Caribbean (FAO),,1973,147000
Caribbean (FAO),,1974,148000
Caribbean (FAO),,1975,149000
Caribbean (FAO),,1976,150000
Caribbean (FAO),,1977,150000
Caribbean (FAO),,1978,151000
Caribbean (FAO),,1979,152000
Caribbean (FAO),,1980,153000
Caribbean (FAO),,1981,159000
Caribbean (FAO),,1982,160000
Caribbean (FAO),,1983,161000
Caribbean (FAO),,1984,166000
Caribbean (FAO),,1985,206000
Caribbean (FAO),,1986,202000
Caribbean (FAO),,1987,210000
Caribbean (FAO),,1988,200000
Caribbean (FAO),,1989,195000
Caribbean (FAO),,1990,196000
Caribbean (FAO),,1991,193000
Caribbean (FAO),,1992,168000
Caribbean (FAO),,1993,162000
Caribbean (FAO),,1994,163000
Caribbean (FAO),,1995,165000
Caribbean (FAO),,1996,165000
Caribbean (FAO),,1997,228000
Caribbean (FAO),,1998,281000
Caribbean (FAO),,1999,223000
Caribbean (FAO),,2000,306000
Caribbean (FAO),,2001,241000
Caribbean (FAO),,2002,301000
Caribbean (FAO),,2003,286000
Caribbean (FAO),,2004,273000
Caribbean (FAO),,2005,318000
Caribbean (FAO),,2006,295000
Caribbean (FAO),,2007,260000
Caribbean (FAO),,2008,249000
Caribbean (FAO),,2009,242000
Caribbean (FAO),,2010,260000
Caribbean (FAO),,2011,248000
Caribbean (FAO),,2012,229000
Caribbean (FAO),,2013,204000
Caribbean (FAO),,2014,195000
Caribbean (FAO),,2015,215000
Caribbean (FAO),,2016,205000
Caribbean (FAO),,2017,214000
Caribbean (FAO),,2018,214000
Caribbean (FAO),,2019,206000
Caribbean (FAO),,2020,206000
Caribbean (FAO),,2021,212000
Central America (FAO),,1961,4208000
Central America (FAO),,1962,4308000
Central America (FAO),,1963,4408000
Central America (FAO),,1964,4509000
Central America (FAO),,1965,4610000
Central America (FAO),,1966,4710000
Central America (FAO),,1967,4810000
Central America (FAO),,1968,4810000
Central America (FAO),,1969,5010000
Central America (FAO),,1970,5510000
Central America (FAO),,1971,5811000
Central America (FAO),,1972,6011000
Central America (FAO),,1973,7011000
Central America (FAO),,1974,8344000
Central America (FAO),,1975,9344000
Central America (FAO),,1976,10012000
Central America (FAO),,1977,10012000
Central America (FAO),,1978,10276000
Central America (FAO),,1979,10276000
Central America (FAO),,1980,10283000
Central America (FAO),,1981,10413000
Central America (FAO),,1982,11013000
Central America (FAO),,1983,11313000
Central America (FAO),,1984,11778000
Central America (FAO),,1985,12309000
Central America (FAO),,1986,10268000
Central America (FAO),,1987,8835000
Central America (FAO),,1988,8952000
Central America (FAO),,1989,6976000
Central America (FAO),,1990,7466000
Central America (FAO),,1991,6246000
Central America (FAO),,1992,3961000
Central America (FAO),,1993,3651000
Central America (FAO),,1994,2822000
Central America (FAO),,1995,3313000
Central America (FAO),,1996,3366000
Central America (FAO),,1997,4313000
Central America (FAO),,1998,3775000
Central America (FAO),,1999,3757000
Central America (FAO),,2000,3913000
Central America (FAO),,2001,4008000
Central America (FAO),,2002,4441000
Central America (FAO),,2003,4381000
Central America (FAO),,2004,3930000
Central America (FAO),,2005,3896000
Central America (FAO),,2006,3613000
Central America (FAO),,2007,3573000
Central America (FAO),,2008,3902000
Central America (FAO),,2009,3509000
Central America (FAO),,2010,3492000
Central America (FAO),,2011,3518000
Central America (FAO),,2012,3575000
Central America (FAO),,2013,3088000
Central America (FAO),,2014,3368000
Central America (FAO),,2015,3297000
Central America (FAO),,2016,2939000
Central America (FAO),,2017,2829000
Central America (FAO),,2018,2916000
Central America (FAO),,2019,2975000
Central America (FAO),,2020,2950000
Central America (FAO),,2021,3216000
Central Asia (FAO),,2019,4090000
Central Asia (FAO),,2020,3710000
Central Asia (FAO),,2021,4350000
Chile,CHL,1991,0
Chile,CHL,1992,0
Chile,CHL,1993,0
Chile,CHL,1994,2333000
Chile,CHL,1995,2693000
Chile,CHL,1996,3373000
Chile,CHL,1997,3278000
Chile,CHL,1998,3624000
Chile,CHL,1999,4090000
Chile,CHL,2000,5352000
Chile,CHL,2001,6982000
Chile,CHL,2002,6883000
Chile,CHL,2003,7056000
Chile,CHL,2004,8041000
Chile,CHL,2005,8402000
Chile,CHL,2006,8732000
Chile,CHL,2007,9489000
Chile,CHL,2008,10217000
Chile,CHL,2009,9152000
Chile,CHL,2010,8924000
Chile,CHL,2011,9315000
Chile,CHL,2012,9953000
Chile,CHL,2013,9729000
Chile,CHL,2014,9468000
Chile,CHL,2015,10110000
Chile,CHL,2016,10629000
Chile,CHL,2017,7986000
Chile,CHL,2018,9375000
Chile,CHL,2019,8393000
Chile,CHL,2020,5866000
Chile,CHL,2021,5283000
China (FAO),,1961,657000
China (FAO),,1962,662000
China (FAO),,1963,697000
China (FAO),,1964,736000
China (FAO),,1965,819000
China (FAO),,1966,899000
China (FAO),,1967,945000
China (FAO),,1968,1004000
China (FAO),,1969,1044000
China (FAO),,1970,1093000
China (FAO),,1971,1098000
China (FAO),,1972,1152000
China (FAO),,1973,1209000
China (FAO),,1974,1245000
China (FAO),,1975,1314000
China (FAO),,1976,1377000
China (FAO),,1977,1398000
China (FAO),,1978,1398000
China (FAO),,1979,1409000
China (FAO),,1980,1381000
China (FAO),,1981,1310000
China (FAO),,1982,1238000
China (FAO),,1983,1281000
China (FAO),,1984,1274000
China (FAO),,1985,1163000
China (FAO),,1986,1383000
China (FAO),,1987,1111000
China (FAO),,1988,920000
China (FAO),,1989,899000
China (FAO),,1990,758000
China (FAO),,1991,636000
China (FAO),,1992,543000
China (FAO),,1993,521000
China (FAO),,1994,458000
China (FAO),,1995,415000
China (FAO),,1996,398000
China (FAO),,1997,429000
China (FAO),,1998,432000
China (FAO),,1999,488000
China (FAO),,2000,500000
China (FAO),,2001,458000
China (FAO),,2002,387000
China (FAO),,2003,364000
China (FAO),,2004,386000
China (FAO),,2005,376000
China (FAO),,2006,335000
China (FAO),,2007,301000
China (FAO),,2008,280000
China (FAO),,2009,230000
China (FAO),,2010,216000
China (FAO),,2011,249000
China (FAO),,2012,237000
China (FAO),,2013,221000
China (FAO),,2014,212000
China (FAO),,2015,197000
China (FAO),,2016,184000
China (FAO),,2017,185000
China (FAO),,2018,178000
China (FAO),,2019,160000
China (FAO),,2020,194000
China (FAO),,2021,173000
Croatia,HRV,1992,1000000
Croatia,HRV,1993,1000000
Croatia,HRV,1994,1200000
Croatia,HRV,1995,1200000
Croatia,HRV,1996,1200000
Croatia,HRV,1997,1200000
Croatia,HRV,1998,850000
Croatia,HRV,1999,900000
Croatia,HRV,2000,900000
Croatia,HRV,2001,900000
Croatia,HRV,2002,960000
Croatia,HRV,2003,1020000
Croatia,HRV,2004,1550000
Croatia,HRV,2005,1150000
Croatia,HRV,2006,1100000
Croatia,HRV,2007,1150000
Croatia,HRV,2008,1100000
Croatia,HRV,2009,1000000
Croatia,HRV,2010,780000
Croatia,HRV,2011,760000
Croatia,HRV,2012,1274000
Croatia,HRV,2013,947000
Croatia,HRV,2014,949000
Croatia,HRV,2015,1090000
Croatia,HRV,2016,1230000
Croatia,HRV,2017,1221000
Cyprus,CYP,1961,100000
Cyprus,CYP,1962,105000
Cyprus,CYP,1963,110000
Cyprus,CYP,1964,100000
Cyprus,CYP,1965,50000
Cyprus,CYP,1966,50000
Cyprus,CYP,1967,50000
Cyprus,CYP,1968,55000
Cyprus,CYP,1969,54000
Cyprus,CYP,1970,54000
Cyprus,CYP,1971,53000
Cyprus,CYP,1972,52000
Cyprus,CYP,1973,15000
Cyprus,CYP,1974,13000
Cyprus,CYP,1975,15000
Cyprus,CYP,1976,22000
Cyprus,CYP,1977,50000
Cyprus,CYP,1978,40000
Cyprus,CYP,1979,40000
Cyprus,CYP,1980,40000
Cyprus,CYP,1981,50000
Cyprus,CYP,1982,45000
Cyprus,CYP,1983,91000
Cyprus,CYP,1984,73000
Cyprus,CYP,1985,48000
Cyprus,CYP,1986,85000
Cyprus,CYP,1987,98000
Cyprus,CYP,1988,109000
Cyprus,CYP,1989,108000
Cyprus,CYP,1990,121000
Cyprus,CYP,1991,150000
Cyprus,CYP,1992,286000
Cyprus,CYP,1993,159000
Cyprus,CYP,1994,160000
Cyprus,CYP,1995,240000
Cyprus,CYP,1996,168000
Cyprus,CYP,1997,168000
Cyprus,CYP,1998,227000
Cyprus,CYP,1999,192000
Cyprus,CYP,2000,209000
Cyprus,CYP,2001,217000
Cyprus,CYP,2002,217000
Cyprus,CYP,2003,180000
Cyprus,CYP,2004,110000
Cyprus,CYP,2005,80000
Cyprus,CYP,2006,61000
Cyprus,CYP,2007,48000
Cyprus,CYP,2008,44000
Cyprus,CYP,2009,50000
Cyprus,CYP,2010,37000
Cyprus,CYP,2011,29000
Cyprus,CYP,2012,24000
Cyprus,CYP,2013,24000
Cyprus,CYP,2014,25000
Cyprus,CYP,2015,26000
Cyprus,CYP,2016,24000
Cyprus,CYP,2017,30000
Cyprus,CYP,2018,26000
Cyprus,CYP,2019,32000
Cyprus,CYP,2020,23000
Cyprus,CYP,2021,25000
Czechia,CZE,1993,820000
Czechia,CZE,1994,430000
Czechia,CZE,1995,820000
Czechia,CZE,1996,895000
Czechia,CZE,1997,900000
Czechia,CZE,1998,970000
Czechia,CZE,1999,1000000
Czechia,CZE,2000,940000
Czechia,CZE,2001,1160000
Czechia,CZE,2002,1250000
Czechia,CZE,2003,1300000
Czechia,CZE,2004,1850000
Czechia,CZE,2005,1330000
Czechia,CZE,2006,920000
Czechia,CZE,2007,400000
Czechia,CZE,2008,350000
Czechia,CZE,2009,265000
Czechia,CZE,2010,154000
Czechia,CZE,2011,134000
Czechia,CZE,2012,128000
Czechia,CZE,2013,136000
Czechia,CZE,2014,152000
Czechia,CZE,2015,127000
Czechia,CZE,2016,143000
Czechia,CZE,2017,147000
Czechia,CZE,2018,129000
Czechia,CZE,2019,138000
Czechia,CZE,2020,158000
Czechia,CZE,2021,175000
Czechoslovakia,OWID_CZS,1961,448000
Czechoslovakia,OWID_CZS,1962,440000
Czechoslovakia,OWID_CZS,1963,448000
Czechoslovakia,OWID_CZS,1964,500000
Czechoslovakia,OWID_CZS,1965,508000
Czechoslovakia,OWID_CZS,1966,488000
Czechoslovakia,OWID_CZS,1967,528000
Czechoslovakia,OWID_CZS,1968,548000
Czechoslovakia,OWID_CZS,1969,636000
Czechoslovakia,OWID_CZS,1970,672000
Czechoslovakia,OWID_CZS,1971,892000
Czechoslovakia,OWID_CZS,1972,1000000
Czechoslovakia,OWID_CZS,1973,1100000
Czechoslovakia,OWID_CZS,1974,1110000
Czechoslovakia,OWID_CZS,1975,1550000
Czechoslovakia,OWID_CZS,1976,1595000
Czechoslovakia,OWID_CZS,1977,1880000
Czechoslovakia,OWID_CZS,1978,2880000
Czechoslovakia,OWID_CZS,1979,2960000
Czechoslovakia,OWID_CZS,1980,3265000
Czechoslovakia,OWID_CZS,1981,3690000
Czechoslovakia,OWID_CZS,1982,4060000
Czechoslovakia,OWID_CZS,1983,3630000
Czechoslovakia,OWID_CZS,1984,3980000
Czechoslovakia,OWID_CZS,1985,4000000
Czechoslovakia,OWID_CZS,1986,4050000
Czechoslovakia,OWID_CZS,1987,4440000
Czechoslovakia,OWID_CZS,1988,4730000
Czechoslovakia,OWID_CZS,1989,4600000
Czechoslovakia,OWID_CZS,1990,4600000
Czechoslovakia,OWID_CZS,1991,4260000
Czechoslovakia,OWID_CZS,1992,4250000
Denmark,DNK,1961,250000
Denmark,DNK,1962,238000
Denmark,DNK,1963,245000
Denmark,DNK,1964,451000
Denmark,DNK,1965,419000
Denmark,DNK,1966,689000
Denmark,DNK,1967,879000
Denmark,DNK,1968,840000
Denmark,DNK,1969,804000
Denmark,DNK,1970,1075000
Denmark,DNK,1971,973000
Denmark,DNK,1972,1005000
Denmark,DNK,1973,1062000
Denmark,DNK,1974,1090000
Denmark,DNK,1975,607000
Denmark,DNK,1976,786000
Denmark,DNK,1977,934000
Denmark,DNK,1978,816000
Denmark,DNK,1979,1194000
Denmark,DNK,1980,893000
Denmark,DNK,1981,709000
Denmark,DNK,1982,894000
Denmark,DNK,1983,1057000
Denmark,DNK,1984,749000
Denmark,DNK,1985,739000
Denmark,DNK,1986,998000
Denmark,DNK,1987,537000
Denmark,DNK,1988,520000
Denmark,DNK,1989,733000
Denmark,DNK,1990,571000
Denmark,DNK,1991,793000
Denmark,DNK,1992,761000
Denmark,DNK,1993,1276000
Denmark,DNK,1994,1091000
Denmark,DNK,1995,1094000
Denmark,DNK,1996,961000
Denmark,DNK,1997,1382000
Denmark,DNK,1998,1124000
Denmark,DNK,1999,1018000
Denmark,DNK,2000,1042000
Denmark,DNK,2001,1038000
Denmark,DNK,2002,965000
Denmark,DNK,2003,510000
Denmark,DNK,2004,55000
Denmark,DNK,2005,59000
Denmark,DNK,2006,33000
Denmark,DNK,2007,76000
Denmark,DNK,2008,57000
Denmark,DNK,2009,45000
Denmark,DNK,2010,42000
Denmark,DNK,2011,2000
Denmark,DNK,2012,6000
Denmark,DNK,2013,4000
Denmark,DNK,2014,4000
Denmark,DNK,2015,7000
Denmark,DNK,2016,3000
Denmark,DNK,2017,1000
Denmark,DNK,2019,0
Denmark,DNK,2020,5000
Denmark,DNK,2021,6000
Eastern Africa (FAO),,1961,574000
Eastern Africa (FAO),,1962,644000
Eastern Africa (FAO),,1963,714000
Eastern Africa (FAO),,1964,784000
Eastern Africa (FAO),,1965,854000
Eastern Africa (FAO),,1966,924000
Eastern Africa (FAO),,1967,995000
Eastern Africa (FAO),,1968,1135000
Eastern Africa (FAO),,1969,1276000
Eastern Africa (FAO),,1970,1416000
Eastern Africa (FAO),,1971,1555000
Eastern Africa (FAO),,1972,1694000
Eastern Africa (FAO),,1973,1834000
Eastern Africa (FAO),,1974,1552000
Eastern Africa (FAO),,1975,1696000
Eastern Africa (FAO),,1976,1549000
Eastern Africa (FAO),,1977,1545000
Eastern Africa (FAO),,1978,1897000
Eastern Africa (FAO),,1979,1967000
Eastern Africa (FAO),,1980,1548000
Eastern Africa (FAO),,1981,1688000
Eastern Africa (FAO),,1982,1548000
Eastern Africa (FAO),,1983,1409000
Eastern Africa (FAO),,1984,1409000
Eastern Africa (FAO),,1985,1829000
Eastern Africa (FAO),,1986,2007000
Eastern Africa (FAO),,1987,1659000
Eastern Africa (FAO),,1988,1921000
Eastern Africa (FAO),,1989,1805000
Eastern Africa (FAO),,1990,2275000
Eastern Africa (FAO),,1991,2583000
Eastern Africa (FAO),,1992,2548000
Eastern Africa (FAO),,1993,2550000
Eastern Africa (FAO),,1994,2690000
Eastern Africa (FAO),,1995,2758000
Eastern Africa (FAO),,1996,2826000
Eastern Africa (FAO),,1997,2965000
Eastern Africa (FAO),,1998,3092000
Eastern Africa (FAO),,1999,3234000
Eastern Africa (FAO),,2000,3365000
Eastern Africa (FAO),,2001,3228000
Eastern Africa (FAO),,2002,3345000
Eastern Africa (FAO),,2003,3347000
Eastern Africa (FAO),,2004,3340000
Eastern Africa (FAO),,2005,3321000
Eastern Africa (FAO),,2006,3322000
Eastern Africa (FAO),,2007,2829000
Eastern Africa (FAO),,2008,2976000
Eastern Africa (FAO),,2009,3041000
Eastern Africa (FAO),,2010,3098000
Eastern Africa (FAO),,2011,3168000
Eastern Africa (FAO),,2012,3168000
Eastern Africa (FAO),,2013,3098000
Eastern Africa (FAO),,2014,3170000
Eastern Africa (FAO),,2015,3221000
Eastern Africa (FAO),,2016,3268000
Eastern Africa (FAO),,2017,3312000
Eastern Africa (FAO),,2018,3335000
Eastern Africa (FAO),,2019,3342000
Eastern Africa (FAO),,2020,3326000
Eastern Africa (FAO),,2021,3350000
Eastern Asia (FAO),,1961,673000
Eastern Asia (FAO),,1962,678000
Eastern Asia (FAO),,1963,713000
Eastern Asia (FAO),,1964,753000
Eastern Asia (FAO),,1965,836000
Eastern Asia (FAO),,1966,916000
Eastern Asia (FAO),,1967,963000
Eastern Asia (FAO),,1968,1022000
Eastern Asia (FAO),,1969,1062000
Eastern Asia (FAO),,1970,1111000
Eastern Asia (FAO),,1971,1116000
Eastern Asia (FAO),,1972,1170000
Eastern Asia (FAO),,1973,1228000
Eastern Asia (FAO),,1974,1264000
Eastern Asia (FAO),,1975,1333000
Eastern Asia (FAO),,1976,1396000
Eastern Asia (FAO),,1977,1418000
Eastern Asia (FAO),,1978,1423000
Eastern Asia (FAO),,1979,1439000
Eastern Asia (FAO),,1980,1418000
Eastern Asia (FAO),,1981,1331000
Eastern Asia (FAO),,1982,1267000
Eastern Asia (FAO),,1983,1301000
Eastern Asia (FAO),,1984,1284000
Eastern Asia (FAO),,1985,1173000
Eastern Asia (FAO),,1986,1394000
Eastern Asia (FAO),,1987,1122000
Eastern Asia (FAO),,1988,937000
Eastern Asia (FAO),,1989,908000
Eastern Asia (FAO),,1990,768000
Eastern Asia (FAO),,1991,641000
Eastern Asia (FAO),,1992,548000
Eastern Asia (FAO),,1993,526000
Eastern Asia (FAO),,1994,463000
Eastern Asia (FAO),,1995,420000
Eastern Asia (FAO),,1996,403000
Eastern Asia (FAO),,1997,434000
Eastern Asia (FAO),,1998,436000
Eastern Asia (FAO),,1999,492000
Eastern Asia (FAO),,2000,504000
Eastern Asia (FAO),,2001,462000
Eastern Asia (FAO),,2002,391000
Eastern Asia (FAO),,2003,369000
Eastern Asia (FAO),,2004,391000
Eastern Asia (FAO),,2005,381000
Eastern Asia (FAO),,2006,340000
Eastern Asia (FAO),,2007,306000
Eastern Asia (FAO),,2008,284000
Eastern Asia (FAO),,2009,234000
Eastern Asia (FAO),,2010,220000
Eastern Asia (FAO),,2011,253000
Eastern Asia (FAO),,2012,241000
Eastern Asia (FAO),,2013,225000
Eastern Asia (FAO),,2014,216000
Eastern Asia (FAO),,2015,201000
Eastern Asia (FAO),,2016,188000
Eastern Asia (FAO),,2017,189000
Eastern Asia (FAO),,2018,182000
Eastern Asia (FAO),,2019,164000
Eastern Asia (FAO),,2020,197000
Eastern Asia (FAO),,2021,176000
Eastern Europe (FAO),,1961,2148000
Eastern Europe (FAO),,1962,2340000
Eastern Europe (FAO),,1963,3148000
Eastern Europe (FAO),,1964,3500000
Eastern Europe (FAO),,1965,3608000
Eastern Europe (FAO),,1966,3188000
Eastern Europe (FAO),,1967,4628000
Eastern Europe (FAO),,1968,4348000
Eastern Europe (FAO),,1969,4036000
Eastern Europe (FAO),,1970,5872000
Eastern Europe (FAO),,1971,6892000
Eastern Europe (FAO),,1972,7300000
Eastern Europe (FAO),,1973,7600000
Eastern Europe (FAO),,1974,6610000
Eastern Europe (FAO),,1975,7250000
Eastern Europe (FAO),,1976,7795000
Eastern Europe (FAO),,1977,7880000
Eastern Europe (FAO),,1978,9580000
Eastern Europe (FAO),,1979,10160000
Eastern Europe (FAO),,1980,10465000
Eastern Europe (FAO),,1981,10890000
Eastern Europe (FAO),,1982,10860000
Eastern Europe (FAO),,1983,11030000
Eastern Europe (FAO),,1984,11580000
Eastern Europe (FAO),,1985,11800000
Eastern Europe (FAO),,1986,12050000
Eastern Europe (FAO),,1987,12140000
Eastern Europe (FAO),,1988,12430000
Eastern Europe (FAO),,1989,13900000
Eastern Europe (FAO),,1990,16600000
Eastern Europe (FAO),,1991,14318000
Eastern Europe (FAO),,1992,15850000
Eastern Europe (FAO),,1993,12598000
Eastern Europe (FAO),,1994,12781000
Eastern Europe (FAO),,1995,18190000
Eastern Europe (FAO),,1996,18498000
Eastern Europe (FAO),,1997,16534000
Eastern Europe (FAO),,1998,16843000
Eastern Europe (FAO),,1999,18261000
Eastern Europe (FAO),,2000,16777000
Eastern Europe (FAO),,2001,17946000
Eastern Europe (FAO),,2002,23204000
Eastern Europe (FAO),,2003,25256000
Eastern Europe (FAO),,2004,27940000
Eastern Europe (FAO),,2005,26167000
Eastern Europe (FAO),,2006,25715000
Eastern Europe (FAO),,2007,31613000
Eastern Europe (FAO),,2008,33294000
Eastern Europe (FAO),,2009,32415000
Eastern Europe (FAO),,2010,33975000
Eastern Europe (FAO),,2011,33591000
Eastern Europe (FAO),,2012,36077000
Eastern Europe (FAO),,2013,34804000
Eastern Europe (FAO),,2014,39487000
Eastern Europe (FAO),,2015,44264000
Eastern Europe (FAO),,2016,47640000
Eastern Europe (FAO),,2017,46063000
Eastern Europe (FAO),,2018,48287000
Eastern Europe (FAO),,2019,49557000
Eastern Europe (FAO),,2020,50928000
Eastern Europe (FAO),,2021,44756000
Ecuador,ECU,1961,6000
Ecuador,ECU,1962,7000
Ecuador,ECU,1963,7000
Ecuador,ECU,1964,7000
Ecuador,ECU,1965,8000
Ecuador,ECU,1966,8000
Ecuador,ECU,1967,8000
Ecuador,ECU,1968,8000
Ecuador,ECU,1969,8000
Ecuador,ECU,1970,8000
Ecuador,ECU,1971,8000
Ecuador,ECU,1972,8000
Ecuador,ECU,1973,8000
Ecuador,ECU,1974,8000
Ecuador,ECU,1975,8000
Ecuador,ECU,1976,8000
Ecuador,ECU,1977,8000
Ecuador,ECU,1978,8000
Ecuador,ECU,1979,9000
Ecuador,ECU,1980,9000
Ecuador,ECU,1981,10000
Ecuador,ECU,1982,11000
Ecuador,ECU,1983,11000
Ecuador,ECU,1984,11000
Ecuador,ECU,1985,11000
Ecuador,ECU,1986,13000
Ecuador,ECU,1987,13000
Ecuador,ECU,1988,13000
Ecuador,ECU,1989,13000
Ecuador,ECU,1990,16000
Ecuador,ECU,1991,16000
Ecuador,ECU,1992,16000
Ecuador,ECU,1993,16000
Ecuador,ECU,1994,16000
Ecuador,ECU,1995,16000
Ecuador,ECU,1996,21000
Ecuador,ECU,1997,34000
Ecuador,ECU,1998,27000
Ecuador,ECU,1999,31000
Ecuador,ECU,2000,205000
Ecuador,ECU,2001,281000
Ecuador,ECU,2002,292000
Ecuador,ECU,2003,429000
Ecuador,ECU,2004,506000
Ecuador,ECU,2005,500000
Ecuador,ECU,2006,520000
Ecuador,ECU,2007,700000
Ecuador,ECU,2008,720000
Ecuador,ECU,2009,925000
Ecuador,ECU,2010,1080000
Ecuador,ECU,2011,1300000
Ecuador,ECU,2012,385000
Ecuador,ECU,2013,556000
Ecuador,ECU,2014,2243000
Ecuador,ECU,2015,1298000
Ecuador,ECU,2016,1281000
Ecuador,ECU,2017,1003000
Ecuador,ECU,2018,979000
Ecuador,ECU,2019,1014000
Ecuador,ECU,2020,793000
Ecuador,ECU,2021,1381000
Egypt,EGY,1961,580000
Egypt,EGY,1962,590000
Egypt,EGY,1963,590000
Egypt,EGY,1964,600000
Egypt,EGY,1965,610000
Egypt,EGY,1966,610000
Egypt,EGY,1967,620000
Egypt,EGY,1968,630000
Egypt,EGY,1969,645000
Egypt,EGY,1970,655000
Egypt,EGY,1971,664000
Egypt,EGY,1972,673000
Egypt,EGY,1973,681000
Egypt,EGY,1974,691000
Egypt,EGY,1975,699000
Egypt,EGY,1976,709000
Egypt,EGY,1977,718000
Egypt,EGY,1978,727000
Egypt,EGY,1979,736000
Egypt,EGY,1980,746000
Egypt,EGY,1981,755000
Egypt,EGY,1982,840000
Egypt,EGY,1983,975000
Egypt,EGY,1984,1125000
Egypt,EGY,1985,1253000
Egypt,EGY,1986,1272000
Egypt,EGY,1987,1290000
Egypt,EGY,1988,1309000
Egypt,EGY,1989,1340000
Egypt,EGY,1990,1350000
Egypt,EGY,1991,1309000
Egypt,EGY,1992,1360000
Egypt,EGY,1993,1412000
Egypt,EGY,1994,1815000
Egypt,EGY,1995,1400000
Egypt,EGY,1996,1400000
Egypt,EGY,1997,1400000
Egypt,EGY,1998,1400000
Egypt,EGY,1999,1400000
Egypt,EGY,2000,1400000
Egypt,EGY,2001,1400000
Egypt,EGY,2002,1400000
Egypt,EGY,2003,1400000
Egypt,EGY,2004,1400000
Egypt,EGY,2005,1400000
Egypt,EGY,2006,1400000
Egypt,EGY,2007,1400000
Egypt,EGY,2008,1423000
Egypt,EGY,2009,1353000
Egypt,EGY,2010,1246000
Egypt,EGY,2011,1375000
Egypt,EGY,2012,1497000
Egypt,EGY,2013,1688000
Egypt,EGY,2014,1990000
Egypt,EGY,2015,2674000
Egypt,EGY,2016,2683000
Egypt,EGY,2017,3340000
Egypt,EGY,2018,3214000
Egypt,EGY,2019,1690000
Egypt,EGY,2020,2289000
Egypt,EGY,2021,2398000
Estonia,EST,2018,0
Estonia,EST,2019,0
Estonia,EST,2020,0
Estonia,EST,2021,0
Europe,,1961,22598000
Europe,,1962,22374000
Europe,,1963,23817000
Europe,,1964,24850000
Europe,,1965,26138000
Europe,,1966,30622000
Europe,,1967,34353000
Europe,,1968,37256000
Europe,,1969,41058000
Europe,,1970,47825000
Europe,,1971,55188000
Europe,,1972,62164000
Europe,,1973,78800000
Europe,,1974,82384000
Europe,,1975,78768000
Europe,,1976,88702000
Europe,,1977,98545000
Europe,,1978,105810000
Europe,,1979,120011000
Europe,,1980,128026000
Europe,,1981,126605000
Europe,,1982,134387000
Europe,,1983,142406000
Europe,,1984,137933000
Europe,,1985,144626000
Europe,,1986,158265000
Europe,,1987,169101000
Europe,,1988,177657000
Europe,,1989,191003000
Europe,,1990,211913000
Europe,,1991,215359000
Europe,,1992,224197000
Europe,,1993,226394000
Europe,,1994,236925000
Europe,,1995,258896000
Europe,,1996,262682000
Europe,,1997,269090000
Europe,,1998,275608000
Europe,,1999,266666000
Europe,,2000,276099000
Europe,,2001,274900000
Europe,,2002,275958000
Europe,,2003,248480000
Europe,,2004,249750000
Europe,,2005,237654000
Europe,,2006,219611000
Europe,,2007,227934000
Europe,,2008,227470000
Europe,,2009,221153000
Europe,,2010,216160000
Europe,,2011,217338000
Europe,,2012,221767000
Europe,,2013,211284000
Europe,,2014,217625000
Europe,,2015,224964000
Europe,,2016,233228000
Europe,,2017,222109000
Europe,,2018,205651000
Europe,,2019,206357000
Europe,,2020,207222000
Europe,,2021,189721000
Europe (FAO),,1961,22848000
Europe (FAO),,1962,22618000
Europe (FAO),,1963,24025000
Europe (FAO),,1964,25097000
Europe (FAO),,1965,26425000
Europe (FAO),,1966,30941000
Europe (FAO),,1967,34985000
Europe (FAO),,1968,38222000
Europe (FAO),,1969,42426000
Europe (FAO),,1970,49449000
Europe (FAO),,1971,56886000
Europe (FAO),,1972,63804000
Europe (FAO),,1973,80884000
Europe (FAO),,1974,84751000
Europe (FAO),,1975,81209000
Europe (FAO),,1976,90826000
Europe (FAO),,1977,100752000
Europe (FAO),,1978,107785000
Europe (FAO),,1979,122234000
Europe (FAO),,1980,130332000
Europe (FAO),,1981,128504000
Europe (FAO),,1982,136556000
Europe (FAO),,1983,144715000
Europe (FAO),,1984,140340000
