Entity,Code,Year,Rabbits | 00001140 || Stocks | 005112 || animals
Least Developed Countries (FAO),,2002,1443000
Least Developed Countries (FAO),,2003,1945000
Least Developed Countries (FAO),,2004,2223000
Least Developed Countries (FAO),,2005,2605000
Least Developed Countries (FAO),,2006,2206000
Least Developed Countries (FAO),,2007,2418000
Least Developed Countries (FAO),,2008,2539000
Least Developed Countries (FAO),,2009,2739000
Least Developed Countries (FAO),,2010,2834000
Least Developed Countries (FAO),,2011,2963000
Least Developed Countries (FAO),,2012,3221000
Least Developed Countries (FAO),,2013,3651000
Least Developed Countries (FAO),,2014,3453000
Least Developed Countries (FAO),,2015,3702000
Least Developed Countries (FAO),,2016,3686000
Least Developed Countries (FAO),,2017,3773000
Least Developed Countries (FAO),,2018,3674000
Least Developed Countries (FAO),,2019,3741000
Least Developed Countries (FAO),,2020,3749000
Least Developed Countries (FAO),,2021,3719000
Lithuania,LTU,1992,74000
Lithuania,LTU,1993,84000
Lithuania,LTU,1994,93000
Lithuania,LTU,1995,88000
Lithuania,LTU,1996,84000
Lithuania,LTU,1997,94000
Lithuania,LTU,1998,119000
Lithuania,LTU,1999,103000
Lithuania,LTU,2000,85000
Lithuania,LTU,2001,82000
Lithuania,LTU,2002,74000
Lithuania,LTU,2003,75000
Lithuania,LTU,2004,98000
Lithuania,LTU,2005,97000
Lithuania,LTU,2006,100000
Lithuania,LTU,2007,103000
Lithuania,LTU,2008,102000
Lithuania,LTU,2009,104000
Lithuania,LTU,2010,108000
Lithuania,LTU,2011,104000
Lithuania,LTU,2012,98000
Lithuania,LTU,2013,99000
Lithuania,LTU,2014,103000
Lithuania,LTU,2015,121000
Lithuania,LTU,2016,125000
Lithuania,LTU,2017,129000
Lithuania,LTU,2018,121000
Lithuania,LTU,2019,116000
Lithuania,LTU,2020,74000
Lithuania,LTU,2021,62000
Low Income Food Deficit Countries (FAO),,1961,10000
Low Income Food Deficit Countries (FAO),,1962,15000
Low Income Food Deficit Countries (FAO),,1963,20000
Low Income Food Deficit Countries (FAO),,1964,25000
Low Income Food Deficit Countries (FAO),,1965,30000
Low Income Food Deficit Countries (FAO),,1966,35000
Low Income Food Deficit Countries (FAO),,1967,40000
Low Income Food Deficit Countries (FAO),,1968,45000
Low Income Food Deficit Countries (FAO),,1969,140000
Low Income Food Deficit Countries (FAO),,1970,164000
Low Income Food Deficit Countries (FAO),,1971,174000
Low Income Food Deficit Countries (FAO),,1972,163000
Low Income Food Deficit Countries (FAO),,1973,160000
Low Income Food Deficit Countries (FAO),,1974,195000
Low Income Food Deficit Countries (FAO),,1975,218000
Low Income Food Deficit Countries (FAO),,1976,242000
Low Income Food Deficit Countries (FAO),,1977,257000
Low Income Food Deficit Countries (FAO),,1978,260000
Low Income Food Deficit Countries (FAO),,1979,277000
Low Income Food Deficit Countries (FAO),,1980,282000
Low Income Food Deficit Countries (FAO),,1981,281000
Low Income Food Deficit Countries (FAO),,1982,325000
Low Income Food Deficit Countries (FAO),,1983,339000
Low Income Food Deficit Countries (FAO),,1984,351000
Low Income Food Deficit Countries (FAO),,1985,429000
Low Income Food Deficit Countries (FAO),,1986,494000
Low Income Food Deficit Countries (FAO),,1987,559000
Low Income Food Deficit Countries (FAO),,1988,657000
Low Income Food Deficit Countries (FAO),,1989,789000
Low Income Food Deficit Countries (FAO),,1990,840000
Low Income Food Deficit Countries (FAO),,1991,1385000
Low Income Food Deficit Countries (FAO),,1992,1925000
Low Income Food Deficit Countries (FAO),,1993,1677000
Low Income Food Deficit Countries (FAO),,1994,1710000
Low Income Food Deficit Countries (FAO),,1995,1622000
Low Income Food Deficit Countries (FAO),,1996,4817000
Low Income Food Deficit Countries (FAO),,1997,4384000
Low Income Food Deficit Countries (FAO),,1998,4267000
Low Income Food Deficit Countries (FAO),,1999,7261000
Low Income Food Deficit Countries (FAO),,2000,13766000
Low Income Food Deficit Countries (FAO),,2001,21574000
Low Income Food Deficit Countries (FAO),,2002,21753000
Low Income Food Deficit Countries (FAO),,2003,22366000
Low Income Food Deficit Countries (FAO),,2004,22699000
Low Income Food Deficit Countries (FAO),,2005,23208000
Low Income Food Deficit Countries (FAO),,2006,25100000
Low Income Food Deficit Countries (FAO),,2007,27229000
Low Income Food Deficit Countries (FAO),,2008,29841000
Low Income Food Deficit Countries (FAO),,2009,32121000
Low Income Food Deficit Countries (FAO),,2010,32354000
Low Income Food Deficit Countries (FAO),,2011,36188000
Low Income Food Deficit Countries (FAO),,2012,33564000
Low Income Food Deficit Countries (FAO),,2013,36457000
Low Income Food Deficit Countries (FAO),,2014,37287000
Low Income Food Deficit Countries (FAO),,2015,37243000
Low Income Food Deficit Countries (FAO),,2016,36831000
Low Income Food Deficit Countries (FAO),,2017,37144000
Low Income Food Deficit Countries (FAO),,2018,36462000
Low Income Food Deficit Countries (FAO),,2019,39782000
Low Income Food Deficit Countries (FAO),,2020,34786000
Low Income Food Deficit Countries (FAO),,2021,32271000
Low-income countries,,1961,10000
Low-income countries,,1962,15000
Low-income countries,,1963,20000
Low-income countries,,1964,25000
Low-income countries,,1965,30000
Low-income countries,,1966,35000
Low-income countries,,1967,40000
Low-income countries,,1968,45000
Low-income countries,,1969,135000
Low-income countries,,1970,159000
Low-income countries,,1971,168000
Low-income countries,,1972,157000
Low-income countries,,1973,153000
Low-income countries,,1974,188000
Low-income countries,,1975,210000
Low-income countries,,1976,234000
Low-income countries,,1977,248000
Low-income countries,,1978,249000
Low-income countries,,1979,264000
Low-income countries,,1980,252000
Low-income countries,,1981,233000
Low-income countries,,1982,250000
Low-income countries,,1983,237000
Low-income countries,,1984,227000
Low-income countries,,1985,284000
Low-income countries,,1986,327000
Low-income countries,,1987,365000
Low-income countries,,1988,440000
Low-income countries,,1989,552000
Low-income countries,,1990,588000
Low-income countries,,1991,1097000
Low-income countries,,1992,1100000
Low-income countries,,1993,1125000
Low-income countries,,1994,1087000
Low-income countries,,1995,1059000
Low-income countries,,1996,4167000
Low-income countries,,1997,3836000
Low-income countries,,1998,3749000
Low-income countries,,1999,6682000
Low-income countries,,2000,13159000
Low-income countries,,2001,20971000
Low-income countries,,2002,21061000
Low-income countries,,2003,21648000
Low-income countries,,2004,22029000
Low-income countries,,2005,22539000
Low-income countries,,2006,24343000
Low-income countries,,2007,26562000
Low-income countries,,2008,29152000
Low-income countries,,2009,31387000
Low-income countries,,2010,31547000
Low-income countries,,2011,35115000
Low-income countries,,2012,32483000
Low-income countries,,2013,35254000
Low-income countries,,2014,36074000
Low-income countries,,2015,35928000
Low-income countries,,2016,35623000
Low-income countries,,2017,35880000
Low-income countries,,2018,35032000
Low-income countries,,2019,38354000
Low-income countries,,2020,33323000
Low-income countries,,2021,30827000
Lower-middle-income countries,,1961,2635000
Lower-middle-income countries,,1962,2635000
Lower-middle-income countries,,1963,2635000
Lower-middle-income countries,,1964,2635000
Lower-middle-income countries,,1965,2835000
Lower-middle-income countries,,1966,2950000
Lower-middle-income countries,,1967,2946000
Lower-middle-income countries,,1968,2942000
Lower-middle-income countries,,1969,2942000
Lower-middle-income countries,,1970,2936000
Lower-middle-income countries,,1971,3130000
Lower-middle-income countries,,1972,3122000
Lower-middle-income countries,,1973,3115000
Lower-middle-income countries,,1974,3147000
Lower-middle-income countries,,1975,3198000
Lower-middle-income countries,,1976,3248000
Lower-middle-income countries,,1977,3278000
Lower-middle-income countries,,1978,3288000
Lower-middle-income countries,,1979,3298000
Lower-middle-income countries,,1980,3322000
Lower-middle-income countries,,1981,4266000
Lower-middle-income countries,,1982,4913000
Lower-middle-income countries,,1983,5624000
Lower-middle-income countries,,1984,7016000
Lower-middle-income countries,,1985,7201000
Lower-middle-income countries,,1986,7391000
Lower-middle-income countries,,1987,7690000
Lower-middle-income countries,,1988,7888000
Lower-middle-income countries,,1989,8086000
Lower-middle-income countries,,1990,10006000
Lower-middle-income countries,,1991,9644000
Lower-middle-income countries,,1992,18188000
Lower-middle-income countries,,1993,20735000
Lower-middle-income countries,,1994,23631000
Lower-middle-income countries,,1995,24914000
Lower-middle-income countries,,1996,25238000
Lower-middle-income countries,,1997,15088000
Lower-middle-income countries,,1998,14636000
Lower-middle-income countries,,1999,14947000
Lower-middle-income countries,,2000,14953000
Lower-middle-income countries,,2001,14906000
Lower-middle-income countries,,2002,15350000
Lower-middle-income countries,,2003,15650000
Lower-middle-income countries,,2004,21944000
Lower-middle-income countries,,2005,20918000
Lower-middle-income countries,,2006,22499000
Lower-middle-income countries,,2007,23115000
Lower-middle-income countries,,2008,25596000
Lower-middle-income countries,,2009,20615000
Lower-middle-income countries,,2010,18131000
Lower-middle-income countries,,2011,17376000
Lower-middle-income countries,,2012,17329000
Lower-middle-income countries,,2013,17529000
Lower-middle-income countries,,2014,18417000
Lower-middle-income countries,,2015,19477000
Lower-middle-income countries,,2016,19000000
Lower-middle-income countries,,2017,20083000
Lower-middle-income countries,,2018,20088000
Lower-middle-income countries,,2019,19924000
Lower-middle-income countries,,2020,19324000
Lower-middle-income countries,,2021,19682000
Luxembourg,LUX,2000,7000
Luxembourg,LUX,2001,7000
Luxembourg,LUX,2002,7000
Luxembourg,LUX,2003,7000
Luxembourg,LUX,2004,7000
Luxembourg,LUX,2005,7000
Luxembourg,LUX,2006,7000
Luxembourg,LUX,2007,5000
Luxembourg,LUX,2008,4000
Luxembourg,LUX,2009,4000
Luxembourg,LUX,2010,3000
Luxembourg,LUX,2011,3000
Luxembourg,LUX,2012,4000
Luxembourg,LUX,2013,3000
Luxembourg,LUX,2014,3000
Luxembourg,LUX,2015,3000
Luxembourg,LUX,2016,3000
Luxembourg,LUX,2017,2000
Luxembourg,LUX,2018,3000
Madagascar,MDG,1985,20000
Madagascar,MDG,1986,30000
Madagascar,MDG,1987,20000
Madagascar,MDG,1988,30000
Madagascar,MDG,1989,40000
Madagascar,MDG,1990,50000
Madagascar,MDG,1991,60000
Madagascar,MDG,1992,70000
Madagascar,MDG,1993,80000
Madagascar,MDG,1994,90000
Madagascar,MDG,1995,70000
Madagascar,MDG,1996,80000
Madagascar,MDG,1997,90000
Madagascar,MDG,1998,100000
Madagascar,MDG,1999,110000
Madagascar,MDG,2000,120000
Madagascar,MDG,2001,110000
Madagascar,MDG,2002,110000
Madagascar,MDG,2003,110000
Madagascar,MDG,2004,110000
Madagascar,MDG,2005,110000
Madagascar,MDG,2006,110000
Madagascar,MDG,2007,110000
Madagascar,MDG,2008,110000
Madagascar,MDG,2009,115000
Madagascar,MDG,2010,115000
Madagascar,MDG,2011,120000
Madagascar,MDG,2012,120000
Madagascar,MDG,2013,115000
Madagascar,MDG,2014,120000
Madagascar,MDG,2015,123000
Madagascar,MDG,2016,124000
Madagascar,MDG,2017,126000
Madagascar,MDG,2018,124000
Madagascar,MDG,2019,125000
Madagascar,MDG,2020,126000
Madagascar,MDG,2021,127000
Malta,MLT,1977,45000
Malta,MLT,1978,39000
Malta,MLT,1979,38000
Malta,MLT,1980,42000
Malta,MLT,1981,42000
Malta,MLT,1982,34000
Malta,MLT,1983,42000
Malta,MLT,1984,43000
Malta,MLT,1985,43000
Malta,MLT,1986,43000
Malta,MLT,1987,45000
Malta,MLT,1988,45000
Malta,MLT,1989,45000
Malta,MLT,1990,45000
Martinique,MTQ,1984,24000
Martinique,MTQ,1985,24000
Martinique,MTQ,1986,29000
Martinique,MTQ,1987,29000
Martinique,MTQ,1988,29000
Martinique,MTQ,1989,29000
Martinique,MTQ,1990,22000
Martinique,MTQ,1991,18000
Martinique,MTQ,1992,21000
Martinique,MTQ,1993,18000
Martinique,MTQ,1994,18000
Martinique,MTQ,1995,18000
Martinique,MTQ,1996,18000
Martinique,MTQ,1997,11000
Martinique,MTQ,1998,11000
Martinique,MTQ,1999,11000
Martinique,MTQ,2000,4000
Martinique,MTQ,2001,4000
Martinique,MTQ,2002,5000
Martinique,MTQ,2003,5000
Martinique,MTQ,2004,5000
Martinique,MTQ,2005,5000
Martinique,MTQ,2006,5000
Mauritius,MUS,1961,10000
Mauritius,MUS,1962,10000
Mauritius,MUS,1963,10000
Mauritius,MUS,1964,10000
Mauritius,MUS,1965,10000
Mauritius,MUS,1966,12000
Mauritius,MUS,1967,12000
Mauritius,MUS,1968,12000
Mauritius,MUS,1969,12000
Mauritius,MUS,1970,12000
Mauritius,MUS,1971,15000
Mauritius,MUS,1972,15000
Mauritius,MUS,1973,15000
Mauritius,MUS,1974,15000
Mauritius,MUS,1975,15000
Mauritius,MUS,1976,15000
Mauritius,MUS,1977,15000
Mauritius,MUS,1978,15000
Mauritius,MUS,1979,15000
Mauritius,MUS,1980,15000
Mauritius,MUS,1981,15000
Mauritius,MUS,1982,15000
Mauritius,MUS,1983,15000
Mauritius,MUS,1984,15000
Mauritius,MUS,1985,15000
Mauritius,MUS,1986,15000
Mauritius,MUS,1987,15000
Mauritius,MUS,1988,15000
Mauritius,MUS,1989,15000
Mauritius,MUS,1990,15000
Mauritius,MUS,1991,15000
Mauritius,MUS,1992,15000
Mauritius,MUS,1993,15000
Mauritius,MUS,1994,15000
Mauritius,MUS,1995,15000
Mauritius,MUS,1996,15000
Mauritius,MUS,1997,15000
Mauritius,MUS,1998,15000
Mauritius,MUS,1999,15000
Mauritius,MUS,2000,15000
Mauritius,MUS,2001,15000
Mauritius,MUS,2002,15000
Mauritius,MUS,2003,15000
Mauritius,MUS,2004,10000
Mauritius,MUS,2005,7000
Mauritius,MUS,2006,5000
Mauritius,MUS,2007,5000
Mauritius,MUS,2008,5000
Mauritius,MUS,2009,5000
Mauritius,MUS,2010,5000
Mauritius,MUS,2011,5000
Mauritius,MUS,2012,5000
Mauritius,MUS,2013,5000
Mauritius,MUS,2014,5000
Mauritius,MUS,2015,5000
Mauritius,MUS,2016,5000
Mauritius,MUS,2017,5000
Mauritius,MUS,2018,5000
Mauritius,MUS,2019,5000
Mauritius,MUS,2020,5000
Mauritius,MUS,2021,5000
Mexico,MEX,1961,95000
Mexico,MEX,1962,96000
Mexico,MEX,1963,98000
Mexico,MEX,1964,100000
Mexico,MEX,1965,102000
Mexico,MEX,1966,104000
Mexico,MEX,1967,105000
Mexico,MEX,1968,106000
Mexico,MEX,1969,108000
Mexico,MEX,1970,110000
Mexico,MEX,1971,112000
Mexico,MEX,1972,114000
Mexico,MEX,1973,155000
Mexico,MEX,1974,237000
Mexico,MEX,1975,718000
Mexico,MEX,1976,791000
Mexico,MEX,1977,1074000
Mexico,MEX,1978,1146000
Mexico,MEX,1979,1231000
Mexico,MEX,1980,1319000
Mexico,MEX,1981,1378000
Mexico,MEX,1982,1205000
Mexico,MEX,1983,1159000
Mexico,MEX,1984,1118000
Mexico,MEX,1985,1120000
Mexico,MEX,1986,1140000
Mexico,MEX,1987,1150000
Mexico,MEX,1988,1160000
Mexico,MEX,1989,1200000
Mexico,MEX,1990,1200000
Mexico,MEX,1991,1200000
Mexico,MEX,1992,1250000
Mexico,MEX,1993,1250000
Mexico,MEX,1994,1270000
Mexico,MEX,1995,1270000
Mexico,MEX,1996,1280000
Mexico,MEX,1997,1280000
Mexico,MEX,1998,1290000
Mexico,MEX,1999,1290000
Mexico,MEX,2000,1300000
Mexico,MEX,2001,1310000
Mexico,MEX,2002,1310000
Mexico,MEX,2003,1320000
Mexico,MEX,2004,1320000
Mexico,MEX,2005,1320000
Mexico,MEX,2006,1330000
Mexico,MEX,2007,1330000
Mexico,MEX,2008,1350000
Mexico,MEX,2009,1350000
Mexico,MEX,2010,1360000
Mexico,MEX,2011,1360000
Mexico,MEX,2012,1370000
Mexico,MEX,2013,1370000
Mexico,MEX,2014,1371000
Mexico,MEX,2015,1378000
Mexico,MEX,2016,1383000
Mexico,MEX,2017,1388000
Mexico,MEX,2018,1398000
Mexico,MEX,2019,1400000
Mexico,MEX,2020,1405000
Mexico,MEX,2021,1410000
Middle Africa (FAO),,1961,100000
Middle Africa (FAO),,1962,107000
Middle Africa (FAO),,1963,113000
Middle Africa (FAO),,1964,116000
Middle Africa (FAO),,1965,120000
Middle Africa (FAO),,1966,125000
Middle Africa (FAO),,1967,132000
Middle Africa (FAO),,1968,140000
Middle Africa (FAO),,1969,146000
Middle Africa (FAO),,1970,152000
Middle Africa (FAO),,1971,159000
Middle Africa (FAO),,1972,167000
Middle Africa (FAO),,1973,175000
Middle Africa (FAO),,1974,183000
Middle Africa (FAO),,1975,190000
Middle Africa (FAO),,1976,198000
Middle Africa (FAO),,1977,206000
Middle Africa (FAO),,1978,216000
Middle Africa (FAO),,1979,223000
Middle Africa (FAO),,1980,235000
Middle Africa (FAO),,1981,248000
Middle Africa (FAO),,1982,265000
Middle Africa (FAO),,1983,272000
Middle Africa (FAO),,1984,274000
Middle Africa (FAO),,1985,275000
Middle Africa (FAO),,1986,277000
Middle Africa (FAO),,1987,284000
Middle Africa (FAO),,1988,297000
Middle Africa (FAO),,1989,302000
Middle Africa (FAO),,1990,308000
Middle Africa (FAO),,1991,314000
Middle Africa (FAO),,1992,322000
Middle Africa (FAO),,1993,329000
Middle Africa (FAO),,1994,329000
Middle Africa (FAO),,1995,330000
Middle Africa (FAO),,1996,335000
Middle Africa (FAO),,1997,336000
Middle Africa (FAO),,1998,341000
Middle Africa (FAO),,1999,342000
Middle Africa (FAO),,2000,347000
Middle Africa (FAO),,2001,348000
Middle Africa (FAO),,2002,348000
Middle Africa (FAO),,2003,348000
Middle Africa (FAO),,2004,348000
Middle Africa (FAO),,2005,348000
Middle Africa (FAO),,2006,348000
Middle Africa (FAO),,2007,358000
Middle Africa (FAO),,2008,358000
Middle Africa (FAO),,2009,358000
Middle Africa (FAO),,2010,358000
Middle Africa (FAO),,2011,358000
Middle Africa (FAO),,2012,358000
Middle Africa (FAO),,2013,388000
Middle Africa (FAO),,2014,388000
Middle Africa (FAO),,2015,385000
Middle Africa (FAO),,2016,382000
Middle Africa (FAO),,2017,381000
Middle Africa (FAO),,2018,387000
Middle Africa (FAO),,2019,391000
Middle Africa (FAO),,2020,393000
Middle Africa (FAO),,2021,395000
Moldova,MDA,1992,251000
Moldova,MDA,1993,296000
Moldova,MDA,1994,262000
Moldova,MDA,1995,237000
Moldova,MDA,1996,209000
Moldova,MDA,1997,190000
Moldova,MDA,1998,177000
Moldova,MDA,1999,186000
Moldova,MDA,2000,183000
Moldova,MDA,2001,161000
Moldova,MDA,2002,191000
Moldova,MDA,2003,191000
Moldova,MDA,2004,205000
Moldova,MDA,2005,339000
Moldova,MDA,2006,379000
Moldova,MDA,2007,326000
Moldova,MDA,2008,263000
Moldova,MDA,2009,248000
Moldova,MDA,2010,274000
Moldova,MDA,2011,277000
Moldova,MDA,2012,277000
Moldova,MDA,2013,267000
Moldova,MDA,2014,296000
Moldova,MDA,2015,326000
Moldova,MDA,2016,350000
Moldova,MDA,2017,367000
Moldova,MDA,2018,376000
Moldova,MDA,2019,351000
Moldova,MDA,2020,329000
Moldova,MDA,2021,319000
Mozambique,MOZ,1991,466000
Mozambique,MOZ,1992,446000
Mozambique,MOZ,1993,427000
Mozambique,MOZ,1994,407000
Mozambique,MOZ,1995,388000
Mozambique,MOZ,1996,369000
Mozambique,MOZ,1997,350000
Mozambique,MOZ,1998,324000
Mozambique,MOZ,1999,770000
Mozambique,MOZ,2000,540000
Mozambique,MOZ,2001,300000
Mozambique,MOZ,2002,195000
Mozambique,MOZ,2003,220000
Mozambique,MOZ,2004,200000
Mozambique,MOZ,2005,186000
Mozambique,MOZ,2006,142000
Mozambique,MOZ,2007,145000
Mozambique,MOZ,2008,137000
Mozambique,MOZ,2009,130000
Mozambique,MOZ,2010,113000
Mozambique,MOZ,2011,120000
Mozambique,MOZ,2012,160000
Mozambique,MOZ,2013,170000
Mozambique,MOZ,2014,170000
Mozambique,MOZ,2015,144000
Mozambique,MOZ,2016,154000
Mozambique,MOZ,2017,156000
Mozambique,MOZ,2018,147000
Mozambique,MOZ,2019,138000
Mozambique,MOZ,2020,133000
Mozambique,MOZ,2021,126000
Net Food Importing Developing Countries (FAO),,1961,2680000
Net Food Importing Developing Countries (FAO),,1962,2697000
Net Food Importing Developing Countries (FAO),,1963,2713000
Net Food Importing Developing Countries (FAO),,1964,2726000
Net Food Importing Developing Countries (FAO),,1965,2740000
Net Food Importing Developing Countries (FAO),,1966,2872000
Net Food Importing Developing Countries (FAO),,1967,2885000
Net Food Importing Developing Countries (FAO),,1968,2898000
Net Food Importing Developing Countries (FAO),,1969,2914000
Net Food Importing Developing Countries (FAO),,1970,2929000
Net Food Importing Developing Countries (FAO),,1971,2958000
Net Food Importing Developing Countries (FAO),,1972,2975000
Net Food Importing Developing Countries (FAO),,1973,2989000
Net Food Importing Developing Countries (FAO),,1974,3000000
Net Food Importing Developing Countries (FAO),,1975,3006000
Net Food Importing Developing Countries (FAO),,1976,3033000
Net Food Importing Developing Countries (FAO),,1977,3049000
Net Food Importing Developing Countries (FAO),,1978,3047000
Net Food Importing Developing Countries (FAO),,1979,3068000
Net Food Importing Developing Countries (FAO),,1980,3093000
Net Food Importing Developing Countries (FAO),,1981,4090000
Net Food Importing Developing Countries (FAO),,1982,4738000
Net Food Importing Developing Countries (FAO),,1983,5443000
Net Food Importing Developing Countries (FAO),,1984,6859000
Net Food Importing Developing Countries (FAO),,1985,7117000
Net Food Importing Developing Countries (FAO),,1986,7366000
Net Food Importing Developing Countries (FAO),,1987,7562000
Net Food Importing Developing Countries (FAO),,1988,7785000
Net Food Importing Developing Countries (FAO),,1989,8091000
Net Food Importing Developing Countries (FAO),,1990,8444000
Net Food Importing Developing Countries (FAO),,1991,10313000
Net Food Importing Developing Countries (FAO),,1992,12154000
Net Food Importing Developing Countries (FAO),,1993,14415000
Net Food Importing Developing Countries (FAO),,1994,17060000
Net Food Importing Developing Countries (FAO),,1995,18528000
Net Food Importing Developing Countries (FAO),,1996,19336000
Net Food Importing Developing Countries (FAO),,1997,9744000
Net Food Importing Developing Countries (FAO),,1998,9596000
Net Food Importing Developing Countries (FAO),,1999,10211000
Net Food Importing Developing Countries (FAO),,2000,10533000
Net Food Importing Developing Countries (FAO),,2001,10405000
Net Food Importing Developing Countries (FAO),,2002,10566000
Net Food Importing Developing Countries (FAO),,2003,11119000
Net Food Importing Developing Countries (FAO),,2004,18525000
Net Food Importing Developing Countries (FAO),,2005,18059000
Net Food Importing Developing Countries (FAO),,2006,19064000
Net Food Importing Developing Countries (FAO),,2007,20125000
Net Food Importing Developing Countries (FAO),,2008,22830000
Net Food Importing Developing Countries (FAO),,2009,14090000
Net Food Importing Developing Countries (FAO),,2010,11381000
Net Food Importing Developing Countries (FAO),,2011,10895000
Net Food Importing Developing Countries (FAO),,2012,10678000
Net Food Importing Developing Countries (FAO),,2013,11149000
Net Food Importing Developing Countries (FAO),,2014,11808000
Net Food Importing Developing Countries (FAO),,2015,13197000
Net Food Importing Developing Countries (FAO),,2016,12736000
Net Food Importing Developing Countries (FAO),,2017,13788000
Net Food Importing Developing Countries (FAO),,2018,13720000
Net Food Importing Developing Countries (FAO),,2019,13754000
Net Food Importing Developing Countries (FAO),,2020,13300000
Net Food Importing Developing Countries (FAO),,2021,13507000
Netherlands,NLD,1991,0
Netherlands,NLD,1992,0
Netherlands,NLD,1993,0
Netherlands,NLD,1994,0
Netherlands,NLD,1995,0
Netherlands,NLD,1996,467000
Netherlands,NLD,1997,485000
Netherlands,NLD,1998,443000
Netherlands,NLD,1999,410000
Netherlands,NLD,2000,392000
Netherlands,NLD,2001,383000
Netherlands,NLD,2002,370000
Netherlands,NLD,2003,325000
Netherlands,NLD,2004,347000
Netherlands,NLD,2005,360000
Netherlands,NLD,2006,324000
Netherlands,NLD,2007,387000
Netherlands,NLD,2008,323000
Netherlands,NLD,2009,312000
Netherlands,NLD,2010,299000
Netherlands,NLD,2011,302000
Netherlands,NLD,2012,327000
Netherlands,NLD,2013,311000
Netherlands,NLD,2014,321000
Netherlands,NLD,2015,381000
Netherlands,NLD,2016,363000
Netherlands,NLD,2017,343000
Netherlands,NLD,2018,332000
Netherlands,NLD,2019,336000
Netherlands,NLD,2020,335000
Netherlands,NLD,2021,321000
Nigeria,NGA,1990,1721000
Nigeria,NGA,1991,0
Nigeria,NGA,1992,0
Nigeria,NGA,1993,0
Nigeria,NGA,1994,0
Nigeria,NGA,1995,0
Nigeria,NGA,1996,0
Nigeria,NGA,1997,0
Nigeria,NGA,1998,0
Nigeria,NGA,1999,0
Nigeria,NGA,2000,0
Nigeria,NGA,2001,0
Nigeria,NGA,2002,0
Nigeria,NGA,2003,0
Nigeria,NGA,2004,0
Nigeria,NGA,2005,0
Nigeria,NGA,2006,0
Nigeria,NGA,2007,0
Nigeria,NGA,2008,0
Nigeria,NGA,2009,3690000
Nigeria,NGA,2010,3838000
Nigeria,NGA,2011,3838000
Nigeria,NGA,2012,3991000
Nigeria,NGA,2013,4151000
Nigeria,NGA,2014,4370000
Nigeria,NGA,2015,4599000
Nigeria,NGA,2016,4669000
Nigeria,NGA,2017,4856000
Nigeria,NGA,2018,4876000
Nigeria,NGA,2019,4827000
Nigeria,NGA,2020,4871000
Nigeria,NGA,2021,4939000
North America,,1961,107000
North America,,1962,108000
North America,,1963,110000
North America,,1964,112000
North America,,1965,110000
North America,,1966,111000
North America,,1967,109000
North America,,1968,109000
North America,,1969,110000
North America,,1970,112000
North America,,1971,113000
North America,,1972,115000
North America,,1973,156000
North America,,1974,239000
North America,,1975,721000
North America,,1976,796000
North America,,1977,1079000
North America,,1978,1155000
North America,,1979,1245000
North America,,1980,1336000
North America,,1981,1425000
North America,,1982,1250000
North America,,1983,1205000
North America,,1984,1190000
North America,,1985,1194000
North America,,1986,1219000
North America,,1987,1229000
North America,,1988,1239000
North America,,1989,1264000
North America,,1990,1262000
North America,,1991,1251000
North America,,1992,1306000
North America,,1993,1385000
North America,,1994,1398000
North America,,1995,1358000
North America,,1996,1358000
North America,,1997,1361000
North America,,1998,1380000
North America,,1999,1381000
North America,,2000,1384000
North America,,2001,1394000
North America,,2002,1395000
North America,,2003,1385000
North America,,2004,1371000
North America,,2005,1369000
North America,,2006,1385000
North America,,2007,1360000
North America,,2008,1391000
North America,,2009,1391000
North America,,2010,1400000
North America,,2011,1397000
North America,,2012,1411000
North America,,2013,1409000
North America,,2014,1411000
North America,,2015,1418000
North America,,2016,1422000
North America,,2017,1427000
North America,,2018,1436000
North America,,2019,1436000
North America,,2020,1441000
North America,,2021,1445000
North Korea,PRK,1991,0
North Korea,PRK,1992,0
North Korea,PRK,1993,0
North Korea,PRK,1994,0
North Korea,PRK,1995,0
North Korea,PRK,1996,3056000
North Korea,PRK,1997,2740000
North Korea,PRK,1998,2795000
North Korea,PRK,1999,5202000
North Korea,PRK,2000,11475000
North Korea,PRK,2001,19455000
North Korea,PRK,2002,19482000
North Korea,PRK,2003,19576000
North Korea,PRK,2004,19677000
North Korea,PRK,2005,19800000
North Korea,PRK,2006,22000000
North Korea,PRK,2007,24000000
North Korea,PRK,2008,26467000
North Korea,PRK,2009,28500000
North Korea,PRK,2010,28571000
North Korea,PRK,2011,32010000
North Korea,PRK,2012,29120000
North Korea,PRK,2013,31480000
North Korea,PRK,2014,32500000
North Korea,PRK,2015,32112000
North Korea,PRK,2016,31819000
North Korea,PRK,2017,32009000
North Korea,PRK,2018,31259000
North Korea,PRK,2019,34519000
North Korea,PRK,2020,29485000
North Korea,PRK,2021,27019000
Northern Africa (FAO),,1961,2600000
Northern Africa (FAO),,1962,2600000
Northern Africa (FAO),,1963,2600000
Northern Africa (FAO),,1964,2600000
Northern Africa (FAO),,1965,2800000
Northern Africa (FAO),,1966,2915000
Northern Africa (FAO),,1967,2911000
Northern Africa (FAO),,1968,2906000
Northern Africa (FAO),,1969,2901000
Northern Africa (FAO),,1970,2895000
Northern Africa (FAO),,1971,3088000
Northern Africa (FAO),,1972,3080000
Northern Africa (FAO),,1973,3072000
