Entity,Code,Year,Geese | 00001072 || Stocks | 005112 || animals
China (FAO),,1998,180180000
China (FAO),,1999,188225000
China (FAO),,2000,203006000
China (FAO),,2001,207821000
China (FAO),,2002,235048000
China (FAO),,2003,227987000
China (FAO),,2004,260940000
China (FAO),,2005,278038000
China (FAO),,2006,292841000
China (FAO),,2007,242318000
China (FAO),,2008,301990000
China (FAO),,2009,315001000
China (FAO),,2010,327136000
China (FAO),,2011,279963000
China (FAO),,2012,291974000
China (FAO),,2013,287188000
China (FAO),,2014,275403000
China (FAO),,2015,287861000
China (FAO),,2016,301201000
China (FAO),,2017,312006000
China (FAO),,2018,313882000
China (FAO),,2019,312582000
China (FAO),,2020,314936000
China (FAO),,2021,317440000
Croatia,HRV,1992,400000
Croatia,HRV,1993,360000
Croatia,HRV,1994,300000
Croatia,HRV,1995,250000
Croatia,HRV,1996,200000
Croatia,HRV,1997,150000
Croatia,HRV,1998,100000
Croatia,HRV,1999,80000
Croatia,HRV,2000,70000
Croatia,HRV,2001,64000
Croatia,HRV,2002,60000
Croatia,HRV,2003,78000
Croatia,HRV,2004,74000
Croatia,HRV,2005,68000
Croatia,HRV,2006,76000
Croatia,HRV,2007,70000
Croatia,HRV,2008,57000
Croatia,HRV,2009,62000
Croatia,HRV,2010,46000
Croatia,HRV,2011,39000
Croatia,HRV,2012,46000
Croatia,HRV,2013,26000
Croatia,HRV,2014,49000
Croatia,HRV,2015,22000
Croatia,HRV,2016,21000
Croatia,HRV,2017,13000
Croatia,HRV,2018,16000
Croatia,HRV,2019,17000
Croatia,HRV,2020,12000
Croatia,HRV,2021,12000
Cyprus,CYP,1961,1000
Cyprus,CYP,1962,1000
Cyprus,CYP,1963,1000
Cyprus,CYP,1964,1000
Cyprus,CYP,1965,3000
Cyprus,CYP,1966,3000
Cyprus,CYP,1967,3000
Cyprus,CYP,1968,3000
Cyprus,CYP,1969,3000
Cyprus,CYP,1970,3000
Cyprus,CYP,1971,3000
Cyprus,CYP,1972,3000
Cyprus,CYP,1973,2000
Cyprus,CYP,1974,1000
Cyprus,CYP,1975,1000
Cyprus,CYP,1976,1000
Cyprus,CYP,1990,0
Cyprus,CYP,1991,0
Cyprus,CYP,1992,0
Cyprus,CYP,1993,0
Cyprus,CYP,1994,0
Cyprus,CYP,1995,0
Cyprus,CYP,1996,0
Cyprus,CYP,1997,0
Cyprus,CYP,1998,0
Cyprus,CYP,1999,0
Cyprus,CYP,2000,0
Cyprus,CYP,2001,0
Cyprus,CYP,2002,0
Cyprus,CYP,2003,0
Cyprus,CYP,2004,0
Cyprus,CYP,2005,0
Cyprus,CYP,2006,0
Cyprus,CYP,2007,0
Cyprus,CYP,2008,0
Cyprus,CYP,2009,0
Cyprus,CYP,2010,0
Cyprus,CYP,2011,0
Cyprus,CYP,2012,0
Cyprus,CYP,2013,0
Cyprus,CYP,2014,0
Czechia,CZE,1993,194000
Czechia,CZE,1994,177000
Czechia,CZE,1995,177000
Czechia,CZE,1996,158000
Czechia,CZE,1997,151000
Czechia,CZE,1998,153000
Czechia,CZE,1999,145000
Czechia,CZE,2000,132000
Czechia,CZE,2001,127000
Czechia,CZE,2002,28000
Czechia,CZE,2003,34000
Czechia,CZE,2004,32000
Czechia,CZE,2005,33000
Czechia,CZE,2006,17000
Czechia,CZE,2007,16000
Czechia,CZE,2008,19000
Czechia,CZE,2009,21000
Czechia,CZE,2010,19000
Czechia,CZE,2011,18000
Czechia,CZE,2012,15000
Czechia,CZE,2013,20000
Czechia,CZE,2014,18000
Czechia,CZE,2015,19000
Czechia,CZE,2016,20000
Czechia,CZE,2017,18000
Czechia,CZE,2018,20000
Czechia,CZE,2019,20000
Czechoslovakia,OWID_CZS,1961,894000
Czechoslovakia,OWID_CZS,1962,844000
Czechoslovakia,OWID_CZS,1963,816000
Czechoslovakia,OWID_CZS,1964,946000
Czechoslovakia,OWID_CZS,1965,953000
Czechoslovakia,OWID_CZS,1966,899000
Czechoslovakia,OWID_CZS,1967,907000
Czechoslovakia,OWID_CZS,1968,853000
Czechoslovakia,OWID_CZS,1969,785000
Czechoslovakia,OWID_CZS,1970,721000
Czechoslovakia,OWID_CZS,1971,708000
Czechoslovakia,OWID_CZS,1972,670000
Czechoslovakia,OWID_CZS,1973,644000
Czechoslovakia,OWID_CZS,1974,576000
Czechoslovakia,OWID_CZS,1975,493000
Czechoslovakia,OWID_CZS,1976,482000
Czechoslovakia,OWID_CZS,1977,513000
Czechoslovakia,OWID_CZS,1978,484000
Czechoslovakia,OWID_CZS,1979,445000
Czechoslovakia,OWID_CZS,1980,465000
Czechoslovakia,OWID_CZS,1981,431000
Czechoslovakia,OWID_CZS,1982,444000
Czechoslovakia,OWID_CZS,1983,428000
Czechoslovakia,OWID_CZS,1984,434000
Czechoslovakia,OWID_CZS,1985,352000
Czechoslovakia,OWID_CZS,1986,322000
Czechoslovakia,OWID_CZS,1987,294000
Czechoslovakia,OWID_CZS,1988,300000
Czechoslovakia,OWID_CZS,1989,308000
Czechoslovakia,OWID_CZS,1990,327000
Czechoslovakia,OWID_CZS,1991,261000
Czechoslovakia,OWID_CZS,1992,268000
Denmark,DNK,1961,252000
Denmark,DNK,1962,257000
Denmark,DNK,1963,175000
Denmark,DNK,1964,208000
Denmark,DNK,1965,276000
Denmark,DNK,1966,242000
Denmark,DNK,1967,202000
Denmark,DNK,1968,174000
Denmark,DNK,1969,182000
Denmark,DNK,1970,180000
Denmark,DNK,1971,166000
Denmark,DNK,1972,175000
Denmark,DNK,1973,158000
Denmark,DNK,1974,117000
Denmark,DNK,1975,82000
Denmark,DNK,1976,69000
Denmark,DNK,1977,97000
Denmark,DNK,1978,118000
Denmark,DNK,1979,99000
Denmark,DNK,1980,82000
Denmark,DNK,1981,134000
Denmark,DNK,1982,128000
Denmark,DNK,1983,116000
Denmark,DNK,1984,70000
Denmark,DNK,1985,56000
Denmark,DNK,1986,71000
Denmark,DNK,1987,50000
Denmark,DNK,1988,66000
Denmark,DNK,1989,46000
Denmark,DNK,1990,43000
Denmark,DNK,1991,28000
Denmark,DNK,1992,25000
Denmark,DNK,1993,29000
Denmark,DNK,1994,20000
Denmark,DNK,1995,25000
Denmark,DNK,1996,37000
Denmark,DNK,1997,21000
Denmark,DNK,1998,9000
Denmark,DNK,1999,16000
Denmark,DNK,2000,7000
Denmark,DNK,2001,6000
Denmark,DNK,2002,3000
Denmark,DNK,2003,8000
Denmark,DNK,2004,14000
Denmark,DNK,2005,21000
Denmark,DNK,2006,6000
Denmark,DNK,2007,14000
Denmark,DNK,2008,14000
Denmark,DNK,2009,10000
Denmark,DNK,2010,7000
Denmark,DNK,2011,7000
Denmark,DNK,2012,4000
Denmark,DNK,2013,8000
Denmark,DNK,2014,7000
Denmark,DNK,2015,7000
Denmark,DNK,2016,5000
Denmark,DNK,2017,4000
Denmark,DNK,2018,4000
Denmark,DNK,2019,2000
Denmark,DNK,2020,6000
Denmark,DNK,2021,3000
Eastern Africa (FAO),,1961,1503000
Eastern Africa (FAO),,1962,1553000
Eastern Africa (FAO),,1963,1603000
Eastern Africa (FAO),,1964,1652000
Eastern Africa (FAO),,1965,1702000
Eastern Africa (FAO),,1966,1752000
Eastern Africa (FAO),,1967,1802000
Eastern Africa (FAO),,1968,1852000
Eastern Africa (FAO),,1969,1902000
Eastern Africa (FAO),,1970,2002000
Eastern Africa (FAO),,1971,2052000
Eastern Africa (FAO),,1972,2102000
Eastern Africa (FAO),,1973,2152000
Eastern Africa (FAO),,1974,2002000
Eastern Africa (FAO),,1975,2202000
Eastern Africa (FAO),,1976,2102000
Eastern Africa (FAO),,1977,2102000
Eastern Africa (FAO),,1978,2302000
Eastern Africa (FAO),,1979,2302000
Eastern Africa (FAO),,1980,1802000
Eastern Africa (FAO),,1981,1802000
Eastern Africa (FAO),,1982,1702000
Eastern Africa (FAO),,1983,1602000
Eastern Africa (FAO),,1984,1603000
Eastern Africa (FAO),,1985,2104000
Eastern Africa (FAO),,1986,2206000
Eastern Africa (FAO),,1987,1817000
Eastern Africa (FAO),,1988,2020000
Eastern Africa (FAO),,1989,1918000
Eastern Africa (FAO),,1990,2120000
Eastern Africa (FAO),,1991,2222000
Eastern Africa (FAO),,1992,2220000
Eastern Africa (FAO),,1993,2321000
Eastern Africa (FAO),,1994,2324000
Eastern Africa (FAO),,1995,2426000
Eastern Africa (FAO),,1996,2628000
Eastern Africa (FAO),,1997,2731000
Eastern Africa (FAO),,1998,2833000
Eastern Africa (FAO),,1999,9435000
Eastern Africa (FAO),,2000,12575000
Eastern Africa (FAO),,2001,8738000
Eastern Africa (FAO),,2002,8038000
Eastern Africa (FAO),,2003,15039000
Eastern Africa (FAO),,2004,10263000
Eastern Africa (FAO),,2005,5452000
Eastern Africa (FAO),,2006,5069000
Eastern Africa (FAO),,2007,22084000
Eastern Africa (FAO),,2008,11065000
Eastern Africa (FAO),,2009,15041000
Eastern Africa (FAO),,2010,18833000
Eastern Africa (FAO),,2011,18031000
Eastern Africa (FAO),,2012,18041000
Eastern Africa (FAO),,2013,18031000
Eastern Africa (FAO),,2014,18041000
Eastern Africa (FAO),,2015,17301000
Eastern Africa (FAO),,2016,15340000
Eastern Africa (FAO),,2017,17509000
Eastern Africa (FAO),,2018,18773000
Eastern Africa (FAO),,2019,18566000
Eastern Africa (FAO),,2020,18916000
Eastern Africa (FAO),,2021,19371000
Eastern Asia (FAO),,1961,16499000
Eastern Asia (FAO),,1962,17540000
Eastern Asia (FAO),,1963,19495000
Eastern Asia (FAO),,1964,21472000
Eastern Asia (FAO),,1965,23484000
Eastern Asia (FAO),,1966,24568000
Eastern Asia (FAO),,1967,26544000
Eastern Asia (FAO),,1968,28422000
Eastern Asia (FAO),,1969,30528000
Eastern Asia (FAO),,1970,32517000
Eastern Asia (FAO),,1971,33500000
Eastern Asia (FAO),,1972,36435000
Eastern Asia (FAO),,1973,38396000
Eastern Asia (FAO),,1974,39373000
Eastern Asia (FAO),,1975,41376000
Eastern Asia (FAO),,1976,43347000
Eastern Asia (FAO),,1977,44382000
Eastern Asia (FAO),,1978,46435000
Eastern Asia (FAO),,1979,48509000
Eastern Asia (FAO),,1980,50465000
Eastern Asia (FAO),,1981,52407000
Eastern Asia (FAO),,1982,54444000
Eastern Asia (FAO),,1983,56783000
Eastern Asia (FAO),,1984,57760000
Eastern Asia (FAO),,1985,60613000
Eastern Asia (FAO),,1986,67564000
Eastern Asia (FAO),,1987,76721000
Eastern Asia (FAO),,1988,87975000
Eastern Asia (FAO),,1989,91966000
Eastern Asia (FAO),,1990,105077000
Eastern Asia (FAO),,1991,121864000
Eastern Asia (FAO),,1992,131949000
Eastern Asia (FAO),,1993,162310000
Eastern Asia (FAO),,1994,178054000
Eastern Asia (FAO),,1995,202933000
Eastern Asia (FAO),,1996,187986000
Eastern Asia (FAO),,1997,215428000
Eastern Asia (FAO),,1998,180190000
Eastern Asia (FAO),,1999,188237000
Eastern Asia (FAO),,2000,203018000
Eastern Asia (FAO),,2001,207833000
Eastern Asia (FAO),,2002,235058000
Eastern Asia (FAO),,2003,227997000
Eastern Asia (FAO),,2004,260949000
Eastern Asia (FAO),,2005,278054000
Eastern Asia (FAO),,2006,292857000
Eastern Asia (FAO),,2007,242332000
Eastern Asia (FAO),,2008,301997000
Eastern Asia (FAO),,2009,315007000
Eastern Asia (FAO),,2010,327145000
Eastern Asia (FAO),,2011,279972000
Eastern Asia (FAO),,2012,291989000
Eastern Asia (FAO),,2013,287200000
Eastern Asia (FAO),,2014,275409000
Eastern Asia (FAO),,2015,287866000
Eastern Asia (FAO),,2016,301206000
Eastern Asia (FAO),,2017,312012000
Eastern Asia (FAO),,2018,313887000
Eastern Asia (FAO),,2019,312586000
Eastern Asia (FAO),,2020,314941000
Eastern Asia (FAO),,2021,317444000
Eastern Europe (FAO),,1961,8292000
Eastern Europe (FAO),,1962,8626000
Eastern Europe (FAO),,1963,7518000
Eastern Europe (FAO),,1964,7851000
Eastern Europe (FAO),,1965,8320000
Eastern Europe (FAO),,1966,8165000
Eastern Europe (FAO),,1967,9495000
Eastern Europe (FAO),,1968,9693000
Eastern Europe (FAO),,1969,9317000
Eastern Europe (FAO),,1970,9349000
Eastern Europe (FAO),,1971,9801000
Eastern Europe (FAO),,1972,8460000
Eastern Europe (FAO),,1973,9107000
Eastern Europe (FAO),,1974,8850000
Eastern Europe (FAO),,1975,8853000
Eastern Europe (FAO),,1976,7421000
Eastern Europe (FAO),,1977,7371000
Eastern Europe (FAO),,1978,7820000
Eastern Europe (FAO),,1979,7481000
Eastern Europe (FAO),,1980,6506000
Eastern Europe (FAO),,1981,6523000
Eastern Europe (FAO),,1982,7557000
Eastern Europe (FAO),,1983,8098000
Eastern Europe (FAO),,1984,7752000
Eastern Europe (FAO),,1985,7785000
Eastern Europe (FAO),,1986,7778000
Eastern Europe (FAO),,1987,7534000
Eastern Europe (FAO),,1988,7555000
Eastern Europe (FAO),,1989,8035000
Eastern Europe (FAO),,1990,8586000
Eastern Europe (FAO),,1991,7940000
Eastern Europe (FAO),,1992,24643000
Eastern Europe (FAO),,1993,22868000
Eastern Europe (FAO),,1994,21825000
Eastern Europe (FAO),,1995,20522000
Eastern Europe (FAO),,1996,19852000
Eastern Europe (FAO),,1997,18822000
Eastern Europe (FAO),,1998,18390000
Eastern Europe (FAO),,1999,18708000
Eastern Europe (FAO),,2000,19006000
Eastern Europe (FAO),,2001,19129000
Eastern Europe (FAO),,2002,27793000
Eastern Europe (FAO),,2003,27596000
Eastern Europe (FAO),,2004,27571000
Eastern Europe (FAO),,2005,27300000
Eastern Europe (FAO),,2006,24905000
Eastern Europe (FAO),,2007,27385000
Eastern Europe (FAO),,2008,26056000
Eastern Europe (FAO),,2009,25851000
Eastern Europe (FAO),,2010,29380000
Eastern Europe (FAO),,2011,26419000
Eastern Europe (FAO),,2012,26560000
Eastern Europe (FAO),,2013,26773000
Eastern Europe (FAO),,2014,29538000
Eastern Europe (FAO),,2015,29953000
Eastern Europe (FAO),,2016,18450000
Eastern Europe (FAO),,2017,17993000
Eastern Europe (FAO),,2018,14194000
Eastern Europe (FAO),,2019,14152000
Eastern Europe (FAO),,2020,9849000
Eastern Europe (FAO),,2021,8752000
Ecuador,ECU,1961,36000
Ecuador,ECU,1962,37000
Ecuador,ECU,1963,39000
Ecuador,ECU,1964,41000
Ecuador,ECU,1965,42000
Ecuador,ECU,1966,42000
Ecuador,ECU,1967,40000
Ecuador,ECU,1968,42000
Ecuador,ECU,1969,41000
Ecuador,ECU,1970,42000
Ecuador,ECU,1971,41000
Ecuador,ECU,1972,41000
Ecuador,ECU,1973,41000
Ecuador,ECU,1974,41000
Ecuador,ECU,1975,41000
Ecuador,ECU,1976,42000
Ecuador,ECU,1977,42000
Ecuador,ECU,1978,43000
Ecuador,ECU,1979,43000
Ecuador,ECU,1980,44000
Ecuador,ECU,1981,44000
Ecuador,ECU,1982,45000
Ecuador,ECU,1983,45000
Ecuador,ECU,1984,47000
Ecuador,ECU,1985,47000
Ecuador,ECU,1986,49000
Ecuador,ECU,1987,49000
Ecuador,ECU,1988,50000
Ecuador,ECU,1989,50000
Ecuador,ECU,1990,50000
Ecuador,ECU,1991,50000
Ecuador,ECU,1992,50000
Ecuador,ECU,1993,50000
Ecuador,ECU,1994,50000
Ecuador,ECU,1995,50000
Ecuador,ECU,1996,50000
Ecuador,ECU,1997,50000
Ecuador,ECU,1998,50000
Ecuador,ECU,1999,50000
Ecuador,ECU,2000,50000
Ecuador,ECU,2001,50000
Ecuador,ECU,2002,50000
Ecuador,ECU,2003,50000
Ecuador,ECU,2004,50000
Ecuador,ECU,2005,50000
Ecuador,ECU,2006,50000
Ecuador,ECU,2007,50000
Ecuador,ECU,2008,50000
Ecuador,ECU,2009,50000
Ecuador,ECU,2010,50000
Ecuador,ECU,2011,50000
Ecuador,ECU,2012,48000
Ecuador,ECU,2013,46000
Ecuador,ECU,2014,46000
Ecuador,ECU,2015,46000
Ecuador,ECU,2016,46000
Ecuador,ECU,2017,46000
Ecuador,ECU,2018,46000
Ecuador,ECU,2019,45000
Ecuador,ECU,2020,45000
Ecuador,ECU,2021,45000
Egypt,EGY,1961,2277000
Egypt,EGY,1962,2301000
Egypt,EGY,1963,2325000
Egypt,EGY,1964,2349000
Egypt,EGY,1965,2373000
Egypt,EGY,1966,2397000
Egypt,EGY,1967,2421000
Egypt,EGY,1968,2445000
Egypt,EGY,1969,2469000
Egypt,EGY,1970,2493000
Egypt,EGY,1971,2517000
Egypt,EGY,1972,2541000
Egypt,EGY,1973,2565000
Egypt,EGY,1974,2589000
Egypt,EGY,1975,2613000
Egypt,EGY,1976,2637000
Egypt,EGY,1977,2661000
Egypt,EGY,1978,2685000
Egypt,EGY,1979,2725000
Egypt,EGY,1980,2734000
Egypt,EGY,1981,2770000
Egypt,EGY,1982,4000000
Egypt,EGY,1983,5109000
Egypt,EGY,1984,5516000
Egypt,EGY,1985,5611000
Egypt,EGY,1986,5706000
Egypt,EGY,1987,5800000
Egypt,EGY,1988,5895000
Egypt,EGY,1989,5989000
Egypt,EGY,1990,6084000
Egypt,EGY,1991,8014000
Egypt,EGY,1992,9646000
Egypt,EGY,1993,11611000
Egypt,EGY,1994,13976000
Egypt,EGY,1995,15374000
Egypt,EGY,1996,15457000
Egypt,EGY,1997,15540000
Egypt,EGY,1998,6541000
Egypt,EGY,1999,6632000
Egypt,EGY,2000,6632000
Egypt,EGY,2001,6723000
Egypt,EGY,2002,6723000
Egypt,EGY,2003,6813000
Egypt,EGY,2004,6813000
Egypt,EGY,2005,6904000
Egypt,EGY,2006,6904000
Egypt,EGY,2007,6904000
Egypt,EGY,2008,6906000
Egypt,EGY,2009,6975000
Egypt,EGY,2010,7050000
Egypt,EGY,2011,7050000
Egypt,EGY,2012,7055000
Egypt,EGY,2013,7060000
Egypt,EGY,2014,7070000
Egypt,EGY,2015,7070000
Egypt,EGY,2016,7027000
Egypt,EGY,2017,6975000
Egypt,EGY,2018,6989000
Egypt,EGY,2019,7028000
Egypt,EGY,2020,7019000
Egypt,EGY,2021,7011000
Estonia,EST,1992,22000
Estonia,EST,1993,10000
Estonia,EST,1994,10000
Estonia,EST,1995,9000
Estonia,EST,1996,10000
Estonia,EST,1997,10000
Estonia,EST,1998,8000
Estonia,EST,1999,8000
Estonia,EST,2000,8000
Estonia,EST,2001,8000
Estonia,EST,2002,6000
Estonia,EST,2003,6000
Estonia,EST,2004,4000
Estonia,EST,2005,5000
Estonia,EST,2006,6000
Estonia,EST,2007,5000
Estonia,EST,2008,5000
Estonia,EST,2009,6000
Estonia,EST,2010,6000
Estonia,EST,2011,7000
Estonia,EST,2012,8000
Estonia,EST,2013,10000
Estonia,EST,2014,10000
Estonia,EST,2015,10000
Estonia,EST,2016,10000
Estonia,EST,2017,9000
Europe,,1961,13433000
Europe,,1962,13420000
Europe,,1963,12011000
Europe,,1964,12306000
Europe,,1965,12754000
Europe,,1966,12520000
Europe,,1967,13909000
Europe,,1968,14167000
Europe,,1969,13967000
Europe,,1970,13836000
Europe,,1971,14320000
Europe,,1972,12576000
Europe,,1973,13175000
Europe,,1974,12924000
Europe,,1975,12099000
Europe,,1976,10842000
Europe,,1977,10905000
Europe,,1978,11420000
Europe,,1979,10595000
Europe,,1980,9656000
Europe,,1981,9897000
Europe,,1982,11140000
Europe,,1983,11286000
Europe,,1984,10988000
Europe,,1985,11450000
Europe,,1986,11637000
Europe,,1987,11622000
Europe,,1988,11766000
Europe,,1989,12112000
Europe,,1990,12636000
Europe,,1991,11915000
Europe,,1992,28348000
Europe,,1993,26313000
Europe,,1994,25425000
Europe,,1995,24120000
Europe,,1996,23437000
Europe,,1997,22286000
Europe,,1998,21507000
Europe,,1999,21721000
Europe,,2000,21912000
Europe,,2001,22034000
Europe,,2002,30670000
Europe,,2003,30449000
Europe,,2004,30404000
Europe,,2005,30141000
Europe,,2006,26810000
Europe,,2007,29348000
Europe,,2008,28276000
Europe,,2009,28046000
Europe,,2010,31536000
Europe,,2011,28502000
Europe,,2012,27803000
Europe,,2013,28267000
Europe,,2014,30810000
Europe,,2015,31209000
Europe,,2016,19601000
Europe,,2017,19070000
Europe,,2018,14834000
Europe,,2019,14743000
Europe,,2020,10360000
Europe,,2021,9150000
Europe (FAO),,1961,13449000
Europe (FAO),,1962,13433000
Europe (FAO),,1963,12024000
Europe (FAO),,1964,12318000
Europe (FAO),,1965,12765000
Europe (FAO),,1966,12530000
Europe (FAO),,1967,13918000
Europe (FAO),,1968,14197000
Europe (FAO),,1969,13977000
Europe (FAO),,1970,13869000
Europe (FAO),,1971,14349000
Europe (FAO),,1972,12587000
Europe (FAO),,1973,13202000
Europe (FAO),,1974,12938000
Europe (FAO),,1975,12116000
Europe (FAO),,1976,10864000
Europe (FAO),,1977,10921000
Europe (FAO),,1978,11443000
Europe (FAO),,1979,10610000
Europe (FAO),,1980,9672000
Europe (FAO),,1981,9921000
Europe (FAO),,1982,11158000
Europe (FAO),,1983,11302000
Europe (FAO),,1984,11004000
Europe (FAO),,1985,11470000
Europe (FAO),,1986,11657000
Europe (FAO),,1987,11638000
Europe (FAO),,1988,11781000
Europe (FAO),,1989,12132000
Europe (FAO),,1990,12654000
Europe (FAO),,1991,11927000
Europe (FAO),,1992,28362000
Europe (FAO),,1993,26324000
Europe (FAO),,1994,25435000
Europe (FAO),,1995,24132000
Europe (FAO),,1996,23448000
Europe (FAO),,1997,22296000
Europe (FAO),,1998,21516000
Europe (FAO),,1999,21731000
Europe (FAO),,2000,21912000
Europe (FAO),,2001,22035000
Europe (FAO),,2002,30670000
Europe (FAO),,2003,30449000
Europe (FAO),,2004,30404000
Europe (FAO),,2005,30141000
Europe (FAO),,2006,26810000
Europe (FAO),,2007,29348000
Europe (FAO),,2008,28276000
Europe (FAO),,2009,28046000
Europe (FAO),,2010,31537000
Europe (FAO),,2011,28502000
Europe (FAO),,2012,27803000
Europe (FAO),,2013,28267000
Europe (FAO),,2014,30809000
Europe (FAO),,2015,31209000
Europe (FAO),,2016,19601000
Europe (FAO),,2017,19070000
Europe (FAO),,2018,15213000
Europe (FAO),,2019,15140000
Europe (FAO),,2020,10757000
Europe (FAO),,2021,9528000
European Union (27),,1961,10736000
European Union (27),,1962,10859000
European Union (27),,1963,9413000
European Union (27),,1964,9465000
European Union (27),,1965,9985000
European Union (27),,1966,9808000
European Union (27),,1967,11007000
European Union (27),,1968,11240000
European Union (27),,1969,11078000
European Union (27),,1970,10978000
European Union (27),,1971,11265000
European Union (27),,1972,9783000
European Union (27),,1973,10265000
European Union (27),,1974,9869000
European Union (27),,1975,9899000
European Union (27),,1976,8483000
European Union (27),,1977,8403000
European Union (27),,1978,8870000
European Union (27),,1979,8540000
European Union (27),,1980,7545000
European Union (27),,1981,7741000
European Union (27),,1982,8921000
European Union (27),,1983,9293000
European Union (27),,1984,8885000
European Union (27),,1985,9255000
European Union (27),,1986,9357000
European Union (27),,1987,9153000
European Union (27),,1988,9200000
European Union (27),,1989,9625000
European Union (27),,1990,10189000
European Union (27),,1991,9569000
European Union (27),,1992,9461000
European Union (27),,1993,9271000
European Union (27),,1994,9236000
European Union (27),,1995,8859000
European Union (27),,1996,8933000
European Union (27),,1997,8610000
European Union (27),,1998,8216000
European Union (27),,1999,7828000
European Union (27),,2000,7727000
European Union (27),,2001,7915000
European Union (27),,2002,12815000
European Union (27),,2003,10814000
European Union (27),,2004,10996000
European Union (27),,2005,10002000
European Union (27),,2006,8265000
European Union (27),,2007,9520000
European Union (27),,2008,8588000
European Union (27),,2009,8840000
European Union (27),,2010,12293000
European Union (27),,2011,8627000
European Union (27),,2012,8140000
European Union (27),,2013,8560000
European Union (27),,2014,11890000
European Union (27),,2015,10801000
European Union (27),,2016,10623000
European Union (27),,2017,11004000
European Union (27),,2018,6752000
European Union (27),,2019,6781000
European Union (27),,2020,2522000
European Union (27),,2021,1974000
European Union (27) (FAO),,1961,10753000
European Union (27) (FAO),,1962,10873000
European Union (27) (FAO),,1963,9427000
European Union (27) (FAO),,1964,9478000
European Union (27) (FAO),,1965,10000000
European Union (27) (FAO),,1966,9821000
European Union (27) (FAO),,1967,11019000
European Union (27) (FAO),,1968,11273000
European Union (27) (FAO),,1969,11091000
European Union (27) (FAO),,1970,11013000
European Union (27) (FAO),,1971,11297000
European Union (27) (FAO),,1972,9797000
European Union (27) (FAO),,1973,10293000
European Union (27) (FAO),,1974,9885000
European Union (27) (FAO),,1975,9918000
European Union (27) (FAO),,1976,8506000
European Union (27) (FAO),,1977,8419000
European Union (27) (FAO),,1978,8893000
European Union (27) (FAO),,1979,8555000
European Union (27) (FAO),,1980,7561000
European Union (27) (FAO),,1981,7766000
European Union (27) (FAO),,1982,8939000
European Union (27) (FAO),,1983,9309000
European Union (27) (FAO),,1984,8901000
European Union (27) (FAO),,1985,9275000
European Union (27) (FAO),,1986,9377000
European Union (27) (FAO),,1987,9169000
European Union (27) (FAO),,1988,9215000
European Union (27) (FAO),,1989,9645000
European Union (27) (FAO),,1990,10207000
European Union (27) (FAO),,1991,9581000
European Union (27) (FAO),,1992,9475000
European Union (27) (FAO),,1993,9282000
European Union (27) (FAO),,1994,9246000
European Union (27) (FAO),,1995,8871000
European Union (27) (FAO),,1996,8944000
European Union (27) (FAO),,1997,8620000
European Union (27) (FAO),,1998,8225000
European Union (27) (FAO),,1999,7838000
European Union (27) (FAO),,2000,7727000
European Union (27) (FAO),,2001,7915000
European Union (27) (FAO),,2002,12815000
European Union (27) (FAO),,2003,10814000
European Union (27) (FAO),,2004,10996000
European Union (27) (FAO),,2005,10002000
European Union (27) (FAO),,2006,8265000
European Union (27) (FAO),,2007,9520000
European Union (27) (FAO),,2008,8588000
European Union (27) (FAO),,2009,8840000
European Union (27) (FAO),,2010,12293000
European Union (27) (FAO),,2011,8627000
European Union (27) (FAO),,2012,8140000
European Union (27) (FAO),,2013,8560000
European Union (27) (FAO),,2014,11890000
European Union (27) (FAO),,2015,10802000
European Union (27) (FAO),,2016,10623000
European Union (27) (FAO),,2017,11004000
European Union (27) (FAO),,2018,7132000
European Union (27) (FAO),,2019,7178000
European Union (27) (FAO),,2020,2919000
European Union (27) (FAO),,2021,2352000
France,FRA,1961,1000000
France,FRA,1962,1000000
France,FRA,1963,1000000
France,FRA,1964,1000000
France,FRA,1965,1000000
France,FRA,1966,1100000
France,FRA,1967,1100000
France,FRA,1968,1200000
France,FRA,1969,1464000
France,FRA,1970,1439000
France,FRA,1971,1304000
France,FRA,1972,1189000
France,FRA,1973,1000000
France,FRA,1974,924000
France,FRA,1975,935000
France,FRA,1976,924000
France,FRA,1977,940000
France,FRA,1978,924000
France,FRA,1979,953000
France,FRA,1980,971000
France,FRA,1981,1039000
France,FRA,1982,1208000
France,FRA,1983,1000000
France,FRA,1984,1000000
France,FRA,1985,1242000
France,FRA,1986,1337000
France,FRA,1987,1313000
France,FRA,1988,1323000
France,FRA,1989,1190000
France,FRA,1990,1242000
France,FRA,1991,1243000
France,FRA,1992,1322000
France,FRA,1993,1256000
France,FRA,1994,1237000
France,FRA,1995,1148000
France,FRA,1996,1086000
France,FRA,1997,1048000
France,FRA,1998,949000
France,FRA,1999,993000
France,FRA,2000,830000
France,FRA,2001,826000
France,FRA,2002,821000
France,FRA,2003,785000
France,FRA,2004,690000
France,FRA,2005,692000
France,FRA,2006,678000
France,FRA,2007,633000
France,FRA,2008,649000
France,FRA,2009,624000
France,FRA,2010,589000
France,FRA,2011,571000
France,FRA,2012,554000
France,FRA,2013,552000
France,FRA,2014,542000
France,FRA,2015,528000
France,FRA,2016,367000
France,FRA,2017,339000
France,FRA,2018,337000
France,FRA,2019,348000
France,FRA,2020,316000
France,FRA,2021,255000
Germany,DEU,1961,1629000
Germany,DEU,1962,1381000
