Entity,Code,Year,Turkeys | 00001079 || Stocks | 005112 || animals
Lower-middle-income countries,,1968,1500000
Lower-middle-income countries,,1969,1515000
Lower-middle-income countries,,1970,1558000
Lower-middle-income countries,,1971,1570000
Lower-middle-income countries,,1972,1601000
Lower-middle-income countries,,1973,1631000
Lower-middle-income countries,,1974,1665000
Lower-middle-income countries,,1975,1684000
Lower-middle-income countries,,1976,1725000
Lower-middle-income countries,,1977,1769000
Lower-middle-income countries,,1978,1811000
Lower-middle-income countries,,1979,1853000
Lower-middle-income countries,,1980,1892000
Lower-middle-income countries,,1981,1921000
Lower-middle-income countries,,1982,1961000
Lower-middle-income countries,,1983,2408000
Lower-middle-income countries,,1984,2652000
Lower-middle-income countries,,1985,2874000
Lower-middle-income countries,,1986,3125000
Lower-middle-income countries,,1987,3417000
Lower-middle-income countries,,1988,3639000
Lower-middle-income countries,,1989,4048000
Lower-middle-income countries,,1990,7574000
Lower-middle-income countries,,1991,4536000
Lower-middle-income countries,,1992,10222000
Lower-middle-income countries,,1993,10844000
Lower-middle-income countries,,1994,10686000
Lower-middle-income countries,,1995,10130000
Lower-middle-income countries,,1996,9744000
Lower-middle-income countries,,1997,10677000
Lower-middle-income countries,,1998,9706000
Lower-middle-income countries,,1999,10276000
Lower-middle-income countries,,2000,13938000
Lower-middle-income countries,,2001,14898000
Lower-middle-income countries,,2002,14538000
Lower-middle-income countries,,2003,14098000
Lower-middle-income countries,,2004,14925000
Lower-middle-income countries,,2005,15691000
Lower-middle-income countries,,2006,16292000
Lower-middle-income countries,,2007,20096000
Lower-middle-income countries,,2008,20860000
Lower-middle-income countries,,2009,21768000
Lower-middle-income countries,,2010,23909000
Lower-middle-income countries,,2011,24336000
Lower-middle-income countries,,2012,27374000
Lower-middle-income countries,,2013,28838000
Lower-middle-income countries,,2014,29851000
Lower-middle-income countries,,2015,30130000
Lower-middle-income countries,,2016,31807000
Lower-middle-income countries,,2017,31683000
Lower-middle-income countries,,2018,33210000
Lower-middle-income countries,,2019,31871000
Lower-middle-income countries,,2020,32759000
Lower-middle-income countries,,2021,33531000
Madagascar,MDG,1961,400000
Madagascar,MDG,1962,450000
Madagascar,MDG,1963,500000
Madagascar,MDG,1964,550000
Madagascar,MDG,1965,600000
Madagascar,MDG,1966,650000
Madagascar,MDG,1967,700000
Madagascar,MDG,1968,800000
Madagascar,MDG,1969,900000
Madagascar,MDG,1970,1000000
Madagascar,MDG,1971,1100000
Madagascar,MDG,1972,1200000
Madagascar,MDG,1973,1300000
Madagascar,MDG,1974,1100000
Madagascar,MDG,1975,1200000
Madagascar,MDG,1976,1100000
Madagascar,MDG,1977,1100000
Madagascar,MDG,1978,1350000
Madagascar,MDG,1979,1400000
Madagascar,MDG,1980,1100000
Madagascar,MDG,1981,1200000
Madagascar,MDG,1982,1100000
Madagascar,MDG,1983,1000000
Madagascar,MDG,1984,1000000
Madagascar,MDG,1985,1300000
Madagascar,MDG,1986,1400000
Madagascar,MDG,1987,1100000
Madagascar,MDG,1988,1300000
Madagascar,MDG,1989,1200000
Madagascar,MDG,1990,1400000
Madagascar,MDG,1991,1400000
Madagascar,MDG,1992,1400000
Madagascar,MDG,1993,1400000
Madagascar,MDG,1994,1500000
Madagascar,MDG,1995,1550000
Madagascar,MDG,1996,1600000
Madagascar,MDG,1997,1700000
Madagascar,MDG,1998,1800000
Madagascar,MDG,1999,1900000
Madagascar,MDG,2000,2000000
Madagascar,MDG,2001,1900000
Madagascar,MDG,2002,2000000
Madagascar,MDG,2003,2000000
Madagascar,MDG,2004,2000000
Madagascar,MDG,2005,2000000
Madagascar,MDG,2006,2000000
Madagascar,MDG,2007,2000000
Madagascar,MDG,2008,2100000
Madagascar,MDG,2009,2150000
Madagascar,MDG,2010,2200000
Madagascar,MDG,2011,2250000
Madagascar,MDG,2012,2250000
Madagascar,MDG,2013,2200000
Madagascar,MDG,2014,2250000
Madagascar,MDG,2015,2283000
Madagascar,MDG,2016,2316000
Madagascar,MDG,2017,2348000
Madagascar,MDG,2018,2364000
Madagascar,MDG,2019,2369000
Madagascar,MDG,2020,2356000
Madagascar,MDG,2021,2373000
Malta,MLT,1961,3000
Malta,MLT,1962,2000
Malta,MLT,1963,2000
Malta,MLT,1964,2000
Malta,MLT,1965,2000
Malta,MLT,1966,2000
Malta,MLT,1967,2000
Malta,MLT,1968,3000
Malta,MLT,1969,2000
Malta,MLT,1970,4000
Malta,MLT,1971,1000
Malta,MLT,1972,3000
Malta,MLT,1973,4000
Malta,MLT,1974,4000
Malta,MLT,1975,8000
Malta,MLT,1976,8000
Malta,MLT,1977,8000
Malta,MLT,1978,12000
Malta,MLT,1979,25000
Malta,MLT,1980,17000
Malta,MLT,1981,15000
Malta,MLT,1982,17000
Malta,MLT,1983,18000
Malta,MLT,1984,18000
Malta,MLT,1985,18000
Malta,MLT,1986,18000
Malta,MLT,1987,18000
Malta,MLT,1988,18000
Malta,MLT,1989,18000
Malta,MLT,1990,18000
Malta,MLT,1991,18000
Malta,MLT,1992,15000
Malta,MLT,1993,15000
Malta,MLT,1994,15000
Malta,MLT,1995,15000
Malta,MLT,1996,10000
Malta,MLT,1997,10000
Malta,MLT,1998,10000
Malta,MLT,1999,10000
Malta,MLT,2000,10000
Malta,MLT,2001,10000
Malta,MLT,2002,10000
Malta,MLT,2003,10000
Malta,MLT,2004,10000
Malta,MLT,2005,10000
Malta,MLT,2006,15000
Malta,MLT,2007,13000
Malta,MLT,2008,15000
Malta,MLT,2009,15000
Malta,MLT,2010,15000
Malta,MLT,2011,15000
Malta,MLT,2012,13000
Malta,MLT,2013,13000
Malta,MLT,2014,13000
Malta,MLT,2015,13000
Malta,MLT,2016,12000
Malta,MLT,2017,0
Mauritius,MUS,1961,2000
Mauritius,MUS,1962,2000
Mauritius,MUS,1963,2000
Mauritius,MUS,1964,2000
Mauritius,MUS,1965,2000
Mauritius,MUS,1966,2000
Mauritius,MUS,1967,2000
Mauritius,MUS,1968,2000
Mauritius,MUS,1969,2000
Mauritius,MUS,1970,2000
Mauritius,MUS,1971,2000
Mauritius,MUS,1972,2000
Mauritius,MUS,1973,2000
Mauritius,MUS,1974,2000
Mauritius,MUS,1975,2000
Mauritius,MUS,1976,2000
Mauritius,MUS,1977,2000
Mauritius,MUS,1978,2000
Mauritius,MUS,1979,2000
Mauritius,MUS,1980,2000
Mauritius,MUS,1981,2000
Mauritius,MUS,1982,2000
Mauritius,MUS,1983,2000
Mauritius,MUS,1984,2000
Mauritius,MUS,1985,2000
Mauritius,MUS,1986,2000
Mauritius,MUS,1987,2000
Mauritius,MUS,1988,2000
Mauritius,MUS,1989,2000
Mauritius,MUS,1990,2000
Mauritius,MUS,1991,2000
Mauritius,MUS,1992,2000
Mauritius,MUS,1993,2000
Mauritius,MUS,1994,2000
Mauritius,MUS,1995,2000
Mauritius,MUS,1996,2000
Mauritius,MUS,1997,2000
Mauritius,MUS,1998,2000
Mauritius,MUS,1999,2000
Mauritius,MUS,2000,2000
Mauritius,MUS,2001,2000
Mauritius,MUS,2002,2000
Mauritius,MUS,2003,2000
Mauritius,MUS,2004,2000
Mauritius,MUS,2005,2000
Mauritius,MUS,2006,2000
Mauritius,MUS,2007,2000
Mauritius,MUS,2008,2000
Mauritius,MUS,2009,2000
Mauritius,MUS,2010,2000
Mauritius,MUS,2011,2000
Mauritius,MUS,2012,2000
Mauritius,MUS,2013,2000
Mauritius,MUS,2014,2000
Mauritius,MUS,2015,2000
Mauritius,MUS,2016,2000
Mauritius,MUS,2017,2000
Mauritius,MUS,2018,2000
Mauritius,MUS,2019,2000
Mauritius,MUS,2020,2000
Mauritius,MUS,2021,2000
Melanesia,OWID_MNS,1961,4000
Melanesia,OWID_MNS,1962,5000
Melanesia,OWID_MNS,1963,6000
Melanesia,OWID_MNS,1964,7000
Melanesia,OWID_MNS,1965,8000
Melanesia,OWID_MNS,1966,9000
Melanesia,OWID_MNS,1967,12000
Melanesia,OWID_MNS,1968,15000
Melanesia,OWID_MNS,1969,17000
Melanesia,OWID_MNS,1970,19000
Melanesia,OWID_MNS,1971,20000
Melanesia,OWID_MNS,1972,21000
Melanesia,OWID_MNS,1973,23000
Melanesia,OWID_MNS,1974,25000
Melanesia,OWID_MNS,1975,26000
Melanesia,OWID_MNS,1976,27000
Melanesia,OWID_MNS,1977,29000
Melanesia,OWID_MNS,1978,30000
Melanesia,OWID_MNS,1979,31000
Melanesia,OWID_MNS,1980,38000
Melanesia,OWID_MNS,1981,36000
Melanesia,OWID_MNS,1982,37000
Melanesia,OWID_MNS,1983,37000
Melanesia,OWID_MNS,1984,39000
Melanesia,OWID_MNS,1985,43000
Melanesia,OWID_MNS,1986,44000
Melanesia,OWID_MNS,1987,45000
Melanesia,OWID_MNS,1988,47000
Melanesia,OWID_MNS,1989,49000
Melanesia,OWID_MNS,1990,52000
Melanesia,OWID_MNS,1991,54000
Melanesia,OWID_MNS,1992,54000
Melanesia,OWID_MNS,1993,57000
Melanesia,OWID_MNS,1994,60000
Melanesia,OWID_MNS,1995,63000
Melanesia,OWID_MNS,1996,64000
Melanesia,OWID_MNS,1997,64000
Melanesia,OWID_MNS,1998,67000
Melanesia,OWID_MNS,1999,68000
Melanesia,OWID_MNS,2000,73000
Melanesia,OWID_MNS,2001,74000
Melanesia,OWID_MNS,2002,75000
Melanesia,OWID_MNS,2003,75000
Melanesia,OWID_MNS,2004,76000
Melanesia,OWID_MNS,2005,76000
Melanesia,OWID_MNS,2006,76000
Melanesia,OWID_MNS,2007,81000
Melanesia,OWID_MNS,2008,82000
Melanesia,OWID_MNS,2009,82000
Melanesia,OWID_MNS,2010,88000
Melanesia,OWID_MNS,2011,89000
Melanesia,OWID_MNS,2012,90000
Melanesia,OWID_MNS,2013,90000
Melanesia,OWID_MNS,2014,90000
Melanesia,OWID_MNS,2015,91000
Melanesia,OWID_MNS,2016,93000
Melanesia,OWID_MNS,2017,94000
Melanesia,OWID_MNS,2018,93000
Melanesia,OWID_MNS,2019,95000
Melanesia,OWID_MNS,2020,96000
Melanesia,OWID_MNS,2021,97000
Mexico,MEX,1961,6000000
Mexico,MEX,1962,6000000
Mexico,MEX,1963,6000000
Mexico,MEX,1964,6500000
Mexico,MEX,1965,6500000
Mexico,MEX,1966,7000000
Mexico,MEX,1967,7000000
Mexico,MEX,1968,7500000
Mexico,MEX,1969,7500000
Mexico,MEX,1970,8000000
Mexico,MEX,1971,8000000
Mexico,MEX,1972,6473000
Mexico,MEX,1973,7036000
Mexico,MEX,1974,7659000
Mexico,MEX,1975,8348000
Mexico,MEX,1976,9112000
Mexico,MEX,1977,9302000
Mexico,MEX,1978,9442000
Mexico,MEX,1979,9465000
Mexico,MEX,1980,9642000
Mexico,MEX,1981,9830000
Mexico,MEX,1982,10023000
Mexico,MEX,1983,10231000
Mexico,MEX,1984,10692000
Mexico,MEX,1985,11226000
Mexico,MEX,1986,9675000
Mexico,MEX,1987,8948000
Mexico,MEX,1988,8764000
Mexico,MEX,1989,7062000
Mexico,MEX,1990,7000000
Mexico,MEX,1991,6354000
Mexico,MEX,1992,4000000
Mexico,MEX,1993,3700000
Mexico,MEX,1994,2800000
Mexico,MEX,1995,3300000
Mexico,MEX,1996,3350000
Mexico,MEX,1997,3300000
Mexico,MEX,1998,4719000
Mexico,MEX,1999,4864000
Mexico,MEX,2000,4934000
Mexico,MEX,2001,4977000
Mexico,MEX,2002,4928000
Mexico,MEX,2003,4806000
Mexico,MEX,2004,4770000
Mexico,MEX,2005,4451000
Mexico,MEX,2006,4587000
Mexico,MEX,2007,4290000
Mexico,MEX,2008,4204000
Mexico,MEX,2009,4080000
Mexico,MEX,2010,4032000
Mexico,MEX,2011,4078000
Mexico,MEX,2012,4016000
Mexico,MEX,2013,3786000
Mexico,MEX,2014,3920000
Mexico,MEX,2015,3883000
Mexico,MEX,2016,3741000
Mexico,MEX,2017,3679000
Mexico,MEX,2018,3775000
Mexico,MEX,2019,3792000
Mexico,MEX,2020,3757000
Mexico,MEX,2021,3799000
Middle Africa (FAO),,1961,2000
Middle Africa (FAO),,1962,2000
Middle Africa (FAO),,1963,2000
Middle Africa (FAO),,1964,2000
Middle Africa (FAO),,1965,2000
Middle Africa (FAO),,1966,2000
Middle Africa (FAO),,1967,2000
Middle Africa (FAO),,1968,2000
Middle Africa (FAO),,1969,2000
Middle Africa (FAO),,1970,2000
Middle Africa (FAO),,1971,2000
Middle Africa (FAO),,1972,2000
Middle Africa (FAO),,1973,2000
Middle Africa (FAO),,1974,2000
Middle Africa (FAO),,1975,2000
Middle Africa (FAO),,1976,2000
Middle Africa (FAO),,1977,2000
Middle Africa (FAO),,1978,2000
Middle Africa (FAO),,1979,2000
Middle Africa (FAO),,1980,2000
Middle Africa (FAO),,1981,3000
Middle Africa (FAO),,1982,2000
Middle Africa (FAO),,1983,2000
Middle Africa (FAO),,1984,2000
Middle Africa (FAO),,1985,2000
Middle Africa (FAO),,1986,2000
Middle Africa (FAO),,1987,2000
Middle Africa (FAO),,1988,2000
Middle Africa (FAO),,1989,2000
Middle Africa (FAO),,1990,1000
Middle Africa (FAO),,1991,1000
Middle Africa (FAO),,1992,1000
Middle Africa (FAO),,1993,1000
Middle Africa (FAO),,1994,1000
Middle Africa (FAO),,1995,1000
Middle Africa (FAO),,1996,1000
Middle Africa (FAO),,1997,2000
Middle Africa (FAO),,1998,2000
Middle Africa (FAO),,1999,2000
Middle Africa (FAO),,2000,2000
Middle Africa (FAO),,2001,2000
Middle Africa (FAO),,2002,2000
Middle Africa (FAO),,2003,2000
Middle Africa (FAO),,2004,2000
Middle Africa (FAO),,2005,2000
Middle Africa (FAO),,2006,2000
Middle Africa (FAO),,2007,2000
Middle Africa (FAO),,2008,2000
Middle Africa (FAO),,2009,2000
Middle Africa (FAO),,2010,3000
Middle Africa (FAO),,2011,3000
Middle Africa (FAO),,2012,3000
Middle Africa (FAO),,2013,3000
Middle Africa (FAO),,2014,3000
Middle Africa (FAO),,2015,3000
Middle Africa (FAO),,2016,3000
Middle Africa (FAO),,2017,3000
Middle Africa (FAO),,2018,3000
Middle Africa (FAO),,2019,3000
Middle Africa (FAO),,2020,3000
Middle Africa (FAO),,2021,3000
Moldova,MDA,1992,45000
Moldova,MDA,1993,53000
Moldova,MDA,1994,60000
Moldova,MDA,1995,60000
Moldova,MDA,1996,54000
Moldova,MDA,1997,34000
Moldova,MDA,1998,35000
Moldova,MDA,1999,45000
Moldova,MDA,2000,40000
Moldova,MDA,2001,39000
Moldova,MDA,2002,42000
Moldova,MDA,2003,55000
Moldova,MDA,2004,60000
Moldova,MDA,2005,100000
Moldova,MDA,2006,135000
Moldova,MDA,2007,131000
Moldova,MDA,2008,107000
Moldova,MDA,2009,108000
Moldova,MDA,2010,117000
Moldova,MDA,2011,120000
Moldova,MDA,2012,153000
Moldova,MDA,2013,160000
Moldova,MDA,2014,180000
Moldova,MDA,2015,200000
Moldova,MDA,2016,183000
Moldova,MDA,2017,177000
Moldova,MDA,2018,175000
Moldova,MDA,2019,171000
Moldova,MDA,2020,164000
Moldova,MDA,2021,168000
Morocco,MAR,1990,3100000
Morocco,MAR,1999,0
Morocco,MAR,2000,3100000
Morocco,MAR,2001,3100000
Morocco,MAR,2002,3100000
Morocco,MAR,2003,3100000
Morocco,MAR,2004,3200000
Morocco,MAR,2005,3250000
Morocco,MAR,2006,5024000
Morocco,MAR,2007,6500000
Morocco,MAR,2008,7500000
Morocco,MAR,2009,8000000
Morocco,MAR,2010,9000000
Morocco,MAR,2011,10000000
Morocco,MAR,2012,10000000
Morocco,MAR,2013,10000000
Morocco,MAR,2014,10000000
Morocco,MAR,2015,10003000
Morocco,MAR,2016,11380000
Morocco,MAR,2017,12171000
Morocco,MAR,2018,12411000
Morocco,MAR,2019,12417000
Morocco,MAR,2020,12602000
Morocco,MAR,2021,12788000
Mozambique,MOZ,1991,0
Mozambique,MOZ,1992,0
Mozambique,MOZ,1993,0
Mozambique,MOZ,1994,0
Mozambique,MOZ,1995,0
Mozambique,MOZ,1996,0
Mozambique,MOZ,1997,0
Mozambique,MOZ,1998,0
Mozambique,MOZ,1999,85000
Mozambique,MOZ,2000,131000
Mozambique,MOZ,2001,131000
Mozambique,MOZ,2002,83000
Mozambique,MOZ,2003,61000
Mozambique,MOZ,2004,20000
Mozambique,MOZ,2005,63000
Mozambique,MOZ,2006,96000
Mozambique,MOZ,2007,76000
Mozambique,MOZ,2008,88000
Mozambique,MOZ,2009,113000
Mozambique,MOZ,2010,114000
Mozambique,MOZ,2011,100000
Mozambique,MOZ,2012,76000
Mozambique,MOZ,2013,80000
Mozambique,MOZ,2014,113000
Mozambique,MOZ,2015,157000
Mozambique,MOZ,2016,160000
Mozambique,MOZ,2017,170000
Mozambique,MOZ,2018,165000
Mozambique,MOZ,2019,123000
Mozambique,MOZ,2020,118000
Mozambique,MOZ,2021,118000
Myanmar,MMR,1961,2000
Myanmar,MMR,1962,2000
Myanmar,MMR,1963,2000
Myanmar,MMR,1964,2000
Myanmar,MMR,1965,4000
Myanmar,MMR,1966,3000
Myanmar,MMR,1967,3000
Myanmar,MMR,1968,3000
Myanmar,MMR,1969,3000
Myanmar,MMR,1970,3000
Myanmar,MMR,1971,3000
Myanmar,MMR,1972,3000
Myanmar,MMR,1973,4000
Myanmar,MMR,1974,3000
Myanmar,MMR,1975,3000
Myanmar,MMR,1976,3000
Myanmar,MMR,1977,3000
Myanmar,MMR,1978,3000
Myanmar,MMR,1979,3000
Myanmar,MMR,1980,3000
Myanmar,MMR,1981,4000
Myanmar,MMR,1982,4000
Myanmar,MMR,1983,4000
Myanmar,MMR,1984,4000
Myanmar,MMR,1985,5000
Myanmar,MMR,1986,5000
Myanmar,MMR,1987,5000
Myanmar,MMR,1988,5000
Myanmar,MMR,1989,4000
Myanmar,MMR,1990,4000
Myanmar,MMR,1991,3000
Myanmar,MMR,1992,4000
Myanmar,MMR,1993,2000
Myanmar,MMR,1994,2000
Myanmar,MMR,1995,2000
Myanmar,MMR,1996,2000
Myanmar,MMR,1997,2000
Myanmar,MMR,1998,2000
Myanmar,MMR,1999,2000
Myanmar,MMR,2000,2000
Myanmar,MMR,2001,2000
Myanmar,MMR,2002,2000
Myanmar,MMR,2003,2000
Myanmar,MMR,2004,2000
Myanmar,MMR,2005,2000
Myanmar,MMR,2006,2000
Myanmar,MMR,2007,2000
Myanmar,MMR,2008,2000
Myanmar,MMR,2009,2000
Myanmar,MMR,2010,3000
Myanmar,MMR,2011,3000
Myanmar,MMR,2012,3000
Myanmar,MMR,2013,3000
Myanmar,MMR,2014,3000
Myanmar,MMR,2015,3000
Myanmar,MMR,2016,3000
Myanmar,MMR,2017,3000
Myanmar,MMR,2018,3000
Myanmar,MMR,2019,3000
Myanmar,MMR,2020,3000
Myanmar,MMR,2021,3000
Net Food Importing Developing Countries (FAO),,1961,1160000
Net Food Importing Developing Countries (FAO),,1962,1231000
Net Food Importing Developing Countries (FAO),,1963,1288000
Net Food Importing Developing Countries (FAO),,1964,1355000
Net Food Importing Developing Countries (FAO),,1965,1420000
Net Food Importing Developing Countries (FAO),,1966,1479000
Net Food Importing Developing Countries (FAO),,1967,1528000
Net Food Importing Developing Countries (FAO),,1968,1638000
Net Food Importing Developing Countries (FAO),,1969,1754000
Net Food Importing Developing Countries (FAO),,1970,1861000
Net Food Importing Developing Countries (FAO),,1971,1971000
Net Food Importing Developing Countries (FAO),,1972,2078000
Net Food Importing Developing Countries (FAO),,1973,2189000
Net Food Importing Developing Countries (FAO),,1974,1995000
Net Food Importing Developing Countries (FAO),,1975,2104000
Net Food Importing Developing Countries (FAO),,1976,2017000
Net Food Importing Developing Countries (FAO),,1977,2034000
Net Food Importing Developing Countries (FAO),,1978,2295000
Net Food Importing Developing Countries (FAO),,1979,2328000
Net Food Importing Developing Countries (FAO),,1980,2049000
Net Food Importing Developing Countries (FAO),,1981,2162000
Net Food Importing Developing Countries (FAO),,1982,2067000
Net Food Importing Developing Countries (FAO),,1983,2351000
Net Food Importing Developing Countries (FAO),,1984,2533000
Net Food Importing Developing Countries (FAO),,1985,2954000
Net Food Importing Developing Countries (FAO),,1986,3174000
Net Food Importing Developing Countries (FAO),,1987,3002000
Net Food Importing Developing Countries (FAO),,1988,3330000
Net Food Importing Developing Countries (FAO),,1989,3488000
Net Food Importing Developing Countries (FAO),,1990,6984000
Net Food Importing Developing Countries (FAO),,1991,3869000
Net Food Importing Developing Countries (FAO),,1992,4462000
Net Food Importing Developing Countries (FAO),,1993,5358000
Net Food Importing Developing Countries (FAO),,1994,5849000
Net Food Importing Developing Countries (FAO),,1995,5862000
Net Food Importing Developing Countries (FAO),,1996,5803000
Net Food Importing Developing Countries (FAO),,1997,6775000
Net Food Importing Developing Countries (FAO),,1998,6340000
Net Food Importing Developing Countries (FAO),,1999,6945000
Net Food Importing Developing Countries (FAO),,2000,10698000
Net Food Importing Developing Countries (FAO),,2001,11552000
Net Food Importing Developing Countries (FAO),,2002,11146000
Net Food Importing Developing Countries (FAO),,2003,10697000
Net Food Importing Developing Countries (FAO),,2004,11371000
Net Food Importing Developing Countries (FAO),,2005,12232000
Net Food Importing Developing Countries (FAO),,2006,13263000
Net Food Importing Developing Countries (FAO),,2007,16638000
Net Food Importing Developing Countries (FAO),,2008,17634000
Net Food Importing Developing Countries (FAO),,2009,18495000
Net Food Importing Developing Countries (FAO),,2010,21127000
Net Food Importing Developing Countries (FAO),,2011,21458000
Net Food Importing Developing Countries (FAO),,2012,24484000
Net Food Importing Developing Countries (FAO),,2013,25795000
Net Food Importing Developing Countries (FAO),,2014,26722000
Net Food Importing Developing Countries (FAO),,2015,26920000
Net Food Importing Developing Countries (FAO),,2016,28945000
Net Food Importing Developing Countries (FAO),,2017,29125000
Net Food Importing Developing Countries (FAO),,2018,30293000
Net Food Importing Developing Countries (FAO),,2019,29190000
Net Food Importing Developing Countries (FAO),,2020,29872000
Net Food Importing Developing Countries (FAO),,2021,31106000
Netherlands,NLD,1969,800000
Netherlands,NLD,1970,996000
Netherlands,NLD,1971,1320000
Netherlands,NLD,1972,1226000
Netherlands,NLD,1973,1416000
Netherlands,NLD,1974,1672000
Netherlands,NLD,1975,1540000
Netherlands,NLD,1976,1350000
Netherlands,NLD,1977,1056000
Netherlands,NLD,1978,799000
Netherlands,NLD,1979,942000
Netherlands,NLD,1980,880000
Netherlands,NLD,1981,606000
Netherlands,NLD,1982,553000
Netherlands,NLD,1983,591000
Netherlands,NLD,1984,566000
Netherlands,NLD,1985,688000
Netherlands,NLD,1986,898000
Netherlands,NLD,1987,1022000
Netherlands,NLD,1988,2000000
Netherlands,NLD,1989,929000
Netherlands,NLD,1990,1053000
Netherlands,NLD,1991,1236000
Netherlands,NLD,1992,1364000
Netherlands,NLD,1993,1323000
Netherlands,NLD,1994,1295000
Netherlands,NLD,1995,1207000
Netherlands,NLD,1996,1250000
Netherlands,NLD,1997,1357000
Netherlands,NLD,1998,1500000
Netherlands,NLD,1999,1387000
Netherlands,NLD,2000,1544000
Netherlands,NLD,2001,1523000
Netherlands,NLD,2002,1451000
Netherlands,NLD,2003,1112000
Netherlands,NLD,2004,1238000
Netherlands,NLD,2005,1245000
Netherlands,NLD,2006,1140000
Netherlands,NLD,2007,1232000
Netherlands,NLD,2008,1222000
Netherlands,NLD,2009,1060000
Netherlands,NLD,2010,1036000
Netherlands,NLD,2011,990000
Netherlands,NLD,2012,827000
Netherlands,NLD,2013,841000
Netherlands,NLD,2014,794000
Netherlands,NLD,2015,863000
Netherlands,NLD,2016,762000
Netherlands,NLD,2017,671000
Netherlands,NLD,2018,556000
Netherlands,NLD,2019,532000
Netherlands,NLD,2020,585000
Netherlands,NLD,2021,604000
New Zealand,NZL,1961,66000
New Zealand,NZL,1962,68000
New Zealand,NZL,1963,69000
New Zealand,NZL,1964,70000
New Zealand,NZL,1965,75000
New Zealand,NZL,1966,83000
New Zealand,NZL,1967,83000
New Zealand,NZL,1968,90000
New Zealand,NZL,1969,88000
New Zealand,NZL,1970,86000
New Zealand,NZL,1971,85000
New Zealand,NZL,1972,84000
New Zealand,NZL,1973,83000
New Zealand,NZL,1974,87000
New Zealand,NZL,1975,81000
New Zealand,NZL,1976,83000
New Zealand,NZL,1977,114000
New Zealand,NZL,1978,90000
New Zealand,NZL,1979,109000
New Zealand,NZL,1980,98000
New Zealand,NZL,1981,201000
New Zealand,NZL,1982,33000
New Zealand,NZL,1983,50000
New Zealand,NZL,1984,60000
New Zealand,NZL,1985,60000
New Zealand,NZL,1986,60000
New Zealand,NZL,1987,60000
New Zealand,NZL,1988,80000
New Zealand,NZL,1989,65000
New Zealand,NZL,1990,80000
New Zealand,NZL,1991,115000
New Zealand,NZL,1992,85000
New Zealand,NZL,1993,56000
New Zealand,NZL,1994,70000
New Zealand,NZL,1995,70000
New Zealand,NZL,1996,70000
New Zealand,NZL,1997,70000
New Zealand,NZL,1998,60000
New Zealand,NZL,1999,60000
New Zealand,NZL,2000,60000
New Zealand,NZL,2001,70000
New Zealand,NZL,2002,70000
New Zealand,NZL,2003,75000
New Zealand,NZL,2004,75000
New Zealand,NZL,2005,75000
New Zealand,NZL,2006,75000
New Zealand,NZL,2007,76000
New Zealand,NZL,2008,76000
New Zealand,NZL,2009,76000
New Zealand,NZL,2010,76000
New Zealand,NZL,2011,76000
New Zealand,NZL,2012,76000
New Zealand,NZL,2013,77000
New Zealand,NZL,2014,77000
New Zealand,NZL,2015,76000
New Zealand,NZL,2016,76000
New Zealand,NZL,2017,75000
New Zealand,NZL,2018,76000
New Zealand,NZL,2019,76000
New Zealand,NZL,2020,77000
New Zealand,NZL,2021,77000
North America,,1961,117209000
North America,,1962,101050000
North America,,1963,103063000
North America,,1964,110707000
North America,,1965,115820000
North America,,1966,127502000
North America,,1967,137432000
North America,,1968,118030000
North America,,1969,118347000
North America,,1970,128957000
North America,,1971,132174000
North America,,1972,139455000
North America,,1973,143786000
North America,,1974,144488000
North America,,1975,136434000
North America,,1976,153355000
North America,,1977,150013000
North America,,1978,152378000
North America,,1979,170776000
North America,,1980,180497000
North America,,1981,185256000
North America,,1982,180239000
North America,,1983,185847000
North America,,1984,186971000
North America,,1985,202112000
North America,,1986,222663000
North America,,1987,255544000
North America,,1988,256043000
North America,,1989,273609000
North America,,1990,293995000
North America,,1991,106801000
North America,,1992,107034000
North America,,1993,105535000
North America,,1994,104735000
North America,,1995,106445000
North America,,1996,110295000
North America,,1997,108978000
North America,,1998,105704000
North America,,1999,100339000
North America,,2000,100631000
North America,,2001,102756000
North America,,2002,103149000
North America,,2003,100735000
North America,,2004,95607000
North America,,2005,93371000
North America,,2006,95509000
North America,,2007,99188000
North America,,2008,101385000
North America,,2009,91988000
North America,,2010,90746000
North America,,2011,92897000
North America,,2012,93840000
North America,,2013,89816000
North America,,2014,88951000
North America,,2015,87915000
North America,,2016,90782000
North America,,2017,91710000
North America,,2018,88790000
North America,,2019,85782000
North America,,2020,84751000
North America,,2021,81798000
Northern Africa (FAO),,1961,596000
Northern Africa (FAO),,1962,604000
Northern Africa (FAO),,1963,612000
Northern Africa (FAO),,1964,623000
Northern Africa (FAO),,1965,632000
Northern Africa (FAO),,1966,641000
Northern Africa (FAO),,1967,650000
Northern Africa (FAO),,1968,660000
Northern Africa (FAO),,1969,670000
Northern Africa (FAO),,1970,679000
Northern Africa (FAO),,1971,688000
Northern Africa (FAO),,1972,697000
Northern Africa (FAO),,1973,705000
Northern Africa (FAO),,1974,714000
Northern Africa (FAO),,1975,723000
Northern Africa (FAO),,1976,732000
Northern Africa (FAO),,1977,743000
Northern Africa (FAO),,1978,751000
Northern Africa (FAO),,1979,761000
Northern Africa (FAO),,1980,770000
Northern Africa (FAO),,1981,779000
Northern Africa (FAO),,1982,789000
