Entity,Code,Year,"Meat, buffalo | 00000947 || Producing or slaughtered animals | 005320 || animals"
Africa,,1961,496000
Africa,,1962,504000
Africa,,1963,511000
Africa,,1964,519000
Africa,,1965,527000
Africa,,1966,535000
Africa,,1967,542000
Africa,,1968,648000
Africa,,1969,700000
Africa,,1970,695000
Africa,,1971,731000
Africa,,1972,751000
Africa,,1973,771000
Africa,,1974,790000
Africa,,1975,809000
Africa,,1976,828000
Africa,,1977,847000
Africa,,1978,890143
Africa,,1979,919661
Africa,,1980,934078
Africa,,1981,956109
Africa,,1982,960000
Africa,,1983,970000
Africa,,1984,1100000
Africa,,1985,1010000
Africa,,1986,1020000
Africa,,1987,1025000
Africa,,1988,1035000
Africa,,1989,1070000
Africa,,1990,1215000
Africa,,1991,1103000
Africa,,1992,1125000
Africa,,1993,1147000
Africa,,1994,1280000
Africa,,1995,1375000
Africa,,1996,1370000
Africa,,1997,1450000
Africa,,1998,1520000
Africa,,1999,1580000
Africa,,2000,1640000
Africa,,2001,1073468
Africa,,2002,1156965
Africa,,2003,1048000
Africa,,2004,1068000
Africa,,2005,1115000
Africa,,2006,1132000
Africa,,2007,1167000
Africa,,2008,1182000
Africa,,2009,1228000
Africa,,2010,1262000
Africa,,2011,1271000
Africa,,2012,1205000
Africa,,2013,1170000
Africa,,2014,1149000
Africa,,2015,1179000
Africa,,2016,1089000
Africa,,2017,1077000
Africa,,2018,1096000
Africa,,2019,659000
Africa,,2020,556000
Africa,,2021,504634
Africa (FAO),,1961,496000
Africa (FAO),,1962,504000
Africa (FAO),,1963,511000
Africa (FAO),,1964,519000
Africa (FAO),,1965,527000
Africa (FAO),,1966,535000
Africa (FAO),,1967,542000
Africa (FAO),,1968,648000
Africa (FAO),,1969,700000
Africa (FAO),,1970,695000
Africa (FAO),,1971,731000
Africa (FAO),,1972,751000
Africa (FAO),,1973,771000
Africa (FAO),,1974,790000
Africa (FAO),,1975,809000
Africa (FAO),,1976,828000
Africa (FAO),,1977,847000
Africa (FAO),,1978,890143
Africa (FAO),,1979,919661
Africa (FAO),,1980,934078
Africa (FAO),,1981,956109
Africa (FAO),,1982,960000
Africa (FAO),,1983,970000
Africa (FAO),,1984,1100000
Africa (FAO),,1985,1010000
Africa (FAO),,1986,1020000
Africa (FAO),,1987,1025000
Africa (FAO),,1988,1035000
Africa (FAO),,1989,1070000
Africa (FAO),,1990,1215000
Africa (FAO),,1991,1103000
Africa (FAO),,1992,1125000
Africa (FAO),,1993,1147000
Africa (FAO),,1994,1280000
Africa (FAO),,1995,1375000
Africa (FAO),,1996,1370000
Africa (FAO),,1997,1450000
Africa (FAO),,1998,1520000
Africa (FAO),,1999,1580000
Africa (FAO),,2000,1640000
Africa (FAO),,2001,1073468
Africa (FAO),,2002,1156965
Africa (FAO),,2003,1048000
Africa (FAO),,2004,1068000
Africa (FAO),,2005,1115000
Africa (FAO),,2006,1132000
Africa (FAO),,2007,1167000
Africa (FAO),,2008,1182000
Africa (FAO),,2009,1228000
Africa (FAO),,2010,1262000
Africa (FAO),,2011,1271000
Africa (FAO),,2012,1205000
Africa (FAO),,2013,1170000
Africa (FAO),,2014,1149000
Africa (FAO),,2015,1179000
Africa (FAO),,2016,1089000
Africa (FAO),,2017,1077000
Africa (FAO),,2018,1096000
Africa (FAO),,2019,659000
Africa (FAO),,2020,556000
Africa (FAO),,2021,504634
Americas (FAO),,2011,8000
Americas (FAO),,2012,9000
Americas (FAO),,2013,10500
Americas (FAO),,2014,14486
Americas (FAO),,2015,19599
Americas (FAO),,2016,22918
Americas (FAO),,2017,26163
Americas (FAO),,2018,85074
Americas (FAO),,2019,114971
Americas (FAO),,2020,111185
Americas (FAO),,2021,115779
Asia,,1961,7167365
Asia,,1962,7375485
Asia,,1963,7515959
Asia,,1964,7803869
Asia,,1965,7961716
Asia,,1966,8071256
Asia,,1967,8296597
Asia,,1968,8531491
Asia,,1969,8655182
Asia,,1970,8885452
Asia,,1971,9140355
Asia,,1972,9297664
Asia,,1973,9625230
Asia,,1974,9894633
Asia,,1975,9970240
Asia,,1976,10184575
Asia,,1977,10385319
Asia,,1978,10524670
Asia,,1979,10808445
Asia,,1980,11007703
Asia,,1981,11338734
Asia,,1982,12128075
Asia,,1983,12306284
Asia,,1984,12597160
Asia,,1985,13261124
Asia,,1986,13737688
Asia,,1987,13803534
Asia,,1988,14977458
Asia,,1989,14796309
Asia,,1990,15040014
Asia,,1991,15495335
Asia,,1992,15861349
Asia,,1993,16603096
Asia,,1994,17126830
Asia,,1995,17808011
Asia,,1996,16483297
Asia,,1997,17790405
Asia,,1998,18084111
Asia,,1999,18666598
Asia,,2000,18788777
Asia,,2001,19258740
Asia,,2002,19566524
Asia,,2003,18986903
Asia,,2004,19594149
Asia,,2005,20135398
Asia,,2006,20937028
Asia,,2007,21718813
Asia,,2008,22036785
Asia,,2009,23634952
Asia,,2010,24536764
Asia,,2011,24747016
Asia,,2012,25205613
Asia,,2013,24879658
Asia,,2014,25105016
Asia,,2015,25149148
Asia,,2016,25401314
Asia,,2017,25554178
Asia,,2018,26203063
Asia,,2019,27199709
Asia,,2020,27239112
Asia,,2021,27870439
Asia (FAO),,1961,7167365
Asia (FAO),,1962,7375485
Asia (FAO),,1963,7515959
Asia (FAO),,1964,7803869
Asia (FAO),,1965,7961716
Asia (FAO),,1966,8071256
Asia (FAO),,1967,8296597
Asia (FAO),,1968,8531491
Asia (FAO),,1969,8655182
Asia (FAO),,1970,8885452
Asia (FAO),,1971,9140355
Asia (FAO),,1972,9297664
Asia (FAO),,1973,9625230
Asia (FAO),,1974,9894633
Asia (FAO),,1975,9970240
Asia (FAO),,1976,10184575
Asia (FAO),,1977,10385319
Asia (FAO),,1978,10524670
Asia (FAO),,1979,10808445
Asia (FAO),,1980,11007703
Asia (FAO),,1981,11338734
Asia (FAO),,1982,12128075
Asia (FAO),,1983,12306284
Asia (FAO),,1984,12597160
Asia (FAO),,1985,13261124
Asia (FAO),,1986,13737688
Asia (FAO),,1987,13803534
Asia (FAO),,1988,14977458
Asia (FAO),,1989,14796309
Asia (FAO),,1990,15040014
Asia (FAO),,1991,15495334
Asia (FAO),,1992,15861349
Asia (FAO),,1993,16603096
Asia (FAO),,1994,17126830
Asia (FAO),,1995,17808012
Asia (FAO),,1996,16483297
Asia (FAO),,1997,17790404
Asia (FAO),,1998,18084112
Asia (FAO),,1999,18666600
Asia (FAO),,2000,18788776
Asia (FAO),,2001,19258740
Asia (FAO),,2002,19566524
Asia (FAO),,2003,18986904
Asia (FAO),,2004,19594148
Asia (FAO),,2005,20135398
Asia (FAO),,2006,20937028
Asia (FAO),,2007,21718812
Asia (FAO),,2008,22036784
Asia (FAO),,2009,23634952
Asia (FAO),,2010,24536764
Asia (FAO),,2011,24747016
Asia (FAO),,2012,25205614
Asia (FAO),,2013,24879658
Asia (FAO),,2014,25105016
Asia (FAO),,2015,25149148
Asia (FAO),,2016,25401312
Asia (FAO),,2017,25554180
Asia (FAO),,2018,26203064
Asia (FAO),,2019,27199708
Asia (FAO),,2020,27239112
Asia (FAO),,2021,27870440
Bangladesh,BGD,1961,25000
Bangladesh,BGD,1962,27000
Bangladesh,BGD,1963,30000
Bangladesh,BGD,1964,32000
Bangladesh,BGD,1965,31500
Bangladesh,BGD,1966,32500
Bangladesh,BGD,1967,35000
Bangladesh,BGD,1968,39000
Bangladesh,BGD,1969,40000
Bangladesh,BGD,1970,41500
Bangladesh,BGD,1971,35000
Bangladesh,BGD,1972,29000
Bangladesh,BGD,1973,22000
Bangladesh,BGD,1974,22000
Bangladesh,BGD,1975,22000
Bangladesh,BGD,1976,22000
Bangladesh,BGD,1977,23500
Bangladesh,BGD,1978,21700
Bangladesh,BGD,1979,26700
Bangladesh,BGD,1980,24000
Bangladesh,BGD,1981,24000
Bangladesh,BGD,1982,24000
Bangladesh,BGD,1983,24000
Bangladesh,BGD,1984,28910
Bangladesh,BGD,1985,30000
Bangladesh,BGD,1986,32000
Bangladesh,BGD,1987,33000
Bangladesh,BGD,1988,35000
Bangladesh,BGD,1989,36000
Bangladesh,BGD,1990,39000
Bangladesh,BGD,1991,36779
Bangladesh,BGD,1992,37186
Bangladesh,BGD,1993,38719
Bangladesh,BGD,1994,39090
Bangladesh,BGD,1995,39462
Bangladesh,BGD,1996,38491
Bangladesh,BGD,1997,38236
Bangladesh,BGD,1998,40199
Bangladesh,BGD,1999,45939
Bangladesh,BGD,2000,50000
Bangladesh,BGD,2001,52000
Bangladesh,BGD,2002,53750
Bangladesh,BGD,2003,57000
Bangladesh,BGD,2004,58750
Bangladesh,BGD,2005,62000
Bangladesh,BGD,2006,65000
Bangladesh,BGD,2007,67500
Bangladesh,BGD,2008,70000
Bangladesh,BGD,2009,72500
Bangladesh,BGD,2010,74500
Bangladesh,BGD,2011,77000
Bangladesh,BGD,2012,79700
Bangladesh,BGD,2013,80875
Bangladesh,BGD,2014,83000
Bangladesh,BGD,2015,85000
Bangladesh,BGD,2016,83936
Bangladesh,BGD,2017,83887
Bangladesh,BGD,2018,84624
Bangladesh,BGD,2019,85075
Bangladesh,BGD,2020,85413
Bangladesh,BGD,2021,85981
Bhutan,BTN,1961,500
Bhutan,BTN,1962,500
Bhutan,BTN,1963,550
Bhutan,BTN,1964,650
Bhutan,BTN,1965,680
Bhutan,BTN,1966,680
Bhutan,BTN,1967,690
Bhutan,BTN,1968,700
Bhutan,BTN,1969,700
Bhutan,BTN,1970,720
Bhutan,BTN,1971,720
Bhutan,BTN,1972,760
Bhutan,BTN,1973,750
Bhutan,BTN,1974,750
Bhutan,BTN,1975,780
Bhutan,BTN,1976,800
Bhutan,BTN,1977,800
Bhutan,BTN,1978,820
Bhutan,BTN,1979,830
Bhutan,BTN,1980,850
Bhutan,BTN,1981,870
Bhutan,BTN,1982,870
Bhutan,BTN,1983,880
Bhutan,BTN,1984,870
Bhutan,BTN,1985,870
Bhutan,BTN,1986,860
Bhutan,BTN,1987,850
Bhutan,BTN,1988,830
Bhutan,BTN,1989,820
Bhutan,BTN,1990,800
Bhutan,BTN,1991,520
Bhutan,BTN,1992,200
Bhutan,BTN,1993,300
Bhutan,BTN,1994,350
Bhutan,BTN,1995,300
Bhutan,BTN,1996,600
Bhutan,BTN,1997,640
Bhutan,BTN,1998,540
Bhutan,BTN,1999,480
Bhutan,BTN,2000,440
Bhutan,BTN,2001,400
Bhutan,BTN,2002,360
Bhutan,BTN,2003,380
Bhutan,BTN,2004,380
Bhutan,BTN,2005,380
Bhutan,BTN,2006,1788
Bhutan,BTN,2007,1463
Bhutan,BTN,2008,1788
Bhutan,BTN,2009,1563
Bhutan,BTN,2010,2525
Bhutan,BTN,2011,1563
Bhutan,BTN,2012,9342
Bhutan,BTN,2013,1850
Bhutan,BTN,2014,1450
Bhutan,BTN,2015,1088
Bhutan,BTN,2016,1038
Bhutan,BTN,2017,1675
Bhutan,BTN,2018,2400
Bhutan,BTN,2019,1488
Bhutan,BTN,2020,1338
Bhutan,BTN,2021,2013
Brunei,BRN,1961,2700
Brunei,BRN,1962,5000
Brunei,BRN,1963,4500
Brunei,BRN,1964,4000
Brunei,BRN,1965,2600
Brunei,BRN,1966,2500
Brunei,BRN,1967,2500
Brunei,BRN,1968,3225
Brunei,BRN,1969,3600
Brunei,BRN,1970,2942
Brunei,BRN,1971,3240
Brunei,BRN,1972,3154
Brunei,BRN,1973,2949
Brunei,BRN,1974,4000
Brunei,BRN,1975,2000
Brunei,BRN,1976,2200
Brunei,BRN,1977,1774
Brunei,BRN,1978,1333
Brunei,BRN,1979,1704
Brunei,BRN,1980,1501
Brunei,BRN,1981,567
Brunei,BRN,1982,877
Brunei,BRN,1983,678
Brunei,BRN,1984,700
Brunei,BRN,1985,8500
Brunei,BRN,1986,195
Brunei,BRN,1987,245
Brunei,BRN,1988,400
Brunei,BRN,1989,2200
Brunei,BRN,1990,350
Brunei,BRN,1991,400
Brunei,BRN,1992,400
Brunei,BRN,1993,350
Brunei,BRN,1994,350
Brunei,BRN,1995,450
Brunei,BRN,1996,450
Brunei,BRN,1997,700
Brunei,BRN,1998,800
Brunei,BRN,1999,800
Brunei,BRN,2000,820
Brunei,BRN,2001,1100
Brunei,BRN,2002,3500
Brunei,BRN,2003,2500
Brunei,BRN,2004,850
Brunei,BRN,2005,920
Brunei,BRN,2006,1200
Brunei,BRN,2007,850
Brunei,BRN,2008,900
Brunei,BRN,2009,800
Brunei,BRN,2010,800
Brunei,BRN,2011,500
Brunei,BRN,2012,480
Brunei,BRN,2013,498
Brunei,BRN,2014,1286
Brunei,BRN,2015,1926
Brunei,BRN,2016,2402
Brunei,BRN,2017,2554
Brunei,BRN,2018,1935
Brunei,BRN,2019,1926
Brunei,BRN,2020,2061
Brunei,BRN,2021,3430
Bulgaria,BGR,1961,55000
Bulgaria,BGR,1962,80000
Bulgaria,BGR,1963,71000
Bulgaria,BGR,1964,58000
Bulgaria,BGR,1965,55000
Bulgaria,BGR,1966,54703
Bulgaria,BGR,1967,40021
Bulgaria,BGR,1968,39790
Bulgaria,BGR,1969,39114
Bulgaria,BGR,1970,30621
Bulgaria,BGR,1971,27836
Bulgaria,BGR,1972,29738
Bulgaria,BGR,1973,29632
Bulgaria,BGR,1974,26339
Bulgaria,BGR,1975,24692
Bulgaria,BGR,1976,27852
Bulgaria,BGR,1977,26532
Bulgaria,BGR,1978,25926
Bulgaria,BGR,1979,21969
Bulgaria,BGR,1980,22053
Bulgaria,BGR,1981,15776
Bulgaria,BGR,1982,13923
Bulgaria,BGR,1983,13177
Bulgaria,BGR,1984,10570
Bulgaria,BGR,1985,9653
Bulgaria,BGR,1986,9648
Bulgaria,BGR,1987,8262
Bulgaria,BGR,1988,8924
Bulgaria,BGR,1989,8721
Bulgaria,BGR,1990,7783
Bulgaria,BGR,1991,8493
Bulgaria,BGR,1992,13564
Bulgaria,BGR,1993,12000
Bulgaria,BGR,1994,11381
Bulgaria,BGR,1995,6500
Bulgaria,BGR,1996,5200
Bulgaria,BGR,1997,4500
Bulgaria,BGR,1998,3300
Bulgaria,BGR,1999,2800
Bulgaria,BGR,2000,2000
Bulgaria,BGR,2001,1500
Bulgaria,BGR,2002,883
Bulgaria,BGR,2003,1670
Bulgaria,BGR,2004,766
Bulgaria,BGR,2005,1800
Bulgaria,BGR,2006,1986
Bulgaria,BGR,2007,625
Bulgaria,BGR,2008,648
Bulgaria,BGR,2009,704
Bulgaria,BGR,2010,933
Bulgaria,BGR,2011,718
Bulgaria,BGR,2012,1792
Bulgaria,BGR,2013,1807
Bulgaria,BGR,2014,2172
Bulgaria,BGR,2015,842
Bulgaria,BGR,2016,1219
Bulgaria,BGR,2017,1893
Cambodia,KHM,1961,3000
Cambodia,KHM,1962,3000
Cambodia,KHM,1963,2500
Cambodia,KHM,1964,2250
Cambodia,KHM,1965,2500
Cambodia,KHM,1966,3100
Cambodia,KHM,1967,8600
Cambodia,KHM,1968,17300
Cambodia,KHM,1969,19300
Cambodia,KHM,1970,53000
Cambodia,KHM,1971,60000
Cambodia,KHM,1972,60000
Cambodia,KHM,1973,60000
Cambodia,KHM,1974,60000
Cambodia,KHM,1975,54000
Cambodia,KHM,1976,45000
Cambodia,KHM,1977,30000
Cambodia,KHM,1978,34000
Cambodia,KHM,1979,31500
Cambodia,KHM,1980,33800
Cambodia,KHM,1981,36400
Cambodia,KHM,1982,40000
Cambodia,KHM,1983,45000
Cambodia,KHM,1984,49000
Cambodia,KHM,1985,53000
Cambodia,KHM,1986,55000
Cambodia,KHM,1987,58000
Cambodia,KHM,1988,60000
Cambodia,KHM,1989,63000
Cambodia,KHM,1990,66000
Cambodia,KHM,1991,70000
Cambodia,KHM,1992,73000
Cambodia,KHM,1993,75900
Cambodia,KHM,1994,73000
Cambodia,KHM,1995,69000
Cambodia,KHM,1996,70000
Cambodia,KHM,1997,75000
Cambodia,KHM,1998,70000
Cambodia,KHM,1999,70000
Cambodia,KHM,2000,75000
Cambodia,KHM,2001,55000
Cambodia,KHM,2002,55000
Cambodia,KHM,2003,60000
Cambodia,KHM,2004,58500
Cambodia,KHM,2005,61000
Cambodia,KHM,2006,63000
Cambodia,KHM,2007,67000
Cambodia,KHM,2008,65000
Cambodia,KHM,2009,64500
Cambodia,KHM,2010,61200
Cambodia,KHM,2011,60500
Cambodia,KHM,2012,60000
Cambodia,KHM,2013,57425
Cambodia,KHM,2014,54521
Cambodia,KHM,2015,51861
Cambodia,KHM,2016,54843
Cambodia,KHM,2017,53527
Cambodia,KHM,2018,51672
Cambodia,KHM,2019,50319
Cambodia,KHM,2020,49394
Cambodia,KHM,2021,47784
Caribbean (FAO),,2018,190
Caribbean (FAO),,2019,70
Caribbean (FAO),,2020,100
Caribbean (FAO),,2021,50
Central Asia (FAO),,2019,889000
Central Asia (FAO),,2020,899000
Central Asia (FAO),,2021,909000
China,CHN,1961,210000
China,CHN,1962,230000
China,CHN,1963,307500
China,CHN,1964,345000
China,CHN,1965,387500
China,CHN,1966,420000
China,CHN,1967,437500
China,CHN,1968,437500
China,CHN,1969,442500
China,CHN,1970,442500
China,CHN,1971,500000
China,CHN,1972,537500
China,CHN,1973,630000
China,CHN,1974,625000
China,CHN,1975,650000
China,CHN,1976,660000
China,CHN,1977,650000
China,CHN,1978,650000
China,CHN,1979,742000
China,CHN,1980,750000
China,CHN,1981,762500
China,CHN,1982,782500
China,CHN,1983,925000
China,CHN,1984,1000000
China,CHN,1985,1129000
China,CHN,1986,1323000
China,CHN,1987,1440000
China,CHN,1988,1950000
China,CHN,1989,1520000
China,CHN,1990,1560000
China,CHN,1991,1800000
China,CHN,1992,1890000
China,CHN,1993,2340000
China,CHN,1994,2627000
China,CHN,1995,3000000
China,CHN,1996,2500000
China,CHN,1997,3239000
China,CHN,1998,3381000
China,CHN,1999,3660000
China,CHN,2000,3600000
China,CHN,2001,3780000
China,CHN,2002,3860000
China,CHN,2003,3030000
China,CHN,2004,3290000
China,CHN,2005,3450000
China,CHN,2006,2880000
China,CHN,2007,3070000
China,CHN,2008,3060000
China,CHN,2009,4292280
China,CHN,2010,4318290
China,CHN,2011,4200630
China,CHN,2012,4219290
China,CHN,2013,4189900
China,CHN,2014,4200410
China,CHN,2015,4211440
China,CHN,2016,4264950
China,CHN,2017,4340260
China,CHN,2018,4397480
China,CHN,2019,4480517
China,CHN,2020,4549026
China,CHN,2021,4523717
China (FAO),,1961,230070
China (FAO),,1962,258189
China (FAO),,1963,344156
China (FAO),,1964,382630
China (FAO),,1965,412181
China (FAO),,1966,446275
China (FAO),,1967,466494
China (FAO),,1968,471971
China (FAO),,1969,479930
China (FAO),,1970,481427
China (FAO),,1971,533453
China (FAO),,1972,560960
China (FAO),,1973,655341
China (FAO),,1974,645526
China (FAO),,1975,666517
China (FAO),,1976,702265
China (FAO),,1977,709015
China (FAO),,1978,689598
China (FAO),,1979,776428
China (FAO),,1980,775518
China (FAO),,1981,787455
China (FAO),,1982,809644
China (FAO),,1983,950137
China (FAO),,1984,1024541
China (FAO),,1985,1148203
China (FAO),,1986,1337937
China (FAO),,1987,1455404
China (FAO),,1988,1964054
China (FAO),,1989,1537920
China (FAO),,1990,1571707
China (FAO),,1991,1809538
China (FAO),,1992,1898831
China (FAO),,1993,2344862
China (FAO),,1994,2633297
China (FAO),,1995,3005131
China (FAO),,1996,2504500
China (FAO),,1997,3242800
China (FAO),,1998,3384400
China (FAO),,1999,3663700
China (FAO),,2000,3603100
China (FAO),,2001,3782600
China (FAO),,2002,3862200
China (FAO),,2003,3032000
China (FAO),,2004,3292000
China (FAO),,2005,3451900
China (FAO),,2006,2881700
China (FAO),,2007,3071650
China (FAO),,2008,3061750
China (FAO),,2009,4294030
China (FAO),,2010,4319991
China (FAO),,2011,4202361
China (FAO),,2012,4220990
China (FAO),,2013,4191649
China (FAO),,2014,4202167
China (FAO),,2015,4213500
China (FAO),,2016,4267024
China (FAO),,2017,4342381
China (FAO),,2018,4399598
China (FAO),,2019,4482570
China (FAO),,2020,4551321
China (FAO),,2021,4526052
Colombia,COL,2010,0
Colombia,COL,2011,8000
Colombia,COL,2012,9000
Colombia,COL,2013,10500
Colombia,COL,2014,14486
Colombia,COL,2015,19599
Colombia,COL,2016,22918
Colombia,COL,2017,26163
Colombia,COL,2018,33284
Colombia,COL,2019,29701
Colombia,COL,2020,31585
Colombia,COL,2021,36829
East Timor,TLS,1961,12140
East Timor,TLS,1962,11070
East Timor,TLS,1963,11400
East Timor,TLS,1964,12000
East Timor,TLS,1965,12300
East Timor,TLS,1966,12400
East Timor,TLS,1967,12000
East Timor,TLS,1968,12000
East Timor,TLS,1969,12000
East Timor,TLS,1970,12400
East Timor,TLS,1971,12700
East Timor,TLS,1972,13500
East Timor,TLS,1973,13400
East Timor,TLS,1974,12900
East Timor,TLS,1975,12600
East Timor,TLS,1976,8200
East Timor,TLS,1977,6800
East Timor,TLS,1978,6000
East Timor,TLS,1979,5200
East Timor,TLS,1980,4100
East Timor,TLS,1981,3700
East Timor,TLS,1982,3400
East Timor,TLS,1983,3000
East Timor,TLS,1984,2500
East Timor,TLS,1985,2400
East Timor,TLS,1986,2500
East Timor,TLS,1987,2500
East Timor,TLS,1988,3000
East Timor,TLS,1989,3100
East Timor,TLS,1990,3200
East Timor,TLS,1991,3300
East Timor,TLS,1992,3500
East Timor,TLS,1993,3800
East Timor,TLS,1994,3500
East Timor,TLS,1995,3600
East Timor,TLS,1996,4700
East Timor,TLS,1997,3220
East Timor,TLS,1998,4700
East Timor,TLS,1999,7000
East Timor,TLS,2000,5000
East Timor,TLS,2001,5385
East Timor,TLS,2002,5300
East Timor,TLS,2003,5200
East Timor,TLS,2004,5000
East Timor,TLS,2005,5100
East Timor,TLS,2006,5200
East Timor,TLS,2007,5200
East Timor,TLS,2008,5300
East Timor,TLS,2009,5400
East Timor,TLS,2010,5600
East Timor,TLS,2011,5700
East Timor,TLS,2012,6000
East Timor,TLS,2013,6300
East Timor,TLS,2014,5861
East Timor,TLS,2015,6750
East Timor,TLS,2016,6674
East Timor,TLS,2017,6635
East Timor,TLS,2018,6615
East Timor,TLS,2019,6653
East Timor,TLS,2020,6537
East Timor,TLS,2021,6537
Eastern Asia (FAO),,1961,230070
Eastern Asia (FAO),,1962,258189
Eastern Asia (FAO),,1963,344156
Eastern Asia (FAO),,1964,382630
Eastern Asia (FAO),,1965,412181
Eastern Asia (FAO),,1966,446275
Eastern Asia (FAO),,1967,466494
Eastern Asia (FAO),,1968,471971
Eastern Asia (FAO),,1969,479930
Eastern Asia (FAO),,1970,481427
Eastern Asia (FAO),,1971,533453
Eastern Asia (FAO),,1972,560960
Eastern Asia (FAO),,1973,655341
Eastern Asia (FAO),,1974,645526
Eastern Asia (FAO),,1975,666517
Eastern Asia (FAO),,1976,702265
Eastern Asia (FAO),,1977,709015
Eastern Asia (FAO),,1978,689598
Eastern Asia (FAO),,1979,776428
Eastern Asia (FAO),,1980,775518
Eastern Asia (FAO),,1981,787455
Eastern Asia (FAO),,1982,809644
Eastern Asia (FAO),,1983,950137
Eastern Asia (FAO),,1984,1024541
Eastern Asia (FAO),,1985,1148203
Eastern Asia (FAO),,1986,1337937
Eastern Asia (FAO),,1987,1455404
Eastern Asia (FAO),,1988,1964054
Eastern Asia (FAO),,1989,1537920
Eastern Asia (FAO),,1990,1571707
Eastern Asia (FAO),,1991,1809538
Eastern Asia (FAO),,1992,1898831
Eastern Asia (FAO),,1993,2344862
Eastern Asia (FAO),,1994,2633297
Eastern Asia (FAO),,1995,3005131
Eastern Asia (FAO),,1996,2504500
Eastern Asia (FAO),,1997,3242800
Eastern Asia (FAO),,1998,3384400
Eastern Asia (FAO),,1999,3663700
Eastern Asia (FAO),,2000,3603100
Eastern Asia (FAO),,2001,3782600
Eastern Asia (FAO),,2002,3862200
Eastern Asia (FAO),,2003,3032000
Eastern Asia (FAO),,2004,3292000
Eastern Asia (FAO),,2005,3451900
Eastern Asia (FAO),,2006,2881700
Eastern Asia (FAO),,2007,3071650
Eastern Asia (FAO),,2008,3061750
Eastern Asia (FAO),,2009,4294030
Eastern Asia (FAO),,2010,4319991
Eastern Asia (FAO),,2011,4202361
Eastern Asia (FAO),,2012,4220990
Eastern Asia (FAO),,2013,4191649
Eastern Asia (FAO),,2014,4202167
Eastern Asia (FAO),,2015,4213500
Eastern Asia (FAO),,2016,4267024
Eastern Asia (FAO),,2017,4342381
Eastern Asia (FAO),,2018,4399598
Eastern Asia (FAO),,2019,4482570
Eastern Asia (FAO),,2020,4551321
Eastern Asia (FAO),,2021,4526052
Eastern Europe (FAO),,1961,55000
Eastern Europe (FAO),,1962,80000
Eastern Europe (FAO),,1963,71000
Eastern Europe (FAO),,1964,58000
Eastern Europe (FAO),,1965,55000
Eastern Europe (FAO),,1966,54703
Eastern Europe (FAO),,1967,40021
Eastern Europe (FAO),,1968,39790
Eastern Europe (FAO),,1969,39114
Eastern Europe (FAO),,1970,30621
Eastern Europe (FAO),,1971,27836
Eastern Europe (FAO),,1972,29738
Eastern Europe (FAO),,1973,29632
Eastern Europe (FAO),,1974,26339
Eastern Europe (FAO),,1975,24692
Eastern Europe (FAO),,1976,27852
Eastern Europe (FAO),,1977,26532
Eastern Europe (FAO),,1978,25926
Eastern Europe (FAO),,1979,21969
Eastern Europe (FAO),,1980,22053
Eastern Europe (FAO),,1981,15776
Eastern Europe (FAO),,1982,13923
Eastern Europe (FAO),,1983,13177
Eastern Europe (FAO),,1984,10570
Eastern Europe (FAO),,1985,9653
Eastern Europe (FAO),,1986,9648
Eastern Europe (FAO),,1987,8262
Eastern Europe (FAO),,1988,8924
Eastern Europe (FAO),,1989,8721
Eastern Europe (FAO),,1990,7783
Eastern Europe (FAO),,1991,8493
Eastern Europe (FAO),,1992,13564
Eastern Europe (FAO),,1993,12000
Eastern Europe (FAO),,1994,11381
Eastern Europe (FAO),,1995,6500
Eastern Europe (FAO),,1996,5200
Eastern Europe (FAO),,1997,4500
Eastern Europe (FAO),,1998,3300
Eastern Europe (FAO),,1999,2800
Eastern Europe (FAO),,2000,2000
Eastern Europe (FAO),,2001,1500
Eastern Europe (FAO),,2002,883
Eastern Europe (FAO),,2003,1670
Eastern Europe (FAO),,2004,766
Eastern Europe (FAO),,2005,1800
Eastern Europe (FAO),,2006,1986
Eastern Europe (FAO),,2007,625
Eastern Europe (FAO),,2008,648
Eastern Europe (FAO),,2009,704
Eastern Europe (FAO),,2010,933
Eastern Europe (FAO),,2011,718
Eastern Europe (FAO),,2012,1792
Eastern Europe (FAO),,2013,1807
Eastern Europe (FAO),,2014,2172
Eastern Europe (FAO),,2015,842
Eastern Europe (FAO),,2016,1219
Eastern Europe (FAO),,2017,1893
Egypt,EGY,1961,496000
Egypt,EGY,1962,504000
Egypt,EGY,1963,511000
Egypt,EGY,1964,519000
Egypt,EGY,1965,527000
Egypt,EGY,1966,535000
Egypt,EGY,1967,542000
Egypt,EGY,1968,648000
Egypt,EGY,1969,700000
Egypt,EGY,1970,695000
Egypt,EGY,1971,731000
Egypt,EGY,1972,751000
Egypt,EGY,1973,771000
Egypt,EGY,1974,790000
Egypt,EGY,1975,809000
Egypt,EGY,1976,828000
Egypt,EGY,1977,847000
Egypt,EGY,1978,890143
Egypt,EGY,1979,919661
Egypt,EGY,1980,934078
Egypt,EGY,1981,956109
Egypt,EGY,1982,960000
Egypt,EGY,1983,970000
Egypt,EGY,1984,1100000
Egypt,EGY,1985,1010000
Egypt,EGY,1986,1020000
Egypt,EGY,1987,1025000
Egypt,EGY,1988,1035000
Egypt,EGY,1989,1070000
Egypt,EGY,1990,1215000
Egypt,EGY,1991,1103000
Egypt,EGY,1992,1125000
Egypt,EGY,1993,1147000
Egypt,EGY,1994,1280000
Egypt,EGY,1995,1375000
Egypt,EGY,1996,1370000
