Entity,Code,Year,Buffalo | 00000946 || Stocks | 005111 || animals
Central Asia (FAO),,2017,25565
Central Asia (FAO),,2018,25522
Central Asia (FAO),,2019,25439
Central Asia (FAO),,2020,25492
Central Asia (FAO),,2021,25547
China,CHN,1961,8043000
China,CHN,1962,8245000
China,CHN,1963,8357000
China,CHN,1964,10740000
China,CHN,1965,10738000
China,CHN,1966,13378000
China,CHN,1967,14000000
China,CHN,1968,15000000
China,CHN,1969,15500000
China,CHN,1970,15500000
China,CHN,1971,16083000
China,CHN,1972,16500000
China,CHN,1973,16866000
China,CHN,1974,18000000
China,CHN,1975,18000000
China,CHN,1976,18000000
China,CHN,1977,17444000
China,CHN,1978,17229008
China,CHN,1979,17723008
China,CHN,1980,18377008
China,CHN,1981,18520000
China,CHN,1982,18770000
China,CHN,1983,19144000
China,CHN,1984,19149008
China,CHN,1985,19506000
China,CHN,1986,19934000
China,CHN,1987,20823008
China,CHN,1988,20823008
China,CHN,1989,21067008
China,CHN,1990,21395008
China,CHN,1991,21690000
China,CHN,1992,22005000
China,CHN,1993,22200000
China,CHN,1994,22400000
China,CHN,1995,22913100
China,CHN,1996,23300100
China,CHN,1997,19636000
China,CHN,1998,22545000
China,CHN,1999,22665000
China,CHN,2000,22587000
China,CHN,2001,22758000
China,CHN,2002,22684000
China,CHN,2003,22724000
China,CHN,2004,22282000
China,CHN,2005,22361000
China,CHN,2006,22495000
China,CHN,2007,22717000
China,CHN,2008,23268000
China,CHN,2009,30107580
China,CHN,2010,29459910
China,CHN,2011,28152000
China,CHN,2012,27411750
China,CHN,2013,26957280
China,CHN,2014,26957280
China,CHN,2015,27021840
China,CHN,2016,27167370
China,CHN,2017,26503470
China,CHN,2018,27116250
China,CHN,2019,27336072
China,CHN,2020,27245552
China,CHN,2021,27020480
China (FAO),,1961,8369516
China (FAO),,1962,8564922
China (FAO),,1963,8667591
China (FAO),,1964,11034090
China (FAO),,1965,11021529
China (FAO),,1966,13652541
China (FAO),,1967,14262833
China (FAO),,1968,15241998
China (FAO),,1969,15728412
China (FAO),,1970,15713063
China (FAO),,1971,16273220
China (FAO),,1972,16665035
China (FAO),,1973,17016866
China (FAO),,1974,18133196
China (FAO),,1975,18123604
China (FAO),,1976,18121368
China (FAO),,1977,17559600
China (FAO),,1978,17313534
China (FAO),,1979,17794812
China (FAO),,1980,18439752
China (FAO),,1981,18573840
China (FAO),,1982,18819784
China (FAO),,1983,19191164
China (FAO),,1984,19194202
China (FAO),,1985,19546952
China (FAO),,1986,19972538
China (FAO),,1987,20859850
China (FAO),,1988,20858620
China (FAO),,1989,21101312
China (FAO),,1990,21421976
China (FAO),,1991,21712036
China (FAO),,1992,22023708
China (FAO),,1993,22216704
China (FAO),,1994,22415000
China (FAO),,1995,22926084
China (FAO),,1996,23311532
China (FAO),,1997,19645852
China (FAO),,1998,22553806
China (FAO),,1999,22674440
China (FAO),,2000,22595016
China (FAO),,2001,22764780
China (FAO),,2002,22689620
China (FAO),,2003,22729162
China (FAO),,2004,22287212
China (FAO),,2005,22365380
China (FAO),,2006,22498838
China (FAO),,2007,22720762
China (FAO),,2008,23271900
China (FAO),,2009,30111742
China (FAO),,2010,29464034
China (FAO),,2011,28156124
China (FAO),,2012,27415676
China (FAO),,2013,26960756
China (FAO),,2014,26960092
China (FAO),,2015,27024580
China (FAO),,2016,27169986
China (FAO),,2017,26505816
China (FAO),,2018,27118630
China (FAO),,2019,27338364
China (FAO),,2020,27247992
China (FAO),,2021,27022808
Colombia,COL,2010,0
Colombia,COL,2011,100000
Colombia,COL,2012,112000
Colombia,COL,2013,131000
Colombia,COL,2014,218352
Colombia,COL,2015,234994
Colombia,COL,2016,248951
Colombia,COL,2017,292607
Colombia,COL,2018,459086
Colombia,COL,2019,544238
Colombia,COL,2020,414637
Colombia,COL,2021,451783
Croatia,HRV,2021,0
Cyprus,CYP,2018,0
Cyprus,CYP,2019,0
Cyprus,CYP,2020,0
Cyprus,CYP,2021,0
Czechia,CZE,2018,0
Czechia,CZE,2019,0
Czechia,CZE,2020,0
Czechia,CZE,2021,0
Denmark,DNK,2018,0
Denmark,DNK,2019,0
Denmark,DNK,2020,0
Denmark,DNK,2021,0
East Timor,TLS,1961,121420
East Timor,TLS,1962,110660
East Timor,TLS,1963,114308
East Timor,TLS,1964,119865
East Timor,TLS,1965,123310
East Timor,TLS,1966,124301
East Timor,TLS,1967,117453
East Timor,TLS,1968,118283
East Timor,TLS,1969,120800
East Timor,TLS,1970,123955
East Timor,TLS,1971,127148
East Timor,TLS,1972,134747
East Timor,TLS,1973,132988
East Timor,TLS,1974,128401
East Timor,TLS,1975,110000
East Timor,TLS,1976,90200
East Timor,TLS,1977,70000
East Timor,TLS,1978,50000
East Timor,TLS,1979,30000
East Timor,TLS,1980,24600
East Timor,TLS,1981,25000
East Timor,TLS,1982,28000
East Timor,TLS,1983,30000
East Timor,TLS,1984,32000
East Timor,TLS,1985,35185
East Timor,TLS,1986,36195
East Timor,TLS,1987,36584
East Timor,TLS,1988,33695
East Timor,TLS,1989,43235
East Timor,TLS,1990,44748
East Timor,TLS,1991,48018
East Timor,TLS,1992,50419
East Timor,TLS,1993,52940
East Timor,TLS,1994,70299
East Timor,TLS,1995,74900
East Timor,TLS,1996,69239
East Timor,TLS,1997,69239
East Timor,TLS,1998,80754
East Timor,TLS,1999,90000
East Timor,TLS,2000,100000
East Timor,TLS,2001,103723
East Timor,TLS,2002,102000
East Timor,TLS,2003,100000
East Timor,TLS,2004,95921
East Timor,TLS,2005,97552
East Timor,TLS,2006,99210
East Timor,TLS,2007,100897
East Timor,TLS,2008,102216
East Timor,TLS,2009,103535
East Timor,TLS,2010,96484
East Timor,TLS,2011,98124
East Timor,TLS,2012,103325
East Timor,TLS,2013,108801
East Timor,TLS,2014,109022
East Timor,TLS,2015,128262
East Timor,TLS,2016,126115
East Timor,TLS,2017,125400
East Timor,TLS,2018,126317
East Timor,TLS,2019,127475
East Timor,TLS,2020,127484
East Timor,TLS,2021,126410
Eastern Africa (FAO),,1961,20
Eastern Africa (FAO),,1962,20
Eastern Africa (FAO),,1963,20
Eastern Africa (FAO),,1964,23
Eastern Africa (FAO),,1965,26
Eastern Africa (FAO),,1966,23
Eastern Africa (FAO),,1967,15
Eastern Africa (FAO),,1968,26
Eastern Africa (FAO),,1969,25
Eastern Africa (FAO),,1970,25
Eastern Africa (FAO),,1971,25
Eastern Africa (FAO),,1972,25
Eastern Africa (FAO),,1973,25
Eastern Africa (FAO),,1974,25
Eastern Africa (FAO),,1975,25
Eastern Africa (FAO),,1976,25
Eastern Africa (FAO),,1977,25
Eastern Africa (FAO),,1978,25
Eastern Africa (FAO),,1979,25
Eastern Africa (FAO),,1980,25
Eastern Africa (FAO),,1981,25
Eastern Africa (FAO),,1982,25
Eastern Africa (FAO),,1983,25
Eastern Africa (FAO),,1984,25
Eastern Africa (FAO),,1985,25
Eastern Africa (FAO),,1986,25
Eastern Africa (FAO),,1987,25
Eastern Africa (FAO),,1988,25
Eastern Africa (FAO),,1989,25
Eastern Africa (FAO),,1990,25
Eastern Africa (FAO),,1991,25
Eastern Africa (FAO),,1992,25
Eastern Africa (FAO),,1993,25
Eastern Africa (FAO),,1994,25
Eastern Africa (FAO),,1995,25
Eastern Africa (FAO),,1996,25
Eastern Africa (FAO),,1997,25
Eastern Africa (FAO),,1998,25
Eastern Africa (FAO),,1999,25
Eastern Africa (FAO),,2000,25
Eastern Africa (FAO),,2001,25
Eastern Africa (FAO),,2002,25
Eastern Africa (FAO),,2003,25
Eastern Africa (FAO),,2004,25
Eastern Africa (FAO),,2005,25
Eastern Africa (FAO),,2006,25
Eastern Africa (FAO),,2007,25
Eastern Africa (FAO),,2008,25
Eastern Africa (FAO),,2009,25
Eastern Africa (FAO),,2010,25
Eastern Africa (FAO),,2011,25
Eastern Africa (FAO),,2012,25
Eastern Africa (FAO),,2013,25
Eastern Africa (FAO),,2014,25
Eastern Africa (FAO),,2015,25
Eastern Africa (FAO),,2016,25
Eastern Africa (FAO),,2017,25
Eastern Africa (FAO),,2018,25
Eastern Africa (FAO),,2019,25
Eastern Africa (FAO),,2020,25
Eastern Africa (FAO),,2021,25
Eastern Asia (FAO),,1961,8369516
Eastern Asia (FAO),,1962,8564922
Eastern Asia (FAO),,1963,8667591
Eastern Asia (FAO),,1964,11034090
Eastern Asia (FAO),,1965,11021529
Eastern Asia (FAO),,1966,13652541
Eastern Asia (FAO),,1967,14262833
Eastern Asia (FAO),,1968,15241998
Eastern Asia (FAO),,1969,15728412
Eastern Asia (FAO),,1970,15713063
Eastern Asia (FAO),,1971,16273220
Eastern Asia (FAO),,1972,16665035
Eastern Asia (FAO),,1973,17016866
Eastern Asia (FAO),,1974,18133196
Eastern Asia (FAO),,1975,18123604
Eastern Asia (FAO),,1976,18121368
Eastern Asia (FAO),,1977,17559600
Eastern Asia (FAO),,1978,17313534
Eastern Asia (FAO),,1979,17794812
Eastern Asia (FAO),,1980,18439752
Eastern Asia (FAO),,1981,18573840
Eastern Asia (FAO),,1982,18819784
Eastern Asia (FAO),,1983,19191164
Eastern Asia (FAO),,1984,19194202
Eastern Asia (FAO),,1985,19546952
Eastern Asia (FAO),,1986,19972538
Eastern Asia (FAO),,1987,20859850
Eastern Asia (FAO),,1988,20858620
Eastern Asia (FAO),,1989,21101312
Eastern Asia (FAO),,1990,21421976
Eastern Asia (FAO),,1991,21712036
Eastern Asia (FAO),,1992,22023708
Eastern Asia (FAO),,1993,22216704
Eastern Asia (FAO),,1994,22415000
Eastern Asia (FAO),,1995,22926084
Eastern Asia (FAO),,1996,23311532
Eastern Asia (FAO),,1997,19645852
Eastern Asia (FAO),,1998,22553806
Eastern Asia (FAO),,1999,22674440
Eastern Asia (FAO),,2000,22595016
Eastern Asia (FAO),,2001,22764780
Eastern Asia (FAO),,2002,22689620
Eastern Asia (FAO),,2003,22729162
Eastern Asia (FAO),,2004,22287212
Eastern Asia (FAO),,2005,22365380
Eastern Asia (FAO),,2006,22498838
Eastern Asia (FAO),,2007,22720762
Eastern Asia (FAO),,2008,23271900
Eastern Asia (FAO),,2009,30111742
Eastern Asia (FAO),,2010,29464034
Eastern Asia (FAO),,2011,28156124
Eastern Asia (FAO),,2012,27415676
Eastern Asia (FAO),,2013,26960756
Eastern Asia (FAO),,2014,26960092
Eastern Asia (FAO),,2015,27024580
Eastern Asia (FAO),,2016,27169986
Eastern Asia (FAO),,2017,26505816
Eastern Asia (FAO),,2018,27118630
Eastern Asia (FAO),,2019,27338364
Eastern Asia (FAO),,2020,27247992
Eastern Asia (FAO),,2021,27022808
Eastern Europe (FAO),,1961,578924
Eastern Europe (FAO),,1962,593260
Eastern Europe (FAO),,1963,567498
Eastern Europe (FAO),,1964,536522
Eastern Europe (FAO),,1965,501404
Eastern Europe (FAO),,1966,534295
Eastern Europe (FAO),,1967,547098
Eastern Europe (FAO),,1968,571707
Eastern Europe (FAO),,1969,574173
Eastern Europe (FAO),,1970,538316
Eastern Europe (FAO),,1971,523993
Eastern Europe (FAO),,1972,516097
Eastern Europe (FAO),,1973,500003
Eastern Europe (FAO),,1974,499991
Eastern Europe (FAO),,1975,494506
Eastern Europe (FAO),,1976,486589
Eastern Europe (FAO),,1977,458388
Eastern Europe (FAO),,1978,443990
Eastern Europe (FAO),,1979,415588
Eastern Europe (FAO),,1980,402096
Eastern Europe (FAO),,1981,387528
Eastern Europe (FAO),,1982,373987
Eastern Europe (FAO),,1983,359822
Eastern Europe (FAO),,1984,365972
Eastern Europe (FAO),,1985,382736
Eastern Europe (FAO),,1986,429028
Eastern Europe (FAO),,1987,426332
Eastern Europe (FAO),,1988,424297
Eastern Europe (FAO),,1989,423487
Eastern Europe (FAO),,1990,443046
Eastern Europe (FAO),,1991,440517
Eastern Europe (FAO),,1992,48164
Eastern Europe (FAO),,1993,44109
Eastern Europe (FAO),,1994,35151
Eastern Europe (FAO),,1995,37166
Eastern Europe (FAO),,1996,37255
Eastern Europe (FAO),,1997,32278
Eastern Europe (FAO),,1998,27139
Eastern Europe (FAO),,1999,26506
Eastern Europe (FAO),,2000,25777
Eastern Europe (FAO),,2001,25160
Eastern Europe (FAO),,2002,20533
Eastern Europe (FAO),,2003,23352
Eastern Europe (FAO),,2004,25818
Eastern Europe (FAO),,2005,25261
Eastern Europe (FAO),,2006,22560
Eastern Europe (FAO),,2007,23901
Eastern Europe (FAO),,2008,23331
Eastern Europe (FAO),,2009,22017
Eastern Europe (FAO),,2010,18851
Eastern Europe (FAO),,2011,17985
Eastern Europe (FAO),,2012,16467
Eastern Europe (FAO),,2013,15214
Eastern Europe (FAO),,2014,16608
Eastern Europe (FAO),,2015,16462
Eastern Europe (FAO),,2016,17114
Eastern Europe (FAO),,2017,17935
Eastern Europe (FAO),,2018,46841
Eastern Europe (FAO),,2019,48065
Eastern Europe (FAO),,2020,53662
Eastern Europe (FAO),,2021,53989
Egypt,EGY,1961,1501000
Egypt,EGY,1962,1530000
Egypt,EGY,1963,1558700
Egypt,EGY,1964,1587700
Egypt,EGY,1965,1617000
Egypt,EGY,1966,1646000
Egypt,EGY,1967,1675000
Egypt,EGY,1968,1943000
Egypt,EGY,1969,1976000
Egypt,EGY,1970,2009000
Egypt,EGY,1971,2058000
Egypt,EGY,1972,2098000
Egypt,EGY,1973,2135000
Egypt,EGY,1974,2170000
Egypt,EGY,1975,2204000
Egypt,EGY,1976,2235600
Egypt,EGY,1977,2266000
Egypt,EGY,1978,2342000
Egypt,EGY,1979,2321413
Egypt,EGY,1980,2346583
Egypt,EGY,1981,2370054
Egypt,EGY,1982,2392940
Egypt,EGY,1983,2322000
Egypt,EGY,1984,2414000
Egypt,EGY,1985,2429000
Egypt,EGY,1986,2443000
Egypt,EGY,1987,2454000
Egypt,EGY,1988,2464000
Egypt,EGY,1989,2548947
Egypt,EGY,1990,2897467
Egypt,EGY,1991,2526700
Egypt,EGY,1992,2548200
Egypt,EGY,1993,2570100
Egypt,EGY,1994,2920391
Egypt,EGY,1995,3017726
Egypt,EGY,1996,2906650
Egypt,EGY,1997,3095921
Egypt,EGY,1998,3149429
Egypt,EGY,1999,3329700
Egypt,EGY,2000,3530000
Egypt,EGY,2001,3532244
Egypt,EGY,2002,3717000
Egypt,EGY,2003,3777000
Egypt,EGY,2004,3845000
Egypt,EGY,2005,3885000
Egypt,EGY,2006,3937000
Egypt,EGY,2007,4104810
Egypt,EGY,2008,4052649
Egypt,EGY,2009,3838721
Egypt,EGY,2010,3818236
Egypt,EGY,2011,3983167
Egypt,EGY,2012,4164928
Egypt,EGY,2013,3915247
Egypt,EGY,2014,3949262
Egypt,EGY,2015,3701559
Egypt,EGY,2016,3436816
Egypt,EGY,2017,3432581
Egypt,EGY,2018,3445177
Egypt,EGY,2019,1427000
Egypt,EGY,2020,1348000
Egypt,EGY,2021,1263103
Estonia,EST,2018,0
Estonia,EST,2019,0
Estonia,EST,2020,0
Estonia,EST,2021,0
Europe,,1961,733129
Europe,,1962,747460
Europe,,1963,725798
Europe,,1964,694222
Europe,,1965,646804
Europe,,1966,678727
Europe,,1967,690224
Europe,,1968,691372
Europe,,1969,690996
Europe,,1970,654382
Europe,,1971,658590
Europe,,1972,652445
Europe,,1973,635820
Europe,,1974,650763
Europe,,1975,658220
Europe,,1976,641711
Europe,,1977,604244
Europe,,1978,604253
Europe,,1979,591276
Europe,,1980,558767
Europe,,1981,552941
Europe,,1982,528957
Europe,,1983,519982
Europe,,1984,518797
Europe,,1985,526851
Europe,,1986,568904
Europe,,1987,558830
Europe,,1988,556525
Europe,,1989,559867
Europe,,1990,578919
Europe,,1991,574486
Europe,,1992,154591
Europe,,1993,170076
Europe,,1994,161188
Europe,,1995,165289
Europe,,1996,205503
Europe,,1997,200146
Europe,,1998,206955
Europe,,1999,249390
Europe,,2000,232499
Europe,,2001,234880
Europe,,2002,244736
Europe,,2003,238762
Europe,,2004,279706
Europe,,2005,266096
Europe,,2006,229667
Europe,,2007,257050
Europe,,2008,332883
Europe,,2009,368548
Europe,,2010,390682
Europe,,2011,379568
Europe,,2012,373210
Europe,,2013,426285
Europe,,2014,395576
Europe,,2015,404852
Europe,,2016,415494
Europe,,2017,432722
Europe,,2018,463102
Europe,,2019,466173
Europe,,2020,480089
Europe,,2021,482334
Europe (FAO),,1961,733129
Europe (FAO),,1962,747460
Europe (FAO),,1963,725798
Europe (FAO),,1964,694222
Europe (FAO),,1965,646804
Europe (FAO),,1966,678727
Europe (FAO),,1967,690224
Europe (FAO),,1968,691372
Europe (FAO),,1969,690996
Europe (FAO),,1970,654382
Europe (FAO),,1971,658590
Europe (FAO),,1972,652445
Europe (FAO),,1973,635820
Europe (FAO),,1974,650763
Europe (FAO),,1975,658220
Europe (FAO),,1976,641711
Europe (FAO),,1977,604244
Europe (FAO),,1978,604253
Europe (FAO),,1979,591276
Europe (FAO),,1980,558767
Europe (FAO),,1981,552941
Europe (FAO),,1982,528957
Europe (FAO),,1983,519982
Europe (FAO),,1984,518797
Europe (FAO),,1985,526851
Europe (FAO),,1986,568904
Europe (FAO),,1987,558830
Europe (FAO),,1988,556525
Europe (FAO),,1989,559867
Europe (FAO),,1990,578919
Europe (FAO),,1991,574486
Europe (FAO),,1992,154591
Europe (FAO),,1993,170076
Europe (FAO),,1994,161188
Europe (FAO),,1995,165289
Europe (FAO),,1996,205503
Europe (FAO),,1997,200146
Europe (FAO),,1998,206955
Europe (FAO),,1999,249390
Europe (FAO),,2000,232499
Europe (FAO),,2001,234880
Europe (FAO),,2002,244736
Europe (FAO),,2003,238762
Europe (FAO),,2004,279706
Europe (FAO),,2005,266096
Europe (FAO),,2006,229667
Europe (FAO),,2007,257050
Europe (FAO),,2008,332883
Europe (FAO),,2009,368548
Europe (FAO),,2010,390682
Europe (FAO),,2011,379568
Europe (FAO),,2012,373210
Europe (FAO),,2013,426285
Europe (FAO),,2014,395576
Europe (FAO),,2015,404852
Europe (FAO),,2016,415493
Europe (FAO),,2017,432723
Europe (FAO),,2018,463102
Europe (FAO),,2019,466173
Europe (FAO),,2020,480088
Europe (FAO),,2021,482334
European Union (27),,1961,278529
European Union (27),,1962,292660
European Union (27),,1963,271298
European Union (27),,1964,238522
European Union (27),,1965,223404
European Union (27),,1966,207427
European Union (27),,1967,183624
European Union (27),,1968,170172
European Union (27),,1969,158096
European Union (27),,1970,143595
European Union (27),,1971,142490
European Union (27),,1972,142545
European Union (27),,1973,145820
European Union (27),,1974,153863
European Union (27),,1975,163420
European Union (27),,1976,155911
European Union (27),,1977,144942
European Union (27),,1978,144622
European Union (27),,1979,142906
European Union (27),,1980,142624
European Union (27),,1981,151141
European Union (27),,1982,152157
European Union (27),,1983,147982
European Union (27),,1984,144797
European Union (27),,1985,133368
European Union (27),,1986,130904
European Union (27),,1987,129364
European Union (27),,1988,129525
European Union (27),,1989,130724
European Union (27),,1990,136219
European Union (27),,1991,120786
European Union (27),,1992,109403
European Union (27),,1993,126197
European Union (27),,1994,119053
European Union (27),,1995,122658
European Union (27),,1996,162818
European Union (27),,1997,162173
European Union (27),,1998,173341
European Union (27),,1999,211230
European Union (27),,2000,192154
European Union (27),,2001,190765
European Union (27),,2002,201312
European Union (27),,2003,193513
European Union (27),,2004,232378
European Union (27),,2005,219263
European Union (27),,2006,214435
European Union (27),,2007,240636
European Union (27),,2008,317760
European Union (27),,2009,354993
European Union (27),,2010,379382
European Union (27),,2011,370064
European Union (27),,2012,365860
European Union (27),,2013,419513
European Union (27),,2014,388162
European Union (27),,2015,397185
European Union (27),,2016,408469
European Union (27),,2017,426322
European Union (27),,2018,457060
European Union (27),,2019,459100
European Union (27),,2020,472970
European Union (27),,2021,475600
European Union (27) (FAO),,1961,278529
European Union (27) (FAO),,1962,292660
European Union (27) (FAO),,1963,271298
European Union (27) (FAO),,1964,238522
European Union (27) (FAO),,1965,223404
European Union (27) (FAO),,1966,207427
European Union (27) (FAO),,1967,183624
European Union (27) (FAO),,1968,170172
European Union (27) (FAO),,1969,158096
European Union (27) (FAO),,1970,143595
European Union (27) (FAO),,1971,142490
European Union (27) (FAO),,1972,142545
European Union (27) (FAO),,1973,145820
European Union (27) (FAO),,1974,153863
European Union (27) (FAO),,1975,163420
European Union (27) (FAO),,1976,155911
European Union (27) (FAO),,1977,144942
European Union (27) (FAO),,1978,144622
European Union (27) (FAO),,1979,142906
European Union (27) (FAO),,1980,142624
European Union (27) (FAO),,1981,151141
European Union (27) (FAO),,1982,152157
European Union (27) (FAO),,1983,147982
European Union (27) (FAO),,1984,144797
European Union (27) (FAO),,1985,133368
European Union (27) (FAO),,1986,130904
European Union (27) (FAO),,1987,129364
European Union (27) (FAO),,1988,129525
European Union (27) (FAO),,1989,130724
European Union (27) (FAO),,1990,136219
European Union (27) (FAO),,1991,120786
European Union (27) (FAO),,1992,109403
European Union (27) (FAO),,1993,126197
European Union (27) (FAO),,1994,119053
European Union (27) (FAO),,1995,122658
European Union (27) (FAO),,1996,162818
European Union (27) (FAO),,1997,162173
European Union (27) (FAO),,1998,173341
European Union (27) (FAO),,1999,211230
European Union (27) (FAO),,2000,192154
European Union (27) (FAO),,2001,190765
European Union (27) (FAO),,2002,201312
European Union (27) (FAO),,2003,193513
European Union (27) (FAO),,2004,232378
European Union (27) (FAO),,2005,219263
European Union (27) (FAO),,2006,214435
European Union (27) (FAO),,2007,240636
European Union (27) (FAO),,2008,317760
European Union (27) (FAO),,2009,354993
European Union (27) (FAO),,2010,379382
European Union (27) (FAO),,2011,370064
European Union (27) (FAO),,2012,365860
European Union (27) (FAO),,2013,419513
European Union (27) (FAO),,2014,388162
European Union (27) (FAO),,2015,397185
European Union (27) (FAO),,2016,408469
European Union (27) (FAO),,2017,426322
European Union (27) (FAO),,2018,457060
European Union (27) (FAO),,2019,459100
European Union (27) (FAO),,2020,472970
European Union (27) (FAO),,2021,475600
Finland,FIN,2018,0
Finland,FIN,2019,0
Finland,FIN,2020,0
Finland,FIN,2021,0
Georgia,GEO,1992,24500
Georgia,GEO,1993,22200
Georgia,GEO,1994,22200
Georgia,GEO,1995,22400
Georgia,GEO,1996,22800
Georgia,GEO,1997,22700
Georgia,GEO,1998,22800
Georgia,GEO,1999,23800
Georgia,GEO,2000,24400
Georgia,GEO,2001,23900
Georgia,GEO,2002,24100
Georgia,GEO,2003,24100
Georgia,GEO,2004,22300
Georgia,GEO,2005,22000
Georgia,GEO,2006,19400
Georgia,GEO,2007,18400
Georgia,GEO,2008,17900
Georgia,GEO,2009,16900
Georgia,GEO,2010,17000
Georgia,GEO,2011,17100
Georgia,GEO,2012,17200
Georgia,GEO,2013,18200
Georgia,GEO,2014,19300
Georgia,GEO,2015,19300
Georgia,GEO,2016,18822
Georgia,GEO,2017,18668
Georgia,GEO,2018,19243
Georgia,GEO,2019,19588
Georgia,GEO,2020,19779
Georgia,GEO,2021,19969
Germany,DEU,1991,0
Germany,DEU,1992,0
Germany,DEU,1993,0
Germany,DEU,1994,0
Germany,DEU,1995,0
Germany,DEU,1996,0
Germany,DEU,1997,0
Germany,DEU,1998,0
Germany,DEU,1999,0
Germany,DEU,2000,0
Germany,DEU,2001,0
Germany,DEU,2002,0
Germany,DEU,2003,0
Germany,DEU,2004,0
Germany,DEU,2005,0
Germany,DEU,2006,0
Germany,DEU,2007,0
Germany,DEU,2008,0
Germany,DEU,2009,0
Germany,DEU,2010,4200
Germany,DEU,2011,4574
Germany,DEU,2012,4975
Germany,DEU,2013,5475
Germany,DEU,2014,6507
Germany,DEU,2015,7972
Germany,DEU,2016,7972
Germany,DEU,2017,8674
Germany,DEU,2018,9610
Germany,DEU,2019,10110
Germany,DEU,2020,10700
Germany,DEU,2021,11220
Greece,GRC,1961,70605
Greece,GRC,1962,61000
Greece,GRC,1963,57000
Greece,GRC,1964,51000
Greece,GRC,1965,43000
Greece,GRC,1966,37832
Greece,GRC,1967,33226
Greece,GRC,1968,26965
Greece,GRC,1969,22723
Greece,GRC,1970,17679
Greece,GRC,1971,13617
Greece,GRC,1972,10318
Greece,GRC,1973,7817
Greece,GRC,1974,7272
Greece,GRC,1975,6514
Greece,GRC,1976,5022
Greece,GRC,1977,3854
Greece,GRC,1978,2732
Greece,GRC,1979,2218
Greece,GRC,1980,1628
Greece,GRC,1981,1113
Greece,GRC,1982,1070
Greece,GRC,1983,860
Greece,GRC,1984,825
Greece,GRC,1985,832
Greece,GRC,1986,776
Greece,GRC,1987,832
Greece,GRC,1988,828
Greece,GRC,1989,837
Greece,GRC,1990,773
Greece,GRC,1991,769
Greece,GRC,1992,939
Greece,GRC,1993,888
Greece,GRC,1994,902
Greece,GRC,1995,692
Greece,GRC,1996,711
Greece,GRC,1997,735
Greece,GRC,1998,788
Greece,GRC,1999,865
Greece,GRC,2000,877
Greece,GRC,2001,975
Greece,GRC,2002,1009
Greece,GRC,2003,1024
Greece,GRC,2004,1110
Greece,GRC,2005,1290
Greece,GRC,2006,1237
Greece,GRC,2007,1389
Greece,GRC,2008,1643
Greece,GRC,2009,1764
Greece,GRC,2010,1785
Greece,GRC,2011,1847
Greece,GRC,2012,2137
Greece,GRC,2013,2167
Greece,GRC,2014,2339
Greece,GRC,2015,5200
Greece,GRC,2016,4533
Greece,GRC,2017,4583
Greece,GRC,2018,4000
Greece,GRC,2019,4000
Greece,GRC,2020,7000
Greece,GRC,2021,6000
High-income countries,,1961,437481
High-income countries,,1962,435052
High-income countries,,1963,426721
High-income countries,,1964,405959
High-income countries,,1965,387855
High-income countries,,1966,377388
High-income countries,,1967,361910
High-income countries,,1968,337725
High-income countries,,1969,322844
High-income countries,,1970,305242
High-income countries,,1971,283890
High-income countries,,1972,258583
High-income countries,,1973,250483
High-income countries,,1974,245568
High-income countries,,1975,242218
High-income countries,,1976,230089
High-income countries,,1977,216553
High-income countries,,1978,189758
High-income countries,,1979,180422
High-income countries,,1980,174772
High-income countries,,1981,178052
High-income countries,,1982,178055
High-income countries,,1983,175023
High-income countries,,1984,173719
High-income countries,,1985,161185
High-income countries,,1986,152961
High-income countries,,1987,152729
High-income countries,,1988,154477
High-income countries,,1989,155026
High-income countries,,1990,151062
High-income countries,,1991,127861
High-income countries,,1992,112747
High-income countries,,1993,129650
High-income countries,,1994,125750
High-income countries,,1995,131287
High-income countries,,1996,169946
High-income countries,,1997,171939
High-income countries,,1998,182893
High-income countries,,1999,221516
High-income countries,,2000,201494
High-income countries,,2001,201004
High-income countries,,2002,211568
High-income countries,,2003,202739
High-income countries,,2004,240090
High-income countries,,2005,226161
High-income countries,,2006,220460
High-income countries,,2007,246521
High-income countries,,2008,323376
High-income countries,,2009,359949
High-income countries,,2010,385219
High-income countries,,2011,373397
High-income countries,,2012,368339
High-income countries,,2013,422228
High-income countries,,2014,389725
High-income countries,,2015,399606
High-income countries,,2016,409383
High-income countries,,2017,425543
High-income countries,,2018,433380
High-income countries,,2019,434168
High-income countries,,2020,444176
High-income countries,,2021,445328
Hong Kong,HKG,1961,2000
Hong Kong,HKG,1962,1760
Hong Kong,HKG,1963,1670
Hong Kong,HKG,1964,1450
Hong Kong,HKG,1965,1287
Hong Kong,HKG,1966,1451
Hong Kong,HKG,1967,1234
Hong Kong,HKG,1968,1232
Hong Kong,HKG,1969,1120
Hong Kong,HKG,1970,1070
Hong Kong,HKG,1971,1350
Hong Kong,HKG,1972,1079
Hong Kong,HKG,1973,1130
Hong Kong,HKG,1974,1000
Hong Kong,HKG,1975,590
Hong Kong,HKG,1976,610
Hong Kong,HKG,1977,570
Hong Kong,HKG,1978,540
Hong Kong,HKG,1979,500
Hong Kong,HKG,1980,140
Hong Kong,HKG,1981,150
Hong Kong,HKG,1982,40
Hong Kong,HKG,1983,50
Hong Kong,HKG,1984,60
Hong Kong,HKG,1985,80
Hong Kong,HKG,1986,90
