Answer Page,Metric,Company,Year,Value,Source Page,Answer ID,Original Source,Source Count,Comments,ISIN
https://wikirate.org/~8076125,KnowTheChain+5.1 Worker Engagement,Unilever,2020,50,https://wikirate.org/~8069649,8076125.0,,2.0,,GB00B10RZP78;NL0000388684;NL0000388726;NL0000388742;NL0015000S61;NL0015000YS1;NL0015000ZW0;NL00150016G8;NL0015001BD9;NL0015001FI9;NL0015001L26;NL0015001S78;NL0015001YU5;NL00150023K6;US013078AA81;US9047677045
https://wikirate.org/KnowTheChain+5_1_Worker_Engagement+Aileen_Rob+Unilever+2020,KnowTheChain+5.1 Worker Engagement+Aileen Rob,Unilever,2020,5,,,,,,GB00B10RZP78;NL0000388684;NL0000388726;NL0000388742;NL0015000S61;NL0015000YS1;NL0015000ZW0;NL00150016G8;NL0015001BD9;NL0015001FI9;NL0015001L26;NL0015001S78;NL0015001YU5;NL00150023K6;US013078AA81;US9047677045
https://wikirate.org/~8073471,KnowTheChain+5.2 Freedom of Association,Unilever,2020,50,https://wikirate.org/~8069649,8073471.0,,2.0,,GB00B10RZP78;NL0000388684;NL0000388726;NL0000388742;NL0015000S61;NL0015000YS1;NL0015000ZW0;NL00150016G8;NL0015001BD9;NL0015001FI9;NL0015001L26;NL0015001S78;NL0015001YU5;NL00150023K6;US013078AA81;US9047677045
https://wikirate.org/KnowTheChain+5_2_Freedom_of_Association+Aileen_Rob+Unilever+2020,KnowTheChain+5.2 Freedom of Association+Aileen Rob,Unilever,2020,5,,,,,,GB00B10RZP78;NL0000388684;NL0000388726;NL0000388742;NL0015000S61;NL0015000YS1;NL0015000ZW0;NL00150016G8;NL0015001BD9;NL0015001FI9;NL0015001L26;NL0015001S78;NL0015001YU5;NL00150023K6;US013078AA81;US9047677045
https://wikirate.org/~8073837,KnowTheChain+5.3 Grievance Mechanism,Unilever,2020,50,https://wikirate.org/~8069649,8073837.0,,2.0,,GB00B10RZP78;NL0000388684;NL0000388726;NL0000388742;NL0015000S61;NL0015000YS1;NL0015000ZW0;NL00150016G8;NL0015001BD9;NL0015001FI9;NL0015001L26;NL0015001S78;NL0015001YU5;NL00150023K6;US013078AA81;US9047677045
https://wikirate.org/KnowTheChain+5_3_Grievance_Mechanism+Aileen_Rob+Unilever+2020,KnowTheChain+5.3 Grievance Mechanism+Aileen Rob,Unilever,2020,5,,,,,,GB00B10RZP78;NL0000388684;NL0000388726;NL0000388742;NL0015000S61;NL0015000YS1;NL0015000ZW0;NL00150016G8;NL0015001BD9;NL0015001FI9;NL0015001L26;NL0015001S78;NL0015001YU5;NL00150023K6;US013078AA81;US9047677045
https://wikirate.org/KnowTheChain+5_Worker_Voice+Unilever+2020,KnowTheChain+5. Worker Voice,Unilever,2020,5.0,,,,,,GB00B10RZP78;NL0000388684;NL0000388726;NL0000388742;NL0015000S61;NL0015000YS1;NL0015000ZW0;NL00150016G8;NL0015001BD9;NL0015001FI9;NL0015001L26;NL0015001S78;NL0015001YU5;NL00150023K6;US013078AA81;US9047677045
https://wikirate.org/~8074063,KnowTheChain+6.1 Monitoring Process,Unilever,2020,70,https://wikirate.org/~8069649,8074063.0,,2.0,,GB00B10RZP78;NL0000388684;NL0000388726;NL0000388742;NL0015000S61;NL0015000YS1;NL0015000ZW0;NL00150016G8;NL0015001BD9;NL0015001FI9;NL0015001L26;NL0015001S78;NL0015001YU5;NL00150023K6;US013078AA81;US9047677045
https://wikirate.org/KnowTheChain+6_1_Monitoring_Process+Aileen_Rob+Unilever+2020,KnowTheChain+6.1 Monitoring Process+Aileen Rob,Unilever,2020,7,,,,,,GB00B10RZP78;NL0000388684;NL0000388726;NL0000388742;NL0015000S61;NL0015000YS1;NL0015000ZW0;NL00150016G8;NL0015001BD9;NL0015001FI9;NL0015001L26;NL0015001S78;NL0015001YU5;NL00150023K6;US013078AA81;US9047677045
https://wikirate.org/~8074281,KnowTheChain+6.2 Monitoring Disclosure,Unilever,2020,40,https://wikirate.org/~8069649,8074281.0,,2.0,,GB00B10RZP78;NL0000388684;NL0000388726;NL0000388742;NL0015000S61;NL0015000YS1;NL0015000ZW0;NL00150016G8;NL0015001BD9;NL0015001FI9;NL0015001L26;NL0015001S78;NL0015001YU5;NL00150023K6;US013078AA81;US9047677045
https://wikirate.org/KnowTheChain+6_2_Monitoring_Disclosure+Aileen_Rob+Unilever+2020,KnowTheChain+6.2 Monitoring Disclosure+Aileen Rob,Unilever,2020,4,,,,,,GB00B10RZP78;NL0000388684;NL0000388726;NL0000388742;NL0015000S61;NL0015000YS1;NL0015000ZW0;NL00150016G8;NL0015001BD9;NL0015001FI9;NL0015001L26;NL0015001S78;NL0015001YU5;NL00150023K6;US013078AA81;US9047677045
https://wikirate.org/KnowTheChain+6_Monitoring+Unilever+2020,KnowTheChain+6. Monitoring,Unilever,2020,5.5,,,,,,GB00B10RZP78;NL0000388684;NL0000388726;NL0000388742;NL0015000S61;NL0015000YS1;NL0015000ZW0;NL00150016G8;NL0015001BD9;NL0015001FI9;NL0015001L26;NL0015001S78;NL0015001YU5;NL00150023K6;US013078AA81;US9047677045
https://wikirate.org/~8074496,KnowTheChain+7.1 Corrective Action Plans,Unilever,2020,100,https://wikirate.org/~8069649,8074496.0,,2.0,,GB00B10RZP78;NL0000388684;NL0000388726;NL0000388742;NL0015000S61;NL0015000YS1;NL0015000ZW0;NL00150016G8;NL0015001BD9;NL0015001FI9;NL0015001L26;NL0015001S78;NL0015001YU5;NL00150023K6;US013078AA81;US9047677045
https://wikirate.org/KnowTheChain+7_1_Corrective_Action_Plans+Aileen_Rob+Unilever+2020,KnowTheChain+7.1 Corrective Action Plans+Aileen Rob,Unilever,2020,10,,,,,,GB00B10RZP78;NL0000388684;NL0000388726;NL0000388742;NL0015000S61;NL0015000YS1;NL0015000ZW0;NL00150016G8;NL0015001BD9;NL0015001FI9;NL0015001L26;NL0015001S78;NL0015001YU5;NL00150023K6;US013078AA81;US9047677045
https://wikirate.org/~8074711,KnowTheChain+7.2 Remedy Programs,Unilever,2020,0,https://wikirate.org/~8069649,8074711.0,,2.0,,GB00B10RZP78;NL0000388684;NL0000388726;NL0000388742;NL0015000S61;NL0015000YS1;NL0015000ZW0;NL00150016G8;NL0015001BD9;NL0015001FI9;NL0015001L26;NL0015001S78;NL0015001YU5;NL00150023K6;US013078AA81;US9047677045
https://wikirate.org/KnowTheChain+7_2_Remedy_Programs+Aileen_Rob+Unilever+2020,KnowTheChain+7.2 Remedy Programs+Aileen Rob,Unilever,2020,0,,,,,,GB00B10RZP78;NL0000388684;NL0000388726;NL0000388742;NL0015000S61;NL0015000YS1;NL0015000ZW0;NL00150016G8;NL0015001BD9;NL0015001FI9;NL0015001L26;NL0015001S78;NL0015001YU5;NL00150023K6;US013078AA81;US9047677045
https://wikirate.org/KnowTheChain+7_Remedy+Unilever+2020,KnowTheChain+7. Remedy,Unilever,2020,5.0,,,,,,GB00B10RZP78;NL0000388684;NL0000388726;NL0000388742;NL0015000S61;NL0015000YS1;NL0015000ZW0;NL00150016G8;NL0015001BD9;NL0015001FI9;NL0015001L26;NL0015001S78;NL0015001YU5;NL00150023K6;US013078AA81;US9047677045
https://wikirate.org/~5713566,Poverty Footprint+Access to Healthcare for Work-related Incidents,Unilever,2018,Unknown,https://wikirate.org/~5713549,5713566.0,https://www.unilever.com/sustainable-living/enhancing-livelihoods/fairness-in-the-workplace/improving-employee-health-nutrition-and-well-being/our-employee-health-programme/,1.0,,GB00B10RZP78;NL0000388684;NL0000388726;NL0000388742;NL0015000S61;NL0015000YS1;NL0015000ZW0;NL00150016G8;NL0015001BD9;NL0015001FI9;NL0015001L26;NL0015001S78;NL0015001YU5;NL00150023K6;US013078AA81;US9047677045
https://wikirate.org/~6805625,Poverty Footprint+Access to Healthcare for Work-related Incidents,Unilever,2019,Unknown,https://wikirate.org/~6805607,6805625.0,"https://www.unilever.com/sustainable-living/enhancing-livelihoods/fairness-in-the-workplace/improving-employee-health-and-well-being/our-health-and-well-being-programmes-in-action/#:~:text=Leading%20the%20way%20through%20Lamplighter,(see%20Targets%20%26%20performance).&text=Programmes%20such%20as%20this%20have,term%20health%20and%20business%20benefits.",1.0,Information is not declared in 2019 reports Chloe Hunter[https://wikirate.org/Chloe_Hunter].....2021-02-05 16:14:22 UTC,GB00B10RZP78;NL0000388684;NL0000388726;NL0000388742;NL0015000S61;NL0015000YS1;NL0015000ZW0;NL00150016G8;NL0015001BD9;NL0015001FI9;NL0015001L26;NL0015001S78;NL0015001YU5;NL00150023K6;US013078AA81;US9047677045
https://wikirate.org/~12127482,Poverty Footprint+Access to Healthcare for Work-related Incidents,Unilever,2020,Unknown,https://wikirate.org/~12112648,12127482.0,https://assets.unilever.com/files/92ui5egz/production/0ead3d5a36007724459bb1acbf437a190cfc2e42.pdf/unilever-human-rights-report-2020.pdf,1.0,,GB00B10RZP78;NL0000388684;NL0000388726;NL0000388742;NL0015000S61;NL0015000YS1;NL0015000ZW0;NL00150016G8;NL0015001BD9;NL0015001FI9;NL0015001L26;NL0015001S78;NL0015001YU5;NL00150023K6;US013078AA81;US9047677045
https://wikirate.org/~123586,Access to Nutrition Index+Access to Nutrition Overall Score,Unilever,2013,6.1,https://wikirate.org/~123549,123586.0,http://www.accesstonutrition.org/unilever-0,1.0,,GB00B10RZP78;NL0000388684;NL0000388726;NL0000388742;NL0015000S61;NL0015000YS1;NL0015000ZW0;NL00150016G8;NL0015001BD9;NL0015001FI9;NL0015001L26;NL0015001S78;NL0015001YU5;NL00150023K6;US013078AA81;US9047677045
https://wikirate.org/~123570,Access to Nutrition Index+Accessibility Score,Unilever,2013,6.5,https://wikirate.org/~123549,123570.0,http://www.accesstonutrition.org/unilever-0,1.0,,GB00B10RZP78;NL0000388684;NL0000388726;NL0000388742;NL0015000S61;NL0015000YS1;NL0015000ZW0;NL00150016G8;NL0015001BD9;NL0015001FI9;NL0015001L26;NL0015001S78;NL0015001YU5;NL00150023K6;US013078AA81;US9047677045
https://wikirate.org/~14343935,Net Zero Tracker+Accountability,Unilever,2022,Yes,https://wikirate.org/~16368304,14343935.0,https://zerotracker.net/,2.0,,GB00B10RZP78;NL0000388684;NL0000388726;NL0000388742;NL0015000S61;NL0015000YS1;NL0015000ZW0;NL00150016G8;NL0015001BD9;NL0015001FI9;NL0015001L26;NL0015001S78;NL0015001YU5;NL00150023K6;US013078AA81;US9047677045
https://wikirate.org/~8069164,Commons+Address,Unilever,2021,Port Sunlight Wirral Merseyside CH62 4ZD,https://wikirate.org/~8066337,8069164.0,https://downloads.modern-slavery-statement-registry.service.gov.uk/publicdownloads/StatementSummaries2021.csv,1.0,,GB00B10RZP78;NL0000388684;NL0000388726;NL0000388742;NL0015000S61;NL0015000YS1;NL0015000ZW0;NL00150016G8;NL0015001BD9;NL0015001FI9;NL0015001L26;NL0015001S78;NL0015001YU5;NL00150023K6;US013078AA81;US9047677045
https://wikirate.org/~123503,PETA+Animal Testing,Unilever,2015,Yes,https://wikirate.org/~67187,123503.0,http://features.peta.org//cruelty-free-company-search/cruelty_free_companies_search.aspx?Donottest=-1&Product=0&Dotest=8&Regchange=-1&Country=-1&Keyword=,1.0,,GB00B10RZP78;NL0000388684;NL0000388726;NL0000388742;NL0015000S61;NL0015000YS1;NL0015000ZW0;NL00150016G8;NL0015001BD9;NL0015001FI9;NL0015001L26;NL0015001S78;NL0015001YU5;NL00150023K6;US013078AA81;US9047677045
https://wikirate.org/~14343955,Net Zero Tracker+Annual Revenue,Unilever,2022,57800000000.0,https://wikirate.org/~16368304,14343955.0,https://zerotracker.net/,2.0,,GB00B10RZP78;NL0000388684;NL0000388726;NL0000388742;NL0015000S61;NL0015000YS1;NL0015000ZW0;NL00150016G8;NL0015001BD9;NL0015001FI9;NL0015001L26;NL0015001S78;NL0015001YU5;NL00150023K6;US013078AA81;US9047677045
https://wikirate.org/GreenDex+Annual_Revenue+Unilever+2000,GreenDex+Annual Revenue,Unilever,2000,40442528949,,,,,,GB00B10RZP78;NL0000388684;NL0000388726;NL0000388742;NL0015000S61;NL0015000YS1;NL0015000ZW0;NL00150016G8;NL0015001BD9;NL0015001FI9;NL0015001L26;NL0015001S78;NL0015001YU5;NL00150023K6;US013078AA81;US9047677045
https://wikirate.org/GreenDex+Annual_Revenue+Unilever+2001,GreenDex+Annual Revenue,Unilever,2001,46774957614,,,,,,GB00B10RZP78;NL0000388684;NL0000388726;NL0000388742;NL0015000S61;NL0015000YS1;NL0015000ZW0;NL00150016G8;NL0015001BD9;NL0015001FI9;NL0015001L26;NL0015001S78;NL0015001YU5;NL00150023K6;US013078AA81;US9047677045
https://wikirate.org/GreenDex+Annual_Revenue+Unilever+2002,GreenDex+Annual Revenue,Unilever,2002,45954000000,,,,,,GB00B10RZP78;NL0000388684;NL0000388726;NL0000388742;NL0015000S61;NL0015000YS1;NL0015000ZW0;NL00150016G8;NL0015001BD9;NL0015001FI9;NL0015001L26;NL0015001S78;NL0015001YU5;NL00150023K6;US013078AA81;US9047677045
