Answer Page,Metric,Company,Year,Value,Source Page,Answer ID,Original Source,Source Count,Comments,ISIN
https://wikirate.org/Walk_Free+Company_size+Cranswick_PLC+2023,Walk Free+Company size,Cranswick PLC,2023,Large,,,,,,GB0002318888;US2245941016
https://wikirate.org/~16176011,ShareAction+Contract Types Breakdown - Full-time,Cranswick PLC,2022,11000,https://wikirate.org/~15958893,16176011.0,,1.0,,GB0002318888;US2245941016
https://wikirate.org/~16177840,ShareAction+Contract Types Non-employees - Agency workers,Cranswick PLC,2022,3000,https://wikirate.org/~15958893,16177840.0,,1.0,,GB0002318888;US2245941016
https://wikirate.org/Core+Country+Cranswick_PLC+2019,Core+Country,Cranswick PLC,2019,United Kingdom,,,,,,GB0002318888;US2245941016
https://wikirate.org/GreenDex+Country+Cranswick_PLC+2019,GreenDex+Country,Cranswick PLC,2019,United Kingdom,,,,,,GB0002318888;US2245941016
https://wikirate.org/~16179726,ShareAction+Direct Operations Parental Leave,Cranswick PLC,2022,Yes,https://wikirate.org/~15958893,16179726.0,,1.0,,GB0002318888;US2245941016
https://wikirate.org/~16187714,ShareAction+Discrimination and Harassment Policy,Cranswick PLC,2022,Yes,https://wikirate.org/~15958893,16187714.0,,1.0,,GB0002318888;US2245941016
https://wikirate.org/Commons+Employee+Cranswick_PLC+2018,Commons+Employee,Cranswick PLC,2018,Less than 250,,,,,,GB0002318888;US2245941016
https://wikirate.org/Commons+Employee+Cranswick_PLC+2020,Commons+Employee,Cranswick PLC,2020,Less than 250,,,,,,GB0002318888;US2245941016
https://wikirate.org/GreenDex+Employee_Deaths+Cranswick_PLC+2022,GreenDex+Employee Deaths,Cranswick PLC,2022,0,,,,,,GB0002318888;US2245941016
https://wikirate.org/~9611556,GOV.UK Gender Pay Gap Service+Employer Size,Cranswick PLC,2018,Less than 250,https://wikirate.org/~8767324,9611556.0,https://gender-pay-gap.service.gov.uk/viewing/download-data/2018,1.0,,GB0002318888;US2245941016
https://wikirate.org/~9626888,GOV.UK Gender Pay Gap Service+Employer Size,Cranswick PLC,2020,Less than 250,https://wikirate.org/~8767440,9626888.0,https://gender-pay-gap.service.gov.uk/viewing/download-data/2020,1.0,,GB0002318888;US2245941016
https://wikirate.org/Apparel_Research_Group+Environmental_Initiatives_Commitments_Certifications_Participation+Cranswick_PLC+2018,"Apparel Research Group+Environmental Initiatives, Commitments & Certifications Participation",Cranswick PLC,2018,Yes,,,,,,GB0002318888;US2245941016
https://wikirate.org/Apparel_Research_Group+Environmental_Initiatives_Commitments_Certifications_Participation+Cranswick_PLC+2019,"Apparel Research Group+Environmental Initiatives, Commitments & Certifications Participation",Cranswick PLC,2019,Yes,,,,,,GB0002318888;US2245941016
https://wikirate.org/Apparel_Research_Group+Environmental_Initiatives_Commitments_Certifications_Participation+Cranswick_PLC+2020,"Apparel Research Group+Environmental Initiatives, Commitments & Certifications Participation",Cranswick PLC,2020,Yes,,,,,,GB0002318888;US2245941016
https://wikirate.org/Apparel_Research_Group+Environmental_Initiatives_Commitments_Certifications_Participation+Apparel_Research_Group+Cranswick_PLC+2018,"Apparel Research Group+Environmental Initiatives, Commitments & Certifications Participation+Apparel Research Group",Cranswick PLC,2018,10.0,,,,,,GB0002318888;US2245941016
https://wikirate.org/Apparel_Research_Group+Environmental_Initiatives_Commitments_Certifications_Participation+Apparel_Research_Group+Cranswick_PLC+2019,"Apparel Research Group+Environmental Initiatives, Commitments & Certifications Participation+Apparel Research Group",Cranswick PLC,2019,10.0,,,,,,GB0002318888;US2245941016
https://wikirate.org/Apparel_Research_Group+Environmental_Initiatives_Commitments_Certifications_Participation+Apparel_Research_Group+Cranswick_PLC+2020,"Apparel Research Group+Environmental Initiatives, Commitments & Certifications Participation+Apparel Research Group",Cranswick PLC,2020,10.0,,,,,,GB0002318888;US2245941016
https://wikirate.org/Walk_Free+Financial_Services_Sector+Cranswick_PLC+2017,Walk Free+Financial Services Sector,Cranswick PLC,2017,No,,,,,,GB0002318888;US2245941016
https://wikirate.org/Walk_Free+Financial_Services_Sector+Cranswick_PLC+2020,Walk Free+Financial Services Sector,Cranswick PLC,2020,No,,,,,,GB0002318888;US2245941016
https://wikirate.org/Walk_Free+Financial_Services_Sector+Cranswick_PLC+2021,Walk Free+Financial Services Sector,Cranswick PLC,2021,No,,,,,,GB0002318888;US2245941016
https://wikirate.org/Walk_Free+Financial_Services_Sector+Cranswick_PLC+2022,Walk Free+Financial Services Sector,Cranswick PLC,2022,No,,,,,,GB0002318888;US2245941016
https://wikirate.org/Walk_Free+Financial_Services_Sector+Cranswick_PLC+2023,Walk Free+Financial Services Sector,Cranswick PLC,2023,No,,,,,,GB0002318888;US2245941016
https://wikirate.org/Walk_Free+Food_Beverages_Sector+Cranswick_PLC+2017,Walk Free+Food & Beverages Sector,Cranswick PLC,2017,No,,,,,,GB0002318888;US2245941016
https://wikirate.org/Walk_Free+Food_Beverages_Sector+Cranswick_PLC+2020,Walk Free+Food & Beverages Sector,Cranswick PLC,2020,Yes,,,,,,GB0002318888;US2245941016
https://wikirate.org/Walk_Free+Food_Beverages_Sector+Cranswick_PLC+2021,Walk Free+Food & Beverages Sector,Cranswick PLC,2021,Yes,,,,,,GB0002318888;US2245941016
https://wikirate.org/Walk_Free+Food_Beverages_Sector+Cranswick_PLC+2022,Walk Free+Food & Beverages Sector,Cranswick PLC,2022,No,,,,,,GB0002318888;US2245941016
https://wikirate.org/Walk_Free+Food_Beverages_Sector+Cranswick_PLC+2023,Walk Free+Food & Beverages Sector,Cranswick PLC,2023,Yes,,,,,,GB0002318888;US2245941016
https://wikirate.org/~16196417,ShareAction+Freedom of association and collective bargaining,Cranswick PLC,2022,100,https://wikirate.org/~15958893,16196417.0,,1.0,,GB0002318888;US2245941016
https://wikirate.org/Walk_Free+Garment_Sector+Cranswick_PLC+2017,Walk Free+Garment Sector,Cranswick PLC,2017,No,,,,,,GB0002318888;US2245941016
https://wikirate.org/Walk_Free+Garment_Sector+Cranswick_PLC+2020,Walk Free+Garment Sector,Cranswick PLC,2020,No,,,,,,GB0002318888;US2245941016
https://wikirate.org/Walk_Free+Garment_Sector+Cranswick_PLC+2021,Walk Free+Garment Sector,Cranswick PLC,2021,No,,,,,,GB0002318888;US2245941016
https://wikirate.org/Walk_Free+Garment_Sector+Cranswick_PLC+2022,Walk Free+Garment Sector,Cranswick PLC,2022,No,,,,,,GB0002318888;US2245941016
https://wikirate.org/Walk_Free+Garment_Sector+Cranswick_PLC+2023,Walk Free+Garment Sector,Cranswick PLC,2023,No,,,,,,GB0002318888;US2245941016
https://wikirate.org/~16170697,ShareAction+Governance Structure and Management,Cranswick PLC,2022,"Diversity and Inclusion, Attracting and retaining workers, Mental health in the workplace, Human rights, Human Resources, Grievance and whistle blowing processes, Gender pay equity, Forced labour and modern slavery and human trafficking",https://wikirate.org/~15958893,16170697.0,,1.0,,GB0002318888;US2245941016
https://wikirate.org/Apparel_Research_Group+Grievance_mechanism+Cranswick_PLC+2018,Apparel Research Group+Grievance mechanism,Cranswick PLC,2018,No,,,,,,GB0002318888;US2245941016
https://wikirate.org/Apparel_Research_Group+Grievance_mechanism+Cranswick_PLC+2019,Apparel Research Group+Grievance mechanism,Cranswick PLC,2019,No,,,,,,GB0002318888;US2245941016
https://wikirate.org/Apparel_Research_Group+Grievance_mechanism+Cranswick_PLC+2020,Apparel Research Group+Grievance mechanism,Cranswick PLC,2020,No,,,,,,GB0002318888;US2245941016
https://wikirate.org/Core+Headquarters_Location+Cranswick_PLC+2019,Core+Headquarters Location,Cranswick PLC,2019,United Kingdom,,,,,,GB0002318888;US2245941016
https://wikirate.org/Walk_Free+Hospitality_Sector+Cranswick_PLC+2017,Walk Free+Hospitality Sector,Cranswick PLC,2017,No,,,,,,GB0002318888;US2245941016
https://wikirate.org/Walk_Free+Hospitality_Sector+Cranswick_PLC+2020,Walk Free+Hospitality Sector,Cranswick PLC,2020,No,,,,,,GB0002318888;US2245941016
https://wikirate.org/Walk_Free+Hospitality_Sector+Cranswick_PLC+2021,Walk Free+Hospitality Sector,Cranswick PLC,2021,No,,,,,,GB0002318888;US2245941016
https://wikirate.org/Walk_Free+Hospitality_Sector+Cranswick_PLC+2022,Walk Free+Hospitality Sector,Cranswick PLC,2022,No,,,,,,GB0002318888;US2245941016
https://wikirate.org/Walk_Free+Hospitality_Sector+Cranswick_PLC+2023,Walk Free+Hospitality Sector,Cranswick PLC,2023,No,,,,,,GB0002318888;US2245941016
https://wikirate.org/~16172282,ShareAction+Human Rights Due Diligence,Cranswick PLC,2022,Yes,https://wikirate.org/~15958893,16172282.0,,1.0,,GB0002318888;US2245941016
https://wikirate.org/~16186174,ShareAction+Human Rights Policy Commitment,Cranswick PLC,2022,"A commitment to respect all internationally recognised human rights that is approved at Board level, A commitment to prohibiting and identifying and preventing forced labour and modern slavery and human trafficking in its operations and supply chains",https://wikirate.org/~15958893,16186174.0,,1.0,,GB0002318888;US2245941016
https://wikirate.org/Core+ILO_Region+Cranswick_PLC+2019,Core+ILO Region,Cranswick PLC,2019,Europe and Central Asia,,,,,,GB0002318888;US2245941016
https://wikirate.org/Commons+Industry+Cranswick_PLC+2019,Commons+Industry,Cranswick PLC,2019,M,,,,,,GB0002318888;US2245941016
https://wikirate.org/ISIC+Industry_Class+Cranswick_PLC+2018,ISIC+Industry Class,Cranswick PLC,2018,7010,,,,,,GB0002318888;US2245941016
https://wikirate.org/~3779258,OpenCorporates+Industry Class,Cranswick PLC,2018,7010,https://wikirate.org/~3779254,3779258.0,https://opencorporates.com/companies/gb/01074383,1.0,,GB0002318888;US2245941016
https://wikirate.org/ISIC+Industry_Division+Cranswick_PLC+2018,ISIC+Industry Division,Cranswick PLC,2018,70,,,,,,GB0002318888;US2245941016
https://wikirate.org/ISIC+Industry_Group+Cranswick_PLC+2018,ISIC+Industry Group,Cranswick PLC,2018,701,,,,,,GB0002318888;US2245941016
https://wikirate.org/ISIC+Industry_Section+Cranswick_PLC+2018,ISIC+Industry Section,Cranswick PLC,2018,M,,,,,,GB0002318888;US2245941016
https://wikirate.org/~16193834,ShareAction+Integrated Mental Health Risks and Safeguarding,Cranswick PLC,2022,Yes,https://wikirate.org/~15958893,16193834.0,,1.0,,GB0002318888;US2245941016
https://wikirate.org/~8535345,Home Office+MS Statement Grievance Mechanism Provisions,Cranswick PLC,2020,"Using anonymous whistleblowing services such as a helpline or mobile phone app, Through trade unions or other worker representative groups",https://wikirate.org/~8066337,8535345.0,https://downloads.modern-slavery-statement-registry.service.gov.uk/publicdownloads/StatementSummaries2021.csv,3.0,,GB0002318888;US2245941016
https://wikirate.org/~8636412,Home Office+MS Statement Includes Due Diligence,Cranswick PLC,2020,Yes,https://wikirate.org/~8066337,8636412.0,https://downloads.modern-slavery-statement-registry.service.gov.uk/publicdownloads/StatementSummaries2021.csv,3.0,,GB0002318888;US2245941016
https://wikirate.org/~13811017,Home Office+MS Statement Includes Due Diligence,Cranswick PLC,2021,Yes,https://wikirate.org/~13796764,13811017.0,,3.0,,GB0002318888;US2245941016
https://wikirate.org/~15473806,Home Office+MS Statement Includes Due Diligence,Cranswick PLC,2022,Yes,https://wikirate.org/~15408185,15473806.0,https://modern-slavery-statement-registry.service.gov.uk/statement-summary/z4Cz8Z3L/2023,2.0,,GB0002318888;US2245941016
https://wikirate.org/~20068397,Home Office+MS Statement Includes Due Diligence,Cranswick PLC,2023,Yes,https://wikirate.org/~19919553,20068397.0,https://modern-slavery-statement-registry.service.gov.uk/statement-summary/z4Cz8Z3L/2024,2.0,,GB0002318888;US2245941016
https://wikirate.org/~8736228,Home Office+MS Statement Includes Goals,Cranswick PLC,2020,No,https://wikirate.org/~8066337,8736228.0,https://downloads.modern-slavery-statement-registry.service.gov.uk/publicdownloads/StatementSummaries2021.csv,3.0,Modern Day Slavery Training for all Managers a requirement. All employees received training when joining Cranswick.,GB0002318888;US2245941016
https://wikirate.org/~13817603,Home Office+MS Statement Includes Goals,Cranswick PLC,2021,Yes,https://wikirate.org/~13796764,13817603.0,,3.0,,GB0002318888;US2245941016
https://wikirate.org/~15492048,Home Office+MS Statement Includes Goals,Cranswick PLC,2022,Yes,https://wikirate.org/~15408185,15492048.0,https://modern-slavery-statement-registry.service.gov.uk/statement-summary/z4Cz8Z3L/2023,2.0,,GB0002318888;US2245941016
https://wikirate.org/~20117628,Home Office+MS Statement Includes Goals,Cranswick PLC,2023,Yes,https://wikirate.org/~19919553,20117628.0,https://modern-slavery-statement-registry.service.gov.uk/statement-summary/z4Cz8Z3L/2024,2.0,,GB0002318888;US2245941016
https://wikirate.org/~8594984,Home Office+MS Statement Includes Org Structure,Cranswick PLC,2020,Yes,https://wikirate.org/~8066337,8594984.0,https://downloads.modern-slavery-statement-registry.service.gov.uk/publicdownloads/StatementSummaries2021.csv,2.0,,GB0002318888;US2245941016
https://wikirate.org/~13801221,Home Office+MS Statement Includes Org Structure,Cranswick PLC,2021,Yes,https://wikirate.org/~13796764,13801221.0,,3.0,,GB0002318888;US2245941016
https://wikirate.org/~15445851,Home Office+MS Statement Includes Org Structure,Cranswick PLC,2022,Yes,https://wikirate.org/~15408185,15445851.0,https://modern-slavery-statement-registry.service.gov.uk/statement-summary/z4Cz8Z3L/2023,2.0,,GB0002318888;US2245941016
https://wikirate.org/~19992239,Home Office+MS Statement Includes Org Structure,Cranswick PLC,2023,Yes,https://wikirate.org/~19919553,19992239.0,https://modern-slavery-statement-registry.service.gov.uk/statement-summary/z4Cz8Z3L/2024,2.0,,GB0002318888;US2245941016
https://wikirate.org/~8699284,Home Office+MS Statement Includes Policies,Cranswick PLC,2020,Yes,https://wikirate.org/~8066337,8699284.0,https://downloads.modern-slavery-statement-registry.service.gov.uk/publicdownloads/StatementSummaries2021.csv,3.0,,GB0002318888;US2245941016
https://wikirate.org/~13804483,Home Office+MS Statement Includes Policies,Cranswick PLC,2021,Yes,https://wikirate.org/~13796764,13804483.0,,3.0,,GB0002318888;US2245941016
https://wikirate.org/~15455631,Home Office+MS Statement Includes Policies,Cranswick PLC,2022,Yes,https://wikirate.org/~15408185,15455631.0,https://modern-slavery-statement-registry.service.gov.uk/statement-summary/z4Cz8Z3L/2023,2.0,,GB0002318888;US2245941016
https://wikirate.org/~20017873,Home Office+MS Statement Includes Policies,Cranswick PLC,2023,Yes,https://wikirate.org/~19919553,20017873.0,https://modern-slavery-statement-registry.service.gov.uk/statement-summary/z4Cz8Z3L/2024,2.0,,GB0002318888;US2245941016
https://wikirate.org/~8725279,Home Office+MS Statement Includes Risks Assessment,Cranswick PLC,2020,Yes,https://wikirate.org/~8066337,8725279.0,https://downloads.modern-slavery-statement-registry.service.gov.uk/publicdownloads/StatementSummaries2021.csv,3.0,,GB0002318888;US2245941016
https://wikirate.org/~13807743,Home Office+MS Statement Includes Risks Assessment,Cranswick PLC,2021,Yes,https://wikirate.org/~13796764,13807743.0,,3.0,,GB0002318888;US2245941016
https://wikirate.org/~15464720,Home Office+MS Statement Includes Risks Assessment,Cranswick PLC,2022,Yes,https://wikirate.org/~15408185,15464720.0,https://modern-slavery-statement-registry.service.gov.uk/statement-summary/z4Cz8Z3L/2023,2.0,,GB0002318888;US2245941016
https://wikirate.org/~20043812,Home Office+MS Statement Includes Risks Assessment,Cranswick PLC,2023,Yes,https://wikirate.org/~19919553,20043812.0,https://modern-slavery-statement-registry.service.gov.uk/statement-summary/z4Cz8Z3L/2024,2.0,,GB0002318888;US2245941016
https://wikirate.org/~8662678,Home Office+MS Statement Includes Training,Cranswick PLC,2020,Yes,https://wikirate.org/~8066337,8662678.0,https://downloads.modern-slavery-statement-registry.service.gov.uk/publicdownloads/StatementSummaries2021.csv,3.0,,GB0002318888;US2245941016
https://wikirate.org/~13814289,Home Office+MS Statement Includes Training,Cranswick PLC,2021,Yes,https://wikirate.org/~13796764,13814289.0,,3.0,,GB0002318888;US2245941016
https://wikirate.org/~15482874,Home Office+MS Statement Includes Training,Cranswick PLC,2022,Yes,https://wikirate.org/~15408185,15482874.0,https://modern-slavery-statement-registry.service.gov.uk/statement-summary/z4Cz8Z3L/2023,2.0,,GB0002318888;US2245941016
https://wikirate.org/~20092960,Home Office+MS Statement Includes Training,Cranswick PLC,2023,Yes,https://wikirate.org/~19919553,20092960.0,https://modern-slavery-statement-registry.service.gov.uk/statement-summary/z4Cz8Z3L/2024,2.0,,GB0002318888;US2245941016
https://wikirate.org/~8462414,Home Office+MS Statement Policies Provisions,Cranswick PLC,2020,"Freedom of workers to terminate employment, Freedom of movement, Freedom of association, Prohibits any threat of violence/ harassment and intimidation, Prohibits the use of worker-paid recruitment fees, Prohibits compulsory overtime, Prohibits child labour, Prohibits discrimination, Prohibits confiscation of workers original identification documents, Provides access to remedy/ compensation and justice for victims of modern slavery",https://wikirate.org/~8066337,8462414.0,https://downloads.modern-slavery-statement-registry.service.gov.uk/publicdownloads/StatementSummaries2021.csv,3.0,,GB0002318888;US2245941016
https://wikirate.org/~8520374,Home Office+MS Statement Social Audit Provisions,Cranswick PLC,2020,"Audit conducted by own staff, Third party audit arranged by own organization, Announced audit, Unannounced audit",https://wikirate.org/~8066337,8520374.0,https://downloads.modern-slavery-statement-registry.service.gov.uk/publicdownloads/StatementSummaries2021.csv,3.0,,GB0002318888;US2245941016
https://wikirate.org/~8480097,Home Office+MS Statement Training Provisions,Cranswick PLC,2020,"Whole organization, Other",https://wikirate.org/~8066337,8480097.0,https://downloads.modern-slavery-statement-registry.service.gov.uk/publicdownloads/StatementSummaries2021.csv,3.0,Managers all required to complete Modern Day slavery awareness course,GB0002318888;US2245941016
https://wikirate.org/~8506169,Home Office+MS Statement Working Conditions Engagement,Cranswick PLC,2020,"Trade unions or worker representative groups, Workers within own organization",https://wikirate.org/~8066337,8506169.0,https://downloads.modern-slavery-statement-registry.service.gov.uk/publicdownloads/StatementSummaries2021.csv,3.0,,GB0002318888;US2245941016
https://wikirate.org/~8919240,GOV.UK Gender Pay Gap Service+Mean Gender Pay Gap (Bonus Pay),Cranswick PLC,2018,100.0,https://wikirate.org/~8767324,8919240.0,https://gender-pay-gap.service.gov.uk/viewing/download-data/2018,1.0,,GB0002318888;US2245941016
https://wikirate.org/~8933736,GOV.UK Gender Pay Gap Service+Mean Gender Pay Gap (Bonus Pay),Cranswick PLC,2020,0.0,https://wikirate.org/~8767440,8933736.0,https://gender-pay-gap.service.gov.uk/viewing/download-data/2020,1.0,,GB0002318888;US2245941016
https://wikirate.org/GreenDex+Mean_Gender_Pay_Gap_Bonus_Pay+Cranswick_PLC+2018,GreenDex+Mean Gender Pay Gap (Bonus Pay),Cranswick PLC,2018,100.0,,,,,,GB0002318888;US2245941016
https://wikirate.org/GreenDex+Mean_Gender_Pay_Gap_Bonus_Pay+Cranswick_PLC+2020,GreenDex+Mean Gender Pay Gap (Bonus Pay),Cranswick PLC,2020,0.0,,,,,,GB0002318888;US2245941016
https://wikirate.org/~8846748,GOV.UK Gender Pay Gap Service+Mean Gender Pay Gap (Hourly Pay),Cranswick PLC,2018,31.6,https://wikirate.org/~8767324,8846748.0,https://gender-pay-gap.service.gov.uk/viewing/download-data/2018,1.0,,GB0002318888;US2245941016
https://wikirate.org/~8862039,GOV.UK Gender Pay Gap Service+Mean Gender Pay Gap (Hourly Pay),Cranswick PLC,2020,61.8,https://wikirate.org/~8767440,8862039.0,https://gender-pay-gap.service.gov.uk/viewing/download-data/2020,1.0,,GB0002318888;US2245941016
https://wikirate.org/GreenDex+Mean_Gender_Pay_Gap_Hourly_Pay+Cranswick_PLC+2018,GreenDex+Mean Gender Pay Gap (Hourly Pay),Cranswick PLC,2018,31.6,,,,,,GB0002318888;US2245941016
https://wikirate.org/GreenDex+Mean_Gender_Pay_Gap_Hourly_Pay+Cranswick_PLC+2020,GreenDex+Mean Gender Pay Gap (Hourly Pay),Cranswick PLC,2020,61.8,,,,,,GB0002318888;US2245941016
https://wikirate.org/~8954275,GOV.UK Gender Pay Gap Service+Median Gender Pay Gap (Bonus Pay),Cranswick PLC,2018,100.0,https://wikirate.org/~8767324,8954275.0,https://gender-pay-gap.service.gov.uk/viewing/download-data/2018,1.0,,GB0002318888;US2245941016
https://wikirate.org/~8968734,GOV.UK Gender Pay Gap Service+Median Gender Pay Gap (Bonus Pay),Cranswick PLC,2020,0.0,https://wikirate.org/~8767440,8968734.0,https://gender-pay-gap.service.gov.uk/viewing/download-data/2020,1.0,,GB0002318888;US2245941016
https://wikirate.org/GreenDex+Median_Gender_Pay_Gap_Bonus_Pay+Cranswick_PLC+2018,GreenDex+Median Gender Pay Gap (Bonus Pay),Cranswick PLC,2018,100.0,,,,,,GB0002318888;US2245941016
https://wikirate.org/GreenDex+Median_Gender_Pay_Gap_Bonus_Pay+Cranswick_PLC+2020,GreenDex+Median Gender Pay Gap (Bonus Pay),Cranswick PLC,2020,0.0,,,,,,GB0002318888;US2245941016
https://wikirate.org/~8883058,GOV.UK Gender Pay Gap Service+Median Gender Pay Gap (Hourly Pay),Cranswick PLC,2018,24.1,https://wikirate.org/~8767324,8883058.0,https://gender-pay-gap.service.gov.uk/viewing/download-data/2018,1.0,,GB0002318888;US2245941016
https://wikirate.org/~8898398,GOV.UK Gender Pay Gap Service+Median Gender Pay Gap (Hourly Pay),Cranswick PLC,2020,39.7,https://wikirate.org/~8767440,8898398.0,https://gender-pay-gap.service.gov.uk/viewing/download-data/2020,1.0,,GB0002318888;US2245941016
https://wikirate.org/GreenDex+Median_Gender_Pay_Gap_Hourly_Pay+Cranswick_PLC+2018,GreenDex+Median Gender Pay Gap (Hourly Pay),Cranswick PLC,2018,24.1,,,,,,GB0002318888;US2245941016
https://wikirate.org/GreenDex+Median_Gender_Pay_Gap_Hourly_Pay+Cranswick_PLC+2020,GreenDex+Median Gender Pay Gap (Hourly Pay),Cranswick PLC,2020,39.7,,,,,,GB0002318888;US2245941016
https://wikirate.org/~16975920,ShareAction+Mental Health Risks and Safeguarding Monitoring,Cranswick PLC,2022,Unknown,https://wikirate.org/~15958893,16975920.0,,1.0,Company did not disclose publicly Marc McGowan[https://wikirate.org/Marc_McGowan].....2024-02-01 15:17:58 UTC,GB0002318888;US2245941016
https://wikirate.org/~3127210,Business & Human Rights Resource Centre+Modern Slavery Statement,Cranswick PLC,2017,Yes - UK Modern Slavery Act,https://wikirate.org/~3127205,3127210.0,,1.0,"Page 1 ""We are committed to ensuring that there is no modern slavery or human trafficking in our supply chains or in any part of our business. Our Anti-slavery Policy reflects our commitment toacting ethically and with integrity in all our business relationships and to implementing and enforcing effective systems and controls to ensure slavery and human trafficking is not taking place anywhere in our supply chains"" Xinrui Zhou[https://wikirate.org/Xinrui_Zhou].....2017-09-13 02:39:27 UTC",GB0002318888;US2245941016
https://wikirate.org/~8609256,Business & Human Rights Resource Centre+Modern Slavery Statement,Cranswick PLC,2020,Yes - UK Modern Slavery Act,https://wikirate.org/~8607660,8609256.0,https://cranswick.plc.uk/sites/default/files/Slavery%20and%20Human%20Trafficking%20Statement%202021.pdf,1.0,,GB0002318888;US2245941016
https://wikirate.org/~13793967,Business & Human Rights Resource Centre+Modern Slavery Statement,Cranswick PLC,2021,Yes - UK Modern Slavery Act,https://wikirate.org/~13788792,13793967.0,https://downloads.modern-slavery-statement-registry.service.gov.uk/pdf-published/z4Cz8Z3L/2022/Slavery-and-Human-Trafficking-Statement.pdf,1.0,,GB0002318888;US2245941016
https://wikirate.org/~15423798,Business & Human Rights Resource Centre+Modern Slavery Statement,Cranswick PLC,2022,Yes - UK Modern Slavery Act,https://wikirate.org/~15420938,15423798.0,https://downloads.modern-slavery-statement-registry.service.gov.uk/pdf-published/z4Cz8Z3L/2023/Slavery-and-Human-Trafficking-Statement.pdf,1.0,,GB0002318888;US2245941016
https://wikirate.org/~19926605,Business & Human Rights Resource Centre+Modern Slavery Statement,Cranswick PLC,2023,Yes - UK Modern Slavery Act,https://wikirate.org/~19900981,19926605.0,https://downloads.modern-slavery-statement-registry.service.gov.uk/pdf-published/z4Cz8Z3L/2024/Slavery-and-Human-Trafficking-Statement (3).pdf,1.0,,GB0002318888;US2245941016
https://wikirate.org/Business_Human_Rights_Resource_Centre+Modern_Slavery_Statement+Philipp_Kuehl+Cranswick_PLC+2017,Business & Human Rights Resource Centre+Modern Slavery Statement+Philipp Kuehl,Cranswick PLC,2017,10.0,,,,,,GB0002318888;US2245941016
https://wikirate.org/Business_Human_Rights_Resource_Centre+Modern_Slavery_Statement+Philipp_Kuehl+Cranswick_PLC+2020,Business & Human Rights Resource Centre+Modern Slavery Statement+Philipp Kuehl,Cranswick PLC,2020,10.0,,,,,,GB0002318888;US2245941016
