Answer Page,Metric,Company,Year,Value,Source Page,Answer ID,Original Source,Source Count,Comments,ISIN
https://wikirate.org/World_Benchmarking_Alliance+CSI_11_Working_hours_fundamentals+Nomad_Foods_Europe_Limited+2023,World Benchmarking Alliance+CSI 11 Working hours fundamentals,Nomad Foods Europe Limited,2023,No,,,,,,VGG6564A1057;VGG6564A1131
https://wikirate.org/World_Benchmarking_Alliance+CSI_11_Working_hours_fundamentals+World_Benchmarking_Alliance_Research_Group+Nomad_Foods_Europe_Limited+2023,World Benchmarking Alliance+CSI 11 Working hours fundamentals+World Benchmarking Alliance Research Group,Nomad Foods Europe Limited,2023,0.0,,,,,,VGG6564A1057;VGG6564A1131
https://wikirate.org/~18470239,World Benchmarking Alliance+CSI.12.A Collective Bargaining,Nomad Foods Europe Limited,2023,No,https://wikirate.org/~18088734,18470239.0,,1.0,"The company discloses that it has been involved in negotiations on collective bargaining agreements. However, no evidence found that it discloses the proportion of its total direct operations workforce covered by collective bargaining agreements.",VGG6564A1057;VGG6564A1131
https://wikirate.org/World_Benchmarking_Alliance+CSI_12_A_Collective_Bargaining+World_Benchmarking_Alliance_Research_Group+Nomad_Foods_Europe_Limited+2023,World Benchmarking Alliance+CSI.12.A Collective Bargaining+World Benchmarking Alliance Research Group,Nomad Foods Europe Limited,2023,0.0,,,,,,VGG6564A1057;VGG6564A1131
https://wikirate.org/~18470854,World Benchmarking Alliance+CSI.12.B Collective Bargaining in Business Relationships,Nomad Foods Europe Limited,2023,No,https://wikirate.org/~18088734,18470854.0,,1.0,No evidence found that the company describes how it works to support the practices of its business relationships in relation to freedom of association and collective bargaining.,VGG6564A1057;VGG6564A1131
https://wikirate.org/World_Benchmarking_Alliance+CSI_12_B_Collective_Bargaining_in_Business_Relationships+World_Benchmarking_Alliance_Research_Group+Nomad_Foods_Europe_Limited+2023,World Benchmarking Alliance+CSI.12.B Collective Bargaining in Business Relationships+World Benchmarking Alliance Research Group,Nomad Foods Europe Limited,2023,0.0,,,,,,VGG6564A1057;VGG6564A1131
https://wikirate.org/World_Benchmarking_Alliance+CSI_12_Collective_bargaining_fundamentals+Nomad_Foods_Europe_Limited+2023,World Benchmarking Alliance+CSI 12 Collective bargaining fundamentals,Nomad Foods Europe Limited,2023,0.0,,,,,,VGG6564A1057;VGG6564A1131
https://wikirate.org/~18471469,World Benchmarking Alliance+CSI.13.A Workforce Age Diversity Disclosure,Nomad Foods Europe Limited,2023,Yes,https://wikirate.org/~18088734,18471469.0,,1.0,"The company discloses the proportion of its total workforce by age group. [Sustainability Report 2022, 54] Further, the company discloses the age of its executive officers and directors. [Annual Report 2022, 63]",VGG6564A1057;VGG6564A1131
https://wikirate.org/~18472084,World Benchmarking Alliance+CSI.13.B Workforce Gender Diversity Disclosure,Nomad Foods Europe Limited,2023,Yes,https://wikirate.org/~18088734,18472084.0,,1.0,"The company discloses the gender of its board of directors. [Webpage - Board of Directors] Further, its discloses the gender of its management team. [Webpage - Our Management] Additionally, it discloses the proportion of its administration, factory worker, professional junior manager, manager, head of, executive committee and enterprise leadership and total workforce by gender. [Sustainability Report 2022, 54]",VGG6564A1057;VGG6564A1131
https://wikirate.org/~18472699,World Benchmarking Alliance+CSI.13.C Workforce Race Diversity Disclosure,Nomad Foods Europe Limited,2023,No,https://wikirate.org/~18088734,18472699.0,,1.0,No evidence found that the company discloses the proportion of its total direct operations workforce for each employee category by race or ethnicity.,VGG6564A1057;VGG6564A1131
https://wikirate.org/~18473314,World Benchmarking Alliance+CSI.13.D Workforce Other Diversity Disclosure,Nomad Foods Europe Limited,2023,No,https://wikirate.org/~18088734,18473314.0,,1.0,"The company discloses the number of its employees by region. [Annual Report 2022, 69] However, no evidence found that the company discloses the proportion of its total direct operations workforce for each employee category by one or more additional indicators of diversity.",VGG6564A1057;VGG6564A1131
https://wikirate.org/World_Benchmarking_Alliance+CSI_13_Workforce_diversity_disclosure_fundamentals+Nomad_Foods_Europe_Limited+2023,World Benchmarking Alliance+CSI 13 Workforce diversity disclosure fundamentals,Nomad Foods Europe Limited,2023,Partially,,,,,,VGG6564A1057;VGG6564A1131
https://wikirate.org/World_Benchmarking_Alliance+CSI_13_Workforce_diversity_disclosure_fundamentals+World_Benchmarking_Alliance_Research_Group+Nomad_Foods_Europe_Limited+2023,World Benchmarking Alliance+CSI 13 Workforce diversity disclosure fundamentals+World Benchmarking Alliance Research Group,Nomad Foods Europe Limited,2023,5.0,,,,,,VGG6564A1057;VGG6564A1131
https://wikirate.org/~18473929,World Benchmarking Alliance+CSI.14.A Gender Equality and Women’s Empowerment Commitment,Nomad Foods Europe Limited,2023,No,https://wikirate.org/~18088734,18473929.0,,1.0,"The company states that it promotes inclusion and diversity and equal opportunity for all. Further, it discloses that it included a network for women in supply chain roles, and diversity and inclusion in grocery, a community of FMCG brands that connect, learn and inspire change together. Furthermore, it discloses that it continues to invest in programmes such as Shine – an international programme to develop high-potential female employees. However, no evidence found that the company has a public commitment to gender equality and women’s empowerment.",VGG6564A1057;VGG6564A1131
https://wikirate.org/~18474546,World Benchmarking Alliance+CSI.14.B Gender Equality and Women’s Empowerment Targets,Nomad Foods Europe Limited,2023,No,https://wikirate.org/~18088734,18474546.0,,1.0,No evidence found that the company discloses one or more time-bound targets on gender equality and women’s empowerment.,VGG6564A1057;VGG6564A1131
https://wikirate.org/~18475161,World Benchmarking Alliance+CSI.14.C At least 30% Women on Highest Governance Body,Nomad Foods Europe Limited,2023,No,https://wikirate.org/~18088734,18475161.0,,1.0,"On its website, the company discloses that out of 10 board of directors, 2 are female. The percentage of women on the board is 20%.",VGG6564A1057;VGG6564A1131
https://wikirate.org/~18475776,World Benchmarking Alliance+CSI.14.D Gender Pay Ratio Disclosure,Nomad Foods Europe Limited,2023,No,https://wikirate.org/~18088734,18475776.0,,1.0,"The company discloses the mean and median gender pay gap for its UK operations only. However, no evidence found that the company discloses the ratio of the basic salary and remuneration of women to men in its total direct operations workforce for each employee category, by significant locations of operation.",VGG6564A1057;VGG6564A1131
https://wikirate.org/World_Benchmarking_Alliance+CSI_14_Gender_equality_and_women_s_empowerment_fundamentals+Nomad_Foods_Europe_Limited+2023,World Benchmarking Alliance+CSI 14 Gender equality and women’s empowerment fundamentals,Nomad Foods Europe Limited,2023,No,,,,,,VGG6564A1057;VGG6564A1131
https://wikirate.org/World_Benchmarking_Alliance+CSI_14_Gender_equality_and_women_s_empowerment_fundamentals+World_Benchmarking_Alliance_Research_Group+Nomad_Foods_Europe_Limited+2023,World Benchmarking Alliance+CSI 14 Gender equality and women’s empowerment fundamentals+World Benchmarking Alliance Research Group,Nomad Foods Europe Limited,2023,0.0,,,,,,VGG6564A1057;VGG6564A1131
https://wikirate.org/~18476391,World Benchmarking Alliance+CSI.15.A Personal Data Protection Commitment,Nomad Foods Europe Limited,2023,Yes,https://wikirate.org/~18088734,18476391.0,,1.0,The company has a public commitment to protecting personal data.,VGG6564A1057;VGG6564A1131
https://wikirate.org/World_Benchmarking_Alliance+CSI_15_A_Personal_Data_Protection_Commitment+World_Benchmarking_Alliance_Research_Group+Nomad_Foods_Europe_Limited+2023,World Benchmarking Alliance+CSI.15.A Personal Data Protection Commitment+World Benchmarking Alliance Research Group,Nomad Foods Europe Limited,2023,10.0,,,,,,VGG6564A1057;VGG6564A1131
https://wikirate.org/~18477006,World Benchmarking Alliance+CSI.15.B Personal Data Protection Policy,Nomad Foods Europe Limited,2023,No,https://wikirate.org/~18088734,18477006.0,,1.0,"The company has a global publicly available privacy statement in relation to the collection, sharing and access of personal data of its customers, however, no evidence found that the company has a global publicly available privacy statement in relation to the collection, sharing and access to personal data of all stakeholders i.e. employees and customers at a minimum.",VGG6564A1057;VGG6564A1131
https://wikirate.org/World_Benchmarking_Alliance+CSI_15_B_Personal_Data_Protection_Policy+World_Benchmarking_Alliance_Research_Group+Nomad_Foods_Europe_Limited+2023,World Benchmarking Alliance+CSI.15.B Personal Data Protection Policy+World Benchmarking Alliance Research Group,Nomad Foods Europe Limited,2023,0.0,,,,,,VGG6564A1057;VGG6564A1131
https://wikirate.org/World_Benchmarking_Alliance+CSI_15_Personal_data_protection_fundamentals+Nomad_Foods_Europe_Limited+2023,World Benchmarking Alliance+CSI 15 Personal data protection fundamentals,Nomad Foods Europe Limited,2023,5.0,,,,,,VGG6564A1057;VGG6564A1131
https://wikirate.org/~18477621,World Benchmarking Alliance+CSI.16.A Responsible Tax Strategy,Nomad Foods Europe Limited,2023,Yes,https://wikirate.org/~18088734,18477621.0,,1.0,"The company has a publicly available global tax strategy, which is approved by the highest governance body.",VGG6564A1057;VGG6564A1131
https://wikirate.org/~18478236,World Benchmarking Alliance+CSI.16.B Responsible Tax Strategy Accountability,Nomad Foods Europe Limited,2023,Yes,https://wikirate.org/~18088734,18478236.0,,1.0,The company states that responsibility for the tax policy and management of tax risk rests with the chief financial officer.,VGG6564A1057;VGG6564A1131
https://wikirate.org/~18478851,World Benchmarking Alliance+CSI.16.C Corporate Income Tax Disclosure,Nomad Foods Europe Limited,2023,No,https://wikirate.org/~18088734,18478851.0,,1.0,"The company discloses the amount of taxation. [Annual Report 2022, PDF 126] However, no evidence found that the company clearly discloses the amount of corporate income tax paid for each tax jurisdiction where the company is a resident for tax purposes.",VGG6564A1057;VGG6564A1131
https://wikirate.org/World_Benchmarking_Alliance+CSI_16_Responsible_tax_fundamentals+Nomad_Foods_Europe_Limited+2023,World Benchmarking Alliance+CSI 16 Responsible tax fundamentals,Nomad Foods Europe Limited,2023,Partially,,,,,,VGG6564A1057;VGG6564A1131
https://wikirate.org/World_Benchmarking_Alliance+CSI_16_Responsible_tax_fundamentals+World_Benchmarking_Alliance_Research_Group+Nomad_Foods_Europe_Limited+2023,World Benchmarking Alliance+CSI 16 Responsible tax fundamentals+World Benchmarking Alliance Research Group,Nomad Foods Europe Limited,2023,5.0,,,,,,VGG6564A1057;VGG6564A1131
https://wikirate.org/~18479466,World Benchmarking Alliance+CSI.17.A Anti-bribery and Anti-Corruption Policy,Nomad Foods Europe Limited,2023,Yes,https://wikirate.org/~18088734,18479466.0,,1.0,The company has a publicly available policy statement prohibiting bribery and corruption.,VGG6564A1057;VGG6564A1131
https://wikirate.org/World_Benchmarking_Alliance+CSI_17_Anti_bribery_and_anti_corruption_fundamentals+Nomad_Foods_Europe_Limited+2023,World Benchmarking Alliance+CSI 17 Anti-bribery and anti-corruption fundamentals,Nomad Foods Europe Limited,2023,Partially,,,,,,VGG6564A1057;VGG6564A1131
https://wikirate.org/World_Benchmarking_Alliance+CSI_17_Anti_bribery_and_anti_corruption_fundamentals+World_Benchmarking_Alliance_Research_Group+Nomad_Foods_Europe_Limited+2023,World Benchmarking Alliance+CSI 17 Anti-bribery and anti-corruption fundamentals+World Benchmarking Alliance Research Group,Nomad Foods Europe Limited,2023,5.0,,,,,,VGG6564A1057;VGG6564A1131
https://wikirate.org/~18480081,World Benchmarking Alliance+CSI.17.B Anti-bribery and Anti-Corruption Process,Nomad Foods Europe Limited,2023,No,https://wikirate.org/~18088734,18480081.0,,1.0,"The company states that with regard to corruption, it has enhanced risk-management controls in place around certain higher-risk functions and these include operating transparent and clearly documented hiring processes. However, the disclosed information is insufficient to meet the indicator element. Also, no evidence found that the company describes the process to identify its bribery and corruption risks and impacts in specific locations or activities covering its own operations.",VGG6564A1057;VGG6564A1131
https://wikirate.org/~18480696,World Benchmarking Alliance+CSI.17.C Anti-bribery and Anti-Corruption In Contractual Agreements,Nomad Foods Europe Limited,2023,Yes,https://wikirate.org/~18088734,18480696.0,,1.0,The company includes anti-bribery and anti-corruption clauses in its contracts with business relationships.,VGG6564A1057;VGG6564A1131
https://wikirate.org/~18481311,World Benchmarking Alliance+CSI.17.D Anti-bribery and Anti-Corruption Complaint Mechanism,Nomad Foods Europe Limited,2023,Yes,https://wikirate.org/~18088734,18481311.0,,1.0,"The company discloses a reporting line - safecall to raise bribery and corruption concerns and complaints without fear of reprisals. Further, on visiting its website, it is clear that channel is open to anyone to raise bribery and corruption concerns and complaints.",VGG6564A1057;VGG6564A1131
https://wikirate.org/~18481926,World Benchmarking Alliance+CSI.18.A Responsible Lobbying and Political Engagement Policy,Nomad Foods Europe Limited,2023,No,https://wikirate.org/~18088734,18481926.0,,1.0,No evidence found that the company has a publicly available policy statement setting out its lobbying and political engagement approach.,VGG6564A1057;VGG6564A1131
https://wikirate.org/~18482541,World Benchmarking Alliance+CSI.18.B Political Contributions Policy,Nomad Foods Europe Limited,2023,No,https://wikirate.org/~18088734,18482541.0,,1.0,"The company has a publicly available policy statement that it does not make donations to any political parties or candidates, or for any political purpose. However, political donation is only one aspect of political contribution. Also, no evidence found that the company has a publicly available policy statement that specifies that it does not make political contributions.",VGG6564A1057;VGG6564A1131
https://wikirate.org/~18483156,World Benchmarking Alliance+CSI.18.C Lobbying Expenditures Disclosure,Nomad Foods Europe Limited,2023,No,https://wikirate.org/~18088734,18483156.0,,1.0,No evidence found that the company discloses its expenditures on lobbying activities.,VGG6564A1057;VGG6564A1131
https://wikirate.org/~18483771,World Benchmarking Alliance+CSI.18.D Third-Party Political Lobbying and Engagement Policy,Nomad Foods Europe Limited,2023,No,https://wikirate.org/~18088734,18483771.0,,1.0,No evidence found that the company requires third-party lobbyists to comply with its lobbying and political engagement policy.,VGG6564A1057;VGG6564A1131
https://wikirate.org/World_Benchmarking_Alliance+CSI_18_Responsible_lobbying_and_political_engagement_fundamentals+Nomad_Foods_Europe_Limited+2023,World Benchmarking Alliance+CSI 18 Responsible lobbying and political engagement fundamentals,Nomad Foods Europe Limited,2023,No,,,,,,VGG6564A1057;VGG6564A1131
https://wikirate.org/World_Benchmarking_Alliance+CSI_18_Responsible_lobbying_and_political_engagement_fundamentals+World_Benchmarking_Alliance_Research_Group+Nomad_Foods_Europe_Limited+2023,World Benchmarking Alliance+CSI 18 Responsible lobbying and political engagement fundamentals+World Benchmarking Alliance Research Group,Nomad Foods Europe Limited,2023,0.0,,,,,,VGG6564A1057;VGG6564A1131
https://wikirate.org/~18456709,World Benchmarking Alliance+CSI.2.A Commitment to Respect the Human Rights of Workers,Nomad Foods Europe Limited,2023,No,https://wikirate.org/~18088734,18456709.0,,1.0,"The company has a publicly available policy statement committing it to respecting the right not to be subject to discrimination. However, no evidence found that it has a publicly available policy statement committing it to respecting the right to freedom of association and collective bargaining and the right not to be subject to child labour and forced labour. Also, no evidence found that the company has a publicly available policy statement committing it to respecting the human rights that the ILO has declared to be fundamental rights at work, collectively.",VGG6564A1057;VGG6564A1131
https://wikirate.org/World_Benchmarking_Alliance+CSI_2_A_Commitment_to_Respect_the_Human_Rights_of_Workers+World_Benchmarking_Alliance_Research_Group+Nomad_Foods_Europe_Limited+2023,World Benchmarking Alliance+CSI.2.A Commitment to Respect the Human Rights of Workers+World Benchmarking Alliance Research Group,Nomad Foods Europe Limited,2023,0.0,,,,,,VGG6564A1057;VGG6564A1131
https://wikirate.org/~18457324,World Benchmarking Alliance+CSI.2.B Business Relationship Commitment to Respect the Human Rights of Workers,Nomad Foods Europe Limited,2023,No,https://wikirate.org/~18088734,18457324.0,,1.0,"The company has a publicly available statement of policy that expects its business relationships to commit to respecting the right not to be subject to child labour and discrimination. However, no evidence found that the company has a publicly available statement of policy that expects its business relationships to commit to respecting the right to freedom of association and collective bargaining and respecting the right not to be subject to forced labour. Also, no evidence found that the company has a publicly available statement of policy that expects its business relationships to commit to respecting the human rights that the ILO has declared to be fundamental rights at work, collectively.",VGG6564A1057;VGG6564A1131
https://wikirate.org/World_Benchmarking_Alliance+CSI_2_B_Business_Relationship_Commitment_to_Respect_the_Human_Rights_of_Workers+World_Benchmarking_Alliance_Research_Group+Nomad_Foods_Europe_Limited+2023,World Benchmarking Alliance+CSI.2.B Business Relationship Commitment to Respect the Human Rights of Workers+World Benchmarking Alliance Research Group,Nomad Foods Europe Limited,2023,0.0,,,,,,VGG6564A1057;VGG6564A1131
