Answer Page,Metric,Company,Year,Value,Source Page,Answer ID,Original Source,Source Count,Comments,ISIN
https://wikirate.org/Wikirate_SDG_Metric_design+Female_Workers+Just_Eat_plc+2021,Wikirate SDG Metric design+Female Workers %,Just Eat plc,2021,Unknown,,,,,,GB00BKX5CN86;US48213U1051
https://wikirate.org/Wikirate_SDG_Metric_design+Female_workers_managers_differential+Just_Eat_plc+2021,Wikirate SDG Metric design+Female workers managers differential,Just Eat plc,2021,Unknown,,,,,,GB00BKX5CN86;US48213U1051
https://wikirate.org/Walk_Free+Financial_Services_Sector+Just_Eat_plc+2020,Walk Free+Financial Services Sector,Just Eat plc,2020,No,,,,,,GB00BKX5CN86;US48213U1051
https://wikirate.org/Walk_Free+Financial_Services_Sector+Just_Eat_plc+2021,Walk Free+Financial Services Sector,Just Eat plc,2021,No,,,,,,GB00BKX5CN86;US48213U1051
https://wikirate.org/Walk_Free+Financial_Services_Sector+Just_Eat_plc+2022,Walk Free+Financial Services Sector,Just Eat plc,2022,No,,,,,,GB00BKX5CN86;US48213U1051
https://wikirate.org/Walk_Free+Financial_Services_Sector+Just_Eat_plc+2023,Walk Free+Financial Services Sector,Just Eat plc,2023,No,,,,,,GB00BKX5CN86;US48213U1051
https://wikirate.org/Walk_Free+Food_Beverages_Sector+Just_Eat_plc+2020,Walk Free+Food & Beverages Sector,Just Eat plc,2020,Yes,,,,,,GB00BKX5CN86;US48213U1051
https://wikirate.org/Walk_Free+Food_Beverages_Sector+Just_Eat_plc+2021,Walk Free+Food & Beverages Sector,Just Eat plc,2021,No,,,,,,GB00BKX5CN86;US48213U1051
https://wikirate.org/Walk_Free+Food_Beverages_Sector+Just_Eat_plc+2022,Walk Free+Food & Beverages Sector,Just Eat plc,2022,No,,,,,,GB00BKX5CN86;US48213U1051
https://wikirate.org/Walk_Free+Food_Beverages_Sector+Just_Eat_plc+2023,Walk Free+Food & Beverages Sector,Just Eat plc,2023,No,,,,,,GB00BKX5CN86;US48213U1051
https://wikirate.org/Higher_School_of_Economics_Research_Group_2020+From_Farm_to_Fork_2020_Disclosure_Rate+Just_Eat_plc+2021,Higher School of Economics Research Group 2020+From Farm to Fork 2020: Disclosure Rate,Just Eat plc,2021,7.6923076923076925,,,,,,GB00BKX5CN86;US48213U1051
https://wikirate.org/Walk_Free+Garment_Sector+Just_Eat_plc+2020,Walk Free+Garment Sector,Just Eat plc,2020,No,,,,,,GB00BKX5CN86;US48213U1051
https://wikirate.org/Walk_Free+Garment_Sector+Just_Eat_plc+2021,Walk Free+Garment Sector,Just Eat plc,2021,No,,,,,,GB00BKX5CN86;US48213U1051
https://wikirate.org/Walk_Free+Garment_Sector+Just_Eat_plc+2022,Walk Free+Garment Sector,Just Eat plc,2022,No,,,,,,GB00BKX5CN86;US48213U1051
https://wikirate.org/Walk_Free+Garment_Sector+Just_Eat_plc+2023,Walk Free+Garment Sector,Just Eat plc,2023,No,,,,,,GB00BKX5CN86;US48213U1051
https://wikirate.org/Draft+Gender_Balance_Index_V2+Just_Eat_plc+2021,Draft+Gender Balance Index V2,Just Eat plc,2021,Unknown,,,,,,GB00BKX5CN86;US48213U1051
https://wikirate.org/Lucia_Ixtacuy+Gender_Equality_Disclosure_Rate_Own_Operations+Just_Eat_plc+2021,Lucia Ixtacuy+Gender Equality Disclosure Rate - Own Operations,Just Eat plc,2021,50,,,,,,GB00BKX5CN86;US48213U1051
https://wikirate.org/~13005391,Commons+Gender Equality Policy,Just Eat plc,2021,Partial,https://wikirate.org/~13005381,13005391.0,,1.0,"It states the importance of diversity and non-discrimination on the basis of gender but does not publish a separate policy for the same. pg. 3 ""We value diversity and do not discriminate in any form. An action or practice is discriminatory if it unjustly disadvantages people – whether directly or indirectly – on the basis of characteristics that are not relevant to the situation (such as age, skin colour, disability, gender, marital status, nationality, race, religion or sexual orientation)."" Manali Rana[https://wikirate.org/Manali_Rana].....2022-06-24 12:17:23 UTC",GB00BKX5CN86;US48213U1051
https://wikirate.org/Core+Headquarters_Location+Just_Eat_plc+2019,Core+Headquarters Location,Just Eat plc,2019,United Kingdom,,,,,,GB00BKX5CN86;US48213U1051
https://wikirate.org/Walk_Free+Hospitality_Sector+Just_Eat_plc+2020,Walk Free+Hospitality Sector,Just Eat plc,2020,Yes,,,,,,GB00BKX5CN86;US48213U1051
https://wikirate.org/Walk_Free+Hospitality_Sector+Just_Eat_plc+2021,Walk Free+Hospitality Sector,Just Eat plc,2021,Yes,,,,,,GB00BKX5CN86;US48213U1051
https://wikirate.org/Walk_Free+Hospitality_Sector+Just_Eat_plc+2022,Walk Free+Hospitality Sector,Just Eat plc,2022,No,,,,,,GB00BKX5CN86;US48213U1051
https://wikirate.org/Walk_Free+Hospitality_Sector+Just_Eat_plc+2023,Walk Free+Hospitality Sector,Just Eat plc,2023,No,,,,,,GB00BKX5CN86;US48213U1051
https://wikirate.org/~8802845,Home Office+ILO Indicators in MS Statement,Just Eat plc,2020,"Withholding of wages, Debt bondage",https://wikirate.org/~8066337,8802845.0,https://downloads.modern-slavery-statement-registry.service.gov.uk/publicdownloads/StatementSummaries2021.csv,3.0,,GB00BKX5CN86;US48213U1051
https://wikirate.org/~13539284,Home Office+ILO Indicators in MS Statement,Just Eat plc,2021,,https://wikirate.org/~13403182,13539284.0,https://downloads.modern-slavery-statement-registry.service.gov.uk/publicdownloads/StatementSummaries2022.csv,2.0,,GB00BKX5CN86;US48213U1051
https://wikirate.org/~16635949,Home Office+ILO Indicators in MS Statement,Just Eat plc,2022,,https://wikirate.org/~16525426,16635949.0,https://modern-slavery-statement-registry.service.gov.uk/statement-summary/QDCQ73W3/2023,2.0,,GB00BKX5CN86;US48213U1051
https://wikirate.org/~20196355,Home Office+ILO Indicators in MS Statement,Just Eat plc,2023,,https://wikirate.org/~19904133,20196355.0,https://modern-slavery-statement-registry.service.gov.uk/statement-summary/C3r4zjW5/2024,2.0,,GB00BKX5CN86;US48213U1051
https://wikirate.org/Core+ILO_Region+Just_Eat_plc+2019,Core+ILO Region,Just Eat plc,2019,Europe and Central Asia,,,,,,GB00BKX5CN86;US48213U1051
https://wikirate.org/~8539208,Home Office+MS Statement Grievance Mechanism Provisions,Just Eat plc,2020,Using anonymous whistleblowing services such as a helpline or mobile phone app,https://wikirate.org/~8066337,8539208.0,https://downloads.modern-slavery-statement-registry.service.gov.uk/publicdownloads/StatementSummaries2021.csv,3.0,,GB00BKX5CN86;US48213U1051
https://wikirate.org/~13530642,Home Office+MS Statement Grievance Mechanism Provisions,Just Eat plc,2021,"Using anonymous whistleblowing services such as a helpline or mobile phone app, Through trade unions or other worker representative groups",https://wikirate.org/~13403182,13530642.0,https://downloads.modern-slavery-statement-registry.service.gov.uk/publicdownloads/StatementSummaries2022.csv,2.0,,GB00BKX5CN86;US48213U1051
https://wikirate.org/~16628885,Home Office+MS Statement Grievance Mechanism Provisions,Just Eat plc,2022,Using anonymous whistleblowing services such as a helpline or mobile phone app,https://wikirate.org/~16525426,16628885.0,https://modern-slavery-statement-registry.service.gov.uk/statement-summary/QDCQ73W3/2023,2.0,,GB00BKX5CN86;US48213U1051
https://wikirate.org/~20175774,Home Office+MS Statement Grievance Mechanism Provisions,Just Eat plc,2023,Using anonymous whistleblowing services such as a helpline or mobile phone app,https://wikirate.org/~19904133,20175774.0,https://modern-slavery-statement-registry.service.gov.uk/statement-summary/C3r4zjW5/2024,2.0,,GB00BKX5CN86;US48213U1051
https://wikirate.org/~8343744,Home Office+MS Statement Includes Due Diligence,Just Eat plc,2020,Yes,https://wikirate.org/~8270833,8343744.0,https://www.just-eat.co.uk/CmsAssets/media/Files/Common/legal/modern-slavery-statement/JEL-Modern-Slavery-Statement-2019-FINAL.pdf?bid=8ff01332a5ce434da3cb056f0938b617,2.0,,GB00BKX5CN86;US48213U1051
https://wikirate.org/~13464958,Home Office+MS Statement Includes Due Diligence,Just Eat plc,2021,Yes,https://wikirate.org/~13403182,13464958.0,https://downloads.modern-slavery-statement-registry.service.gov.uk/publicdownloads/StatementSummaries2022.csv,2.0,,GB00BKX5CN86;US48213U1051
https://wikirate.org/~16590605,Home Office+MS Statement Includes Due Diligence,Just Eat plc,2022,Yes,https://wikirate.org/~16525426,16590605.0,https://modern-slavery-statement-registry.service.gov.uk/statement-summary/QDCQ73W3/2023,2.0,,GB00BKX5CN86;US48213U1051
https://wikirate.org/~20075208,Home Office+MS Statement Includes Due Diligence,Just Eat plc,2023,Yes,https://wikirate.org/~19904133,20075208.0,https://modern-slavery-statement-registry.service.gov.uk/statement-summary/C3r4zjW5/2024,2.0,,GB00BKX5CN86;US48213U1051
https://wikirate.org/~8374331,Home Office+MS Statement Includes Goals,Just Eat plc,2020,No,https://wikirate.org/~8270833,8374331.0,https://www.just-eat.co.uk/CmsAssets/media/Files/Common/legal/modern-slavery-statement/JEL-Modern-Slavery-Statement-2019-FINAL.pdf?bid=8ff01332a5ce434da3cb056f0938b617,2.0,,GB00BKX5CN86;US48213U1051
https://wikirate.org/~13496727,Home Office+MS Statement Includes Goals,Just Eat plc,2021,No,https://wikirate.org/~13403182,13496727.0,https://downloads.modern-slavery-statement-registry.service.gov.uk/publicdownloads/StatementSummaries2022.csv,2.0,"KPIs are currently being defined, in line with a holistic risk assessment of our business model, and should be implemented in time for next year's statement.",GB00BKX5CN86;US48213U1051
https://wikirate.org/~16610779,Home Office+MS Statement Includes Goals,Just Eat plc,2022,Yes,https://wikirate.org/~16525426,16610779.0,https://modern-slavery-statement-registry.service.gov.uk/statement-summary/QDCQ73W3/2023,2.0,,GB00BKX5CN86;US48213U1051
https://wikirate.org/~20124439,Home Office+MS Statement Includes Goals,Just Eat plc,2023,Yes,https://wikirate.org/~19904133,20124439.0,https://modern-slavery-statement-registry.service.gov.uk/statement-summary/C3r4zjW5/2024,2.0,,GB00BKX5CN86;US48213U1051
https://wikirate.org/~8295065,Home Office+MS Statement Includes Org Structure,Just Eat plc,2020,Yes,https://wikirate.org/~8270833,8295065.0,https://www.just-eat.co.uk/CmsAssets/media/Files/Common/legal/modern-slavery-statement/JEL-Modern-Slavery-Statement-2019-FINAL.pdf?bid=8ff01332a5ce434da3cb056f0938b617,2.0,,GB00BKX5CN86;US48213U1051
https://wikirate.org/~13414754,Home Office+MS Statement Includes Org Structure,Just Eat plc,2021,Yes,https://wikirate.org/~13403182,13414754.0,https://downloads.modern-slavery-statement-registry.service.gov.uk/publicdownloads/StatementSummaries2022.csv,2.0,,GB00BKX5CN86;US48213U1051
https://wikirate.org/~16559806,Home Office+MS Statement Includes Org Structure,Just Eat plc,2022,Yes,https://wikirate.org/~16525426,16559806.0,https://modern-slavery-statement-registry.service.gov.uk/statement-summary/QDCQ73W3/2023,2.0,,GB00BKX5CN86;US48213U1051
https://wikirate.org/~19999306,Home Office+MS Statement Includes Org Structure,Just Eat plc,2023,Yes,https://wikirate.org/~19904133,19999306.0,https://modern-slavery-statement-registry.service.gov.uk/statement-summary/C3r4zjW5/2024,2.0,,GB00BKX5CN86;US48213U1051
https://wikirate.org/~8309127,Home Office+MS Statement Includes Policies,Just Eat plc,2020,Yes,https://wikirate.org/~8270833,8309127.0,https://www.just-eat.co.uk/CmsAssets/media/Files/Common/legal/modern-slavery-statement/JEL-Modern-Slavery-Statement-2019-FINAL.pdf?bid=8ff01332a5ce434da3cb056f0938b617,2.0,,GB00BKX5CN86;US48213U1051
https://wikirate.org/~13432924,Home Office+MS Statement Includes Policies,Just Eat plc,2021,Yes,https://wikirate.org/~13403182,13432924.0,https://downloads.modern-slavery-statement-registry.service.gov.uk/publicdownloads/StatementSummaries2022.csv,2.0,,GB00BKX5CN86;US48213U1051
https://wikirate.org/~16570477,Home Office+MS Statement Includes Policies,Just Eat plc,2022,Yes,https://wikirate.org/~16525426,16570477.0,https://modern-slavery-statement-registry.service.gov.uk/statement-summary/QDCQ73W3/2023,2.0,,GB00BKX5CN86;US48213U1051
https://wikirate.org/~20024510,Home Office+MS Statement Includes Policies,Just Eat plc,2023,Yes,https://wikirate.org/~19904133,20024510.0,https://modern-slavery-statement-registry.service.gov.uk/statement-summary/C3r4zjW5/2024,2.0,,GB00BKX5CN86;US48213U1051
https://wikirate.org/~8327798,Home Office+MS Statement Includes Risks Assessment,Just Eat plc,2020,Yes,https://wikirate.org/~8270833,8327798.0,https://www.just-eat.co.uk/CmsAssets/media/Files/Common/legal/modern-slavery-statement/JEL-Modern-Slavery-Statement-2019-FINAL.pdf?bid=8ff01332a5ce434da3cb056f0938b617,2.0,,GB00BKX5CN86;US48213U1051
https://wikirate.org/~13450292,Home Office+MS Statement Includes Risks Assessment,Just Eat plc,2021,Yes,https://wikirate.org/~13403182,13450292.0,https://downloads.modern-slavery-statement-registry.service.gov.uk/publicdownloads/StatementSummaries2022.csv,2.0,,GB00BKX5CN86;US48213U1051
https://wikirate.org/~16580551,Home Office+MS Statement Includes Risks Assessment,Just Eat plc,2022,Yes,https://wikirate.org/~16525426,16580551.0,https://modern-slavery-statement-registry.service.gov.uk/statement-summary/QDCQ73W3/2023,2.0,,GB00BKX5CN86;US48213U1051
https://wikirate.org/~20050629,Home Office+MS Statement Includes Risks Assessment,Just Eat plc,2023,Yes,https://wikirate.org/~19904133,20050629.0,https://modern-slavery-statement-registry.service.gov.uk/statement-summary/C3r4zjW5/2024,2.0,,GB00BKX5CN86;US48213U1051
https://wikirate.org/~8359812,Home Office+MS Statement Includes Training,Just Eat plc,2020,No,https://wikirate.org/~8270833,8359812.0,https://www.just-eat.co.uk/CmsAssets/media/Files/Common/legal/modern-slavery-statement/JEL-Modern-Slavery-Statement-2019-FINAL.pdf?bid=8ff01332a5ce434da3cb056f0938b617,2.0,,GB00BKX5CN86;US48213U1051
https://wikirate.org/~13477415,Home Office+MS Statement Includes Training,Just Eat plc,2021,Yes,https://wikirate.org/~13403182,13477415.0,https://downloads.modern-slavery-statement-registry.service.gov.uk/publicdownloads/StatementSummaries2022.csv,2.0,,GB00BKX5CN86;US48213U1051
https://wikirate.org/~16600687,Home Office+MS Statement Includes Training,Just Eat plc,2022,Yes,https://wikirate.org/~16525426,16600687.0,https://modern-slavery-statement-registry.service.gov.uk/statement-summary/QDCQ73W3/2023,2.0,,GB00BKX5CN86;US48213U1051
https://wikirate.org/~20099793,Home Office+MS Statement Includes Training,Just Eat plc,2023,Yes,https://wikirate.org/~19904133,20099793.0,https://modern-slavery-statement-registry.service.gov.uk/statement-summary/C3r4zjW5/2024,2.0,,GB00BKX5CN86;US48213U1051
https://wikirate.org/~8463787,Home Office+MS Statement Policies Provisions,Just Eat plc,2020,"Freedom of workers to terminate employment, Freedom of movement, Prohibits any threat of violence/ harassment and intimidation, Prohibits child labour, Prohibits discrimination",https://wikirate.org/~8066337,8463787.0,https://downloads.modern-slavery-statement-registry.service.gov.uk/publicdownloads/StatementSummaries2021.csv,3.0,,GB00BKX5CN86;US48213U1051
https://wikirate.org/~13514549,Home Office+MS Statement Policies Provisions,Just Eat plc,2021,"Freedom of workers to terminate employment, Freedom of movement, Freedom of association, Prohibits any threat of violence/ harassment and intimidation, Prohibits child labour, Prohibits discrimination, Prohibits confiscation of workers original identification documents",https://wikirate.org/~13403182,13514549.0,https://downloads.modern-slavery-statement-registry.service.gov.uk/publicdownloads/StatementSummaries2022.csv,2.0,,GB00BKX5CN86;US48213U1051
https://wikirate.org/~16617595,Home Office+MS Statement Policies Provisions,Just Eat plc,2022,"Freedom of workers to terminate employment, Freedom of movement, Freedom of association, Prohibits any threat of violence/ harassment and intimidation, Prohibits the use of worker-paid recruitment fees, Prohibits compulsory overtime, Prohibits child labour, Prohibits discrimination",https://wikirate.org/~16525426,16617595.0,https://modern-slavery-statement-registry.service.gov.uk/statement-summary/QDCQ73W3/2023,2.0,,GB00BKX5CN86;US48213U1051
https://wikirate.org/~20142097,Home Office+MS Statement Policies Provisions,Just Eat plc,2023,"Freedom of workers to terminate employment, Freedom of association, Prohibits any threat of violence/ harassment and intimidation, Prohibits the use of worker-paid recruitment fees, Prohibits child labour, Prohibits discrimination, Prohibits confiscation of workers original identification documents",https://wikirate.org/~19904133,20142097.0,https://modern-slavery-statement-registry.service.gov.uk/statement-summary/C3r4zjW5/2024,2.0,,GB00BKX5CN86;US48213U1051
https://wikirate.org/~8524009,Home Office+MS Statement Social Audit Provisions,Just Eat plc,2020,,https://wikirate.org/~8066337,8524009.0,https://downloads.modern-slavery-statement-registry.service.gov.uk/publicdownloads/StatementSummaries2021.csv,3.0,,GB00BKX5CN86;US48213U1051
https://wikirate.org/~13535295,Home Office+MS Statement Social Audit Provisions,Just Eat plc,2021,,https://wikirate.org/~13403182,13535295.0,https://downloads.modern-slavery-statement-registry.service.gov.uk/publicdownloads/StatementSummaries2022.csv,2.0,,GB00BKX5CN86;US48213U1051
https://wikirate.org/~16632523,Home Office+MS Statement Social Audit Provisions,Just Eat plc,2022,,https://wikirate.org/~16525426,16632523.0,https://modern-slavery-statement-registry.service.gov.uk/statement-summary/QDCQ73W3/2023,2.0,,GB00BKX5CN86;US48213U1051
https://wikirate.org/~20186146,Home Office+MS Statement Social Audit Provisions,Just Eat plc,2023,Third party audit arranged by own organization,https://wikirate.org/~19904133,20186146.0,https://modern-slavery-statement-registry.service.gov.uk/statement-summary/C3r4zjW5/2024,2.0,,GB00BKX5CN86;US48213U1051
https://wikirate.org/~8483863,Home Office+MS Statement Training Provisions,Just Eat plc,2020,Whole organization,https://wikirate.org/~8066337,8483863.0,https://downloads.modern-slavery-statement-registry.service.gov.uk/publicdownloads/StatementSummaries2021.csv,3.0,,GB00BKX5CN86;US48213U1051
https://wikirate.org/~13521233,Home Office+MS Statement Training Provisions,Just Eat plc,2021,Whole organization,https://wikirate.org/~13403182,13521233.0,https://downloads.modern-slavery-statement-registry.service.gov.uk/publicdownloads/StatementSummaries2022.csv,2.0,,GB00BKX5CN86;US48213U1051
https://wikirate.org/~16621407,Home Office+MS Statement Training Provisions,Just Eat plc,2022,,https://wikirate.org/~16525426,16621407.0,https://modern-slavery-statement-registry.service.gov.uk/statement-summary/QDCQ73W3/2023,2.0,,GB00BKX5CN86;US48213U1051
https://wikirate.org/~20153837,Home Office+MS Statement Training Provisions,Just Eat plc,2023,Other,https://wikirate.org/~19904133,20153837.0,https://modern-slavery-statement-registry.service.gov.uk/statement-summary/C3r4zjW5/2024,2.0,New joiners,GB00BKX5CN86;US48213U1051
https://wikirate.org/~8509813,Home Office+MS Statement Working Conditions Engagement,Just Eat plc,2020,"Professional auditors, Workers within own organization",https://wikirate.org/~8066337,8509813.0,https://downloads.modern-slavery-statement-registry.service.gov.uk/publicdownloads/StatementSummaries2021.csv,3.0,,GB00BKX5CN86;US48213U1051
https://wikirate.org/~13526006,Home Office+MS Statement Working Conditions Engagement,Just Eat plc,2021,"Suppliers, Trade unions or worker representative groups, Workers within own organization",https://wikirate.org/~13403182,13526006.0,https://downloads.modern-slavery-statement-registry.service.gov.uk/publicdownloads/StatementSummaries2022.csv,2.0,,GB00BKX5CN86;US48213U1051
https://wikirate.org/~16625264,Home Office+MS Statement Working Conditions Engagement,Just Eat plc,2022,Workers within own organization,https://wikirate.org/~16525426,16625264.0,https://modern-slavery-statement-registry.service.gov.uk/statement-summary/QDCQ73W3/2023,2.0,,GB00BKX5CN86;US48213U1051
https://wikirate.org/~20165085,Home Office+MS Statement Working Conditions Engagement,Just Eat plc,2023,"Suppliers, Professional auditors",https://wikirate.org/~19904133,20165085.0,https://modern-slavery-statement-registry.service.gov.uk/statement-summary/C3r4zjW5/2024,2.0,,GB00BKX5CN86;US48213U1051
https://wikirate.org/~8280785,Business & Human Rights Resource Centre+Modern Slavery Statement,Just Eat plc,2020,Yes - UK Modern Slavery Act,https://wikirate.org/~8270833,8280785.0,https://www.just-eat.co.uk/CmsAssets/media/Files/Common/legal/modern-slavery-statement/JEL-Modern-Slavery-Statement-2019-FINAL.pdf?bid=8ff01332a5ce434da3cb056f0938b617,1.0,,GB00BKX5CN86;US48213U1051
https://wikirate.org/~13742801,Business & Human Rights Resource Centre+Modern Slavery Statement,Just Eat plc,2021,Yes - UK Modern Slavery Act,https://wikirate.org/~13725594,13742801.0,https://downloads.modern-slavery-statement-registry.service.gov.uk/pdf-published/QDCQ73W3/2022/Just Eat Modern Slavery Statement - FYE 20211231.pdf,1.0,,GB00BKX5CN86;US48213U1051
https://wikirate.org/~16536936,Business & Human Rights Resource Centre+Modern Slavery Statement,Just Eat plc,2022,Yes - UK Modern Slavery Act,https://wikirate.org/~16517768,16536936.0,https://downloads.modern-slavery-statement-registry.service.gov.uk/pdf-published/QDCQ73W3/2023/Modern Slavery Statement UK _2022.pdf,1.0,,GB00BKX5CN86;US48213U1051
https://wikirate.org/~19934434,Business & Human Rights Resource Centre+Modern Slavery Statement,Just Eat plc,2023,Yes - UK Modern Slavery Act,https://wikirate.org/~19880431,19934434.0,https://downloads.modern-slavery-statement-registry.service.gov.uk/pdf-published/C3r4zjW5/2024/Modern Slavery Statement UK _2023.pdf,1.0,,GB00BKX5CN86;US48213U1051
https://wikirate.org/Business_Human_Rights_Resource_Centre+Modern_Slavery_Statement+Philipp_Kuehl+Just_Eat_plc+2020,Business & Human Rights Resource Centre+Modern Slavery Statement+Philipp Kuehl,Just Eat plc,2020,10.0,,,,,,GB00BKX5CN86;US48213U1051
