url,content,type,position,Language
https://genv.org/pt-br/recipes/categorias/sem-cozimento/,Leite de castanha de caju,text,10,GenV Brazilian Portuguese
https://genv.org/pt-br/recipes/categorias/sem-cozimento/,https://genv.org/wp-content/uploads/2022/10/rice-milk-400x267.jpg,image,11,GenV Brazilian Portuguese
https://genv.org/pt-br/recipes/categorias/sem-cozimento/,Leite de arroz,text,12,GenV Brazilian Portuguese
https://genv.org/pt-br/recipes/categorias/sem-cozimento/,https://genv.org/wp-content/uploads/2022/10/almond-milk-400x267.jpg,image,13,GenV Brazilian Portuguese
https://genv.org/pt-br/recipes/categorias/sem-cozimento/,Leite de amêndoas,text,14,GenV Brazilian Portuguese
https://genv.org/pt-br/recipes/categorias/sem-cozimento/,https://genv.org/wp-content/uploads/2022/06/Ceviche-de-lentilha-400x267.jpg,image,15,GenV Brazilian Portuguese
https://genv.org/pt-br/recipes/categorias/sem-cozimento/,Ceviche de lentilha,text,16,GenV Brazilian Portuguese
https://genv.org/pt-br/recipes/categorias/sem-cozimento/,https://genv.org/wp-content/uploads/2022/06/Pudim-de-chia-com-coco-e-manga-400x267.jpg,image,17,GenV Brazilian Portuguese
https://genv.org/pt-br/recipes/categorias/sem-cozimento/,Pudim de chia com coco e manga,text,18,GenV Brazilian Portuguese
https://genv.org/pt-br/recipes/categorias/sem-cozimento/,https://genv.org/wp-content/uploads/2022/06/Creme-de-chocolate-400x267.jpg,image,19,GenV Brazilian Portuguese
https://genv.org/pt-br/recipes/categorias/sem-cozimento/,Creme de chocolate,text,20,GenV Brazilian Portuguese
https://genv.org/pt-br/recipes/categorias/sem-cozimento/,https://genv.org/wp-content/uploads/2022/06/Creme-gelado-de-maracujá-400x267.jpg,image,21,GenV Brazilian Portuguese
https://genv.org/pt-br/recipes/categorias/sem-cozimento/,Creme gelado de maracujá,text,22,GenV Brazilian Portuguese
https://genv.org/pt-br/recipes/categorias/sem-cozimento/,https://genv.org/wp-content/uploads/2022/05/banana-berry-ice-cream-400x267.jpg,image,23,GenV Brazilian Portuguese
https://genv.org/pt-br/recipes/categorias/sem-cozimento/,Sorvete de banana,text,24,GenV Brazilian Portuguese
https://genv.org/pt-br/recipes/categorias/sem-cozimento/,https://genv.org/wp-content/uploads/2022/05/chocolate-pots-400x267.jpg,image,25,GenV Brazilian Portuguese
https://genv.org/pt-br/recipes/categorias/sem-cozimento/,Potes de chocolate,text,26,GenV Brazilian Portuguese
https://genv.org/pt-br/recipes/categorias/sem-cozimento/,https://genv.org/wp-content/uploads/2022/05/salmorejo-400x267.jpg,image,27,GenV Brazilian Portuguese
https://genv.org/pt-br/recipes/categorias/sem-cozimento/,Salmorejo (sopa fria e cremosa de tomate),text,28,GenV Brazilian Portuguese
https://genv.org/pt-br/recipes/categorias/sem-cozimento/,https://genv.org/wp-content/uploads/2022/05/olive-tapenade-400x267.jpg,image,29,GenV Brazilian Portuguese
https://genv.org/pt-br/recipes/categorias/sem-cozimento/,Tapenade de azeitonas,text,30,GenV Brazilian Portuguese
https://genv.org/pt-br/recipes/categorias/sem-cozimento/,https://genv.org/wp-content/uploads/2022/05/ajo-blanco-400x267.jpg,image,31,GenV Brazilian Portuguese
https://genv.org/pt-br/recipes/categorias/sem-cozimento/,Ajo Blanco (sopa fria espanhola),text,32,GenV Brazilian Portuguese
https://genv.org/pt-br/recipes/categorias/sem-cozimento/,Quer aderir ao veganismo?,text,33,GenV Brazilian Portuguese
https://genv.org/pt-br/recipes/categorias/sem-cozimento/,Já adotou o veganismo?,text,34,GenV Brazilian Portuguese
https://genv.org/pt-br/recipes/categorias/sem-cozimento/,"Receba as notícias mais recentes, conteúdos e dicas sobre veganismo do mundo todo.",text,35,GenV Brazilian Portuguese
https://genv.org/pt-br/recipes/categorias/sem-cozimento/,"Generation Vegan é uma organização sem fins lucrativos, registrada como 501(c)(3) de acordo com a legislação estadunidense, que se dedica a divulgar informações sobre os benefícios ambientais, éticos, pessoais e de saúde pública de uma alimentação baseada em plantas.",text,36,GenV Brazilian Portuguese
https://genv.org/pt-br/recipes/categorias/sem-cozimento/,"Impulsionada pela filantropia, a GenV (Million Dollar Vegan) é uma organização sem fins lucrativos, registrada como 501(c)(3) de acordo com a legislação estadunidense. Número fiscal 87-2839022",text,37,GenV Brazilian Portuguese
https://genv.org/pt-br/health-nutrition-guide/capitulo-6-alimento-como-remedio/,"Ao visitar nosso site, você concorda com nossa política de privacidade em relação a cookies, informações, estatísticas, etc.Leia mais",text,1,GenV Brazilian Portuguese
https://genv.org/pt-br/health-nutrition-guide/capitulo-6-alimento-como-remedio/,"Ao visitar nosso site, você concorda com nossa política de privacidade em relação a cookies, informações, estatísticas, etc.Leia mais",text,2,GenV Brazilian Portuguese
https://genv.org/pt-br/health-nutrition-guide/capitulo-6-alimento-como-remedio/,AceitarX,text,3,GenV Brazilian Portuguese
https://genv.org/pt-br/health-nutrition-guide/capitulo-6-alimento-como-remedio/,Capítulo 6: alimento como remédio,text,4,GenV Brazilian Portuguese
https://genv.org/pt-br/health-nutrition-guide/capitulo-6-alimento-como-remedio/,https://genv.org/wp-content/uploads/2019/09/nutrition-guide-chapter-5-400x267.jpg,image,5,GenV Brazilian Portuguese
https://genv.org/pt-br/health-nutrition-guide/capitulo-6-alimento-como-remedio/,"Como mencionamos anteriormente, o caminho para alcançar a saúde e o bem-estar ideais é pavimentado com alimentos integrais feitos de plantas.",text,6,GenV Brazilian Portuguese
https://genv.org/pt-br/health-nutrition-guide/capitulo-6-alimento-como-remedio/,"Esses alimentos agem comoremédios para o nosso corpo, criando um ambiente interno no qual nossa saúde geral pode prosperar e as doenças crônicas não podem.",text,7,GenV Brazilian Portuguese
https://genv.org/pt-br/health-nutrition-guide/capitulo-6-alimento-como-remedio/,"Temos certeza de que você já ouviu esse tipo de analogia antes: coloque diesel em um motor a gasolina e o carro não funcionará; dê doces ao seu gato e veja ele ficar doente; alimente uma planta com Coca-Cola e ela vai morrer. No entanto, por mais inteligentes que sejamos, com frequência prestamos menos atenção na nossa própria saúde e bem-estar do que nas do nosso carro, gato e até mesmo das plantas da nossa casa!",text,8,GenV Brazilian Portuguese
https://genv.org/pt-br/health-nutrition-guide/capitulo-6-alimento-como-remedio/,"Hipócrates escreveu sobre arelação da dieta com a saúdejá em 400 a.C., mas de alguma forma essas importantes lições parecem ter sido perdidas ou esquecidas. Como sociedade, nos tornamos mais confortáveis ​​em tomar medicamentos prescritos do que em usar alimentos saudáveis ​​como remédio. Será que isso acontece porque vender alimentos não saudáveis gera muito lucro e ainda mais lucro é gerado quando a população precisa de medicamentos para combater as doenças causadas por esses alimentos?",text,9,GenV Brazilian Portuguese
https://genv.org/pt-br/health-nutrition-guide/capitulo-6-alimento-como-remedio/,"Não deveríamos ficar doentes só para que outras pessoas possam ganhar dinheiro com isso! Podemos sair desse sistema fazendo escolhas alimentares diferentes e mais saudáveis. E, embora nem todo mundo tenha tempo, habilidade para cozinhar ou acesso a alimentos frescos, podemos avaliar quais mudanças são possíveis e realistas para nós. Afinal, cada nova escolha alimentar pode ter um impacto positivo profundo em nossas vidas.",text,10,GenV Brazilian Portuguese
https://genv.org/pt-br/health-nutrition-guide/capitulo-6-alimento-como-remedio/,“O que você come todos os dias é um determinante muito mais poderoso para sua saúde do que o seu DNA ou a maioria das substâncias químicas nocivas em seu ambiente”.,text,11,GenV Brazilian Portuguese
https://genv.org/pt-br/health-nutrition-guide/capitulo-6-alimento-como-remedio/,Fortalecer os sistemas de defesa,text,12,GenV Brazilian Portuguese
https://genv.org/pt-br/health-nutrition-guide/capitulo-6-alimento-como-remedio/,"Podemos pensar na saúde como a ausência de doença, mas ela é muito mais do que isso. A saúde é um estado ativo em nosso corpo que é protegido por nossos próprios sistemas de defesa integrados. São defesas tão poderosas que podem, em alguns casos, até reverter doenças crônicas. É o clima em que uma flor pode crescer em vez de murchar. É um ecossistema interno que sustenta a vida, em vez de permitir que ela entre em colapso. Não é um destino, é uma jornada que empreendemos todos os dias.",text,13,GenV Brazilian Portuguese
https://genv.org/pt-br/health-nutrition-guide/capitulo-6-alimento-como-remedio/,"Ossistemas de defesado nosso corpo estão intimamente ligados à nossa alimentação. Enquanto comer os alimentos certos ativa suas habilidades para nos manter saudáveis, comer os alimentos errados pode destruí-los completamente, fazendo com que sejamos altamente suscetíveis a doenças crônicas.",text,14,GenV Brazilian Portuguese
https://genv.org/pt-br/health-nutrition-guide/capitulo-6-alimento-como-remedio/,"Proteínas animais e alimentos processados, ricos em gordura, açúcar e sódio – todos os alimentos que uma alimentação à base de produtos integrais feitos de plantas evita – são os alimentos mais prejudiciais a esses sistemas de defesa. Por outro lado, uma alimentação saudável 100% vegetal fortalece nossas defesas imunológicas porque frutas, vegetais e grãos são repletos de antioxidantes que possuem capacidades antivirais e podem estimular as atividades de nossas células imunológicas.",text,15,GenV Brazilian Portuguese
https://genv.org/pt-br/health-nutrition-guide/capitulo-6-alimento-como-remedio/,DNA e disposição genética,text,16,GenV Brazilian Portuguese
https://genv.org/pt-br/health-nutrition-guide/capitulo-6-alimento-como-remedio/,"Pode causar surpresa saber que apredisposição genéticapara uma determinada doença não significa que o problema de saúde seja inevitável. Pelo contrário!Em muitos casos, acredita-se que as doenças são hereditárias quando, na verdade, são os hábitos alimentares que causam essas doenças nas famílias.",text,17,GenV Brazilian Portuguese
https://genv.org/pt-br/health-nutrition-guide/capitulo-6-alimento-como-remedio/,"O bioquímico pioneiro T. Colin Campbell descobriu através de mais de meio século deanálises científicasque a proteína animal em nossa alimentação faz com que os genes promotores do câncer “liguem”. No entanto, uma alimentação à base de produtos integrais feitos de plantas pode limitar e até “desligar” completamente a ação desses mesmos genes, controlando assim o desenvolvimento da doença. Essas modificações no DNA que regulam quais genes são ativados ou desativados são conhecidas como “mudanças epigenéticas”.",text,18,GenV Brazilian Portuguese
https://genv.org/pt-br/health-nutrition-guide/capitulo-6-alimento-como-remedio/,"A criação de ambientes nocivos (por meio de uma alimentação ruim, exposição ao estresse, sono mínimo e assim por diante) tem sidoassociada a mudanças epigenéticasobservadas em pacientes com câncer, depressão, doença de Alzheimer, diabetes, SII (Síndrome do intestino irritável) e uma série de outros problemas de saúde.",text,19,GenV Brazilian Portuguese
https://genv.org/pt-br/health-nutrition-guide/capitulo-6-alimento-como-remedio/,Estudos mostram que oefeito epigenético positivode ter uma alimentação à base de produtos integrais feitos de plantas pode ser grandioso.,text,20,GenV Brazilian Portuguese
https://genv.org/pt-br/health-nutrition-guide/capitulo-6-alimento-como-remedio/,"Também há mais um aspecto interessante. Os telômeros, que protegem nosso DNA e encurtam à medida que envelhecemos, também são afetados pelo que comemos, bem como por outras escolhas de estilo de vida. Fumar, seguir uma dieta ocidental padrão e beber refrigerantes açucarados são três atividades-chave queaceleram o encurtamento dos telômerose, posteriormente, o processo de envelhecimento do nosso corpo. Por outro lado, vários alimentos à base de plantas realmente ajudam aalongar nossos telômerose retardar o processo de envelhecimento: como os cogumelos, frutas vermelhas, espinafre, aveia e linhaça.",text,21,GenV Brazilian Portuguese
https://genv.org/pt-br/health-nutrition-guide/capitulo-6-alimento-como-remedio/,Comer para viver bem,text,22,GenV Brazilian Portuguese
https://genv.org/pt-br/health-nutrition-guide/capitulo-6-alimento-como-remedio/,"Poderíamos falar o dia todo sobre as incríveis habilidades dos sistemas de defesa do nosso próprio corpo e o incrível poder das plantas para reforçar esses sistemas! No entanto, nossa lista de recursos no final deste guia permitirá que você se aprofunde ainda mais nesses estudos, se desejar.",text,23,GenV Brazilian Portuguese
https://genv.org/pt-br/health-nutrition-guide/capitulo-6-alimento-como-remedio/,"Para este capítulo, vamos simplesmente terminar dizendo que, independentemente de quão suscetíveis ou invencíveis possamos nos sentir em relação às doenças, uma vida inteira de escolhas erradas pode nos levar a doenças crônicas, mesmo quando não temos predisposição genética para elas. A natureza traiçoeira dessas doenças de desenvolvimento lento significa que elas geralmente começam em nossa juventude, mas tendem a se manifestar apenas quando nos aproximamos da meia-idade. É por isso que, não importa quão jovens sejamos ou quão protegidos nos sintamos por nossos “bons genes”, nunca é cedo demais para abandonar os maus hábitos alimentares e começar a comer para viver bem.",text,24,GenV Brazilian Portuguese
https://genv.org/pt-br/health-nutrition-guide/capitulo-6-alimento-como-remedio/,"“Nossos genes são uma predisposição, mas não são nosso destino. Se fossem, você seria uma vítima, mas não é. Você é uma das pessoas mais poderosas do planeta”.",text,25,GenV Brazilian Portuguese
https://genv.org/pt-br/health-nutrition-guide/capitulo-6-alimento-como-remedio/,Compartilhe,text,26,GenV Brazilian Portuguese
https://genv.org/pt-br/health-nutrition-guide/capitulo-6-alimento-como-remedio/,Veja mais,text,27,GenV Brazilian Portuguese
https://genv.org/pt-br/health-nutrition-guide/capitulo-6-alimento-como-remedio/,https://genv.org/wp-content/uploads/2019/09/nutrition-guide-chapter-4-400x267.jpg,image,28,GenV Brazilian Portuguese
https://genv.org/pt-br/health-nutrition-guide/capitulo-6-alimento-como-remedio/,Capítulo 5: guia de nutrientes dos alimentos integrais feitos de plantas ￼,text,29,GenV Brazilian Portuguese
https://genv.org/pt-br/health-nutrition-guide/capitulo-6-alimento-como-remedio/,https://genv.org/wp-content/uploads/2019/09/nutrition-guide-chapter-6-400x267.jpg,image,30,GenV Brazilian Portuguese
https://genv.org/pt-br/health-nutrition-guide/capitulo-6-alimento-como-remedio/,Capítulo 7: a saúde e os cuidados de saúde em nossa sociedade,text,31,GenV Brazilian Portuguese
https://genv.org/pt-br/health-nutrition-guide/capitulo-6-alimento-como-remedio/,Quer aderir ao veganismo?,text,32,GenV Brazilian Portuguese
https://genv.org/pt-br/health-nutrition-guide/capitulo-6-alimento-como-remedio/,Já adotou o veganismo?,text,33,GenV Brazilian Portuguese
https://genv.org/pt-br/health-nutrition-guide/capitulo-6-alimento-como-remedio/,"Receba as notícias mais recentes, conteúdos e dicas sobre veganismo do mundo todo.",text,34,GenV Brazilian Portuguese
https://genv.org/pt-br/health-nutrition-guide/capitulo-6-alimento-como-remedio/,"Generation Vegan é uma organização sem fins lucrativos, registrada como 501(c)(3) de acordo com a legislação estadunidense, que se dedica a divulgar informações sobre os benefícios ambientais, éticos, pessoais e de saúde pública de uma alimentação baseada em plantas.",text,35,GenV Brazilian Portuguese
https://genv.org/pt-br/health-nutrition-guide/capitulo-6-alimento-como-remedio/,"Impulsionada pela filantropia, a GenV (Million Dollar Vegan) é uma organização sem fins lucrativos, registrada como 501(c)(3) de acordo com a legislação estadunidense. Número fiscal 87-2839022",text,36,GenV Brazilian Portuguese
https://genv.org/pt-br/o-que-cozinhar-para-uma-pessoa-vegana-neste-natal/,"Ao visitar nosso site, você concorda com nossa política de privacidade em relação a cookies, informações, estatísticas, etc.Leia mais",text,1,GenV Brazilian Portuguese
https://genv.org/pt-br/o-que-cozinhar-para-uma-pessoa-vegana-neste-natal/,"Ao visitar nosso site, você concorda com nossa política de privacidade em relação a cookies, informações, estatísticas, etc.Leia mais",text,2,GenV Brazilian Portuguese
https://genv.org/pt-br/o-que-cozinhar-para-uma-pessoa-vegana-neste-natal/,AceitarX,text,3,GenV Brazilian Portuguese
https://genv.org/pt-br/o-que-cozinhar-para-uma-pessoa-vegana-neste-natal/,O que cozinhar para uma pessoa vegana neste Natal,text,4,GenV Brazilian Portuguese
https://genv.org/pt-br/o-que-cozinhar-para-uma-pessoa-vegana-neste-natal/,https://genv.org/wp-content/uploads/2023/12/christmas-recipes-005-400x267.jpg,image,5,GenV Brazilian Portuguese
https://genv.org/pt-br/o-que-cozinhar-para-uma-pessoa-vegana-neste-natal/,"Há muito a se pensar ao receber convidados para o Natal: a mesa de decorações, velas, música, taças, quem senta ao lado de quem… e isso tudo antes mesmo de pensarmos sobre a comida. Com tanta gente adotando uma alimentação livre de animais, há uma boa chance de uma pessoa vegana estar sentada à sua mesa também. Então, o que podemos oferecer para elas, enquanto garantimos que todo mundo tenha uma linda, tradicional e já amada receita, sem que você precise cozinhar duas refeições inteiras separadamente?",text,6,GenV Brazilian Portuguese
https://genv.org/pt-br/o-que-cozinhar-para-uma-pessoa-vegana-neste-natal/,Veganize seus pratos de Natal,text,7,GenV Brazilian Portuguese
https://genv.org/pt-br/o-que-cozinhar-para-uma-pessoa-vegana-neste-natal/,"Nossa principal dica é veganizar todos os pratos que você faz, assim todo mundo pode aproveitar a mesma comida, e o chefe não vai ficar exausto antes mesmo da diversão começar. É claro, cada família e comunidade tem suas próprias receitas tradicionais e pratos favoritos para servir no Natal, por isso os que citamos aqui podem não ser os que você gosta. Mas o princípio é o mesmo: faça pequenas modificações e deixe todo mundo feliz!",text,8,GenV Brazilian Portuguese
https://genv.org/pt-br/o-que-cozinhar-para-uma-pessoa-vegana-neste-natal/,"Por exemplo, o creme vegano pode ser usado em sopas e sobremesas. A manteiga vegana é perfeita para fazer bolos ou para passar derretida em vegetais cozidos no vapor. Você pode trocar o caldo de carne por caldo de legumes e, em vez de usar gordura animal, assar vegetais no azeite. Com alguns pequenos ajustes, muitas refeições podem ser totalmente veganas, adequadas para todo mundo e com o sabor que você gosta.",text,9,GenV Brazilian Portuguese
https://genv.org/pt-br/o-que-cozinhar-para-uma-pessoa-vegana-neste-natal/,Ingredientes veganos para o Natal,text,10,GenV Brazilian Portuguese
https://genv.org/pt-br/o-que-cozinhar-para-uma-pessoa-vegana-neste-natal/,"Pessoas que não são veganas muitas vezes ficam surpresas com a quantidade de alternativas veganas incríveis disponíveis, seja nas lojas físicas ou online. Além dos leites vegetais, você pode obter deliciosas versões veganas de:",text,11,GenV Brazilian Portuguese
https://genv.org/pt-br/o-que-cozinhar-para-uma-pessoa-vegana-neste-natal/,Isto significa que existem muitas das suas receitas podem ser facilmente adaptadas.,text,12,GenV Brazilian Portuguese
https://genv.org/pt-br/o-que-cozinhar-para-uma-pessoa-vegana-neste-natal/,Ingredientes não veganos para ficar de olho,text,13,GenV Brazilian Portuguese
