"url","content","type","position"
"https://www.themissionmotor.org/what-we-do","Concrete and Effective Support Short-term Advice For teams that have specific questions or need advice to overcome hurdles. Examples: “Which tool can I best use to collect information”,  “Do you have a template for collecting stakeholder information”, and “Can you provide feedback on my Theory of Change“? Please send a message to contact@themissionmotor.org if you have MEL-related questions. Longer-term Support For organizations that want to learn how to integrate MEL tools into their standard operating procedures. For several months to a year, we walk through a full MEL cycle together. We will practice using tools such as environmental analysis, evidence review, theory of change, setting up a monitoring system, and survey design. Please send a message to contact@themissionmotor.org if you would like to explore options for longer-term support. MEL Community: Slack & Meet-ups For individuals who would like to know more about MEL and connect with peers in the animal and vegan advocacy community. The Mission Motor team hosts monthly online sessions to present and discuss specific MEL-related topics. The meetings are announced viaLuma, Hive Slack, and ourLinkedInpage. On theHive# MEL sub-Slack channel, you can ask questions to other MEL enthusiasts or our team.","text",5
"https://www.themissionmotor.org/what-we-do","https://images.squarespace-cdn.com/content/v1/62dbd7d5e2512d7fdad1729c/306f8185-36a5-4b3f-98c5-740154285469/image-asset.jpg","image",6
"https://www.themissionmotor.org/what-we-do","Participants of our first cohort based training.","text",7
"https://www.themissionmotor.org/what-we-do","https://images.squarespace-cdn.com/content/v1/62dbd7d5e2512d7fdad1729c/b563170b-c9e6-4acd-82da-300d553c5144/Animal+Ethics+logo.jpg","image",8
"https://www.themissionmotor.org/what-we-do","Animal Ethics (Global) Animal Ethicsenvisions a world where all sentient beings are given moral consideration. They promote respect for nonhuman animals through outreach, research, and education. Animal Ethics supports and researches interventions to improve the lives of animals in the wild, such as vaccinations and helping animals in natural disasters, and explores how future technologies will enable us to avoid catastrophic risks and ways technology can be used to help wild animals on a large scale.","text",9
"https://www.themissionmotor.org/what-we-do","https://images.squarespace-cdn.com/content/v1/62dbd7d5e2512d7fdad1729c/8d4fde9d-40ad-4d81-bd35-dbc06d9fb81d/Animal+Welfare+League.jpg","image",10
"https://www.themissionmotor.org/what-we-do","Animal Welfare League (Ghana) Animal Welfare Leagueis an animal advocacy organization that advocates for animal welfare in Ghana. Their mission is to work with stakeholders, communities and government to promote animal welfare for a better environment and human health. Animal Welfare League implements projects, conducts research and engages in community building. They envision a world where animals are loved, cared for and protected.","text",11
"https://www.themissionmotor.org/what-we-do","https://images.squarespace-cdn.com/content/v1/62dbd7d5e2512d7fdad1729c/1bd99880-4ec0-4852-bee7-7674c0d099ce/OWA+LogoCuadradoVerdeEN.jpg","image",12
"https://www.themissionmotor.org/what-we-do","Animal Welfare Observatory (Spain) Animal Welfare Observatoryis dedicated to improving the living conditions of animals destined for consumption with the lowest standards of animal welfare. Their mission is to achieve agreements with companies, institutions and stakeholders that positively impact the greatest possible number of animals. AWO envisions a world where intensive animal farming and intensive aquaculture makes way to food production models that respect animal welfare.","text",13
"https://www.themissionmotor.org/what-we-do","https://images.squarespace-cdn.com/content/v1/62dbd7d5e2512d7fdad1729c/4fdcc8a6-03a7-47ce-bcca-8d661cf89179/Logo+ALI.jpg","image",14
"https://www.themissionmotor.org/what-we-do","Aquatic Life Institute (Global) Aquatic Life Instituteis on a mission to reduce the suffering of the trillions of aquatic animals being farmed and caught in the wild for human consumption each year. They conduct research and advise on aquatic animal welfare. Operating from effective altruism principles, ALI seeks to support and accelerate activities that positively impact aquatic life, focusing on the highest-impact welfare interventions for all aquatic animals on a global scale.","text",15
"https://www.themissionmotor.org/what-we-do","https://images.squarespace-cdn.com/content/v1/62dbd7d5e2512d7fdad1729c/de89c46e-a855-4b8d-ab92-c636d199fbdc/Logo+eaaw+logo.png","image",16
"https://www.themissionmotor.org/what-we-do","Education for Africa Animal Welfare (East Africa) Education for Africa Animal Welfarefosters and promotes animal welfare management among the people of Tanzania and East Africa. In collaboration with other animal lovers they influence policy, support community empowerment, create strong advocacy groups, and promote attitude and behavioral change through media outlets.","text",17
"https://www.themissionmotor.org/what-we-do","https://images.squarespace-cdn.com/content/v1/62dbd7d5e2512d7fdad1729c/6ddc9307-ca0b-4c2b-98d4-0fedb1bc3ac8/Material+Innovation+Initiative+Logo.jpg","image",18
"https://www.themissionmotor.org/what-we-do","Material Innovation Initiative (Global) Due to unforeseen circumstances, support is paused.Material Innovation Initiativeis a think tank focused on research, knowledge-sharing, and fostering connections to fast-track the development of environmentally preferable and animal-free materials. They work to cultivate a global market for next-gen materials across the fashion, automotive, and home goods industries.","text",19
"https://www.themissionmotor.org/what-we-do","https://images.squarespace-cdn.com/content/v1/62dbd7d5e2512d7fdad1729c/82aee118-19cb-4fbf-a7da-731882334669/Sinergia+Animal+Logo.png","image",20
"https://www.themissionmotor.org/what-we-do","Sinergia Animal (Global South) Sinergia Animalis an international animal protection organization working in countries of the Global South to reduce the suffering of farmed animals and promote more compassionate food choices. Sinergia Animal participates with their Indonesia office, where they run cage-free programs, a vegan challenge for individuals, and their Nourishing Tomorrow program which supports schools and local government to adopt a plant-based menu at their dining room.","text",21
"https://www.themissionmotor.org/what-we-do","https://images.squarespace-cdn.com/content/v1/62dbd7d5e2512d7fdad1729c/d483e469-c416-4426-8b14-031a15ba4f14/VLF+Logo+PNG-02+%281%29.jpg","image",22
"https://www.themissionmotor.org/what-we-do","Vegan Life NGO (Greece) Vegan Life NGOaims to spread the vegan lifestyle in Greece and throughout the world. They carry out all kinds of events, campaigns, and actions with the common goal of defending animal rights, familiarizing the public with the concept of veganism, raising awareness around issues of social justice and environmental protection as well as providing accessible, valid and scientifically documented information about the vegan lifestyle and matters connected to it.","text",23
"https://www.themissionmotor.org/what-we-do","https://images.squarespace-cdn.com/content/v1/62dbd7d5e2512d7fdad1729c/60fb4458-1032-449c-b747-6600eaa4f047/Freepick+hand+holding+chick.jpg","image",24
"https://www.themissionmotor.org/what-we-do","New applications For one-off MEL-related questions or a need for longer-term support, please email us via contact@themissionmotor.org. We may not have room to accommodate all requests, but we will strive to help as much as possible. We also advise animal and vegan advocacy organizations to join the Hive Slack Channel, where we share content and learnings, and organize online meet-ups for those interested in MEL. Please fill out thisformto join the community The Mission MotorAccelerating foundations for change Charity status in the NetherlandsRSIN-number: 864226597Chamber of Commerce: 87177722 E-mail: contact@themissionmotor.org Tel: +31 (0)6-21708832 Follow us onLinkedIn Bank: Triodos bank, SWIFT code TRIONL2UAccount number: NL27TRIO 0320 550699 Website created byVegan Hacktivists","text",25
"https://www.themissionmotor.org/our-results","We use essential cookies only to provide you with a great experience and to run our website effectively. By using this website, you agree to the use of essential cookies. We use essential cookies only to provide you with a great experience and to run our website effectively. By using this website, you agree to the use of essential cookies.","text",1
"https://www.themissionmotor.org/our-results","https://images.squarespace-cdn.com/content/v1/62dbd7d5e2512d7fdad1729c/aeaefb29-232e-40b6-a1f5-37776c6c32a8/MissionMotor_Horizontal_FullColor.png?format=1500w","image",2
"https://www.themissionmotor.org/our-results","https://images.squarespace-cdn.com/content/v1/62dbd7d5e2512d7fdad1729c/aeaefb29-232e-40b6-a1f5-37776c6c32a8/MissionMotor_Horizontal_FullColor.png?format=1500w","image",3
"https://www.themissionmotor.org/our-results","https://images.squarespace-cdn.com/content/v1/62dbd7d5e2512d7fdad1729c/0ff3c25a-3e6d-4cbb-89ff-603eb85ab178/20230211_114605.jpg","image",4
"https://www.themissionmotor.org/our-results","The Mission Motor’s team is readyto help you and your organization. Testimonials","text",5
"https://www.themissionmotor.org/our-results","https://images.squarespace-cdn.com/content/v1/62dbd7d5e2512d7fdad1729c/1663681085074-08DFZEPU7RE1ZBC1C6YS/vakbond-voor-dieren.png","image",6
"https://www.themissionmotor.org/our-results","Vakbond voor Dieren - Marjolein de Rooij ‘‘Sparring with Nicoll and all the practical advice she has given me helped me to create focus in my work, set priorities, and complete tasks.’’","text",7
"https://www.themissionmotor.org/our-results","https://images.squarespace-cdn.com/content/v1/62dbd7d5e2512d7fdad1729c/1663681986629-PLYT9CAILZ7M8IA7C84G/Logo-Dierencoalitie-1024x476.png","image",8
"https://www.themissionmotor.org/our-results","Stichting Ondersteuning Dierencoalitie - Sandra Beuving ‘‘The work of a director came with new and unknown topics. I was very happy when The Mission Motor offered supporting me to grow in my new role and to further develop my organization.’’","text",9
"https://www.themissionmotor.org/our-results","https://images.squarespace-cdn.com/content/v1/62dbd7d5e2512d7fdad1729c/1663690056884-GMMI83OGJLRUN5XLJYBG/hcmp287138_1560426.jpeg","image",10
"https://www.themissionmotor.org/our-results","De Volkskantine - Floris Visser ‘‘For commercial start-ups, there are many development programs, but for non-profit organizations, there are fewer options. That is why I was very grateful for the practical and effective support of The Mission Motor.’’","text",11
"https://www.themissionmotor.org/our-results","https://images.squarespace-cdn.com/content/v1/62dbd7d5e2512d7fdad1729c/abc1f515-7448-40ca-bcd0-97c75db80117/Vissenbelangen.jpg","image",12
"https://www.themissionmotor.org/our-results","Stichting Vissenbelangen “We started our organization in 2022. The Mission Motor helped us navigate many challenges and quickly deal with the practical issues we faced in our first year.” The Mission MotorAccelerating foundations for change Charity status in the NetherlandsRSIN-number: 864226597Chamber of Commerce: 87177722 E-mail: contact@themissionmotor.org Tel: +31 (0)6-21708832 Follow us onLinkedIn Bank: Triodos bank, SWIFT code TRIONL2UAccount number: NL27TRIO 0320 550699 Website created byVegan Hacktivists","text",13
"https://www.themissionmotor.org/who-we-are","We use essential cookies only to provide you with a great experience and to run our website effectively. By using this website, you agree to the use of essential cookies. We use essential cookies only to provide you with a great experience and to run our website effectively. By using this website, you agree to the use of essential cookies.","text",1
"https://www.themissionmotor.org/who-we-are","https://images.squarespace-cdn.com/content/v1/62dbd7d5e2512d7fdad1729c/aeaefb29-232e-40b6-a1f5-37776c6c32a8/MissionMotor_Horizontal_FullColor.png?format=1500w","image",2
"https://www.themissionmotor.org/who-we-are","https://images.squarespace-cdn.com/content/v1/62dbd7d5e2512d7fdad1729c/aeaefb29-232e-40b6-a1f5-37776c6c32a8/MissionMotor_Horizontal_FullColor.png?format=1500w","image",3
"https://www.themissionmotor.org/who-we-are","https://images.squarespace-cdn.com/content/v1/62dbd7d5e2512d7fdad1729c/1663481903172-DRW64OFN9OPYMDZAWR8W/unsplash-image-AsahNlC0VhQ.jpg","image",4
"https://www.themissionmotor.org/who-we-are","Meet the driving force behindThe Mission Motor! Our Team","text",5
"https://www.themissionmotor.org/who-we-are","Nicoll Peracha Executive Director Nicoll Peracha is an inspiring bridge builder with 25 years of experience in the international non-profit sector. She holds a law degree and since 2016 has supported numerous organizations in their development. Find out more about Nicoll here:Nicoll Peracha | LinkedIn","text",6
"https://www.themissionmotor.org/who-we-are","Sophie Gulliver MEL Advisor Sophie Gulliver is an evaluation expert in the humanitarian, global development, and animal welfare sector. As an M&E freelance consultant, she works with clients to improve their MEL and impact learning. Find out more about Sophie here:Sophie Gulliver | LinkedIn","text",7
"https://www.themissionmotor.org/who-we-are","Koushik Raghavan MEL Associate Koushik Raghavan has a master’s degree in cancer biology with experience working as a Research, Monitoring, and Evaluations Officer for FIAPO. Before joining The Mission Motor, he was a Research Fellow at AIM Training Program. Find out more about Koushik here:Koushik Raghavan | LinkedIn","text",8
"https://www.themissionmotor.org/who-we-are","Jamie Spurgeon MEL Associate Jamie holds a master’s degree in physics with nanoscience and worked for Animal Charity Evaluators. A.o. managing their Movement Grants program which aims to build the animal advocacy movement by supporting growth in underfunded regions and novel interventions. Find out more about Jamie here:Jamie Spurgeon | LinkedIn","text",9
"https://www.themissionmotor.org/who-we-are","Tom Billington MEL Associate Tom is the Co-founder of Fish Welfare Initiative, an organization focused on improving the welfare of fishes, currently concentrated in India. He is on the board of trustees for Ambitious Impact and has been in the animal movement for 5 years. Find out more about Tom here:Thomas Billington | LinkedIn","text",10
"https://www.themissionmotor.org/who-we-are","Saoirse McGivern Communications Volunteer Saoirse holds a degree in business and management and specialises in project management and communications. Highly passionate about animal welfare and advocacy, she volunteers with The Mission Motor to put those skills to use for a great cause! Find out more about Saoirse here:https://www.linkedin.com/in/saoirse-logan-mcgivern Our Board Members","text",11
"https://www.themissionmotor.org/who-we-are","Michelle Vellinga Chair Legal BoardMichelle is a communications professional holding a master’s degree in health education & promotion. Her passion is to promote healthy behaviours through digital communication with the goal of a better life for people and animals. Find out more about Michelle here:Michelle Vellinga | LinkedIn","text",12
"https://www.themissionmotor.org/who-we-are","Lauren Mee Vice-Chair Legal BoardLauren Mee is the co-founder of Animal Advocacy Careers. She is a strategic advisor to Tälist, the AVA summit and EACN. Prior to AAC she worked as a consultant at a global data intelligence organisation and volunteered for the Good Food Institute and The Humane League. Find out more about Lauren here:Lauren Mee 🔶 | LinkedIn","text",13
"https://www.themissionmotor.org/who-we-are","Katrina Sill Board Member Katrina Sill holds an MPA in Development Practice from Columbia University and is an Associate Director for Innovation for Poverty Action's Right-Fit Evidence Unit. Prior to joining IPA, she was the Impact Division Director at One Acre Fund Tanzania Find out more about Katrina here:Katrina Sill | LinkedIn","text",14
"https://www.themissionmotor.org/who-we-are","Lauri van Oosterom Board Member Lauri has master's degrees in Dutch and Russian history and completed several journalism and communication courses. Lauri volunteers for various animal welfare and sustainability organizations in the Netherlands.Lauri van Oosterom | LinkedIn","text",15
"https://www.themissionmotor.org/who-we-are","Jesse van Elzelingen TreasurerJesse van Elzelingen holds a master’s degree in social and organizational psychology, studied Industrial Management, and recently specialized as an agile/scrum coach. Jesse has experience as a legal advisor for union members, and currently works as Operations Manager and Agile Coach at ProVeg Netherlands. Find out more about Jesse here:https://www.linkedin.com/in/jesse-van-elzelingen-522682a8/ Our Partners and Supporters","text",16
"https://www.themissionmotor.org/who-we-are","AIM Ambitious Impact, the successor of Charity Entrepreurship, is created to help individuals make a large positive difference in the world by assisting them in finding and transitioning to a high-impact career path.","text",17
"https://www.themissionmotor.org/who-we-are","Craigslist Charitable Fund Craigslist Charitable Fundsupports organizations pursuing thoughtful interventions aimed at saving humanity and our planet - by ending the exploitation of animals.","text",18
"https://www.themissionmotor.org/who-we-are","Impactful Animal Advocacy Impactful Animal Advocacyconnects 2000+ passionate advocates committed to making a positive impact for farmed animals. IAA enables The Mission Motor to host the #MEL sub Slack channel, which helps us to build our community of practice.","text",19
"https://www.themissionmotor.org/who-we-are","Animal Ask Animal Asksupports organizations with in-depth, cross-comparative research to support decision making towards the most promising opportunities for animals.","text",20
"https://www.themissionmotor.org/who-we-are","Caryn Ginsberg Caryn Ginsberg, experienced board leader  and founder ofPriority Visions, helps progressive nonprofits and businesses who want to accelerate their results to set strategies and use visuals that move people to action. The Mission MotorAccelerating foundations for change Charity status in the NetherlandsRSIN-number: 864226597Chamber of Commerce: 87177722 E-mail: contact@themissionmotor.org Tel: +31 (0)6-21708832 Follow us onLinkedIn Bank: Triodos bank, SWIFT code TRIONL2UAccount number: NL27TRIO 0320 550699 Website created byVegan Hacktivists","text",21
"https://www.themissionmotor.org/de-volkskantine","We use essential cookies only to provide you with a great experience and to run our website effectively. By using this website, you agree to the use of essential cookies. We use essential cookies only to provide you with a great experience and to run our website effectively. By using this website, you agree to the use of essential cookies.","text",1
"https://www.themissionmotor.org/de-volkskantine","https://images.squarespace-cdn.com/content/v1/62dbd7d5e2512d7fdad1729c/aeaefb29-232e-40b6-a1f5-37776c6c32a8/MissionMotor_Horizontal_FullColor.png?format=1500w","image",2
"https://www.themissionmotor.org/de-volkskantine","https://images.squarespace-cdn.com/content/v1/62dbd7d5e2512d7fdad1729c/aeaefb29-232e-40b6-a1f5-37776c6c32a8/MissionMotor_Horizontal_FullColor.png?format=1500w","image",3
"https://www.themissionmotor.org/de-volkskantine","https://images.squarespace-cdn.com/content/v1/62dbd7d5e2512d7fdad1729c/d03d4ab4-9edf-4f4a-943f-19e5edc54d4d/Floris-Visser3.3-400x328.jpeg","image",4
"https://www.themissionmotor.org/de-volkskantine","De Volkskantine - Floris Visser ‘‘Without a large budget, it is difficult to gather people around you with knowledge and experience. There are numerous development programs for commercial start-ups and hardly any for non-profit civil society organizations. That's why I was very happy with The Mission Motor. I found a sparring partner who does have professional knowledge and experience but does not focus on achieving as much profit as possible. The support of The Mission Motor gave me more overview and structure, and more confidence in my own work. It is very nice to regularly discuss professional issues and to sorth them out together.’’ The Mission MotorAccelerating foundations for change Charity status in the NetherlandsRSIN-number: 864226597Chamber of Commerce: 87177722 E-mail: contact@themissionmotor.org Tel: +31 (0)6-21708832 Follow us onLinkedIn Bank: Triodos bank, SWIFT code TRIONL2UAccount number: NL27TRIO 0320 550699 Website created byVegan Hacktivists","text",5
"https://www.themissionmotor.org/work-with-us","We use essential cookies only to provide you with a great experience and to run our website effectively. By using this website, you agree to the use of essential cookies. We use essential cookies only to provide you with a great experience and to run our website effectively. By using this website, you agree to the use of essential cookies.","text",1
"https://www.themissionmotor.org/work-with-us","https://images.squarespace-cdn.com/content/v1/62dbd7d5e2512d7fdad1729c/aeaefb29-232e-40b6-a1f5-37776c6c32a8/MissionMotor_Horizontal_FullColor.png?format=1500w","image",2
"https://www.themissionmotor.org/work-with-us","https://images.squarespace-cdn.com/content/v1/62dbd7d5e2512d7fdad1729c/aeaefb29-232e-40b6-a1f5-37776c6c32a8/MissionMotor_Horizontal_FullColor.png?format=1500w","image",3
"https://www.themissionmotor.org/work-with-us","https://images.squarespace-cdn.com/content/v1/62dbd7d5e2512d7fdad1729c/4ffb79df-f289-4c50-9595-c0839d72eeee/WAM27331+Cow+with+woman.jpg","image",4
"https://www.themissionmotor.org/work-with-us","Bring your talents to our team, and improve the lives of animals. Paid Positions We currently don’t have any paid opportunities. Please check this page or ourLinkedInfor future vacancies. Volunteering We currently don’t have any volunteer positions. Please check this page or ourLinkedInfor future vacancies. The Mission MotorAccelerating foundations for change Charity status in the NetherlandsRSIN-number: 864226597Chamber of Commerce: 87177722 E-mail: contact@themissionmotor.org Tel: +31 (0)6-21708832 Follow us onLinkedIn Bank: Triodos bank, SWIFT code TRIONL2UAccount number: NL27TRIO 0320 550699 Website created byVegan Hacktivists","text",5
"https://www.themissionmotor.org/vakbond-voor-dieren","We use essential cookies only to provide you with a great experience and to run our website effectively. By using this website, you agree to the use of essential cookies. We use essential cookies only to provide you with a great experience and to run our website effectively. By using this website, you agree to the use of essential cookies.","text",1
"https://www.themissionmotor.org/vakbond-voor-dieren","https://images.squarespace-cdn.com/content/v1/62dbd7d5e2512d7fdad1729c/aeaefb29-232e-40b6-a1f5-37776c6c32a8/MissionMotor_Horizontal_FullColor.png?format=1500w","image",2
"https://www.themissionmotor.org/vakbond-voor-dieren","https://images.squarespace-cdn.com/content/v1/62dbd7d5e2512d7fdad1729c/aeaefb29-232e-40b6-a1f5-37776c6c32a8/MissionMotor_Horizontal_FullColor.png?format=1500w","image",3
"https://www.themissionmotor.org/vakbond-voor-dieren","https://images.squarespace-cdn.com/content/v1/62dbd7d5e2512d7fdad1729c/7551a616-1830-4721-a767-2d874c298e32/Marjolein-op-de-trap--scaled.jpg","image",4
"https://www.themissionmotor.org/vakbond-voor-dieren","Vakbond voor Dieren - Marjolein de Rooij‘‘How do you make progress as effectively as possible, and balance this with maintaining energy? I needed structure, someone to spar with, and practical tips. Thanks to the bi-weekly consultations with Nicoll, I was able to plan my week well, I gained focus and I achieved successful results. Because of her extensive (work) experience, Nicoll was able to give me really good advice.’’ The Mission MotorAccelerating foundations for change Charity status in the NetherlandsRSIN-number: 864226597Chamber of Commerce: 87177722 E-mail: contact@themissionmotor.org Tel: +31 (0)6-21708832 Follow us onLinkedIn Bank: Triodos bank, SWIFT code TRIONL2UAccount number: NL27TRIO 0320 550699 Website created byVegan Hacktivists","text",5
"https://www.themissionmotor.org/how-we-work","We use essential cookies only to provide you with a great experience and to run our website effectively. By using this website, you agree to the use of essential cookies. We use essential cookies only to provide you with a great experience and to run our website effectively. By using this website, you agree to the use of essential cookies.","text",1
"https://www.themissionmotor.org/how-we-work","https://images.squarespace-cdn.com/content/v1/62dbd7d5e2512d7fdad1729c/aeaefb29-232e-40b6-a1f5-37776c6c32a8/MissionMotor_Horizontal_FullColor.png?format=1500w","image",2
"https://www.themissionmotor.org/how-we-work","https://images.squarespace-cdn.com/content/v1/62dbd7d5e2512d7fdad1729c/aeaefb29-232e-40b6-a1f5-37776c6c32a8/MissionMotor_Horizontal_FullColor.png?format=1500w","image",3
"https://www.themissionmotor.org/how-we-work","Planning and Reporting Learnings September 2023 - March 2024 Strategy and Annual Plan 2024 Annual report 2022(in Dutch) Policies Privacy Declaration(in Dutch) Diversity, Equity, and Inclusion & Code of Conduct","text",4
"https://www.themissionmotor.org/how-we-work","https://images.squarespace-cdn.com/content/v1/62dbd7d5e2512d7fdad1729c/81589d1d-dec3-42ea-9dfc-34af21769282/vissen+grafisch+banner.jpg","image",5
"https://www.themissionmotor.org/how-we-work","The Mission MotorAccelerating foundations for change Charity status in the NetherlandsRSIN-number: 864226597Chamber of Commerce: 87177722 E-mail: contact@themissionmotor.org Tel: +31 (0)6-21708832 Follow us onLinkedIn Bank: Triodos bank, SWIFT code TRIONL2UAccount number: NL27TRIO 0320 550699 Website created byVegan Hacktivists","text",6
"https://www.themissionmotor.org/cart","We use essential cookies only to provide you with a great experience and to run our website effectively. By using this website, you agree to the use of essential cookies. We use essential cookies only to provide you with a great experience and to run our website effectively. By using this website, you agree to the use of essential cookies.","text",1
"https://www.themissionmotor.org/cart","https://images.squarespace-cdn.com/content/v1/62dbd7d5e2512d7fdad1729c/aeaefb29-232e-40b6-a1f5-37776c6c32a8/MissionMotor_Horizontal_FullColor.png?format=1500w","image",2
"https://www.themissionmotor.org/cart","https://images.squarespace-cdn.com/content/v1/62dbd7d5e2512d7fdad1729c/aeaefb29-232e-40b6-a1f5-37776c6c32a8/MissionMotor_Horizontal_FullColor.png?format=1500w","image",3
"https://www.themissionmotor.org/cart","Shopping Cart You have nothing in your shopping cart. The Mission MotorAccelerating foundations for change Charity status in the NetherlandsRSIN-number: 864226597Chamber of Commerce: 87177722 E-mail: contact@themissionmotor.org Tel: +31 (0)6-21708832 Follow us onLinkedIn Bank: Triodos bank, SWIFT code TRIONL2UAccount number: NL27TRIO 0320 550699 Website created byVegan Hacktivists","text",4
"https://www.themissionmotor.org/contact-us","We use essential cookies only to provide you with a great experience and to run our website effectively. By using this website, you agree to the use of essential cookies. We use essential cookies only to provide you with a great experience and to run our website effectively. By using this website, you agree to the use of essential cookies.","text",1
"https://www.themissionmotor.org/contact-us","https://images.squarespace-cdn.com/content/v1/62dbd7d5e2512d7fdad1729c/aeaefb29-232e-40b6-a1f5-37776c6c32a8/MissionMotor_Horizontal_FullColor.png?format=1500w","image",2
"https://www.themissionmotor.org/contact-us","https://images.squarespace-cdn.com/content/v1/62dbd7d5e2512d7fdad1729c/aeaefb29-232e-40b6-a1f5-37776c6c32a8/MissionMotor_Horizontal_FullColor.png?format=1500w","image",3
"https://www.themissionmotor.org/contact-us","Contact us A sustainable and just world is possible! Please contact us if you want to know more about how your non-profit can become stronger and track its impact, or about how you can contribute to our projects. Please email: contact@themissionmotor.org. We look forward to meeting you! The Mission MotorAccelerating foundations for change Charity status in the NetherlandsRSIN-number: 864226597Chamber of Commerce: 87177722 E-mail: contact@themissionmotor.org Tel: +31 (0)6-21708832 Follow us onLinkedIn Bank: Triodos bank, SWIFT code TRIONL2UAccount number: NL27TRIO 0320 550699 Website created byVegan Hacktivists","text",4
"https://www.themissionmotor.org/support","We use essential cookies only to provide you with a great experience and to run our website effectively. By using this website, you agree to the use of essential cookies. We use essential cookies only to provide you with a great experience and to run our website effectively. By using this website, you agree to the use of essential cookies.","text",1
"https://www.themissionmotor.org/support","https://images.squarespace-cdn.com/content/v1/62dbd7d5e2512d7fdad1729c/aeaefb29-232e-40b6-a1f5-37776c6c32a8/MissionMotor_Horizontal_FullColor.png?format=1500w","image",2
"https://www.themissionmotor.org/support","https://images.squarespace-cdn.com/content/v1/62dbd7d5e2512d7fdad1729c/aeaefb29-232e-40b6-a1f5-37776c6c32a8/MissionMotor_Horizontal_FullColor.png?format=1500w","image",3
"https://www.themissionmotor.org/support","https://images.squarespace-cdn.com/content/v1/62dbd7d5e2512d7fdad1729c/1663679602976-LWU482H95OUC11AD8S13/unsplash-image-EZSlp_sVXzM.jpg","image",4
