url,content,type,position,Language
https://genv.org/fr/pourquoi-vegane/pour-lhumanite/,"Notre longue histoire d’exploitation des animaux pour leur viande, leur lait, leurs œufs et leur peau s’accompagne d’une longue histoire de zoonoses, ces maladies qui se transmettent des animaux aux humains. À l’heure actuelle, les trois quarts de toutes les maladies infectieuses émergentes proviennent des animaux. C’est notamment le cas de la « grippe porcine » H1N1, qui a infectéplus de 60 millionsde personnes au cours de sa première année, ou de la « grippe aviaire » H5N1, qui tue60%des personnes infectées. Les experts en virologie nous mettent en garde contre les risques associés aux élevages industriels, des foyers d’incubation idéals pour les zoonoses, que certains qualifient de «bombes à retardement» en raison de leur potentiel pandémique.",text,11,GenV French
https://genv.org/fr/pourquoi-vegane/pour-lhumanite/,Santé et droits des travailleurs précaires,text,12,GenV French
https://genv.org/fr/pourquoi-vegane/pour-lhumanite/,"L’exposition aux produits chimiques, aux gaz toxiques provenant de la décomposition du lisier et aux niveaux élevés de particules pouvant provoquer des troubles respiratoires sont autant de dangers courants dans les exploitations intensives. Compte tenu de la difficulté du travail et des faibles rémunérations, il n’est pas surprenant que73%des ouvriers agricoles aux États-Unis soient des immigrants. Etun tiersdes ouvriers d’abattoirs sont sans-papiers, ce qui les rend encore plus vulnérables à l’exploitation. Les longues heures, le travail répétitif, les machines en mouvement, les chaînes d’abattage rapides, les couteaux aiguisés et les pistolets à tige perforante forment un cocktail explosif. L’exemple, révélé aux États-Unis, des ouvriers d’abattoirs de volaillecontraintsde porter des couches faute de pouvoir s’accorder des pauses toilettes est particulièrement sidérant. Mais le problème est structurellement lié aux systèmes d’élevage et d’abattage industriels, où la dignité et le bien-être des ouvriers agricoles sont pareillement bafoués,en Francecomme dans le monde entier.",text,13,GenV French
https://genv.org/fr/pourquoi-vegane/pour-lhumanite/,La colonisation de l’alimentation,text,14,GenV French
https://genv.org/fr/pourquoi-vegane/pour-lhumanite/,"Si l’histoire de l’imposition des cultures culinaires varie d’un pays à l’autre, ce qui est universellement avéré, c’est que le paysage alimentaire a été modifié par les colonisateurs. Dans certains cas, les Européens craignaient que la nourriture indigène les intoxique ou les affaiblisse, ou qu’elle les « indigénise » d’une manière ou d’une autre. Ils ont alors apporté leurs propres aliments, cultures et animaux d’élevage, et ont forcé les peuples autochtones à travailler dans les fermes qui leur ont été volées et à produire la nourriture que les colonisateurs désiraient. Cette situation a entraîné un déplacement massif des populations autochtones et la perte des cultures alimentaires traditionnelles, des cérémonies et, à la longue, des connaissances. Aujourd’hui, cet héritage colonial laisse certaines communautés accablées par des problèmes de santé disproportionnés.",text,15,GenV French
https://genv.org/fr/pourquoi-vegane/pour-lhumanite/,Le racisme environnemental,text,16,GenV French
https://genv.org/fr/pourquoi-vegane/pour-lhumanite/,"Il s’agit du système discriminatoire qui fait que les personnes racisées sont touchées de manière disproportionnée par les risques environnementaux. De vastes élevages industriels sont souvent implantés au sein de communautés défavorisées, où les exploitants cherchent à profiter d’une main-d’œuvre bon marché. Ces mêmes communautés doivent alors supporter le poids des impacts environnementaux associés, tels que la mauvaise qualité de l’air et de l’eau. En Amérique du nord, le débat porte aussi sur la question des « déserts alimentaires », des zones où l’on trouve peu d’aliments frais abordables et nutritifs, ainsi que sur le problème des quartiers où l’offre alimentaire est largement dominée par une forte proportion de fast-foods. Globalement, on constate que les problèmes de santé sont trop souvent imposés aux communautés racisées, par des orientations de politique agricole qui leur sont disproportionnellement préjudiciables et par le manque d’accès à des aliments sains et de qualité.",text,17,GenV French
https://genv.org/fr/pourquoi-vegane/pour-lhumanite/,Nourrir l’humanité,text,18,GenV French
https://genv.org/fr/pourquoi-vegane/pour-lhumanite/,"Bien que nous produisions suffisamment de nourriture pour nourrir l’ensemble de la population humaine mondiale, plus de 800 millions de personnes souffrent toujours de la faim. L’une des raisons en est la concurrence féroce pour les ressources entre les humains et les milliards d’animaux d’élevage. Cette concurrence fait grimper le coût des céréales, et le désir de viande des pays du Nord l’emporte trop souvent sur le besoin fondamental de se nourrir des pays défavorisés. Au cœur du problème se trouve le gaspillage inhérent au secteur de l’élevage. Les cochons ont besoin de8,4 kgd’aliments pour produire seulement 1 kg de viande, tandis que les poulets en nécessitent 3,4 kg. À l’échelle mondiale,40%des terres arables sont aujourd’hui consacrées à la production de cultures fourragères. Une surface qui, si elle était plutôt utilisée pour des cultures destinées à l’alimentation des humains, pourrait nourrirquatre milliardsde personnes supplémentaires. Choisir une alimentation végane, c’est faire preuve d’équité et de justice alimentaire, et veiller à ce qu’il y ait suffisamment de ressources nutritives pour tous.",text,19,GenV French
https://genv.org/fr/pourquoi-vegane/pour-lhumanite/,Prêt pour un défi végane ?,text,20,GenV French
https://genv.org/fr/pourquoi-vegane/pour-lhumanite/,Vous êtes déjà végane ?,text,21,GenV French
https://genv.org/fr/pourquoi-vegane/pour-lhumanite/,"Recevez les dernières nouvelles, contenus et conseils véganes du monde entier.",text,22,GenV French
https://genv.org/fr/pourquoi-vegane/pour-lhumanite/,"Generation Vegan est une association à but non lucratif qui se donne pour tâche de faire connaître au grand public les bénéfices environnementaux, éthiques, diététiques et sanitaires du mode de vie végane.",text,23,GenV French
https://genv.org/fr/pourquoi-vegane/pour-lhumanite/,"Soutenue grâce à la générosité de ses donateurs, GenV (Million Dollar Vegan) est une association à but non lucratif de type 501(c)(3). Numéro d'identification fiscale: 87-2839022",text,24,GenV French
https://genv.org/fr/cinq-animaux-qui-peuvent-nous-aider-a-combattre-le-changement-climatique/,"En visitant notre site, vous acceptez notre politique de confidentialité concernant les cookies, le suivi, les statistiques, etc.Lire la suite",text,1,GenV French
https://genv.org/fr/cinq-animaux-qui-peuvent-nous-aider-a-combattre-le-changement-climatique/,AccepterX,text,2,GenV French
https://genv.org/fr/cinq-animaux-qui-peuvent-nous-aider-a-combattre-le-changement-climatique/,Cinq animaux qui peuvent nous aider à combattre le changement climatique,text,3,GenV French
https://genv.org/fr/cinq-animaux-qui-peuvent-nous-aider-a-combattre-le-changement-climatique/,https://genv.org/wp-content/uploads/2022/07/Elephants-400x267.jpg,image,4,GenV French
https://genv.org/fr/cinq-animaux-qui-peuvent-nous-aider-a-combattre-le-changement-climatique/,(Et ce que nous devons faire pour eux en retour),text,5,GenV French
https://genv.org/fr/cinq-animaux-qui-peuvent-nous-aider-a-combattre-le-changement-climatique/,"Ce sont peut-être les humains qui ont causé la crise environnementale, mais de nombreux animaux non humains peuvent nous aider à retrouver le chemin d’une planète saine et prospère. Voici cinq espèces animales, héroïnes du climat, ainsi que nos meilleurs conseils sur la façon dont nous pouvons les aider pour qu’elles nous aident en retour.",text,6,GenV French
https://genv.org/fr/cinq-animaux-qui-peuvent-nous-aider-a-combattre-le-changement-climatique/,Les chauves-souris comme baromètres,text,7,GenV French
https://genv.org/fr/cinq-animaux-qui-peuvent-nous-aider-a-combattre-le-changement-climatique/,"Les chauves-souris sont des baromètres importants du changement climatique. Une étude surles chauves-souris migratricesa révélé qu’un nombre important d’entre elles se mettait à hiverner au lieu de partir vers des climats plus chauds, et que celles qui partaient avaient tendance à le faire plus tôt. Ces modifications de comportements indiquent que les altérations du climat affectent les insectes, principale source de nourriture des chauves-souris. Il existe de nombreuses autres espèces d’indicateurs en plus des chauves-souris, notamment les coraux et les pikas. Ensemble, ils témoignent du rythme du changement climatique et tirent la sonnette d’alarme pour passer à l’action.",text,8,GenV French
https://genv.org/fr/cinq-animaux-qui-peuvent-nous-aider-a-combattre-le-changement-climatique/,Comment pouvons-nous aider les chauves-souris ?,text,9,GenV French
https://genv.org/fr/cinq-animaux-qui-peuvent-nous-aider-a-combattre-le-changement-climatique/,Les chauves souris sont des animaux incroyables. La preuve en images :,text,10,GenV French
https://genv.org/fr/cinq-animaux-qui-peuvent-nous-aider-a-combattre-le-changement-climatique/,Les loutres de mer sont des gardiens de la forêt,text,11,GenV French
https://genv.org/fr/cinq-animaux-qui-peuvent-nous-aider-a-combattre-le-changement-climatique/,"Les espèces aquatiques jouent un rôle majeur dans la lutte contre la dégradation du climat et les loutres de mer sont considérées comme une espèce clé. Cela signifie qu’elles aident à façonner leur écosystème et que sans elles, ces systèmes s’effondreraient ou changeraient radicalement. Les loutres de mer sont les gardiennes des forêts de varech. Elles favorisent leur croissance et contrôlent les principaux consommateurs de varech, les oursins. Les forêts de varech peuvent stockerjusqu’à 20 foisplus de carbone par hectare que les forêts terrestres, et celles qui sont gardées par des loutres de mer peuvent conserver 12 fois plus de carbone provenant de l’environnement.",text,12,GenV French
https://genv.org/fr/cinq-animaux-qui-peuvent-nous-aider-a-combattre-le-changement-climatique/,Comment pouvons-nous aider les loutres de mer ?,text,13,GenV French
https://genv.org/fr/cinq-animaux-qui-peuvent-nous-aider-a-combattre-le-changement-climatique/,Votre dose quotidienne de douceur :,text,14,GenV French
https://genv.org/fr/cinq-animaux-qui-peuvent-nous-aider-a-combattre-le-changement-climatique/,Les baleines font croître le plancton,text,15,GenV French
https://genv.org/fr/cinq-animaux-qui-peuvent-nous-aider-a-combattre-le-changement-climatique/,"Tout comme les loutres de mer aident le varech à prospérer, les baleines sont essentielles au bon développement du plancton. Les baleines ont un « effet multiplicateur » et augmentent la production de plancton partout où elles vont. Non seulement leurs déjections sont la nourriture parfaite pour aider le plancton à se développer, mais les baleines dispersent les nutriments qu’elles contiennent lorsqu’elles migrent ou remontent à la surface, ce qui aide le plancton à se propager dans l’océan. De plus, les baleines sont tellement immenses qu’elles stockent de grandes quantités de carbone dans leur corps. Si elles meurent dans l’océan de manière naturelle, elles emmènent ce carbone au fond de l’océan et le gardent emprisonné dans leur corps. Pour ces raisons, un rapport a révélé qu’en termes de protection du climat,une baleine équivaut à mille arbreset que la protection des grandes espèces marines peut s’avérer plus efficace que certaines actions de reboisement.",text,16,GenV French
https://genv.org/fr/cinq-animaux-qui-peuvent-nous-aider-a-combattre-le-changement-climatique/,Comment pouvons-nous aider les baleines ?,text,17,GenV French
https://genv.org/fr/cinq-animaux-qui-peuvent-nous-aider-a-combattre-le-changement-climatique/,"Envie d’en savoir plus au sujet sur ces animaux incroyables ? Ne manquez pas le nouveau livre de Camille BrunelÉloge de la baleine, aux éditions Rivages.",text,18,GenV French
https://genv.org/fr/cinq-animaux-qui-peuvent-nous-aider-a-combattre-le-changement-climatique/,Profitez de ces quatre minutes d’émerveillement :,text,19,GenV French
https://genv.org/fr/cinq-animaux-qui-peuvent-nous-aider-a-combattre-le-changement-climatique/,Les primates disséminent les graines,text,20,GenV French
https://genv.org/fr/cinq-animaux-qui-peuvent-nous-aider-a-combattre-le-changement-climatique/,"De nombreux primates, y compris certains de nos plus proches parents, sont des frugivores. Soit ils sucent, mordent la pulpe charnue des fruits et rejettent les pépins et les noyaux, soit ces graines traversent leur tube digestif. Quelle que soit leur manière de faire, les primates sont d’importants disperseurs de graines, ce qui signifie qu’ils plantent des arbres fruitiers et assurent la croissance des forêts. Leur impact est si important que de nombreux primates sont considérés comme des espèces clés. Étant donné que ces forêts plantées par les primates absorbent de grandes quantités de carbone, nous pouvons considérer les primates comme un allié majeur dans la lutte contre la dégradation du climat.",text,21,GenV French
https://genv.org/fr/cinq-animaux-qui-peuvent-nous-aider-a-combattre-le-changement-climatique/,Comment pouvons-nous aider les primates ?,text,22,GenV French
https://genv.org/fr/cinq-animaux-qui-peuvent-nous-aider-a-combattre-le-changement-climatique/,Craquez pour ces capucins :,text,23,GenV French
https://genv.org/fr/cinq-animaux-qui-peuvent-nous-aider-a-combattre-le-changement-climatique/,Les éléphants aident à réfléchir les rayonnements solaires,text,24,GenV French
https://genv.org/fr/cinq-animaux-qui-peuvent-nous-aider-a-combattre-le-changement-climatique/,"Les grands mammifères comme les éléphants jouent plusieurs rôles importants dans la lutte contre le dérèglement climatique. En se nourrissant, ils dispersent les graines et fertilisent le sol, ce qui aide à conserver le carbone dans la terre, dans les racines et les plantes elles-mêmes. En broutant la végétation ligneuse, ils créent également des pare-feu qui ralentissent la propagation des incendies de forêt. Ils contribuent même à créer des habitats de végétation qui réfléchissent davantage lesrayonnements solairesdans l’atmosphère, refroidissant ainsi la surface de la Terre.",text,25,GenV French
https://genv.org/fr/cinq-animaux-qui-peuvent-nous-aider-a-combattre-le-changement-climatique/,Comment pouvons-nous aider les éléphants ?,text,26,GenV French
https://genv.org/fr/cinq-animaux-qui-peuvent-nous-aider-a-combattre-le-changement-climatique/,Assistez aux extraordinaires cérémonies d’accueil d’un éléphanteau dans sa horde :,text,27,GenV French
https://genv.org/fr/cinq-animaux-qui-peuvent-nous-aider-a-combattre-le-changement-climatique/,Partager,text,28,GenV French
https://genv.org/fr/cinq-animaux-qui-peuvent-nous-aider-a-combattre-le-changement-climatique/,Tous nos articles,text,29,GenV French
https://genv.org/fr/cinq-animaux-qui-peuvent-nous-aider-a-combattre-le-changement-climatique/,https://genv.org/wp-content/uploads/2022/07/Vegan-Food-Solidarity-Torino-Italy-400x267.jpg,image,30,GenV French
https://genv.org/fr/cinq-animaux-qui-peuvent-nous-aider-a-combattre-le-changement-climatique/,Un million de repas véganes,text,31,GenV French
https://genv.org/fr/cinq-animaux-qui-peuvent-nous-aider-a-combattre-le-changement-climatique/,https://genv.org/wp-content/uploads/2022/06/Family-400x267.jpg,image,32,GenV French
https://genv.org/fr/cinq-animaux-qui-peuvent-nous-aider-a-combattre-le-changement-climatique/,Cinq manières de construire une démarche résiliente pour mieux combattre la crise climatique,text,33,GenV French
https://genv.org/fr/cinq-animaux-qui-peuvent-nous-aider-a-combattre-le-changement-climatique/,https://genv.org/wp-content/uploads/2022/04/Food-solidarity-italy-for-ukraine-2-400x267.jpg,image,34,GenV French
https://genv.org/fr/cinq-animaux-qui-peuvent-nous-aider-a-combattre-le-changement-climatique/,"Solidarité alimentaire en Ukraine, en Inde, en Argentine et au Kenya",text,35,GenV French
https://genv.org/fr/cinq-animaux-qui-peuvent-nous-aider-a-combattre-le-changement-climatique/,Prêt pour un défi végane ?,text,36,GenV French
https://genv.org/fr/cinq-animaux-qui-peuvent-nous-aider-a-combattre-le-changement-climatique/,Vous êtes déjà végane ?,text,37,GenV French
https://genv.org/fr/cinq-animaux-qui-peuvent-nous-aider-a-combattre-le-changement-climatique/,"Recevez les dernières nouvelles, contenus et conseils véganes du monde entier.",text,38,GenV French
https://genv.org/fr/cinq-animaux-qui-peuvent-nous-aider-a-combattre-le-changement-climatique/,"Generation Vegan est une association à but non lucratif qui se donne pour tâche de faire connaître au grand public les bénéfices environnementaux, éthiques, diététiques et sanitaires du mode de vie végane.",text,39,GenV French
https://genv.org/fr/cinq-animaux-qui-peuvent-nous-aider-a-combattre-le-changement-climatique/,"Soutenue grâce à la générosité de ses donateurs, GenV (Million Dollar Vegan) est une association à but non lucratif de type 501(c)(3). Numéro d'identification fiscale: 87-2839022",text,40,GenV French
https://genv.org/fr/presentation-de-million-dollar-vegan/,"En visitant notre site, vous acceptez notre politique de confidentialité concernant les cookies, le suivi, les statistiques, etc.Lire la suite",text,1,GenV French
https://genv.org/fr/presentation-de-million-dollar-vegan/,AccepterX,text,2,GenV French
https://genv.org/fr/presentation-de-million-dollar-vegan/,Présentation de Million Dollar Vegan,text,3,GenV French
https://genv.org/fr/presentation-de-million-dollar-vegan/,https://genv.org/wp-content/uploads/2019/01/mdv-team-outdoors-2-400x267.jpg,image,4,GenV French
https://genv.org/fr/presentation-de-million-dollar-vegan/,"Par Matthew Glover, Directeur Général de Million Dollar Vegan",text,5,GenV French
https://genv.org/fr/presentation-de-million-dollar-vegan/,"Nous sommes fiers de vous présenter la première campagne Million Dollar Vegan, lancée aujourd’hui dans 15 pays différents. Soutenus par un large panel de scientifiques, d’écologistes, de médecins, d’influenceurs et de célébrités, nous demandons au pape François de s’engager à pour aider à atténuer le changement climatique et la pollution, protéger les forêts et les animaux sauvages, et réduire la souffrance des animaux d’élevage.",text,6,GenV French
https://genv.org/fr/presentation-de-million-dollar-vegan/,"Le pape François a longuement parlé de notre gestion irresponsable des ressources de la Terre et des défis urgents auxquels nous sommes confrontés pour protéger notre maison commune. Il a parlé de la pollution, du changement climatique, de la déforestation, du déclin de la biodiversité, du gaspillage de l’énergie et de l’eau, et il a exprimé sa « gratitude spéciale » à ceux qui « luttent avec vigueur pour affronter les conséquences dramatiques de la dégradation de l’environnement sur la vie des plus pauvres.”",text,7,GenV French
https://genv.org/fr/presentation-de-million-dollar-vegan/,"Bien que son encyclique de 2015 révèle à quel point le pape François se soucie de notre maison commune et de tous ses habitants, il ne sait peut-être pas encore qu’il y a une activité humaine qui relie tous cesdéfis écologiques: l’élevage.",text,8,GenV French
https://genv.org/fr/presentation-de-million-dollar-vegan/,https://genv.org/wp-content/uploads/2018/12/climate-change-2.jpg,image,9,GenV French
https://genv.org/fr/presentation-de-million-dollar-vegan/,"Non seulement l’élevage participe à la dégradation de notre planète et cause des souffrances à des milliards d’êtres sensibles, mais il augmente aussi les risques d’antibiorésitance qui pourraient avoir des conséquences dévastatrices pour nous tous. Et parce que la production de viande est fortement inefficace (il est utilisé beaucoup plus de calories dans l’alimentation animale qu’il en est redistribué par la viande), elle est une grande source de gaspillage alimentaire, qui rend d’autant plus difficile l’alimentation d’une population mondiale croissante.",text,10,GenV French
https://genv.org/fr/presentation-de-million-dollar-vegan/,"La viande est une question humanitaire, une question de durabilité et unequestion de compassion. Surtout, c’est une question désespérément urgente.",text,11,GenV French
https://genv.org/fr/presentation-de-million-dollar-vegan/,"Les climatologues avertissent que nous n’avons que 12 ans pour maîtriser les émissions carboniques mondiales si nous voulons éviter une augmentation de 1,5 degré par rapport aux niveaux préindustriels. Tout dépassement de ce seuil, aggraverait considérablement les risques de sécheresse, d’inondations, de chaleur extrême et de pauvreté pour des centaines de millions de personnes. Encore plus d’espèces se retrouveraient menacées d’extinction et d’innombrables personnes contraintes au statut de réfugié.",text,12,GenV French
https://genv.org/fr/presentation-de-million-dollar-vegan/,"Pour prévenir tout cela, nous avons besoin d’une action audacieuse et immédiate de la part de nos dirigeants internationaux. Pourtant, à ce jour, rares sont ceux qui se sont prononcés et nous ne pouvons risquer de ne rien faire. Voilà pourquoi Million Dollar Vegan, en collaboration avec la jeune militante Genesis Butler, cherche à engager le dialogue avec les dirigeants, à les inspirer à agir, à les encourager à donner l’exemple et à parler publiquement de ces questions urgentes et de la façon dont nous pouvons tous jouer un rôle à notre échelle.",text,13,GenV French
https://genv.org/fr/presentation-de-million-dollar-vegan/,"Nous avons un profond respect pour le message du pape François selon lequel nous devons changer nos comportements pour le bien de notre planète, et nous espérons qu’il sera également réceptif à notre propre message de compassion. Notre souhait le plus sincère est qu’il devienne vegan pour le Carême et qu’il encourage les autres à faire de même, et nous serions ravis qu’il accepte le million de dollars pour les œuvres de bienfaisance de son choix. En y participant, il aurait un énorme impact positif de par le monde.",text,14,GenV French
https://genv.org/fr/presentation-de-million-dollar-vegan/,https://genv.org/wp-content/uploads/2018/12/temp-faith.jpg,image,15,GenV French
https://genv.org/fr/presentation-de-million-dollar-vegan/,"Et comme l’élevage est un problème planétaire, il y aura besoin d’une action mondiale pour s’y attaquer. C’est pourquoi Million Dollar Vegan est actif dans 15 pays de l’Australie au Canada et de l’Argentine à l’Italie. Nous sommes fiers et reconnaissants de l’appui de Sir Paul McCartney, Moby, Mena Suvari, Joaquin Phoenix, Benjamin Zephaniah, Woody Harrelson et Evanna Lynch. Nous sommes honorés que les environnementalistes Chris Packham et George Monbiot aient associé leurs noms à la campagne, ainsi que le Dr Neal Barnard, le Dr Joseph Poore de l’Université d’Oxford et le philanthrope australien, ancien vice-président de Citibank, Phillip Wollen. Tous, etbien d’autres encore, ont signéune lettre au pape François, co-écrite par Genesis Butler et Million Dollar Vegan, lui demandant de s’engager à devenir vegan pour le carême. Et nous sommes ravis que les organismesCatholic Concern for AnimalsetSARXsoient aussi parmi les groupes qui soutiennent la campagne.",text,16,GenV French
https://genv.org/fr/presentation-de-million-dollar-vegan/,"Pourtant, même si nous avons désespérément besoin d’engagements de la part des dirigeants internationaux, nous n’avons pas besoin d’attendre qu’ils agissent. Chacun d’entre nous peut jouer son rôle, et nous pouvons commencer dès aujourd’hui. Qu’il s’agisse de protéger la nature sauvage, de prévenir l’extinction des espèces, d’épargner la vie des animaux d’élevage qui vivent dans la misère et la peur, d’aider les plus pauvres du monde ou de prendre mieux soin de votresanté, nous pouvons tous faire des choix alimentaires conformes à nos principes",text,17,GenV French
https://genv.org/fr/presentation-de-million-dollar-vegan/,"N’hésitez pas à télécharger , et vous engager à essayer de relever l’aventure. Si vous préférez ne pas le faire dans le contexte d’une tradition chrétienne, libre à vous de commencer à tout moment et vous engager aussi longtemps que vous le souhaitez. Mais quelles que soient vos motivations, et quelle que soit votre religion, n’hésitez pas à relever le défi en mangeant vegan, dès aujourd’hui.",text,18,GenV French
https://genv.org/fr/presentation-de-million-dollar-vegan/,1http://w2.vatican.va/content/dam/francesco/pdf/encyclicals/documents/papa-francesco_20150524_enciclica-laudato-si_fr.pdf,text,19,GenV French
https://genv.org/fr/presentation-de-million-dollar-vegan/,Partager,text,20,GenV French
https://genv.org/fr/presentation-de-million-dollar-vegan/,Tous nos articles,text,21,GenV French
https://genv.org/fr/presentation-de-million-dollar-vegan/,https://genv.org/wp-content/uploads/2019/02/Vegan-Evan-400x267.jpeg,image,22,GenV French
https://genv.org/fr/presentation-de-million-dollar-vegan/,Pourquoi les catholiques devraient manger vegan pendant le carême,text,23,GenV French
https://genv.org/fr/presentation-de-million-dollar-vegan/,https://genv.org/wp-content/uploads/2019/02/Deforestation3-400x300.jpg,image,24,GenV French
https://genv.org/fr/presentation-de-million-dollar-vegan/,L’élevage est en train de détruire la planète,text,25,GenV French
https://genv.org/fr/presentation-de-million-dollar-vegan/,https://genv.org/wp-content/uploads/2018/12/faith-1-400x267.jpg,image,26,GenV French
https://genv.org/fr/presentation-de-million-dollar-vegan/,Que dit la bible au sujet du véganisme ?,text,27,GenV French
https://genv.org/fr/presentation-de-million-dollar-vegan/,Prêt pour un défi végane ?,text,28,GenV French
https://genv.org/fr/presentation-de-million-dollar-vegan/,Vous êtes déjà végane ?,text,29,GenV French
https://genv.org/fr/presentation-de-million-dollar-vegan/,"Recevez les dernières nouvelles, contenus et conseils véganes du monde entier.",text,30,GenV French
https://genv.org/fr/presentation-de-million-dollar-vegan/,"Generation Vegan est une association à but non lucratif qui se donne pour tâche de faire connaître au grand public les bénéfices environnementaux, éthiques, diététiques et sanitaires du mode de vie végane.",text,31,GenV French
https://genv.org/fr/presentation-de-million-dollar-vegan/,"Soutenue grâce à la générosité de ses donateurs, GenV (Million Dollar Vegan) est une association à but non lucratif de type 501(c)(3). Numéro d'identification fiscale: 87-2839022",text,32,GenV French
https://genv.org/fr/journee-internationale-des-droits-des-femmes/,"En visitant notre site, vous acceptez notre politique de confidentialité concernant les cookies, le suivi, les statistiques, etc.Lire la suite",text,1,GenV French
https://genv.org/fr/journee-internationale-des-droits-des-femmes/,AccepterX,text,2,GenV French
https://genv.org/fr/journee-internationale-des-droits-des-femmes/,Journée internationale des droits des femmes,text,3,GenV French
https://genv.org/fr/journee-internationale-des-droits-des-femmes/,https://genv.org/wp-content/uploads/2021/03/Jill-Phipps-and-Regan-Russell-400x267.jpg,image,4,GenV French
https://genv.org/fr/journee-internationale-des-droits-des-femmes/,"En 1908, 15 000 femmes ont défilé dans la ville de New York pour revendiquer une diminution des heures de travail, de meilleurs salaires et le droit de vote, une action qui reflétait des campagnes similaires menées dans le monde entier. En 1909, la première « Journée nationale de la femme » (National Woman’s Day) a été célébrée et deux ans plus tard, elle est devenue une initiative mondiale. Aujourd’hui, les gouvernements, les ONG et les associations caritatives utilisent cette journée pour célébrer les femmes, attirer l’attention sur certains de leurs accomplissements qui ont été oubliés dans une Histoire écrite par les hommes et parler de sujets importants, notamment la question de la parité, l’égalité de représentation, l’éducation et les opportunités, la santé, la liberté et les problèmes de violences envers les femmes dans le monde. La Journée internationale des droits des femmes est peut-être aussi pertinente aujourd’hui qu’elle l’était en 1908.",text,5,GenV French
https://genv.org/fr/journee-internationale-des-droits-des-femmes/,Rapport avec les animaux d’élevage,text,6,GenV French
https://genv.org/fr/journee-internationale-des-droits-des-femmes/,"Si cette journée est, à juste titre, dédiée et consacrée aux femmes, nous voyons clairement les liens avec les animaux femelles qui sont exploitées pour leurs capacités de reproduction dans les systèmes d’élevage. Les vaches, les brebis, les truies, les dindes et les poules sont enfermées ou mises en cage et élevées de force parce que les gens veulent manger leurs petits. Dans les sociétés qui ont normalisé la consommation de viande, beaucoup ne remettent jamais cela en question. Mais si nous prenons le temps de penser à ces mères, nous pouvons commencer à imaginer la souffrance qu’elles endurent et le deuil qu’elles ressentent.",text,7,GenV French
https://genv.org/fr/journee-internationale-des-droits-des-femmes/,"La plupart des vaches laitières sont fécondées de force par insémination artificielle. Cet euphémisme masque la violence de cette pratique invasive : une main est insérée dans le rectum de la vache pour manipuler son col de l’utérus en place tandis que l’autre introduit le sperme dans son vagin. Les vaches portent leurs veaux pendant neuf mois, mais après avoir mis bas, on leur retire leurs petits pour qu’ils ne boivent pas le précieux lait de leur mère. Cette séparation est dévastatrice pour la mère comme pour sa progéniture.",text,8,GenV French
