Website URL,Title,Date,Author,Cover Image URL,Text Chunk,Position Number
https://animalsaotearoa.org/2024/07/17/kfc-nandos-europe-progress-nz-failing/,Report shows KFC and Nando’s serving second-rate chicken,"July 17, 2024","Marianne Macdonald, Executive Director",https://i0.wp.com/animalsaotearoa.org/wp-content/uploads/2024/07/20240717-ECC-progress-chicken-blog-Jinki-LR.png?resize=750%2C281&ssl=1,"Marianne concludes,",11
https://animalsaotearoa.org/2024/07/17/kfc-nandos-europe-progress-nz-failing/,Report shows KFC and Nando’s serving second-rate chicken,"July 17, 2024","Marianne Macdonald, Executive Director",https://i0.wp.com/animalsaotearoa.org/wp-content/uploads/2024/07/20240717-ECC-progress-chicken-blog-Jinki-LR.png?resize=750%2C281&ssl=1,"“These reports show us, not just the future of the chicken market, but the BCC is quickly becoming the benchmark. It is embarrassing to see New Zealand and Australia falling behind when we have a reputation for good animal welfare. Chicken producers and food businesses can pay attention and transition towards this progress, or continue with outdated sub-par practices which cause severe chicken suffering and fail to meet consumer expectations. We are being shown the inevitable, let’s act on it.”",12
https://animalsaotearoa.org/2024/07/04/live-export-petition-handover/,Protecting New Zealand’s World-Leading Ban on Live Export: A United Effort,"July 4, 2024","Mona Oliver, Campaign Director",https://i0.wp.com/animalsaotearoa.org/wp-content/uploads/2024/07/Blog-Live-Export-Petition-800x300-credit-SAFE-1.png?resize=750%2C281&ssl=1,"Last Tuesday was a day to remember, it’s the day we showed just how strongly New Zealanders feel that the sordid live export trade needs to stay banned! ",1
https://animalsaotearoa.org/2024/07/04/live-export-petition-handover/,Protecting New Zealand’s World-Leading Ban on Live Export: A United Effort,"July 4, 2024","Mona Oliver, Campaign Director",https://i0.wp.com/animalsaotearoa.org/wp-content/uploads/2024/07/Blog-Live-Export-Petition-800x300-credit-SAFE-1.png?resize=750%2C281&ssl=1,"I met activists who had travelled from Auckland, Queenstown, Timaru, New Plymouth and pretty much all over NZ, to attend the live export petition handover at Parliament. ",2
https://animalsaotearoa.org/2024/07/04/live-export-petition-handover/,Protecting New Zealand’s World-Leading Ban on Live Export: A United Effort,"July 4, 2024","Mona Oliver, Campaign Director",https://i0.wp.com/animalsaotearoa.org/wp-content/uploads/2024/07/Blog-Live-Export-Petition-800x300-credit-SAFE-1.png?resize=750%2C281&ssl=1,"Petition handovers happen quite often at Parliament, but this was the most inspiring I’d ever been to. I have never known so many people to fly to Wellington for an event like this – it shows how horrified New Zealanders are at the prospect of this new National-led Government destroying the ban on live export by sea. ",3
https://animalsaotearoa.org/2024/07/04/live-export-petition-handover/,Protecting New Zealand’s World-Leading Ban on Live Export: A United Effort,"July 4, 2024","Mona Oliver, Campaign Director",https://i0.wp.com/animalsaotearoa.org/wp-content/uploads/2024/07/Blog-Live-Export-Petition-800x300-credit-SAFE-1.png?resize=750%2C281&ssl=1,"The petition was supported by Animals Aotearoa, End Live Export New Zealand, Helping You Help Animals (HUHA), SAFE, SPCA, Veterinarians for Animal Welfare Aotearoa (VAWA) and World Animal Protection, together with a highly committed team of grassroots activists up and down the country, who were out in all weathers getting caring Kiwis to add their names to stop live export in its tracks.

We united because no civilised country can allow animals to be forced onto ships for a long, gruelling journey, trapped in tiny pens and thrown around in rough seas. It goes against everything we believe in.   ",4
https://animalsaotearoa.org/2024/07/04/live-export-petition-handover/,Protecting New Zealand’s World-Leading Ban on Live Export: A United Effort,"July 4, 2024","Mona Oliver, Campaign Director",https://i0.wp.com/animalsaotearoa.org/wp-content/uploads/2024/07/Blog-Live-Export-Petition-800x300-credit-SAFE-1.png?resize=750%2C281&ssl=1,"John Hellström, the previous Chief Veterinary Officer and chairperson of the National Animal Welfare Advisory Committee (the government’s animal welfare advisors) handed over this petition, which he initiated, signed by over 57,000 people. The petition was received by Damien O’Connor MP, who is now an opposition MP, but was the Minister of Agriculture in the previous Government and the person who finally brought about the end of live export by sea in 2023.",5
https://animalsaotearoa.org/2024/07/04/live-export-petition-handover/,Protecting New Zealand’s World-Leading Ban on Live Export: A United Effort,"July 4, 2024","Mona Oliver, Campaign Director",https://i0.wp.com/animalsaotearoa.org/wp-content/uploads/2024/07/Blog-Live-Export-Petition-800x300-credit-SAFE-1.png?resize=750%2C281&ssl=1,"As the crowd gathered and persisted through the rain of a dreary Wellington day, we began our event with a song written by NZ comedian Karen O’Leary. She had a hard-hitting message for this Government that live exports were cruel, delivered with her guitar to the tune of ‘Old McDonald had a farm’.",6
https://animalsaotearoa.org/2024/07/04/live-export-petition-handover/,Protecting New Zealand’s World-Leading Ban on Live Export: A United Effort,"July 4, 2024","Mona Oliver, Campaign Director",https://i0.wp.com/animalsaotearoa.org/wp-content/uploads/2024/07/Blog-Live-Export-Petition-800x300-credit-SAFE-1.png?resize=750%2C281&ssl=1,"Speakers from various organisations then took the stage. The SPCA shared persuasive statistics from their poll on live export, revealing that 84% of people believe we cannot guarantee the welfare of animals at their destination. Even many farmers are very much against live export. They don’t want animals suffering a hazardous journey to countries with little or no animal protection laws.   ",7
https://animalsaotearoa.org/2024/07/04/live-export-petition-handover/,Protecting New Zealand’s World-Leading Ban on Live Export: A United Effort,"July 4, 2024","Mona Oliver, Campaign Director",https://i0.wp.com/animalsaotearoa.org/wp-content/uploads/2024/07/Blog-Live-Export-Petition-800x300-credit-SAFE-1.png?resize=750%2C281&ssl=1,"Unfortunately, the current Government didn’t bother to attend, despite being invited. So far, they are still set on their highly unpopular plan to introduce legislation to repeal the live export ban in 2025. If they were to do so, they’d be remembered as the first government in New Zealand to actually make animal welfare standards worse.

But we won’t let that happen. With 57,737 signatures, the petition sends a powerful message that cannot be ignored. We will continue our campaign to #ProtectTheBan until there’s a change of heart by those short-sighted MPs who are currently pandering to a tiny minority of live exporters who want to again profit from sending animals overseas to suffer. ",8
https://animalsaotearoa.org/2024/06/18/opposing-fish-farming-bill/,Speaking out against National’s plans to extend NZ aquaculture industry.,"June 18, 2024","Marianne Macdonald, Executive Director",https://i0.wp.com/animalsaotearoa.org/wp-content/uploads/2024/06/20240617-Blog-Fishfarm-Bill-jumping-chinook-LR.png?resize=750%2C281&ssl=1,"When you think of wild salmon you may picture these magnificent creatures, known for their awe-inspiring migration, travelling thousands of miles from their birthplace rivers to the ocean and back to spawn. On this return journey, they navigate daunting obstacles, their tails propelling them skyward, as they leap upstream. This migration is woven into the very essence of the salmon.",1
https://animalsaotearoa.org/2024/06/18/opposing-fish-farming-bill/,Speaking out against National’s plans to extend NZ aquaculture industry.,"June 18, 2024","Marianne Macdonald, Executive Director",https://i0.wp.com/animalsaotearoa.org/wp-content/uploads/2024/06/20240617-Blog-Fishfarm-Bill-jumping-chinook-LR.png?resize=750%2C281&ssl=1,"Now imagine a floating net filled to the brim with thousands of salmon, the water muddied with their excrement. The boundaries of this sea cage frustrate the salmon’s instinctual urge to migrate; this is where they will be trapped for their whole lives. It’s a floating factory farm with netting for boundaries instead of solid walls and this is the reality of aquaculture in New Zealand.",2
https://animalsaotearoa.org/2024/06/18/opposing-fish-farming-bill/,Speaking out against National’s plans to extend NZ aquaculture industry.,"June 18, 2024","Marianne Macdonald, Executive Director",https://i0.wp.com/animalsaotearoa.org/wp-content/uploads/2024/06/20240617-Blog-Fishfarm-Bill-jumping-chinook-LR.png?resize=750%2C281&ssl=1,The reality is that this Government is passing legislation under urgency that will grant this industry license to continue to cause this suffering for decades to come.,3
https://animalsaotearoa.org/2024/06/18/opposing-fish-farming-bill/,Speaking out against National’s plans to extend NZ aquaculture industry.,"June 18, 2024","Marianne Macdonald, Executive Director",https://i0.wp.com/animalsaotearoa.org/wp-content/uploads/2024/06/20240617-Blog-Fishfarm-Bill-jumping-chinook-LR.png?resize=750%2C281&ssl=1,"We may find it more challenging to understand and empathise with these aquatic animals but, just like pigs and chickens in land-based factory farms, farmed salmon unquestionably are suffering.",4
https://animalsaotearoa.org/2024/06/18/opposing-fish-farming-bill/,Speaking out against National’s plans to extend NZ aquaculture industry.,"June 18, 2024","Marianne Macdonald, Executive Director",https://i0.wp.com/animalsaotearoa.org/wp-content/uploads/2024/06/20240617-Blog-Fishfarm-Bill-jumping-chinook-LR.png?resize=750%2C281&ssl=1,"The current Government seems hell-bent on siding with industry to cause harm to farmed animals. The most recent example is the Resource Management (Extended Duration of Coastal Permits for Marine Farms) Amendment Bill which, if passed, will give a blanket extension for all fish farm permits to be renewed for 20 years. It would allow these farms to continue operations unchecked for decades.",5
https://animalsaotearoa.org/2024/06/18/opposing-fish-farming-bill/,Speaking out against National’s plans to extend NZ aquaculture industry.,"June 18, 2024","Marianne Macdonald, Executive Director",https://i0.wp.com/animalsaotearoa.org/wp-content/uploads/2024/06/20240617-Blog-Fishfarm-Bill-jumping-chinook-LR.png?resize=750%2C281&ssl=1,"Animal welfare and environmental advocates had only ten days to write submissions on this Bill, but because of the damaging effects of fish farming on both animal welfare and our precious environment, we quickly mobilised to oppose this undemocratic piece of legislation.",6
https://animalsaotearoa.org/2024/06/18/opposing-fish-farming-bill/,Speaking out against National’s plans to extend NZ aquaculture industry.,"June 18, 2024","Marianne Macdonald, Executive Director",https://i0.wp.com/animalsaotearoa.org/wp-content/uploads/2024/06/20240617-Blog-Fishfarm-Bill-jumping-chinook-LR.png?resize=750%2C281&ssl=1,"As an organisation, we are opposed to the farming of fishes* on animal welfare grounds, though we also push for improvements in farming practices while these industries exist. Our submission expressed our strong opposition to the proposed Bill; it should be rejected in its entirety in favour of the current permit consent process.",7
https://animalsaotearoa.org/2024/06/18/opposing-fish-farming-bill/,Speaking out against National’s plans to extend NZ aquaculture industry.,"June 18, 2024","Marianne Macdonald, Executive Director",https://i0.wp.com/animalsaotearoa.org/wp-content/uploads/2024/06/20240617-Blog-Fishfarm-Bill-jumping-chinook-LR.png?resize=750%2C281&ssl=1,"Each animal farmed in New Zealand aquaculture is an individual who should be considered for the life they experience in fish factory farms. The Animal Welfare Act acknowledges fishes as sentient; that is, individual animals who are capable of experiencing both positive and negative affective states, who have emotions, and are deserving of recognition of their interests in their own right.",8
https://animalsaotearoa.org/2024/06/18/opposing-fish-farming-bill/,Speaking out against National’s plans to extend NZ aquaculture industry.,"June 18, 2024","Marianne Macdonald, Executive Director",https://i0.wp.com/animalsaotearoa.org/wp-content/uploads/2024/06/20240617-Blog-Fishfarm-Bill-jumping-chinook-LR.png?resize=750%2C281&ssl=1,"The aquaculture industry refers to these sentient animals as ‘biomass’ and measures fishes in tonnes, rather than individuals; an approach that shows how little they care for the suffering inherent in fish farming practises. And this is an industry that the Government has pledged to remove barriers to the growth of aquaculture.

Anyone who cares about giving animals a life worth living should avoid eating farm-reared salmon and object to all fish farming.",9
https://animalsaotearoa.org/2024/06/18/opposing-fish-farming-bill/,Speaking out against National’s plans to extend NZ aquaculture industry.,"June 18, 2024","Marianne Macdonald, Executive Director",https://i0.wp.com/animalsaotearoa.org/wp-content/uploads/2024/06/20240617-Blog-Fishfarm-Bill-jumping-chinook-LR.png?resize=750%2C281&ssl=1,For a naturally solitary species to be confined with so many other individuals causes severe stress. Injuries result from fishes fighting and damage to their fins from scraping themselves on other fishes and enclosures are also commonplace. The risk of injury is exacerbated during fish handling and capture for transport and slaughter.,10
https://animalsaotearoa.org/2024/06/18/opposing-fish-farming-bill/,Speaking out against National’s plans to extend NZ aquaculture industry.,"June 18, 2024","Marianne Macdonald, Executive Director",https://i0.wp.com/animalsaotearoa.org/wp-content/uploads/2024/06/20240617-Blog-Fishfarm-Bill-jumping-chinook-LR.png?resize=750%2C281&ssl=1,"Up to 40% of Chinook salmon (the species farmed as King Salmon in New Zealand), experience a painful condition known as spinal curvature, a condition of undetermined cause in which the spine starts to bend causing impaired movement and pain.",11
https://animalsaotearoa.org/2024/06/18/opposing-fish-farming-bill/,Speaking out against National’s plans to extend NZ aquaculture industry.,"June 18, 2024","Marianne Macdonald, Executive Director",https://i0.wp.com/animalsaotearoa.org/wp-content/uploads/2024/06/20240617-Blog-Fishfarm-Bill-jumping-chinook-LR.png?resize=750%2C281&ssl=1,The production of farmed salmon is also not healthy for our environment. The unnatural keeping of high stocking densities of both fishes and shellfish in marine farms in New Zealand carries multiple risks to the precious ocean ecosystem.,12
https://animalsaotearoa.org/2024/06/18/opposing-fish-farming-bill/,Speaking out against National’s plans to extend NZ aquaculture industry.,"June 18, 2024","Marianne Macdonald, Executive Director",https://i0.wp.com/animalsaotearoa.org/wp-content/uploads/2024/06/20240617-Blog-Fishfarm-Bill-jumping-chinook-LR.png?resize=750%2C281&ssl=1,"Organic pollution occurs in the form of uneaten food which accumulates under marine farm enclosures, as well as faeces from the animals themselves. This can result in the process known as eutrophication, in which the excessive organic matter disrupts the natural environment and can result in potentially toxic algal blooms, changes in water oxygen concentration, sediment changes and other adverse effects on the ecosystem.",13
https://animalsaotearoa.org/2024/06/18/opposing-fish-farming-bill/,Speaking out against National’s plans to extend NZ aquaculture industry.,"June 18, 2024","Marianne Macdonald, Executive Director",https://i0.wp.com/animalsaotearoa.org/wp-content/uploads/2024/06/20240617-Blog-Fishfarm-Bill-jumping-chinook-LR.png?resize=750%2C281&ssl=1,"Marine farms also carry the risk of fish escape, resulting in a non-native species entering the New Zealand aquatic environment, with associated biosecurity and ecological concerns, such as predation on native species and introduction of disease.",14
https://animalsaotearoa.org/2024/06/18/opposing-fish-farming-bill/,Speaking out against National’s plans to extend NZ aquaculture industry.,"June 18, 2024","Marianne Macdonald, Executive Director",https://i0.wp.com/animalsaotearoa.org/wp-content/uploads/2024/06/20240617-Blog-Fishfarm-Bill-jumping-chinook-LR.png?resize=750%2C281&ssl=1,"While aquaculture is promoted as a way to provide food without further depleting wild fish populations, what is often ignored is that salmon is a carnivorous species that is fed on large quantities of fish meal and oil, which means the oceans are still fished to feed the animals on farms.",15
https://animalsaotearoa.org/2024/06/18/opposing-fish-farming-bill/,Speaking out against National’s plans to extend NZ aquaculture industry.,"June 18, 2024","Marianne Macdonald, Executive Director",https://i0.wp.com/animalsaotearoa.org/wp-content/uploads/2024/06/20240617-Blog-Fishfarm-Bill-jumping-chinook-LR.png?resize=750%2C281&ssl=1,"It’s time everyone started to take a more critical look at the dangers of fish farming, both to animal welfare and our environment, and shift the emphasis to plant-based food production that is truly sustainable.",16
https://animalsaotearoa.org/2024/06/18/opposing-fish-farming-bill/,Speaking out against National’s plans to extend NZ aquaculture industry.,"June 18, 2024","Marianne Macdonald, Executive Director",https://i0.wp.com/animalsaotearoa.org/wp-content/uploads/2024/06/20240617-Blog-Fishfarm-Bill-jumping-chinook-LR.png?resize=750%2C281&ssl=1,"*The term ‘fishes’ rather than ‘fish’ is increasingly being adopted by the animal advocacy movement to recognise and emphasise the individuality of the intelligent, feeling individuals we are describing. ",17
https://animalsaotearoa.org/2024/03/20/how-chickens-are-killed/,Are chickens really killed humanely? What the chicken meat industry doesn’t want you to know.,"March 20, 2024","Marianne Macdonald, Executive Director",https://i0.wp.com/animalsaotearoa.org/wp-content/uploads/2024/03/20240320-Slaughter-CUChicken-Blog-LR.png?resize=750%2C281&ssl=1,"While we might hope that chickens are killed without suffering, in their final minutes, these birds are in pain, hung upside down, struggling to breathe, as they face the terror of “live-shackle slaughter.” Some will suffer broken bones in the process. Some are even boiled alive.",1
https://animalsaotearoa.org/2024/03/20/how-chickens-are-killed/,Are chickens really killed humanely? What the chicken meat industry doesn’t want you to know.,"March 20, 2024","Marianne Macdonald, Executive Director",https://i0.wp.com/animalsaotearoa.org/wp-content/uploads/2024/03/20240320-Slaughter-CUChicken-Blog-LR.png?resize=750%2C281&ssl=1,Read on to find out more about how chickens are killed and what alternatives there are to reduce or stop the suffering.,2
https://animalsaotearoa.org/2024/03/20/how-chickens-are-killed/,Are chickens really killed humanely? What the chicken meat industry doesn’t want you to know.,"March 20, 2024","Marianne Macdonald, Executive Director",https://i0.wp.com/animalsaotearoa.org/wp-content/uploads/2024/03/20240320-Slaughter-CUChicken-Blog-LR.png?resize=750%2C281&ssl=1,"When chickens are trucked to the slaughterhouse, they arrive in plastic crates. They are dragged out and metal shackles are clamped around their legs to attach them to a hanging conveyor belt. The shackles bite into their legs, causing pain, especially for larger chickens. Chickens have pain receptors in their legs, and studies show the shackling process causes bruising to thigh muscles and damage to their legs. Some birds are already in pain from having legs or wings broken, or joints dislocated, during the catching and transport process.",3
https://animalsaotearoa.org/2024/03/20/how-chickens-are-killed/,Are chickens really killed humanely? What the chicken meat industry doesn’t want you to know.,"March 20, 2024","Marianne Macdonald, Executive Director",https://i0.wp.com/animalsaotearoa.org/wp-content/uploads/2024/03/20240320-Slaughter-CUChicken-Blog-LR.png?resize=750%2C281&ssl=1,"Being hung upside down by their feet is extremely distressing for any animal, but especially for chickens because, unlike humans, they don’t have a diaphragm. This means that when hung upside down, their lungs and heart are crushed by their other internal organs.",4
https://animalsaotearoa.org/2024/03/20/how-chickens-are-killed/,Are chickens really killed humanely? What the chicken meat industry doesn’t want you to know.,"March 20, 2024","Marianne Macdonald, Executive Director",https://i0.wp.com/animalsaotearoa.org/wp-content/uploads/2024/03/20240320-Slaughter-CUChicken-Blog-LR.png?resize=750%2C281&ssl=1,The method used for stunning in New Zealand is called waterbath stunning. The waterbath is a vat of water with an electric current running through it. The idea is that the birds’ heads are dragged through the water and a current runs from their heads to their feet in the metal shackles.,5
https://animalsaotearoa.org/2024/03/20/how-chickens-are-killed/,Are chickens really killed humanely? What the chicken meat industry doesn’t want you to know.,"March 20, 2024","Marianne Macdonald, Executive Director",https://i0.wp.com/animalsaotearoa.org/wp-content/uploads/2024/03/20240320-Slaughter-CUChicken-Blog-LR.png?resize=750%2C281&ssl=1,"The chickens are flapping around in their distress from being hung in the shackles, so their wings can enter the water before their heads, which gives them a painful pre-shock.",6
https://animalsaotearoa.org/2024/03/20/how-chickens-are-killed/,Are chickens really killed humanely? What the chicken meat industry doesn’t want you to know.,"March 20, 2024","Marianne Macdonald, Executive Director",https://i0.wp.com/animalsaotearoa.org/wp-content/uploads/2024/03/20240320-Slaughter-CUChicken-Blog-LR.png?resize=750%2C281&ssl=1,"The waterbath fails to stun some of the chickens. Birds may not be properly stunned because they raise their heads and miss the water, or the electric current could be too low to cause unconsciousness, especially for some larger birds. Instead, they are just immobilised, which means they are fully conscious but can’t move. They can still feel pain when their throats are cut. Even a small failure rate means potentially thousands of individuals having their throats cut while fully conscious.",7
https://animalsaotearoa.org/2024/03/20/how-chickens-are-killed/,Are chickens really killed humanely? What the chicken meat industry doesn’t want you to know.,"March 20, 2024","Marianne Macdonald, Executive Director",https://i0.wp.com/animalsaotearoa.org/wp-content/uploads/2024/03/20240320-Slaughter-CUChicken-Blog-LR.png?resize=750%2C281&ssl=1,"After stunning, the birds have their throats slit and then their body is dragged through a vat of hot water. The automated neck-cutting machine fails to kill some birds. This is because some are larger or smaller than the average size, so instead they are slashed across their breast or head. They miss a lethal neck cut so are plunged fully conscious into a vat of hot water – the scalding tank.",8
https://animalsaotearoa.org/2024/03/20/how-chickens-are-killed/,Are chickens really killed humanely? What the chicken meat industry doesn’t want you to know.,"March 20, 2024","Marianne Macdonald, Executive Director",https://i0.wp.com/animalsaotearoa.org/wp-content/uploads/2024/03/20240320-Slaughter-CUChicken-Blog-LR.png?resize=750%2C281&ssl=1,"A worker stands by the shackle line with the job of cutting the throats of any birds that haven’t been stunned, but with the large number of birds that pass them, each minute, it’s very difficult for them to ensure they don’t miss any of the birds.",9
https://animalsaotearoa.org/2024/03/20/how-chickens-are-killed/,Are chickens really killed humanely? What the chicken meat industry doesn’t want you to know.,"March 20, 2024","Marianne Macdonald, Executive Director",https://i0.wp.com/animalsaotearoa.org/wp-content/uploads/2024/03/20240320-Slaughter-CUChicken-Blog-LR.png?resize=750%2C281&ssl=1,"Birds that are missed by the workers, will drown after feeling the sensation of the burning water. It’s horrific and the slaughter plants know it’s happening because the birds come out bright red!",10
https://animalsaotearoa.org/2024/03/20/how-chickens-are-killed/,Are chickens really killed humanely? What the chicken meat industry doesn’t want you to know.,"March 20, 2024","Marianne Macdonald, Executive Director",https://i0.wp.com/animalsaotearoa.org/wp-content/uploads/2024/03/20240320-Slaughter-CUChicken-Blog-LR.png?resize=750%2C281&ssl=1,"By law, all chickens in New Zealand are supposed to be stunned before they are killed, but the failure of waterbath stunning to cause all chickens to become unconscious means that this law is repeatedly being broken.",11
https://animalsaotearoa.org/2024/03/20/how-chickens-are-killed/,Are chickens really killed humanely? What the chicken meat industry doesn’t want you to know.,"March 20, 2024","Marianne Macdonald, Executive Director",https://i0.wp.com/animalsaotearoa.org/wp-content/uploads/2024/03/20240320-Slaughter-CUChicken-Blog-LR.png?resize=750%2C281&ssl=1,"The most commonly adopted alternative to stunning chickens with an electrified waterbath is controlled atmospheric stunning (CAS), sometimes also called controlled atmosphere stunning. The crates of chickens are passed through a chamber containing gas or gases, on a conveyor belt. At the other end, the dead birds are hung on a shackle line.

CAS involves stunning chickens with gas, either carbon dioxide or inert gases (nitrogen or argon). Where carbon dioxide is used, the process needs to be carried out in at least two stages, in the first the concentration of carbon dioxide needs to be less than 30% (according to the New Zealand Slaughter Code of Welfare), to reduce the feeling of suffocation, and once they are unconscious, a higher concentration can be used.",12
https://animalsaotearoa.org/2024/03/20/how-chickens-are-killed/,Are chickens really killed humanely? What the chicken meat industry doesn’t want you to know.,"March 20, 2024","Marianne Macdonald, Executive Director",https://i0.wp.com/animalsaotearoa.org/wp-content/uploads/2024/03/20240320-Slaughter-CUChicken-Blog-LR.png?resize=750%2C281&ssl=1,"CAS reduces much of the suffering involved in live shackle waterbath stunning.

The chickens remain in the crates, so they are not handled. This reduces stress and fear, and removes the pain of having their legs clamped into metal shackles.",13
