Video_URL,Title,Youtuber,Post_date,Time,Text,Position
https://www.youtube.com/watch?v=-Ho7hpx4UCs,This Amazing Woman Switched Her Prescription Pills For Plants,Generation Vegan,1 Dec 2019,0:00,"- I didn't have a good day for five, six years. I was bedbound for years. I tell a lot of people that I run into that feel really bad like I used to feel. I tell them all the time that it doesn't take a lot to have just one good day. It doesn't take much just to research or hear my story or any other story and know that it could happen and you just need to make that little tweak in your brain,",1
https://www.youtube.com/watch?v=-Ho7hpx4UCs,This Amazing Woman Switched Her Prescription Pills For Plants,Generation Vegan,1 Dec 2019,0:37,"just by, just a little tiny bit of food that you put into your mouth, instead of what you're eating now. I was put on numerous medications, 15-plus medications. And my body was breaking down, it was having side effects to every other medication that they were putting me on. And I didn't know what to do anymore. It felt like every time I went to the doctor",2
https://www.youtube.com/watch?v=-Ho7hpx4UCs,This Amazing Woman Switched Her Prescription Pills For Plants,Generation Vegan,1 Dec 2019,1:03,"that they added more medications on each and every time. And I was losing myself. I was barely able to walk down the stairs and so it just got to the point where I needed to do something, for myself to see if I can do something, instead of the doctor doing something for me. I just really didn't think to put two and two together where the diet actually would make that big of a difference. One day my husband told me to watch What The Health,",3
https://www.youtube.com/watch?v=-Ho7hpx4UCs,This Amazing Woman Switched Her Prescription Pills For Plants,Generation Vegan,1 Dec 2019,1:30,"and I did and the next day I decided to try it. Once I watched that I did a ton of research that night, and I didn't look back. I was able to get myself off of all of the medications that I was on. I lost 15 pounds within a couple weeks. And I had more energy. I researched more and more and the more stories that I saw, that people were healing themselves",4
https://www.youtube.com/watch?v=-Ho7hpx4UCs,This Amazing Woman Switched Her Prescription Pills For Plants,Generation Vegan,1 Dec 2019,1:57,"or even feeling better just for one day or being able to get themself off of three different medications, it gave me hope so I believed in myself more and more each day, and I actually fell in love with it after a week. I didn't think it was gonna be as easy as it was. And it became a passion of mine just to make it work. And it worked. I get people asking me,",5
https://www.youtube.com/watch?v=-Ho7hpx4UCs,This Amazing Woman Switched Her Prescription Pills For Plants,Generation Vegan,1 Dec 2019,2:26,"that must be so difficult for you, just to be able to eat the way that you're eating, just vegetables, I could never do that, I need cheese, I need meat, I need this, and I tell them it's not that hard. There's so many substitutes out there that you can eat. You can make it happen, just by the research or, just knowing what to eat in certain areas of the grocery store. You can just go to one little area of the grocery store",6
https://www.youtube.com/watch?v=-Ho7hpx4UCs,This Amazing Woman Switched Her Prescription Pills For Plants,Generation Vegan,1 Dec 2019,2:54,"and pick up certain things, or just get a couple veggies that you like and start from there. Take little steps and you'll start to feel a difference, just in the upcoming days of taking those little steps.",7
https://www.youtube.com/watch?v=-mQKVlq63ws,She Saves Live With A Helicopter And Her Fork,Generation Vegan,1 Dec 2019,0:00,"- I like to joke with folks 'cause I say I've saved more lives with a fork than I ever will with a helicopter. I had grown up thinking that you needed to eat meat, and so my whole existence, I thought that, that was just part of who we were, that was the cycle of life, we needed to eat it in order to continue living. And the second that I realized that you didn't, it was like, oh, my whole backstory,",1
https://www.youtube.com/watch?v=-mQKVlq63ws,She Saves Live With A Helicopter And Her Fork,Generation Vegan,1 Dec 2019,0:29,"what I was told growing up, was false. I had always loved animals, but I was able to justify in my head that because I had to eat 'em my survival depended upon them. And once I realized that the survival didn't depend, it changed everything. I decided to go on a juice fast to kind of break my habit of what I was addicted to as far as eating goes. And I did about a 21-day juice fast,",2
https://www.youtube.com/watch?v=-mQKVlq63ws,She Saves Live With A Helicopter And Her Fork,Generation Vegan,1 Dec 2019,0:54,"and it kind of dawned on me, I was like, I don't have to eat all that crap to survive, and in fact, plants are actually what's producing and making me feel so much better, cause I felt lighter, my digestive system felt better, I noticed that my rosacea in my face went away, and just my skin in general was improving. And in response my body was producing a lot more energy. While I was doing the juice fast, I was Googling different recipes,",3
https://www.youtube.com/watch?v=-mQKVlq63ws,She Saves Live With A Helicopter And Her Fork,Generation Vegan,1 Dec 2019,1:22,"and I was joining different Facebook groups, and in these Facebook groups they were posting videos about animals, and the stuff that happens to them in factory farms. And it just kind of clicked, I don't need animals to be healthy. I'm actually feeling better not eating animals, and what we're doing to them is, to me felt wrong. And so I made a decision like a switch in my head came on, and I was like, I can't do this anymore.",4
https://www.youtube.com/watch?v=-mQKVlq63ws,She Saves Live With A Helicopter And Her Fork,Generation Vegan,1 Dec 2019,1:49,"And I don't need to. So that's when I decided to go vegan. So I did this in flight school, and when I looked at switching careers, a couple steps later I was drawn in the military. I just wanted to feel like what I was doing was important. I felt that through my service in the military, I would be able to have a better impact. And now looking back I've transitioned from all these different jobs in the military.",5
https://www.youtube.com/watch?v=-mQKVlq63ws,She Saves Live With A Helicopter And Her Fork,Generation Vegan,1 Dec 2019,2:17,"Currently, I'm a helicopter pilot, and I participate in rescue missions. My husband and I were living separated 'cause we're both in the military, we're stationed in different areas. And he was not vegan when I first went vegan, so I sent him all these videos, and so he started adapting. And he was always a big, what we would have considered an animal lover, pre-vegan days.",6
https://www.youtube.com/watch?v=-mQKVlq63ws,She Saves Live With A Helicopter And Her Fork,Generation Vegan,1 Dec 2019,2:41,"And so I sent him these horrible videos, and he was like, ""Okay, I'm gonna do it too."" Anyone can just change their diet, and change the way that the world is. You don't have to do something super risky as being a helicopter pilot, you just change the way you live and it can have a huge impact. But I like to joke with folks 'cause I say I've saved more lives with a fork",7
https://www.youtube.com/watch?v=-mQKVlq63ws,She Saves Live With A Helicopter And Her Fork,Generation Vegan,1 Dec 2019,3:04,"than I ever will with a helicopter. And you just kind of follow this road, not necessarily to perfection, but where you're trying to make the best decision that you can, that you think is gonna be the best decision for yourself and others.",8
https://www.youtube.com/watch?v=-y-eMvqCoG8,Everyone Has Their Reasons... #WorldVeganDay,Generation Vegan,31 Oct 2020,0:00,"I adopted a permanent vegan lifestyle from food to fashion, beauty, etc., after learning about the daily horrors of these industries and their global impact on our planet, from the destruction of our land, air, and oceans, to the lives of all living beings. I went vegan because I don't want to live off the suffering and death of other species. Animals are my friends and I don't eat my friends. I’m vegan because my scientific research showed me",1
https://www.youtube.com/watch?v=-y-eMvqCoG8,Everyone Has Their Reasons... #WorldVeganDay,Generation Vegan,31 Oct 2020,0:31,"without a doubt, that whole food plant-based eating is the healthiest diet on planet Earth. Oh, while saving the Earth, and all of the animals on it at the same time. It’s a three-for-one! I turned vegan for many reasons, namely compassion towards animals, for my health, for mother nature, for planet earth and honestly, it’s a social responsibility that each one of us must have if we want to see planet Earth go on for many many more years, because we are literally destroying this world.",2
https://www.youtube.com/watch?v=-y-eMvqCoG8,Everyone Has Their Reasons... #WorldVeganDay,Generation Vegan,31 Oct 2020,1:04,"I went vegan because it allows me to lead a lifestyle in-line with my core moral values. I grew up as a vegetarian and became vegan when I heard about the horrible cruelty of dairy. After that not only did my health improve, but I learned about the immense benefits in health of a plant-based diet, and I’ve been treating people ever since. I went vegan primarily for the animals and then I discovered the other reasons and it’s been the best decision of my life. I went vegan because there’s so much going on",3
https://www.youtube.com/watch?v=-y-eMvqCoG8,Everyone Has Their Reasons... #WorldVeganDay,Generation Vegan,31 Oct 2020,1:37,"in the world, I wanted to feel like I’m doing my part. So every time I eat plants rather than animals I know I’m making a difference for the environment, for my health, and of course for the animals. I'm vegan because the life of an animal is more precious than my taste, clothes and cosmetics. I went vegan to protect those that cannot protect themselves. I went vegan after I found out how cruel the meat industry is and how harmful it is",4
https://www.youtube.com/watch?v=-y-eMvqCoG8,Everyone Has Their Reasons... #WorldVeganDay,Generation Vegan,31 Oct 2020,2:07,"to the environment.  So be more conscious and take the animals off your plate. I went vegan for the trillions of conscious animals who are exploited and slaughtered every year for unjustifiable reasons. I went vegan after many years of being a vegetarian when I realized that I do not need those products to live whereas it changes animals' lives. In fact, it gives them a life of freedom and peace if we stop exploiting them.",5
https://www.youtube.com/watch?v=-y-eMvqCoG8,Everyone Has Their Reasons... #WorldVeganDay,Generation Vegan,31 Oct 2020,2:38,"I went vegan because there is absolutely no need to eat dead animals. I went vegan because I love animals and I don’t want what I eat to hurt them, the planet, my health, or anyone around me. Justice. Compassion. Peace. Respect. Responsibility. Protection. Freedom. Safety. Sustainability. Anti-speciesism. Empathy. Coherence. Hi, I'm Alberto, I'm 42, and 7 years ago I decided to go vegan, because I wanted to nourish my body without eating anyone,",6
https://www.youtube.com/watch?v=-y-eMvqCoG8,Everyone Has Their Reasons... #WorldVeganDay,Generation Vegan,31 Oct 2020,3:12,"while eating everything. I hope you'll do it too! I am vegan because I am against the objectification, commodification and exploitation of all life. I went vegan because it is simply not necessary to kill animals nor destroy our home, planet Earth, in order to have a full happy life as we can eat delicious, nutritious and healthy food. What’s up everyone my name’s Korin Sutton, three-time Pro bodybuilder and online master fitness trainer,",7
https://www.youtube.com/watch?v=-y-eMvqCoG8,Everyone Has Their Reasons... #WorldVeganDay,Generation Vegan,31 Oct 2020,3:39,"and I went vegan for the animals. Hi, I went vegan out of empathy for the animals. It happened after I watched videos of the cruelty behind the animal product industries and it really shocked me, then I just went vegan because I wasn't able to consume that cruelty anymore. I became a vegan as soon as I learned about factory farming. I went vegan because I refuse to contribute to the hell on Earth",8
https://www.youtube.com/watch?v=-y-eMvqCoG8,Everyone Has Their Reasons... #WorldVeganDay,Generation Vegan,31 Oct 2020,4:02,"that these animal agriculture industries have created for the animals. I went vegan because, although I’m against causing unnecessary suffering and violence onto other beings, I realised that I was actually personally contributing to an industry that was killing more than 86,000 animals every single second. I am vegan because I love animals and you can't say you love animals and eat them.",9
https://www.youtube.com/watch?v=-y-eMvqCoG8,Everyone Has Their Reasons... #WorldVeganDay,Generation Vegan,31 Oct 2020,4:24,"I went vegan because I love the planet, I love animals, human or non-human, without distinction of species. I went vegan for the animals, my health, and because it’s vital that we stop eating meat to save our planet. I adopted a vegan lifestyle because science demonstrated it is one of the best things we can do to preserve the climate, the biodiversity and animals.",10
https://www.youtube.com/watch?v=-y-eMvqCoG8,Everyone Has Their Reasons... #WorldVeganDay,Generation Vegan,31 Oct 2020,4:46,"I went vegan because I always respected and loved animals very much. So when I made the connection that what I was eating was the animals, I decided that no animals had to die or suffer to make me live. That's how I went vegan. I’m vegan because I don’t want to cause suffering to those that can’t defend themselves. I'm vegan because I love animals",11
https://www.youtube.com/watch?v=-y-eMvqCoG8,Everyone Has Their Reasons... #WorldVeganDay,Generation Vegan,31 Oct 2020,5:07,and I don't want other creatures to suffer for my supposed pleasure. I went vegan for my spiritual and physical health. Nothing that was crying in agony and killed for human beings can ever have the power to nourish my body. I went vegan for the animals and for my health. I went vegan because I hate injustice. I live vegan because every living being deserves respect and a right to freedom.,12
https://www.youtube.com/watch?v=-y-eMvqCoG8,Everyone Has Their Reasons... #WorldVeganDay,Generation Vegan,31 Oct 2020,5:32,"Even animals feel pain and fear death. I turned vegan after finding out that 18% of global greenhouse gas emissions are coming from animal agriculture, and that’s even more than transportation emissions globally combined. I went vegan out of love for animals, and because I wouldn't be able to harm them. When I realized that meat didn't grow on trees, I stopped paying for people  to do the dirty work for me. My name is Joe Calabrò, I'm a musician,",13
https://www.youtube.com/watch?v=-y-eMvqCoG8,Everyone Has Their Reasons... #WorldVeganDay,Generation Vegan,31 Oct 2020,5:59,"and I made this choice for a very simple reason: I don't want to eat anyone who has a heart. Think about it too. Thanks. I am vegan for human animals and non-human animals. I live vegan because I want to consistently follow my ethical principles, and when eating I don't want to put my personal needs in terms of taste above the basic needs of the animals.",14
https://www.youtube.com/watch?v=-y-eMvqCoG8,Everyone Has Their Reasons... #WorldVeganDay,Generation Vegan,31 Oct 2020,6:22,"If we want to avoid new pandemics, it’s fundamental that we start to change how we treat the other animals. Go vegan. I’m vegan because I love animals. I believe that we can live alongside them, together, without doing any of us harm. And because I believe that the place that we live is part of us and therefore it also deserves our care. Let’s see if we can keep it alive for a little longer. I went vegan for ethical reasons. It is obvious for me.",15
https://www.youtube.com/watch?v=-y-eMvqCoG8,Everyone Has Their Reasons... #WorldVeganDay,Generation Vegan,31 Oct 2020,6:49,"For the animals, for the planet, for the human beings. I went vegan because veganism is a matter of fundamental justice. Not to be vegan is to participate in the subjugation of animals and it is also to endanger the human species tomorrow. We don't want that. I’m vegan for them, always for them.",16
https://www.youtube.com/watch?v=07YDR1HrZh4,A Special Ops Sniper Turned Vegan Wildlife Warrior,Generation Vegan,1 Dec 2019,0:00,"- When my parents split up when I was six years old, and I used to go to school, they changed schools. In the new school I went to, I got the **** beaten out of me every day at school. So growing up, I was like always trying to be this macho guy, this tough guy, 'cause I didn't wanna be in that position again. But you know, we're all a product of our past, and I think our vulnerabilities are what makes us human. You know, maybe I had to go through that process",1
https://www.youtube.com/watch?v=07YDR1HrZh4,A Special Ops Sniper Turned Vegan Wildlife Warrior,Generation Vegan,1 Dec 2019,0:26,"to finish up where I am today. You know, I was desperate growing up, desperate for this sort of macho acknowledgement, and that's actually what led me into hunting. You know, I was trying to evoke some form of primal respect from my peers, and so I took aim at the vulnerable. Would I change anything going back? No...",2
https://www.youtube.com/watch?v=07YDR1HrZh4,A Special Ops Sniper Turned Vegan Wildlife Warrior,Generation Vegan,1 Dec 2019,0:54,"because I come from 180 degrees from where I am now, and it gives me a strong voice to speak to who I used to be. Look, three years in Iraq will give you a different lens through which to see the world, and this barrier of like this macho barrier I had around me that, that got destroyed in Iraq, you know. Just, you know, when you see people's culture, and country obliterated, and know that you're a part of that for whatever reason, fighting the arguments of old men.",3
https://www.youtube.com/watch?v=07YDR1HrZh4,A Special Ops Sniper Turned Vegan Wildlife Warrior,Generation Vegan,1 Dec 2019,1:29,"And when you leave that, you have time to reflect. And that reflection is, I suppose, that's where you grow. I never hunted again after Iraq. I knew what it was like to be hunted. You know doing good stuff is infectious. You know when you start, I just fell into it. I got involved. I didn't go to Africa looking for a cause, I went looking for a fight. And it was seeing the hard work that Rangers are doing,",4
https://www.youtube.com/watch?v=07YDR1HrZh4,A Special Ops Sniper Turned Vegan Wildlife Warrior,Generation Vegan,1 Dec 2019,1:55,"that really appealed to me. You know these are people that are leaving their families behind for up to 11 months of the year, on a small salary. And they're fighting for the heart and lungs of the planet. I'd just come from fighting for resources in the ground and dotted lines on a map. Rangers inspired me, in a world where I think it's hard to be genuinely inspired. And alongside that was animals.",5
https://www.youtube.com/watch?v=07YDR1HrZh4,A Special Ops Sniper Turned Vegan Wildlife Warrior,Generation Vegan,1 Dec 2019,2:17,"You know just seeing animals that were being hunted for no particular reason really. So someone can sit a tusk on their desk on the other side of the world. It affected me in a way that I hadn't been affected before. You know when we first got involved it was like the elephants and rhinos had been targeted. And I've got the skills to go out and stop those animals from being killed. Unfortunately, the world needs guys like me",6
https://www.youtube.com/watch?v=07YDR1HrZh4,A Special Ops Sniper Turned Vegan Wildlife Warrior,Generation Vegan,1 Dec 2019,2:42,"with the skills that I have, to protect the natural world, but this is what we've created for ourselves to manage. And it's evolved now. You know we have an army, a growing army of women, that are developing their own communities and in the process protecting millions of acres of land. And in those areas is everything for the birds, the bees, the flowers, the trees, everything in this rich tapestry of biodiversity, upon which our future as a civilization is depending",7
https://www.youtube.com/watch?v=07YDR1HrZh4,A Special Ops Sniper Turned Vegan Wildlife Warrior,Generation Vegan,1 Dec 2019,3:12,on our willingness to preserve.,8
https://www.youtube.com/watch?v=0BBqqSpVJpw,New Narratives for Animal Freedom Advocacy- A webinar with Claire Parkinson,Animal Think Tank,27 Jun 2023,0:00,uh can everybody see that okay yeah super okay thanks very much Natalie and to everybody and all thank tank for inviting me along today to do this webinar and thanks to everybody for coming along to it um as Natalie said I'm going to be talking about anthropomorphism quite a lot today um I know this can be quite contentious so I'm looking forward to the chat later and to your feedback on some of the ideas that I'm going to be presenting to you today so I want to start off with a couple of stories um and just to think first about what the consequences are of the way in which we tell stories about animals um this is a story on the left hand side um from quite some time ago I did include this one for a very particular reason it is from 1998 and some people may remember it if you are from the UK and of a certain age this was the story of uh two five-month-old pigs in baseball wheelchair in the UK they'd,1
https://www.youtube.com/watch?v=0BBqqSpVJpw,New Narratives for Animal Freedom Advocacy- A webinar with Claire Parkinson,Animal Think Tank,27 Jun 2023,1:06,escaped from a slaughterhouse and they swam across the river Avon to escape and the national and the international press followed the story of these two pegs as the police and the rspca tried to capture them and they were able to stay on the run as it was described for quite a while and the public were absolutely engaged with this story and so much so that the popular press covered it quite extensively and they named the Peg's Butch in Sundance and they also called the the pigs the Tamworth um and when the pigs were finally caught the public pressure was so much that the decision was made not to send them to the slaughterhouse as was originally planned but instead they would live out their lives um in in a sanctuary and you can see here at the bottom on the left hand side there's a headline from The Daily Mail which is um popular press in the UK um quite right wing uh saying the male,2
https://www.youtube.com/watch?v=0BBqqSpVJpw,New Narratives for Animal Freedom Advocacy- A webinar with Claire Parkinson,Animal Think Tank,27 Jun 2023,2:06,saves the bacon of the Tamworth too then there's another story now this one is from 2009 and this is on the right hand side I know the tax is quite small I've highlighted a few passages of text which I just wanted to point out to you this is the story which was reported again in the national press um in the UK it was about uh Laurie that was carrying um pigs to the slaughterhouse the Lorry overturned um a lot of the pigs of course in the wreckage 12 of them managed to escape um they were eventually captured this is the article that ran in the Guardian newspaper um and these were a couple of the the the bits of text I wanted to pull out you can see here that these pigs are referred to as a herd of pigs who escaped um there were 12 animals escape from the Lorry that were running free on the road and then down at the bottom here um there were fears that the pigs could cross the southbound lane it was on a,3
https://www.youtube.com/watch?v=0BBqqSpVJpw,New Narratives for Animal Freedom Advocacy- A webinar with Claire Parkinson,Animal Think Tank,27 Jun 2023,3:08,very busy Motorway across the southbound lane and be a danger to Road users what happened to these pigs well um five of them were injured so badly that they had to be euthanized um at the the site of the crash the rest of the pigs were caught they were put onto the Lorry and they were taken to the slaughterhouse and they were killed the same day so we've got two stories here in one public pressure is such that the pigs are saved they go to a sanctuary in the other the pigs even though they escape as well they are loaded back onto the wagon and they go to the slaughterhouse we've got a story here one ends in life the other one ends in death and I picked the story of the Tamworth too because it's a very well-known story but I could have picked any number of stories there's Stewie um who was running around the streets of Brooklyn earlier this year in 2023 escaped from The Slaughterhouse Matilda who escaped from,4
https://www.youtube.com/watch?v=0BBqqSpVJpw,New Narratives for Animal Freedom Advocacy- A webinar with Claire Parkinson,Animal Think Tank,27 Jun 2023,4:06,a farm was I know we're going to be Santa Slaughter had tan piglets and they were called the ollerton 11. again these were saved from Slaughter Phoenix a calf in the in the midst of the 2001 foot and mouth crisis um this calf was found underneath the dead bodies um of other cows 13 days old again say the idea was that she'd risen From the Ashes um and there were plenty of other examples that I could have picked so what is it that makes the public so engaged with some stories of Animal Escape whilst others don't engage the public at all well in some cases you can see some similarities in the Escape stories where the animals are saved in those Escape stories we usually have animals who are very young they tend to be individuals than they're named in the case of the Tamworth II although there there's there's two of them they're still,5
https://www.youtube.com/watch?v=0BBqqSpVJpw,New Narratives for Animal Freedom Advocacy- A webinar with Claire Parkinson,Animal Think Tank,27 Jun 2023,5:03,individuated and they're given names so they're identified in their own right as individuals what the reports tend to do is they use very familiar narrative devices to frame them they're what we call intertextual references so that's when you take one story and apply it to another so that it makes sense so in this case they use the story of Butch and Sundowns from Butch Cassidy and the Sundance Kid the idea of these two kind of felons these two naughty um sort of fancy Heroes On The Run and they apply that to the escaped pigs they call them the Tamworth II again this idea of you know two sort of two two two naughty creatures on the Run um they're also referred to as pigs being babe-like so there's references there to Bay the story babe which was both and NFL and what was really clear is as well is that they were anthropomorphized in the story where the pigs are sent to,6
https://www.youtube.com/watch?v=0BBqqSpVJpw,New Narratives for Animal Freedom Advocacy- A webinar with Claire Parkinson,Animal Think Tank,27 Jun 2023,6:06,the slaughterhouse there's no age mentioned they're treated as a group remember they're just a herd uh there's no familiar narrative framing at all there's no links to popular Escape stories there's very well it's all very factual and it's very much focused on The Human Experience so there's nothing there to do with the trauma that those pigs would have gone through what they were feeling how how they experience that situation it was totally focused on The Human Experience so what this tells us is that how we tell stories about animals really matters and that's where I want to start so I really want to concentrate on the anthropomorphism aspect of this and a few other sort of components which I think are really really important when we're telling stories about animals so the key things that I'm going to be looking at today are to do with narrative how anthropomorphism is used where we get public engagement and understanding and where I think that stories are able to elicit empathy and,7
https://www.youtube.com/watch?v=0BBqqSpVJpw,New Narratives for Animal Freedom Advocacy- A webinar with Claire Parkinson,Animal Think Tank,27 Jun 2023,7:08,perhaps how they do that but the first question we always need to ask is well what can anthropomorphism actually do and I'm not saying this without any basis because we know that stories shape understanding and there's certainly what we might think of as an anthropomorphic tendency in popular media so everywhere we look we see anthropomorphic stories but what we know from recent studies is there's actually a relationship between anthropomorphism and both empathy and changes in behaviors so we see links between anthropomorphism in stories and pro-environmental behaviors also in increased moral concern for other animals and there are debates out there about whether anthropomorphism can enable people to understand better the experiences of animals and therefore elicit some sort of empathetic connection so there is there is something behind,8
https://www.youtube.com/watch?v=0BBqqSpVJpw,New Narratives for Animal Freedom Advocacy- A webinar with Claire Parkinson,Animal Think Tank,27 Jun 2023,8:12,what I'm going to talk about today there's some there's some studies that have been done and there's much more work that needs to be done but we're finding some very positive evidence for the use of anthropomorphism but the problem is is that when we think about anthropomorphism often we'll think about t types so on one we have been both represented here so on one hand we have the idea that anthropomorphism is Dreadful we need to stay away from it it's a form of what people call Disney vacation this is where we simplify the animals so much that it just becomes a human in animal clothing so they're oversimplified there's no recognition of their species specificity or their individuality they're just little humans wrapped in fur or feathers and then on the other end we have critical anthropomorphism and this is something which is used by certain parts of the scientific Community particularly in anthology and it's used as a method so,9
https://www.youtube.com/watch?v=0BBqqSpVJpw,New Narratives for Animal Freedom Advocacy- A webinar with Claire Parkinson,Animal Think Tank,27 Jun 2023,9:13,anthropomorphism is used but it's combined with very deep understanding and knowledge of species Behavior so we've got the popular form on one cut on one hand with Disney vacation and then we've got if you like the scientific version of it which is critical anthropomorphism on the other hand um and what I want to say is that we need to forget about these two types because what happens is when we think about anthropomorphism we have this horror ah don't want to use it it's really worrying we need to be sort of um we need to stay away from it we won't be treated seriously we'll be accused of not treating animals seriously we're getting rid of their individuality we're not recognizing their species specificity their individuality and so forth and I wanted to get past that now because I think that anthropomorphism can be a key narrative strategy that can be both effective and can engage empathy so I've got um a little kind of wheel here of all the things so forget about the,10
https://www.youtube.com/watch?v=0BBqqSpVJpw,New Narratives for Animal Freedom Advocacy- A webinar with Claire Parkinson,Animal Think Tank,27 Jun 2023,10:18,two types for now I want to think about it in relation to these different factors and I'm only going to go through them very quickly because I'm just going to refer to each of these in the different case studies that I'm going to talk to you about today so just so that I kind of clear on the sort of terms that I'm using I'm just going to go through so I'll just explain what what each of these are and how I'm understanding them um so this is what I think these are all the factors that I think are fact anthropomorphism so the first one is mediation basically when we tell any story it's mediated um it goes through a process so what we think about mediation is basically everything that happens to communicate or circulate content so it's that idea that there's something that happens in between the real subject over on one side and what's received by the viewer um or The Listener at the other end so it's everything that happens in between um it's often a complex set of decisions,11
https://www.youtube.com/watch?v=0BBqqSpVJpw,New Narratives for Animal Freedom Advocacy- A webinar with Claire Parkinson,Animal Think Tank,27 Jun 2023,11:19,and choices if you're making a film or you're making content for social media and so on but every story is mediated okay there's a subject it gets mediated it pops up the other end and it's received by a viewer so the example here that I'm giving you is of you know a lion um there's choices that are being made about how to film him he's on boxes here there's certain lighting they're using certain Technologies and then what we have is the final result so it's what reaches the viewer which is the trademark care of the MGM film studios so mediation everything that happens between the subject which is the lion and between the viewer which is you know me for example looking at that image of the lion everything that goes on in between that is mediation then this genre and I'm going to talk about this quite a bit today I would probably take a guess that if you took a look at the two posters on the left hand side of this screen you'd be able to tell me without even seeing the films even if you don't know the films you'd probably be able to get tell,12
https://www.youtube.com/watch?v=0BBqqSpVJpw,New Narratives for Animal Freedom Advocacy- A webinar with Claire Parkinson,Animal Think Tank,27 Jun 2023,12:27,me take a good cat guess at least at which genre these films are and if I describe them to you instead you know don't look at these posters but what you'll see here is um an image of an orca there's going to be an image of a male figure with their arms stretched up in the air the colors of the image are going to be kind of orangey and blue that might not give you any specific understanding of what it is but then as soon as I show you this there are cues in here that tell us how to read these images and how to understand what the story will be so they're the genre cues and we are very well versed in how to read genre cues in fact more so than we ever realized it's what film marketing relies on so genre is really important because it shapes how we interpret the subject and it sets of expectations about how we should understand the story that we're going to be told about the animal so very important and I'll keep coming,13
